@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0038308753,SCOPUS_ID:0038308753,2-s2.0-0038308753,Estimating population projection matrices from multi-stage mark-recapture data,Fujiwara M.,Ecology,00129658,83,12,3257-3265,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3257:EPPMFM]2.0.CO;2,"Multi-stage mark-recapture (MSMR) statistics provide the best method for estimating the transition probabilities in matrix population models when individual capture history data are available. In this paper, we improve the method in four major ways. We use a Markov chain formulation of the life cycle to express the likelihood functions in matrix form, which makes numerical calculations simpler. We introduce a method to incorporate capture histories with uncertain stage and sex identifications, which allows the use of capture history data with incomplete information. We introduce a simple function that allows multinomial transition probabilities to be written as functions of covariates (time or environmental factors). Finally, we show how to convert transition probabilities estimated by the MSMR method into a matrix population model. These methods are applied to data on the North Atlantic right whale (Eubalaena glacialis).",81,Journal,ar,Article,100,2,2,Capture-recapture studies | Eubalaena glacialis | Markov chain | Matrix population models | Multi-stage mark-recapture statistics | North Atlantic right whale | Population projection matrix | Survival probability | Transition probability,20308,undefined,0,FALSE,11,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038225706,SCOPUS_ID:0038225706,2-s2.0-0038225706,Large-scale patterns of distribution and persistence at the range margins of a butterfly,Wilson R.J.,Ecology,00129658,83,12,3357-3368,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3357:LSPODA]2.0.CO;2,"One major goal of conservation biology in fragmented landscapes is to identify the attributes of habitat networks that influence metapopulation persistence, and thereby to determine whether particular areas hold the key to regional persistence. In Britain, the genus Aricia is represented by A. agestis in the south and A. artaxerxes in the north. We mapped the distributions of A. agestis and A. artaxerxes at their range margins, where both species are restricted to isolated fragments of calcareous grassland containing the larval host plant Helianthemum chamaecistus. We present evidence that Aricia is likely to persist as metapopulations at its range margins. First, both individual habitat patches and semi-independent networks of patches showed colonizations and extinctions of Aricia. Second, the smallest and most isolated habitat patches were least likely to be occupied. Third, persistence was more closely related to the total area and configuration of habitat in each network (consistent with a metapopulation interpretation) than to the area of the largest patch (predicted for mainland-island systems). In addition, the occupancy of entire networks depended on their isolation from other networks, well beyond the empirically measured dispersal range of the species. We suggest that species may persist as ""metapopulations of metapopulations"" at coarse spatial scales. In some systems, all networks may be prone to extinction, but we suggest that regional persistence more often depends on the continued occupancy of extinction-resistant core areas (""core/marginal metapopulations""). Extinctions of small metapopulations and very long-distance colonizations may profoundly influence the distributions of species in fragmented landscapes, and set the dynamic margins of species ranges. As a result, identification and protection of extinction-resistant core areas should be priorities in conservation programs.",28,Journal,ar,Article,100,6,6,Aricia agestis | Aricia artaxerxes | Connectivity | Conservation | Fragmentation | Habitat networks | Metapopulations,20308,undefined,0,FALSE,12,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138045,SCOPUS_ID:0038138045,2-s2.0-0038138045,Estimating dispersal from patterns of spread: Spatial and local control of lake invasions,Havel J.,Ecology,00129658,83,12,3306-3318,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3306:EDFPOS]2.0.CO;2,"The spread of exotic species can be limited by dispersal or by constraints imposed by the local environment. Using data collected from 152 Missouri (USA) lakes over seven years, we asked whether models based on dispersal or local-scale processes best predicted invasion by the exotic cladoceran Daphnia lumholtzi. We used multiple logistic regression to test the relative importance of 10 local physicochemical features and proximity to all known potential source populations for predicting which lakes were invaded. The decline in invasion likelihood with distance to source populations was used to estimate the shape of the dispersal kernel. Between 1992 and 1998 the cumulative prevalence of D. lumholtzi increased from 6% to 34% of lakes sampled, with frequent appearances of populations in new watersheds. Spatial position and physical factors were both important for predicting the new colonization events. The probability of colonization increased with lake surface area and epilimnetic temperature, declined with increasing conductivity, and was unaffected by variation in lake fertility. Invasion likelihood declined sharply as a nonlinear function of distance to source populations up to around 30 km, and was relatively constant at greater distances. The results suggest that dispersal and local abiotic constraints jointly limit the spread of D. lumholtzi. This approach illustrates how range expansion can be used to estimate dispersal rates at broad spatial scales.",86,Journal,ar,Article,100,3,3,Biogeography | Colonization | Daphnia lumholtzi | Dispersal kernel | Exotic species | Invasibility | Invasion biology | Likelihood profile techniques | Missouri (USA) lakes | Rate of spread | Reservoirs | Zooplankton,20308,undefined,0,FALSE,13,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138043,SCOPUS_ID:0038138043,2-s2.0-0038138043,Herbivory and maternal effects: Mechanisms and consequences of transgenerational induced plant resistance,Agrawal A.,Ecology,00129658,83,12,3408-3415,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3408:HAMEMA]2.0.CO;2,"Many plants induce defenses against herbivores following initial attack. Maternal effects associated with herbivory could mediate induced defenses across generations of plants if damaged plants produce more resistant progeny than undamaged plants. I report that wild radish plants (Raphanus raphanistrum) damaged by herbivores (Pieris rapae) or treated with a chemical elicitor of induced resistance (jasmonic acid) during the vegetative growth stage, induced resistance of the plants' progeny compared to controls. Conversely, clipping of leaves with scissors, which results in loss of photosynthetic area but not induced resistance, tended to increase susceptibility of progeny plants to P. rapae compared to controls. Progeny plants exhibited further induced resistance when damaged as seedlings, although maternally induced plants were less inducible than maternal-control plants. Herbivory in the maternal generation also affected the growth of progeny plants in two ways: (1) seed mass, which was influenced by maternal herbivory, strongly positively correlated with early plant growth; and (2) when seed mass was accounted for, maternal herbivory still had an effect on plant growth, but these effects varied by plant family. Taken together, these results demonstrate that the defensive phenotype of plants is determined, in part, by the maternal environment, and that this allocation can affect the growth trajectories of progeny.",139,Journal,ar,Article,100,1,1,Herbivory and maternal effects | Jasmonic acid | Pieris rapae | Plant-insect interactions | Transgenerational adaptive plasticity | Wild radish (Raphanus raphanistrum),20308,undefined,0,FALSE,14,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138042,SCOPUS_ID:0038138042,2-s2.0-0038138042,Resemblance coefficients and the horseshoe effect in principal coordinates analysis,Podani J.,Ecology,00129658,83,12,3331-3343,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3331:RCATHE]2.0.CO;2,"Although principal coordinates analysis is one of the most widely used ordination methods in ecology, no study had been undertaken as yet on the combined effect of gradient type and resemblance coefficient on the results. We examine the performance of principal coordinates analysis with different choices of the resemblance function and different types of a single underlying gradient. Whereas unimodal species response to long gradients always leads to horseshoe (or arch)-shaped configurations in the first two dimensions, the converse is not true; curvilinear arrangements cannot generally be explained by the Gaussian model. Several resemblance coefficients widely used in ecology produce paradoxical arches from perfectly linear data. Species richness changes alone may also lead to a horseshoe for even more distance functions, with the noted exception of Manhattan metric. The appearance of arches is a mathematical necessity in these cases; true artifacts are introduced only if distances are treated inappropriately before eigenanalysis. Examples illustrate that similar configurations (curves and even circles) may arise from very different data structures; therefore the shape of the point scatter is insufficient by itself to identify background ecological phenomena. The horseshoe effect may be diminished and eigenvalue extraction may be made more efficient if input measures are raised to high powers; but this operation is recommended only in combination with standard analyses, as part of a comparative approach. We derive a new distance function, implying standardization by species totals, from the chi-square distance. We found that this function improves gradient recovery when there is unimodal species response and some species have their optima outside the range of study.",75,Journal,ar,Article,100,2,2,Arch effect | Bray-Curtis coefficient | Chi-square distance | Correspondence analysis | Detrending | Dissimilarity | Gradients | Linear scaling | Manhattan metric | Ordination | Principal coordinates analysis | Resemblance coefficients and the horseshoe effect,20308,undefined,0,FALSE,15,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138041,SCOPUS_ID:0038138041,2-s2.0-0038138041,Is attraction fatal? The effects of herbivore-induced plant volatiles on herbivore parasitism,Oppenheim S.,Ecology,00129658,83,12,3416-3425,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3416:IAFTEO]2.0.CO;2,"We investigated the relationship between parasitoid attraction to herbivore-induced plant volatiles and larval parasitism rates of two closely related heliothine, noctuid moths. Heliothis subflexa Guenee is a specialist on plants in the genus Physalis, while Heliothis virescens Fabricius is an extreme generalist. In North America, these species serve as the only known hosts for the specialist parasitoid Cardiochiles nigriceps Vierick; oviposition into Helicoverpa zea, a non-host, does occur but results in lethal encapsulation of C. nigriceps' eggs. Heliothis virescens larvae are parasitised by C. nigriceps far more frequently than are H. subflexa larvae. Parasitoid attraction to volatiles emitted by tobacco in response to herbivory by H. virescens has previously been demonstrated. Using field experiments, we examined the possibility that pre-detection defenses against parasitoid attraction to herbivore-induced plant volatiles are responsible for H. subflexa's relatively low rates of parasitism by C. nigriceps. Herbivore-damaged plants were significantly more attractive to C. nigriceps than were larvae, larval frass, larval saliva, or damaged leaves alone. Plant species affected parasitoid attraction: tobacco was the most preferred plant species, followed by Physalis angulata, and then cotton. The parasitoid was also more attracted to host species (H. subflexa and H. virescens) than to the non-host species, H. zea. There was an interaction between plant species and herbivore species: each plant species was most attractive when infested by its typical herbivore (e.g., H. virescens on tobacco). We compared these data with those of a previously published experiment on field parasitism of H. virescens and H. subflexa, conducted at the same time and place. Our results indicate that differences in parasitoid attraction to herbivore-induced plant volatiles do not contribute to H. subflexa's relatively low parasitism rate. For the generalist, H. virescens, rates of attraction correspond with rates of parasitism; for the specialist, H. subflexa, they do not. Attraction to H. subflexa on P. angulata is greater than to H. virescens on P. angulata, yet parasitism of H. subflexa is much less than parasitism of H. virescens. These results indicate that pre-detection defenses are not responsible for H. subflexa's low parasitism on P. angulata.",15,Journal,ar,Article,100,2,2,"Cardiochiles nigriceps | Heliothis | Herbivore defense | Herbivore host range evolution | Herbivore, specialist vs. generalist | Herbivore-induced plant volatiles | Natural enemies | Parasitism rates | Parasitoid | Parasitoid attraction cf. increased parasitism",20308,undefined,0,FALSE,16,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138040,SCOPUS_ID:0038138040,2-s2.0-0038138040,Masting in animal-dispersed pines facilitates seed dispersal,Vander Wall S.,Ecology,00129658,83,12,3508-3516,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3508:MIADPF]2.0.CO;2,"Masting increases the efficiency of wind pollination and satiates seed predators, but there is little evidence that masting facilitates seed dispersal by animals. Masting in pines was studied over three field seasons by simulating seed crops in synchrony (mast years, autumn 1998 and 1999) or out of synchrony (non-mast year, autumn 2000) with the local population. Rodents removed simulated wind-dispersed Jeffrey pine (Pinus jeffreyi) and sugar pine (Pinus lambertiana) seeds significantly more rapidly in mast years than in the non-mast year. Radioisotopes were used to follow the fates of individual pine seeds taken from three source trees. Rodents cached nearly all experimental seeds in mast and non-mast years, making 562 caches in 1998, 510 caches in 1999, and 1034 caches in 2000. Mean dispersal distances of seeds in primary caches were 5.9 and 4.6 m (28.6% and 22.1%) farther in the two mast years than in the non-mast year. Rodents often excavated cached seeds and moved them to new sites (secondary caching). During mast years, some seeds were found in as many as three cache sites, but during the non-mast year, the level of secondary caching approximately tripled, with some seeds being found in five or six separate cache sites. Large seed crops were associated with reduced secondary caching of seeds, reduced seed consumption, and greater seed survival in the following spring. Animal-mediated seed dispersal may be a selective force, along with predator satiation and increased efficiency of wind pollination, driving temporal variation in seed production in some large-seeded pines.",193,Journal,ar,Article,100,1,1,Food hoarding | Masting | Pinus jeffreyi | Pinus lambertiana | Pinus ponderosa | Predator satiation | Rodent foraging behavior | Seed caching | Seed dispersal | Wind pollination,20308,undefined,0,FALSE,17,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038138037,SCOPUS_ID:0038138037,2-s2.0-0038138037,Erratum: Population-dynamic consequences of predator-induced life history variation in the guppy (Poecilia reticulata) (Ecology (2002) 83:8 (2194-2204)),Bronikowski A.M.,Ecology,00129658,83,12,3532,2002-12-01,1 December 2002,10.2307/3072108,NA,0,Journal,er,Erratum,100,4,4,NA,20308,undefined,0,FALSE,18,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0038005565,SCOPUS_ID:0038005565,2-s2.0-0038005565,Long-distance dispersal potential in a marine macrophyte,Harwell M.C.,Ecology,00129658,83,12,3319-3330,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3319:LDDPIA]2.0.CO;2,"Plant populations have long been noted to migrate faster than predicted based on their life history and seed dispersal characteristics (i.e., Reid's paradox of rapid plant migration). Although precise mechanisms to account for such phenomena are not fully known for all plant species, a combination of theoretical and empirically driven mechanisms often resolves this paradox. Here, we couple a series of direct and indirect field and laboratory exercises on one marine macrophyte, Zostera marina L. (eelgrass), to measured distances between new patches and established beds in order to elucidate the long-distance dispersal and colonization potential of this marine seagrass. Detached, floating reproductive shoots with mature seeds were found to remain positively buoyant for up to 2 wk and retain mature seeds for up to 3 wk before release under laboratory conditions. Analysis of the detritus wrack along a remote shoreline found reproductive fragments with viable seeds up to 34 km from established, natural beds. Analysis of different regions of the Chesapeake Bay and coastal bays of the Delmarva Peninsula that once supported eelgrass populations, revealed natural patches at 13 sites ranging from 1 to 108 km from established populations. A combination of tidal currents and wind influences has the potential to move a passive particle at the surface (e.g., a floating reproductive fragment) up to 23 km in a 6-h tidal window suggesting that most unvegetated areas in this region that can support eelgrass are within the colonization potential envelope. We suggest that, when combined with earlier work on seed dispersal ecology of this species, eelgrass has strong qualities for high colonization potential of new habitat. The finding of natural patches at such great distances from established beds when studied in the context of the dispersal mechanism (currents and wind) make the dispersal distances of this species one of the highest for angiosperms, comparable in scale to mangroves and coconuts. This new understanding of the dispersal dynamics of eelgrass is critical in the context of seagrass restoration in areas distant from established beds, maintenance of existing populations threatened by anthropogenic inputs of sediments and nutrients, and examining metapopulation concepts in seagrass ecology.",160,Journal,ar,Article,100,2,2,"Chesapeake Bay, USA | Eelgrass | Long-distance dispersal | Marine macrophyte | Seagrass ecology | Spatial ecology | Zostera marina",20308,undefined,0,FALSE,19,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037971468,SCOPUS_ID:0037971468,2-s2.0-0037971468,"Connectivity, fragmentation, and extinction risk in dendritic metapopulations",Fagan W.F.,Ecology,00129658,83,12,3243-3249,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3243:CFAERI]2.0.CO;2,"Neither linear nor two-dimensional frameworks may be the most appropriate for fish and other species constrained to disperse within river-creek systems. In particular, the hierarchical, dendritic structures of riverine networks are not well captured by existing spatial models. Here I use a simple geometric model and metapopulation modeling to make three points concerning the ecological consequences of dendritic landscapes. First, connectivity patterns of river-creek networks differ from linear landscapes, and these differences in connectivity can either enhance or reduce metapopulation persistence compared to linear systems, depending on the details of dispersal. Second, habitat fragmentation in dendritic landscapes has different (and arguably more severe) consequences on fragment size than in either linear or two-dimensional systems, resulting in both smaller fragments and higher variance in fragment size. Third, dendritic landscapes can induce striking mismatches between the geometry of dispersal and the geometry of disturbance, and as is the case for arid-lands fishes, such mismatches can be important for population persistence.",540,Journal,ar,Article,100,1,1,Colonization | Connectivity vs. dispersal | Creeks and rivers | Dendritic landscapes | Dispersal constraints | Fishes | Habitat fragmentation | Habitat geometry | Hierarchical riverine networks | Influence on extinctions | Landscape ecology | Landscape imposed,20308,undefined,0,FALSE,20,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0037800380,SCOPUS_ID:0037800380,2-s2.0-0037800380,Scaling in sensitivity analysis,Link W.,Ecology,00129658,83,12,3299-3305,2002-12-01,1 December 2002,10.1890/0012-9658(2002)083[3299:SISA]2.0.CO;2,"Population matrix models allow sets of demographic parameters to be summarized by a single value λ, the finite rate of population increase. The consequences of change in individual demographic parameters are naturally measured by the corresponding changes in λ; sensitivity analyses compare demographic parameters on the basis of these changes. These comparisons are complicated by issues of scale. Elasticity analysis attempts to deal with issues of scale by comparing the effects of proportional changes in demographic parameters, but leads to inconsistencies in evaluating demographic rates. We discuss this and other problems of scaling in sensitivity analysis, and suggest a simple criterion for choosing appropriate scales. We apply our suggestions to data for the killer whale, Orcinus orca.",51,Journal,ar,Article,100,2,2,Management decisions | Orcinus orca | Parameter transformations | Population matrix models | Prospective analyses for | Sensitivity analysis,20308,undefined,0,FALSE,21,NA,NA,NA
