@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,dc:description,pubmed-id,author-count.$,authkeywords,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/80053288391,SCOPUS_ID:80053288391,2-s2.0-80053288391,Oligoneuria macabaiba sp. nov. (Insecta: Ephemeroptera) from Brazil,Revista de Biologia Tropical,00347744,59,4,1553-1557,2011-12-01,December 2011,4,Journal,ar,Article,100,3,13567,undefined,0,FALSE,11,Gonçalves I.,"The former monotypic genus Oligoneuria Pictet was known solely by a female subimago of the type-species Oligoneuria anomala Pictet. A new species of the genus Oligoneuria from the tlantic rainforest of Macaé, Rio de Janeiro is described. The description was based in males and females imagos of Oligoneuria macabaiba sp. nov. caught with light traps. This species presents similar wing venation, abdominal posterolateral spines, as well as a membranous extension on anterior portion of the head as seen in the genus. Based on features of the new species, the genus is herein redefined. The species represents the first record of the genus from Southeastern Brazil.",22208073,3,Neotropics | New record | New species | Oligoneuriidae | South America | Taxonomy,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053288389,SCOPUS_ID:80053288389,2-s2.0-80053288389,"Genetic structure of a group of capybaras, Hydrochoerus hydrochaeris (Rodentia: Hydrocheridae) in the Colombian Eastern Llanos",Revista de Biologia Tropical,00347744,59,4,1777-1793,2011-12-01,December 2011,4,Journal,ar,Article,100,4,13567,undefined,0,FALSE,12,Maldonado-Chaparro A.,"The capybaras are the biggest rodents in the world but, however, there are not extensive population genetics studies on them. In the current work, we studied the genetic structure of a troop of 31 capybaras (Hydrochoerus hydrochaeris) sampled in Hato Corozal, Casanare Department at the Colombian Eastern Llanos, by means of five microsatellite markers. The gene diversity was 0.61 and the average allele number was 5.2, which is a medium-low level for markers of this nature. Out five markers employed, three were in Hardy-Weinberg equilibrium meanwhile one showed a significant homozygote excess and other presented a significant heterozygote excess. There were not significant genetic differences between males and females inside this troop. The application of different procedures to determine possible historical demographic changes (population expansions or bottlenecks) clearly showed that the population analyzed crossed over a very narrow recent bottleneck. The illegal hunt is the possibly cause of this strong genetic bottleneck.",22208092,4,Bottleneck | Capybara | Colombian eastern llanos | Dna microsatellites | Genetic structure | Hydrochoerus hydrochaeris,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053286412,SCOPUS_ID:80053286412,2-s2.0-80053286412,A new fish species of roeboides from panamá (Characiformes: Characidae),Revista de Biologia Tropical,00347744,59,4,1663-1667,2011-12-01,December 2011,1,Journal,ar,Article,100,1,13567,undefined,0,FALSE,13,de Lucena C.A.S.,"A freshwater fish Roeboides loftini n.sp. is described from the Río Coclé del Norte drainage of the Atlantic versant of Panamá. The new species differs from other species of the Roeboides guatemalensis-group by the number of perforated scales on the lateral line (83-100), body depth (31.8-36.1%), predorsal distance (49.1-51.9%) and the shape of the humeral spot.",22208082,1,Atlantic versant | Del norte | Distribution | Freshwater fish | Río coclé,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053282668,SCOPUS_ID:80053282668,2-s2.0-80053282668,A new hypothesis for the importance of seed dispersal in time,Revista de Biologia Tropical,00347744,59,4,1795-1803,2011-12-01,December 2011,5,Journal,ar,Article,100,2,13567,undefined,0,FALSE,14,Guzmán A.,"Most studies on seed dispersal in time have focused on seed dormancy and the physiological triggers for germination. However, seed dispersed by animals with low metabolic and moving rates, and long gutpassage times such as terrestrial turtles, could be considered another type of dispersal in time. This study tests the hypothesis that seeds dispersed in time may lower predation rates. We predicted that seeds deposited below parent trees after fruiting fall has finished is advantageous to minimize seed predators and should show higher survival rates. Four Amazonian plant species, Dicranostyles ampla, Oenocarpus bataua, Guatteria atabapensis and Ocotea floribunda, were tested for seed survival probabilities in two periods: during fruiting and 10-21 days after fruiting. Experiments were carried out in two biological stations located in the Colombian Amazon (Caparú and Zafire Biological Stations). Seed predation was high and mainly caused by non-vertebrates. Out of the four plant species tested, only Guatteria atabapensis supported the time escape hypothesis. For this species, seed predation by vertebrates after the fruiting period increased (from 4.1% to 9.2%) while seed predation by nonvertebrates decreased (from 54.0% to 40.2%). In contrast, seed predation by vertebrates and by non-vertebrates after the fruiting period in D. ampla increased (from 7.9% to 22.8% and from 40.4% to 50.6%, respectively), suggesting predator satiation. Results suggest that for some species dispersal in time could be advantageous to avoid some type of seed predators. Escape in time could be an additional dimension in which seeds may reach adequate sites for recruitment. Thus, future studies should be address to better understand the survival advantages given by an endozoochory time-dispersal process.",22208093,2,Endozoochory | Escape hypothesis | Janzen-connell theory | Seed dispersal | Seed survival | Tropical forest,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053282266,SCOPUS_ID:80053282266,2-s2.0-80053282266,Chemical composition of eggs of the Olive Ridley Lepidochelys ivacea(Testudines: Cheloniidae) and it's potential as a food source,Revista de Biologia Tropical,00347744,59,4,1729-1742,2011-12-01,December 2011,3,Journal,ar,Article,100,2,13567,undefined,0,FALSE,15,Castro-González M.,"The Olive Ridley is a worldwide distributed species with high nesting production per season, and in La Escobilla Oaxaca, México, there is a 70% of non-hatched eggs that are lost. In order to evaluate their potential use as a source for human and animal food products, their chemical composition was analyzed. Lyophilized egg samples from 25 turtles were obtained and were analyzed following the analytical methods for fatty acids, protein, fat, ash, moisture, amino acids, vitamins, cholesterol and microbiological agents. The analytical composition obtained was (g/100g): moisture (4.7), ash (3.8), protein (53.7), and fat (47.4). The essential amino acid (g aa/100g protein) content was: Ile (4.4), Lys (6.6), Leu (7.4), Met+Cys (8.8), Phe+Tyr (10.8). The vitamin content was: retinol (340μg/100g), cholecalciferol (5.9μg/100g) and 8.6mg/100 tocopherol, 0.3mg/100g thiamine and 1.1mg/100g riboflavin. The total lipid content (TL), fatty acids (FA), and cholesterol (Chol) were divided into three groups based on the weight of the turtle: (TL) (44.3-48.7-49.1g/100g) and (Chol) (518.4-522.5mg/100g-728.7). A total of 17 Saturated FA (SFA), 8 Monounsaturated FA (MUFA) and 11 Polyunsaturated FA (PUFA) were identified. The most abundant SFA (mg/100g) were: C14:0 (445-772), C16:0 (485-1263); MUFA: C16:1 (456-716), C18:1n-9c (904-1754), and PUFA: C20:4n-6 (105-217); two n-3 fatty acids were identified EPA (48-103) and DHA (97-189). There were significant differences (Fisher, p<0.05) for: (Chol), total FA, SFA, MUFA, PUFAs and n-3 (EPA + DHA) FA. It was not detected any microbiological agent. In conclusion, lyophilized L. olivacea eggs are an option for its inclusion in the development of food products as they can be used as a high quality biological protein and n-3 fatty acid source for fortification and enrichment.",22208089,2,Animal feed | Human food | Lepidochelys olivacea | Lyophilized | Non-hatched egg,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053281881,SCOPUS_ID:80053281881,2-s2.0-80053281881,"Functional feeding groups of macroinvertebrates in Gaira River, Colombia",Revista de Biologia Tropical,00347744,59,4,1537-1552,2011-12-01,December 2011,18,Journal,ar,Article,100,3,13567,undefined,0,FALSE,16,Rodríguez-Barrios J.,"Tropical rivers are frequently described on their biodiversity but few studies have considered the ecological value of this richness in their food webs. We determined the trophic structure of aquatic macroinvertebrate communities (expressed in the richness and abundance of taxa and biomass proportions of different functional feeding groups) at the level of the river, stretch and microhabitats (functional units - UFs). We evaluated the spatial and temporal variation of these descriptors during wet and dry events, and selected three sites associated with different altitudinal belts. We reported 109 taxa, with 11 167 individuals who contributed 107.11g of biomass. Density of macroinvertebrates was favored with increasing height, and biomass showed the opposite pattern (K-W=10.1, d.f.=1, p<0.05), due to the addition of large crustaceans (Macrobrachium), and the taxa diversity was higher in the middle stretch of the river (H'=3.16). The Gaira stream runs through a mid-sized river basin, for this reason we found mainly bedrock (epilithon=50.5%), gravel and sand (43.7%). The functional unit with more habitat and food resources that contains a higher abundance of leaf litter macroinvertebrates was foliage followed by epilithon, fine sediment and gravel-sand (K-W=25.3, d.f.=3, p<0.05). The biomass values of these organisms were higher in leaves followed by gravel-sands, epilithon and sediment (K-W=15.3, d.f.=3, p<0.05). Autochthonous biomass input by different functional feeding groups can be considered very low, but they define the functionality of the stream, being represented almost exclusively by shredders (Macrobrachium, 73%), present only in the lower reaches, followed by shredder Leptonema with 15%, located mostly in the upper reaches and predatory stoneflies of the genus Anacroneuria to 6.56%, which dominated in the middle stretch of stream. Excluding Macrobrachium from the analysis, there was dominance of Anacroneuria in the lower reaches. Between rainfall and drought events, biomass of functional feeding groups was higher in rain (W=10.1, d.f.=1, p<0.05), favoring the growth of decapods, but the abundance was much higher during drought events.",22208072,3,Aquatic macroinvertebrates | Biomass | Food functional groups | Functional units | Tropical stream mountain,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053280643,SCOPUS_ID:80053280643,2-s2.0-80053280643,Spores morphology and synangia in neotropical fern species of Marattia (Marattiaceae),Revista de Biologia Tropical,00347744,59,4,1833-1844,2011-12-01,December 2011,2,Journal,ar,Article,100,3,13567,undefined,0,FALSE,17,Lavalle M.d.C.,"The Marattiaceae are represented by a small family of four to six genera that bear esporogenous structures of two types: sorus with free eusporangia in Angiopteris and Archangiopteris, and indurated synangium in Christensenia, Danaea and Marattia. Marattia is a pantropical genus of about eight to ten species in the paleotropic and seven to eight species in the neotropic. In order to describe the spores and sinangia morphology, this study analyzed the shape of the receptacles, and the position of the synangia, and evaluated the spores with SEM, of seven neotropical species of the genus Marattia: M. alata, M. cicutifolia, M. excavata, M. interposita, M. laevis, M. laxa y M. weinmanniifolia from several collections. The receptacles were fully developed in M. cicutifolia and M. laevis, and scarcely overelevated in the rest of the species. The synangium was ellipsoidal and had intramarginal to supramedial position in the laminae. The spores of Marattia were elliptic. Among the taxa, only monolete spores were found, with no trilete, aborted or deformed spores. The laesura was linear and reached about two of the total length of the spore. The perispore appears as a continuous thin layer deposited on the exospore according to its ornamentation in M. cicutifolia and M. laevis. It is smooth in M. alata, rugate in M. excavata and pustulate-rugate in two species: M. interposita and M. laxa. The exospore is echinate in M. cicutifolia and M. laevis and pustulate in the other species. In M. weinmannifolia spores produced by the same sinangium may have different ornamentation types. We concluded that, while the presence of ellipsoidal and superficial synangia and monolete spores aperture were generic traits, the micro and macro-ornamentation types of the perispores and exospores vary at specific level. Besides, macro-ornamentation can be bulliform (pustulate), a combination of bulliform and muriform types (pustulate-rugate), muriform (rugate-retate) and stelliform (echinate); finally, granular micro-ornamentation can be seen frecuently in perispores.",22208096,3,Marattia | Neotropic | Ornamentation | Receptacles | Sinangia | Spores,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053278363,SCOPUS_ID:80053278363,2-s2.0-80053278363,"Seasonal variation in proximate composition of mussels Tagelus peruvianus (Bivalvia: Solecurtidae) from the Gulf of Nicoya, Puntarenas, Costa Rica",Revista de Biologia Tropical,00347744,59,4,1517-1523,2011-12-01,December 2011,2,Journal,ar,Article,100,5,13567,undefined,0,FALSE,18,Rodríguez C.F.,"Marine bivalves are a very important food source for human consumption, and species that has not been of traditional use as a fishery resource are gaining interest. Seasonal variation in proximate composition, condition index and energy or caloric content of the mussel Tagelus peruvianus were studied in the Gulf of Nicoya, Puntarenas, Costa Rica. From November 2007 to October 2008, a total of 35 to 40 specimens per month were collected. The proximate composition using the AOAC methods was determined. Results showed that the condition index during December, January and May decreased, indicative of two spawning periods and one gonadal resting phase. Soft tissues were respectively characterized by protein (61.9±4.3%), carbohydrates (15.7±2.4%), ash (14.0±1.9%) and lipids (8.5±1.7%). The average caloric content was 5.0±0.1kcal/g. The results showed that the decrease in protein and fat percentage, and calories content, occurred during the spawning seasons. We suggest that T. peruvianus has an optimal nutritional value for human consumption because of the low-fat and moderate protein content.",22208070,5,Caloric content | Condition index | Costa rica | Gulf of nicoya | Mussel | Proximate composition | Tagelus peruvianus,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053274851,SCOPUS_ID:80053274851,2-s2.0-80053274851,Diversity of galling insects in styrax pohlii (Styracaceae): Edge effect and use as bioindicators,Revista de Biologia Tropical,00347744,59,4,1589-1597,2011-12-01,December 2011,19,Journal,ar,Article,100,5,13567,undefined,0,FALSE,19,de Araújo W.S.,"Impacts of forest fragmentation and edge effect on plant-herbivores interactions are relatively unknown, and the relationships between galling insects and their host plants are very susceptible to environmental variations. The goal of our study was to test the edge effect hypothesis for galling insects associated with Styrax pohlii (Styracaceae) host plant. Samplings were conducted at a fragment of semi-deciduous forest in Goiânia, Goiás, Brazil. Thirty host plant individuals (15 at fragment edge and 15 in its interior) were sampled in July of 2007; in each plant, 10 apical branches were collected at the top, middle and bottom crown levels. Our results supported the prediction of greater richness of gall morphotypes in the edge habitat compared with remnant interior. In a similar way, gall abundance and frequency of attacked leaves were also greater in the fragment edge. These findings consequently suggest a positive response of galling insect diversity to edge effect; in the Saint-Hilaire forest, this effect probably operates through the changes in microclimatic conditions of edge habitats, which results in an increased hygrothermal stress, a determinant factor to distribution patterns of galling insects. We also concluded that these organisms could be employed as biological indicators (i) because of their host-specificity, (ii) they are sensitive to changes in plant quality, and (iii) present dissimilar and specific responses to local variation in habitat conditions.",22208076,5,Cerrado | Environmental stress | Microclimatic changes | Semi deciduous forest | Urban fragmentation,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053272837,SCOPUS_ID:80053272837,2-s2.0-80053272837,A growth study of Prioria copaifera (Caesalpinaceae) using dendrochronological techniques,Revista de Biologia Tropical,00347744,59,4,1813-1831,2011-12-01,December 2011,9,Journal,ar,Article,100,2,13567,undefined,0,FALSE,20,Jiménez J.A.G.,"The Cativo (Prioria copaifera) forms very homogeneous forests called cativales in the flooded plains of some rivers from Costa Rica to Colombia. For over 70 years Cativo has been the main base of the timber industry in the Colombian Darien area. Because of high productivity and high-dominance of Cativo trees, they represent one of the most prone tropical forests for sustainable forest management. The objective of this research is to model diameter and timber volume growth and growth rates (absolute, mean and relative) of Cativo as a function of age, using tree ring data derived from dendrochronologycal techniques. We evaluated the annual nature of the tree rings by radiocarbon analysis and crossdating techniques. Besides, the diameter and volume growth was modeled using von Bertalanffy's model. As of our results, we estimated the life span of Cativo in 614 years as the time required to reach 99% of the asymptotic diameter. By the mean value we have found that the mean rate of diameter growth is 0.31cm/y. The species requires 90 years to reach 40cm in diameter, the regulated cut diameter in Colombia. We find that Cativo reaches maximum current annual increment (ICA) in diameter at 40 years and in volume at 90 years with rates of 0.5cm/y and 0.032m3/y per tree, respectively. The maximum diameter mean annual increments (MAI) are achieved at 80 years and for the volume at 140 year, with growth rates of 0.45cm/y and 0.018m3/y per tree, respectively. The generated information is useful for the sustainable management of Cativo forests.",22208095,2,Annual rings | Dendrochronology | Flooded forest | Life span | Prioria copaifera | Radiocarbon dating | Tropical trees,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053271889,SCOPUS_ID:80053271889,2-s2.0-80053271889,Molecular characterization and antimicrobial resistance of Clostridium perfringens isolates of different origins from Costa Rica,Revista de Biologia Tropical,00347744,59,4,1479-1485,2011-12-01,December 2011,9,Journal,ar,Article,100,3,13567,undefined,0,FALSE,21,Gamboa-Coronado M.d.M.,"Clostridium perfringens, a Gram positive, spore-forming anaerobe, is widely distributed in nature. Based upon their production of four major toxins α, β, ε and ι, C. perfringens is classified into five toxinotypes (A-E). Some strains produce an enterotoxin (CPE), encoded by the cpe gene, which causes diarrhea in humans and some animals. C. perfringens strains that had been previously isolated and been kept at -80°C were analyzed for the presence of toxin genes and for antimicrobial resistance: 20 from soils, 20 from animal, 20 from human origin and 21 from food non related to outbreaks. According to PCR results, all strains were classified as C. perfringens type A, since only α toxin gene was detected, while cpe was detected in two strains (2.5%) isolated from food, as it has been described in other world regions. Antibiotic resistance to at least one antibiotic was detected in 44% of the strains, 41% was resistant to clindamycin, 25% to chloramphenicol, 22% to penicillin and 20% to metronidazole. Soils strains showed the highest resistance percentages to almost all antibiotics. Multiresistance (to three or more antibiotic groups) was detected in the strains from soil (40%), human origin (30%), food (14%) and animal origin (5%). The high resistance rates found may be explained by the widespread use of antimicrobials as growth promoters in plants and animals; also these resistant strains may act as reservoir of resistance genes that may be transferred between bacteria in different environments.",22208067,3,Antimicrobial resistance | Clostridium perfringens | Enterotoxin | Toxinotypes,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053267137,SCOPUS_ID:80053267137,2-s2.0-80053267137,"Diversity and distribution of odonata (Insecta) larvae along an altitudinal gradient in coalcomán mountains, michoacán, Mexico",Revista de Biologia Tropical,00347744,59,4,1559-1577,2011-12-01,December 2011,11,Journal,ar,Article,100,3,13567,undefined,0,FALSE,22,Gómez-Anaya J.,"Evaluating components of landscape diversity is essential for the implementation of efficient conservation strategies. We evaluated the diversity of Odonata larval assemblages from the Coalcomán mountains (CM), Michoacán, Mexico, and related it to local (site-level) habitat variables. Larvae were collected from shores, riffles and pools in five streams, counted and identified to species, twice per season during 2005. The Shannon Diversity Index (H'), Margalef's Richness Index (R), Simpson's Index as a dominance measure (D) and Pielou's Equitability (J) were used to describe the assemblages, and Renyi's Diversity Profiles were used to order diversity. A Bray-Curtis Similarity Index (BC) was used to evaluate beta diversity. Theoretical richness was estimated using non-parametric and parametric methods. A Canonical Correspondence Analysis (CCA) was applied to explore the relationships of species with site-level environmental variables. A total of 12 245 larvae from 75 species, 28 genera and 8 families were recorded. Over all sites, the dominant species were Erpetogomphus elaps, Macrothemis pseudimitans and Argia pulla. The number of species per locality ranged from 18 to 36, and a high number of species (76%) occurred with relative abundances lower than 1%. A differential distribution of species and abundance in streams, time and strata was observed. Renyi's diversity profiles showed diversity was higher in spring and on shores. Most BC similarity values were smaller than 25%, indicating a high turnover rate in the CM. The high turnover rate reflects a differential distribution of the species along the altitudinal gradient, supporting the hypothesis of Mexico as a betadiverse country. According to the slope of Clench's curve, a reliable list of species was gathered. The CM larval assemblage is currently the largest reported for Mexico, and our results support previous proposals of the CM as a species-rich area for conservation.",22208074,3,CCA | Coalcomán range | Diversity | Dragonfly larvae | Mexico | Michoacán,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/80053265914,SCOPUS_ID:80053265914,2-s2.0-80053265914,"Reproduction of Joturus pichardi and Agonostomus monticola (Mugiliformes: Mugilidae) in rivers of the Sierra Nevada de Santa Marta, Colombia",Revista de Biologia Tropical,00347744,59,4,1717-1728,2011-12-01,December 2011,3,Journal,ar,Article,100,2,13567,undefined,0,FALSE,23,Eljaiek P.E.,"The freshwater mugilids Joturus pichardi and Agonostomus monticola, have been documented on ecological and distribution aspects, mainly for Central American populations, nevertheless, little information is available on their reproductive aspects, specifically in Colombian freshwater environments. Reproductive biology of the mugilids J. pichardi and A. monticola from Sierra Nevada de Santa Marta (SNSM) rivers was studied between July 2005 and December 2006. A total of 14 specimens of J. pichardi and 320 of A. monticola were collected. The reproductive biology was analyzed by means of: sexual proportion, gonadosomatic index, and mean size at maturity, fecundity and oocyte diameter. Additionally, a bioassay was carried out to evaluate the effect of salinity on spermatic motility and its possible relationship with the species' spawning area. These mugilids share habitats with similar ecological characteristics, in which strong currents; clear water and stony areas stand out. Gonadal maturity indicators and indirect evidence are presented to support the relationship between reproductive maturity and higher rainfall levels in the area (September, October and November), as well as the catadromous migration of J. pichardi and A. monticola. This last species females outnumbered males with a sex ratio of 2.3:1. Females mean size at maturity was 172mm of their total length (TL) and 108mm TL for males. Fecundity (F) was 23 925±4 581 eggs per gram of gonad, and was related to size by the equation F=395.1TL 1.281; besides, the mean oocyte diameter was 362±40cm. Considering the salinity effect on sperm motility in both species, results suggested that J. pichardi spawned in estuarine environments but the species did not migrate to fully marine environments; however, A. monticola withstood a broad range of salinity, suggesting a spawning from intermediate to total saline environments. Both species have high culturing potentials, considering that their feeding is based on plant and macroinvertebrates, their meat quality and the size they are able to reach. These species represent an interesting resource to the fisher groups of the region and should be integrally assessed.",22208088,2,Agonostomus monticola | Colombia | Joturus pichardi | Mugilids | Reproductive biology | Sierra nevada de santa marta,NA,NA,NA,NA,NA
