@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/70449719616,SCOPUS_ID:70449719616,2-s2.0-70449719616,Growth and mortality rates of bigeye tuna Thunnus obesus (Perciformes: Scombridae) in the central Atlantic Ocean,Zhu G.,Revista de Biologia Tropical,00347744,57,1-2,79-88,2009-06-01,June 2009,"Age and growth parameters were estimated for bigeye tuna Thunnus obesus Lowe, 1839 sampled from China longline fisheries in the central Atlantic Ocean from October 2002 to July 2003 and from August 2004 to March 2005. The von Bertalanffy growth parameters were estimated at L∞=217.9 cm fork length, k=0.23 year-1, and t0=-0.44 year. The total mortality rate (Z) was estimated to be from 0.82 to 1.02, the fishing mortality (F) and the natural mortality were 0.54 year-1 and 0.39 year-1, respectively. The exploitation ratio (E) was 0.35. This study provides the detailed estimates of growth and mortality rate for bigeye tuna in the central Atlantic Ocean, which can be used as biological input parameters in further stock evaluations in this region. However, age analysis, additional validation of the size composition and stock structure are needed for future studies.",2,Journal,ar,Article,100,4,4,Bigeye tuna | Growth | Length-weight relationship | Mortality | Size frequency analysis | The central Atlantic Ocean | Thunnus obesus,13567,undefined,0,FALSE,102,19637690,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449719612,SCOPUS_ID:70449719612,2-s2.0-70449719612,"Diversity and aboveground biomass of lianas in the tropical seasonal rain forests of Xishuangbanna, SW China",Lü X.T.,Revista de Biologia Tropical,00347744,57,1-2,211-222,2009-06-01,June 2009,"Lianas are important components of tropical forests and have significant impacts on the diversity, structure and dynamics of tropical forests. The present study documented the liana flora in a Chinese tropical region. Species richness, abundance, size-class distribution and spatial patterns of lianas were investigated in three 1-ha plots in tropical seasonal rain forests in Xishuangbanna, SW China. All lianas with ≥ 2 cm diameter at breast height (dbh) were measured, tagged and identified. A total of 458 liana stems belonging to 95 species (ranging from 38 to 50 species/ha), 59 genera and 32 families were recorded in the three plots. The most well-represented families were Loganiaceae, Annonceae, Papilionaceae, Apocynaceae and Rhamnaceae. Papilionaceae (14 species recorded) was the most important family in the study forests. The population density, basal area and importance value index (IVI) varied greatly across the three plots. Strychnos cathayensis, Byttneria grandifolia and Bousigonia mekongensis were the dominant species in terms of IVI across the three plots. The mean aboveground biomass of lianas (3 396 kg/ha) accounted for 1.4% of the total community aboveground biomass. The abundance, diversity and biomass of lianas in Xishuangbanna tropical seasonal rain forests are lower than those in tropical moist and wet forests, but higher than those in tropical dry forests. This study provides new data on lianas from a geographical region that has been little-studied. Our findings emphasize that other factors beyond the amount and seasonality of precipitation should be included when considering the liana abundance patterns across scales.",14,Journal,ar,Article,100,4,4,Biodiversity | Liana abundance | Liana biomass | Species richness | Tropical forests,13567,undefined,0,FALSE,103,19637702,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449719611,SCOPUS_ID:70449719611,2-s2.0-70449719611,Pollen dispersion and reproductive success of four tree species of a xerophytic forest from Argentina,Torretta J.,Revista de Biologia Tropical,00347744,57,1-2,283-292,2009-06-01,June 2009,"The ""talares"" in eastern Buenos Aires province, Argentina, are coastal xerophitic forests structured by few arboreal species surrounded by a lower and moister soil matrix. We studied the reproductive parameters of the most representative arboreal species (Celtis tala, Scutia buxifolia, Jodina rhombifolia, and Schinus longifolia). Pollen dispersion was studied through floral visitor traps (biotic dispersion) and using gravimetric pollen collectors (abiotic dispersion). The reproductive success (fruit formation rate) of the focal species was studied by enclosing flowers with different mesh bags. The reproductive system varied among the different species. C. tala was anemophilous and selfcompatible. S. buxifolia was entomophilous and floral visitors dependant. J. rhombifolia was entomophylous, although spontaneous autogamy could favor reproduction in the absence of pollinators. Lastly, S. longifolia could be an ambophilous species (pollinated by insects and by the wind). This dual system may be the result of system flexibility mechanism or an evolutionary transition.",11,Journal,ar,Article,100,2,2,Ambophily | Anemophily | Entomophily | Pollen dispersion | Pollination | Trees | Xeric forest,13567,undefined,0,FALSE,104,19637707,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449717827,SCOPUS_ID:70449717827,2-s2.0-70449717827,"Physical factors and their influence on fish species composition in Asa Lake, Ilorin, Nigeria",Araoye P.A.,Revista de Biologia Tropical,00347744,57,1-2,167-175,2009-06-01,June 2009,"The effect of physical factors on fish species composition was studied during 12 months in Asa Lake, Nigeria. Fish and water samples were collected bimonthly (March 2003 to February 2004) in the morning. Fish samples were caught with gill nets set at the surface and bottom habitats. There were 11 fish families and 21 species. Osteoglossidae, Anabantidae, Channidae, Schilbedae and Cyprinidae were rare and occurred seasonally in fishermen catches, while Mormyridae, Cichlidae, Mochokidae, Characidae, Bagridae and Clariidae showed less variation and were more common. Characidae and Cichlidae were the most abundant (23.0 and 18.6% respectively) while Osteoglossidae, Channidae and Anabantidae were the least (1.7, 2.1 and 2.3% respectively). Clariidae and Mormyridae had the highest weight with 16.0% and 12.3% respectively, while Anabantidae had the lowest (3.4%). Surface water temperatures were generally higher than air temperatures during the afternoon, except from January to March when air temperatures were high (28.1 to 28.7°C) due to low relative humidity (39 to 70%). In the morning, surface water temperatures (25.5 to 26.3°C) became higher than air temperatures (25.2 to 26.0°C) from May to December, when relative humidity values were also high (50 to 88%). The differences between surface and bottom water temperatures was generally higher (0.7 to 3.1°C; P < 0.05) in the afternoon (0.2 to 0.8°C) due to sunlight. Temperature differences in the surface and bottom waters were usually higher during the dry season (P < 0.05), for similar reasons. Captures were higher in the dry season when the fish concentrated in the warmer, steadier and scarcer water. Minimal and maximal temperatures were different for surface and bottom waters (P < 0.05). However, there were no marked variations in temperature patterns or species distribution.",5,Journal,ar,Article,100,1,1,Air temperature | Asa lake | Fish species composition | Ilorin | Nigeria | Water temperature,13567,undefined,0,FALSE,105,19637698,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449717826,SCOPUS_ID:70449717826,2-s2.0-70449717826,"Selectivity of zooplankton and trophic overlap between size Menidia humboldtiana fish (Atheriniformes: Atherinopsidae) in the reservoir Danxhó, Mexico",Merino R.,Revista de Biologia Tropical,00347744,57,1-2,187-194,2009-06-01,June 2009,"The Menidia humboldtiana silverside is considered one of the most important species in fisheries in some states of Mexico. Knowing the choice that this species exercises over its food gives us an understanding of the behavior of zooplankton in presence of zooplanktonic fish, and tells us if the silverside choose amongst bigger prey fish, and if there is competition for food between the native and introduced fish in the reservoir. The purpose of this study was to determine if M. humboldtiana selects its food, and in which genera, and to establish whether there was an overlap in the diet of the different sizes of silverside. The fish were catched with a 88 mm mesh net, in six sampling points during one year, from Danxhó (19°5 ́17""-53'46"" N, 99° 32'42""-35'40"" W) reservoir. Samples of filtered zooplankton were also taken with a 125 micron net. The analysis of stomach contents was carried out in fish grouped by regular size intervals during each season of the year, using the volumetric method and Chesson's selectivity coefficient. To evaluate the trophic overlap between the different size groups, the Morisita index, modified by Horn, was used. The zooplankton community was represented by twelve genera: Mastigodiaptomus and Cyclops (Copepoda); Bosmina, Diaphanosoma, Daphnia, Ceriodaphnia, Moina, Alonopsis and Camptocercus, (Cladocera); Asplanchna, Conochillus and Filinia (Rotifera). Mastigodiaptomus was the most abundant throughout the year. The silverside consumed only four genera: Bosmina, Mastigodiaptomus, Daphnia and Ceriodaphnia; the group measuring 5 to 8.9 cm consumed a high percentage of Bosmina, Mastigodiaptomus and Daphnia, and a lesser percentage of Ceriodaphnia. The larger fish (9 to 10.9 cm) consumed only Mastigodiaptomus and Daphnia. In accordance with the selectivity values, the small and medium size silverside selected their prey, with more intensity on the genera Bosmina and Daphnia, while the bigger fish concentrated on Daphnia and Mastigodiaptomus. During spring, the silverside between 3 to 8.9 cm showed overlap in diet; in summer the bigger size group (7-10.9 cm) showed the overlap. In autumm the overlap ocurred in all sizes, and in winter it was shown only in the medium size fish (5-8.9 cm).",2,Journal,ar,Article,100,3,3,Artificial lake | Atherinopsidae | Charal | Food selectivity | Menidia | Silverside,13567,undefined,0,FALSE,106,19637700,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449717824,SCOPUS_ID:70449717824,2-s2.0-70449717824,Influence of leaflet age in anatomy and possible adaptive values of the midrib gall of Copaifera langsdorffii (Fabaceae: Caesalpinioideae),de Oliveira D.,Revista de Biologia Tropical,00347744,57,1-2,293-302,2009-06-01,June 2009,"Gall inducing insects most frequently oviposit in young tissues because these tissues have higher metabolism and potential for differentiation. However, these insects may also successfully establish in mature tissues as was observed in the super-host Copaifera langsdorffii. Among C. langsdorffii gall morphotypes, one of the most common is a midrib gall induced by an undescribed species of Cecidomyiidae. Following this 'host plant and gall-inducing insect' model, we addressed two questions: 1) Do the age of the tissues alter the gall extended phenotype? 2) Do gall morphological and anatomical features influence the adaptive value of the galling insect? For anatomical and histometrical studies, transverse sections of young and mature, galled and ungalled samples were prepared. Galls in young leaflets presented higher potential for cell division and greater nutritive reserves, whereas galls in mature leaflets perhaps provide more protection against natural predators and desiccation. Host organ age at the time of oviposition may influence plant cell fates and consequently the interpretation of the adaptive value of insect galls.",29,Journal,ar,Article,100,2,2,Brazil | Cecidomyiidae | Fabaceae | Gall-inducing | Host organ maturity | Leaf anatomy,13567,undefined,0,FALSE,107,19637708,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449717821,SCOPUS_ID:70449717821,2-s2.0-70449717821,Effect of water quality in mosquito breeding sites on the pathogenicity and infectivity of zoospores from the fungus Leptolegnia chapmanii (Straminipila: Peronosporomycetes),Pelizza S.A.,Revista de Biologia Tropical,00347744,57,1-2,371-380,2009-06-01,June 2009,"The fungus Leptolegnia chapmanii is highly pathogenic to mosquito larvae in Argentina. We studied if physical and chemical characteristics of the water from mosquito breeding sites affect pathogenicity, and the infectivity of zoospores of L. chapmanii. Water samples were taken from pools filled by rains, urban ditches with domestic waste water, pools filled by overflow from Río de la Plata, and flower vases from the Cemetery of La Plata city. Sub-samples of water were analyzed for physical and chemical characteristics, while other sub-samples were used for laboratory bioassays. Containers with 150 ml of water samples, 25 Aedes aegypti larvae, and 2.8 × 105 zoospores of L. chapmanii, were incubated under controlled environment, and larval mortality was recorded after 48 h. There were highly significant differences among mortalities in water from cemetery vases (70.2%), rain pools water (99.5%), and pools with water from Rio de la Plata (95%). There were no significant differences among larval mortalities in water from ditches, rain pools and Río de la Plata pools. Leptolegnia chapmanii was successful as a biological control agent in all kinds of tested water qualities, producing high larval mortality.",6,Journal,ar,Article,100,5,5,Aedes aegypti | Biological control | Larvae | Larvae mortality | Leptolegnia chapmanii | Water physical-chemical characteristics,13567,undefined,0,FALSE,108,19637714,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449714154,SCOPUS_ID:70449714154,2-s2.0-70449714154,"Community structure of aquatic insects in the Esparza River, Costa Rica",Herrera-Vásquez J.,Revista de Biologia Tropical,00347744,57,1-2,133-139,2009-06-01,June 2009,"This study focused on the structure of the aquatic insect community in spatial and temporal scales in the Esparza River. The river was sampled for one full year throughout 2007. During the dry season low flow months, five sampling points were selected in two different habitats (currents and pools), with five replicates per sample site. During the wet season with peak rain, only the data in the ""current habitat"" were sampled at each site. Specimens present in the different substrates were collected and preserved in situ. A nested ANOVA was then applied to the data to determine richness and density as the response variables. The variations in temporal and spatial scales were analyzed using width, depth and discharge of the river, and then analyzed using a nested ANOVA. Only a correlation of 51% similarity in richness was found, while in spatial scale, richness showed significant variation between sampling sites, but not between habitats. However, the temporal scale showed significant differences between habitats. Density showed differences between sites and habitats during the dry season in the spatial scale, while in the temporal scale significant variation was found between sampling sites. Width varied between habitats during the dry season, but not between sampling points. Depth showed differences between sampling sites and season. This work studies the importance of community structure of aquatic insects in rivers, and its relevance for the quality of water in rivers and streams.",0,Journal,ar,Article,100,1,1,Aquatic insects | Community structure | Costa Rica | Esparza River | Water quality,13567,undefined,0,FALSE,109,19637695,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449711667,SCOPUS_ID:70449711667,2-s2.0-70449711667,"Trophic ecology of the fish Arothron meleagris (Tetraodontiformes: Tetraodontidae) from Los Frailes reef, Southern Baja California, Mexico",Moreno X.,Revista de Biologia Tropical,00347744,57,1-2,113-123,2009-06-01,June 2009,"Monthly samples were taken from November 2004 to October 2005 in the Los Frailes reef, BCS, Mexico. The objective was to determine the feeding habits of the pufferfish, Arothron meleagris, as well as possible variations in feeding patterns due to size and/or sex. We captured 101 specimens, with all stomachs contained food. The index of relative importance (IRI) was used to determine the main items; which were non-identified organic matter (NIOM) (30.44%), Echinometra vanbrunti (26.25 %), Porifera (12.63 %), Pocillopora spp. (11.84%), Bryozoa (5.37 %) and Porites spp. (4.83 %). Levin's index indicated a low trophic niche breadth (Bi= 0.12) and allowed us to determine that A. meleagris is a specialist predator with strong preferences towards certain food types. The Morisita-Horn index showed a high trophic overlap between sexes (Cλ=0.78), seasons (hot and cold Cλ=0.95) and among sizes (small and medium Cλ=0.94; small and large Cλ=0.74; medium and large Cλ=0.83).",12,Journal,ar,Article,100,5,5,Arothron meleagris | Diet | Mexico | Reef fish | Tropical eastern Pacific,13567,undefined,0,FALSE,110,19637693,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449711665,SCOPUS_ID:70449711665,2-s2.0-70449711665,"Floristic and physiognomic characteristics of disturbed thorny xerophytic scrubland in Punta de Piedras, Miranda Municipality, Zulia State, Venezuela",Vera A.,Revista de Biologia Tropical,00347744,57,1-2,271-281,2009-06-01,June 2009,"We determined the floristic and physiognomic aspects of disturbed thorny xerophytic scrubland in Punta de Piedras, Miranda Municipality, Zulia State, Venezuela. Botanical sampling was done twice monthly (November 2005-June 2006), in both rainy and dry seasons, for a total of 16 samples. The sampling was done in 10 vegetation patches, in an average area of 718,2 ± 706,24 m2, and adjacent graminoid floristic components were identified using three 400 m2 (20 × 20 m) plots, divided into 4 subplots (20 × 5 m2) and in these, were delimited 12 subplots (1 × 1 m2). In addition, human paths were carried out in order to identify other species plant. Thorny xerophytic scrubland showed human disturbances e.g. periodic fires, solid wastes, roads and human settlements and coastal semiarid thorny scrubland characteristics, similar to another Venezuelan localities. Forty-five species, in 22 families were identified, and the Poaceae (6), Mimosaceae (4), Boraginaceae (3), Cactaceae (3), Caesalpinaceae (3), Euphorbiaceae (3) and Fabaceae (3) presented the highest number of species. Human disturbances probably favor the appearance of vegetation patches and secondary grassland formations. In the last, Aristida venesuelae, Aristida pittieri y Portulaca pilosa showed the highest relative abundances and frequencies values with a summatory of 49,38% and 46,86%, respectively, while in the patches there were observed two layer: an herbaceous layer (less than 1 m high) as well as a bush-tree layer (2.63 ± 1.37 m high), comprised mostly of Opuntia wentiana, Piptadenia flava and Jatropha gossypifolia with relative abundances of 32,82, 15,60 and 15,14 %, respectively. The thorny xerophytic scrubland in Punta de Piedras presents a low number of species; however, the physiognomic characteristics are similar to other undisturbed thorny xerophytic scrublands in Venezuela.",6,Journal,ar,Article,100,5,5,Disturbed ecosystem | Floristic inventory | Thorny xerophytic scrubland | Vegetative physiognomy | Venezuela | Very dry tropical forest | Zulia,13567,undefined,0,FALSE,111,19637706,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449709841,SCOPUS_ID:70449709841,2-s2.0-70449709841,"Seed rain dynamics following disturbance exclusion in a secondary tropical dry forest in Morelos, Mexico",Ceccon E.,Revista de Biologia Tropical,00347744,57,1-2,257-269,2009-06-01,June 2009,"In most of the legally protected areas in Mexico local inhabitants use natural resources, such as fire wood or cattle grazing. These frequent but low-intensity disturbances have consequences at various levels of the tropical ecosystems and strongly impact forest structure and its regeneration capacity. Despite their importance, the effects of these perturbations in many aspects of tropical forest ecology and in the forest's capacity to recover after disturbance exclusion remain poorly understood. Understanding the impact of these processes on tropical forests is necessary for rehabilitating these forests and enhancing their productivity. In this study, we evaluate the impact of twelve years of exclusion (E) of cattle grazing and fire wood extraction in the composition and dynamics of seed rain, and compare this assessment to a similar analysis in an area where these perturbations continued (without exclusion, WE). We found a strong seasonality in seed rain (96% of seeds fell in the dry season) in both areas. There were no significant differences between E and WE sites in relation to overall seed density, species richness and diversity. However, the distribution along the year of seed species density was significantly different among the E and WE sites. The Jaccard's similarity index between E and WE sites was relatively low (0.57). Barochory was the most common dispersal mode observed among the 23 species in terms of seed species density (48%), followed by anemochory (39%) and zoochory (13%). In relation to seed density, anemochory was the most frequent dispersal mode (88%). Most species in the zone were categorized as small seeds (92%), and there were no significant differences in the distribution of seed size between E and WE. The spatial pattern of dispersal of the four species with the highest relative importance value index, in both areas, was aggregated. Twelve years of disturbance exclusion were not enough to fully restore the seed rain of the area; some differences were already perceptible after this lapse. On the other hand, zoochorous species were almost absent from both sites. The re-introduction of climax and animal-dispersed species may be, in addition to perturbation exclusion, a viable strategy to accelerate ecological restoration in this area.",24,Journal,ar,Article,100,2,2,Archeological zone of Xochicalco | Dispersal syndrome | Ecological restoration | Spatial seed distribution | Temporal seed dynamics,13567,undefined,0,FALSE,112,19637705,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449709839,SCOPUS_ID:70449709839,2-s2.0-70449709839,Scarlet Macaw (Ara macao) (Psitaciformes: Psittacidae) parental nest visitation in Costa Rica: Implications for research and conservation,Vaughan C.,Revista de Biologia Tropical,00347744,57,1-2,395-400,2009-06-01,June 2009,"We studied temporal parental visitation of Scarlet Macaws (Ara macao) to six active nests in the Central Pacific Conservation Region of Costa Rica. Total parental time in the nest decreased significantly as the nestlings aged. Results provide guidelines to scientists for planning invasive activities to nestlings, such as placement of radio collars, or biological sample collection. These activities should be performed close to the end of the nesting period for minimal disturbance of parents and nestlings. Our results also provide information to aid wildlife guards in protecting active nests from poachers when chicks are close to fledging.",4,Journal,ar,Article,100,3,3,Nesting | Nestling | Parental visit | Psittacine | Scarlet macaw,13567,undefined,0,FALSE,113,19637717,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449708041,SCOPUS_ID:70449708041,2-s2.0-70449708041,"Reproduction and growth of the fish Lutjanus guttatus (Pisces: Lutjanidae) in the Gulf of Nicoya, Costa Rica",Soto Rojas R.L.,Revista de Biologia Tropical,00347744,57,1-2,125-131,2009-06-01,June 2009,"The fish Lutjanus guttatus is important in the fisheries of Golfo de Nicoya, Costa Rica where they are captured with varied gear mainly by the artisanal fleet. We measured specimens from the commercial catch of 2002-2006. Gonadal state was determined macroscopically and age with otoliths The total length-total weight relationship was y = 0.0236x2.8153 and total length-eviscerated weight y = 0.0216x2.8129. Simplified relationships were y = 0.0173x3 and y = 0.0162x3. There is year-round reproduction with peaks in March (dry season) and September (rainy season). Male-female sexual ratio was 1:1. The age-length key for the gulf shows availability until the 6 years of age. The von Bertalanffy growth curve is L (t) = 65,9 (1-e -0,13(t+2,66)).",11,Journal,ar,Article,100,4,4,Age | Golfo de Nicoya | Growth | Lutjanidae | Lutjanus guttatus | Morphometric relationships | Reproduction | Spotted snapper,13567,undefined,0,FALSE,114,19637694,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449704929,SCOPUS_ID:70449704929,2-s2.0-70449704929,Prevalence of fur mites (Acari: Atopomelidae) in non-human primates of Costa Rica,Troyo A.,Revista de Biologia Tropical,00347744,57,1-2,353-360,2009-06-01,June 2009,"Parasites have been investigated for some New World primates; however, very little is known about ectoparasites and specifically fur mites. In this study, Alouatta palliata, Cebus capucinus, Saimiri oerstedii, and Ateles geoffroyi monkeys from different areas of Costa Rica were searched for fur mites. A total of 276 monkeys were evaluated, and 51 of them were positive for mites of the family Atopomelidae. Listrocarpus alouattae was identified on 22.3% of A. palliata; Listrocarpus capucinus on 12.8% of C. capucinus; and Listrocarpus costaricensis on 36.8% of S. oerstedii; No fur mites were found on A. geoffroyi. Sex was not considered a determinant of mite infestation, but prevalence was significantly higher in the Central Volcanic Mountain Range Conservation Area for L. alouattae (p=0.01) and in the Central Pacific Conservation Area for L. capucinus (p=0.002). These primate fur mites are highly host-specific. Differences in the geographical distribution may be due to monkey behavior and history, as well as to environmental conditions.",1,Journal,ar,Article,100,6,6,Alouatta palliata | Ateles geoffroyi | Atopomelidae | Cebus capucinus | Costa Rica | Mite | Saimiri oerstedii,13567,undefined,0,FALSE,115,19637712,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449704928,SCOPUS_ID:70449704928,2-s2.0-70449704928,"An enigmatic frog of the genus Atelopus (Family Bufonidae) from Parque Nacional Chirripó, Cordillera de Talamanca, Costa Rica",Savage J.,Revista de Biologia Tropical,00347744,57,1-2,381-386,2009-06-01,June 2009,"A distinctive new species of Atelopus is described from Parque Nacional Chirripó Grande, Cordillera de Talamanca (3 400-3 500 m). It closely resembles populations of the Atelopus ignescens complex from the Andes of northern Ecuador and southern Colombia. It differs most significantly from these frogs in the pattern of spiculae and coni development on the throat, chest, hands and feet. The Costa Rican species appears to be an outlier of the complex inexplicably separated geographically from its nearest allies by an over land distance of about 1 600 km.",3,Journal,ar,Article,100,2,2,Atelopus chirripoensis | Bufonidae | Costa Rica | New species,13567,undefined,0,FALSE,116,19637715,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449704925,SCOPUS_ID:70449704925,2-s2.0-70449704925,"Geographic variation of the fox Lycalopex culpaeus (Mammalia, Canidae) in Chile: Taxonomic implications",Guzmán J.,Revista de Biologia Tropical,00347744,57,1-2,421-432,2009-06-01,June 2009,"We studied the geographic variation of skulls of Lycalopex culpaeus using qualitative and quantative analyses. The sampling area covered Chile, from its northern portion, to Tierra del Fuego and the neighbouring Hoste Island, as well as part of Argentina. Five subespecies are currently recognized from this large area. We found two morphotypes that are segregated geographically. Both groups mostly differ by morphometric attributes, followed by qualitative features. Specimens from northern Chile (Tarapacá and Antofagasta) have small skulls, short rostrum, a liriform sagital zone, and lack the interparietal crest. The second group is formed by specimens from north-western and central Argentina, central-south Chile, Patagonia, and the austral islands of Tierra del Fuego and Hoste. This group presents a strong sagital crest, large rostrum, and a large skull. Our results agree with observed patterns of mitochondrial DNA variation. We propose to retain the name L. c. andinus for the populations of northern Chile and to synonymize L. c. magellanicus, L. c. lycoides, and L. c. smithersi under L. c. culpaeus.",10,Journal,ar,Article,100,3,3,Carnivora | Geographical variation | Lycalopex culpaeus | Subspecies | Taxonomy,13567,undefined,0,FALSE,117,19637719,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449704924,SCOPUS_ID:70449704924,2-s2.0-70449704924,"The effect of human development on mammal populations of the Punta Leona Private Wildlife Refuge, Costa Rica",van Hulle M.,Revista de Biologia Tropical,00347744,57,1-2,441-449,2009-06-01,June 2009,"The effect of human development on six diurnal mammal species was studied using transects in the Punta Leona Private Wildlife Refuge, Puntarenas, Costa Rica during the dry season months of March and April 2006. Individuals/km was recorded for each species in more developed (MD) (near paved roads, buildings, construction, or deforested trees) and less developed areas (LD) (secondary forest). The white-faced capuchin monkey (Cebus capucinus) (n = 233), coatimundi (Nasua narica) (n = 46), and Central American spider monkey (Ateles geoffroyi) (n = 36) demonstrated a preference for less-developed habitats. The nine-banded armadillo (Dasypus novemcinctus) (n = 4), tamandua (Tamandua mexicana) (n = 2) and variegated squirrel (Sciurus variegatoides) (n = 5) were observed infrequently. White-faced monkeys avoided construction areas, but received artificial food daily in developed areas. Coatimundis also received artificial foods daily and showed aggression towards guests.",4,Journal,ar,Article,100,2,2,Ateles geoffroyi | Cebus capucinus | Costa Rica | Dasypus novemcinctus | Nasua narica | Sciurus variegatoides | Tamandua mexicana,13567,undefined,0,FALSE,118,19637721,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449702343,SCOPUS_ID:70449702343,2-s2.0-70449702343,Modified-habitat use by tropical forest-dependent birds in the Caribbean region of Guatemala,Cerezo A.,Revista de Biologia Tropical,00347744,57,1-2,401-419,2009-06-01,June 2009,"As natural areas are reduced into isolated remnants, the importance of secondary habitats for species conservation will increase. Consequently, the conservation value of human-modified or created secondary habitats must be determined. In this study, we evaluated the conservation potential of three habitats associated to cattle ranching (riparian forest, live fence, and pasture) for tropical forest birds in the Caribbean region of Guatemala. We studied the bird communities of five tropical forest and riparian forest (henceforth river) sites, three live fence sites and four pasture sites, in five cattle ranches in the region, and compared the four habitats based on the following parameters: species richness, number of individuals, species composition and an index of conservation importance. A 10-point series was sampled (six repetitions of each series) in each habitat site using the point-count method, in march and april of 1998 and 1999. Although forest, river and live fence had similar mean species numbers, considering all species (111, 96 and 94 species, respectively), and river and live fence surpassed the forest in mean number of individuals (80 and 72 compared to 56 individuals), river and live fence had significantly fewer mean numbers of interior-forest resident species and individuals (56, 21 and 15 species, and 61, 19 and eight individuals in forest, river and live fence, respectively). River and live fence, when compared to forest, had no significant differences in the number of resident forest-edge species and individuals, but their edge-species composition was significantly different from forest. Those resident edge species that were relatively abundant in forest had very low abundances in the modified habitats, and those that were abundant in river and live fence were rare or absent in forest sites. With respect to migratory species, both river and live fence were very important, and the river was more important than forest, according to the conservation importance index. We conclude that these modified habitats have very little value for tropical forest-dependent resident species, but are extremely important for migratory species, particularly those of arboreal habits. We also stress that the conservation importance of alternative habitats should be based on species composition, as opposed to species richness and abundance, and defined as a function of species of particular conservation importance, in our locality, those dependent of tropical lowland forest.",13,Journal,ar,Article,100,3,3,Birds | Conservation importance | Habitat use | Live fence | Pasture | Riparian forest | Tropical forest,13567,undefined,0,FALSE,119,19637718,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449700544,SCOPUS_ID:70449700544,2-s2.0-70449700544,"Bacteriological load of the fishes Cynoscion squamipinnis and Lutjanus gutattus in the marketing chain, Costa Rica",Marín C.,Revista de Biologia Tropical,00347744,57,1-2,45-52,2009-06-01,June 2009,"To determine the bacteriological quality of fishery products in the different stages from commercialization, monthly samples were taken during March 2004 and February 2006 from a Costa Rica marketing chain. Microbiological analyses were made to determine total coliforms (CT), faecal coliforms (CF), Escherichia coli (EC), aerobic total count (RTA), Salmonella sp., Staphylococcus aureus, Vibrio cholerae and Vibrio parahaemolyticus. Three body zones were analyzed: skin, belly and muscle. There were differences in the amount of CT between parts: skin had the highest counts, 11% of samples were identified as E. coli. and 2.5% of total counts were higher than the legal limit. Only 1.3% of the samples were S. aureus-positive. Salmonella sp., V. cholerae and V. parahaemolyticus were absent.",2,Journal,ar,Article,100,6,6,Bacteria | Coliforms | Enterobacteriaceae | Food safety | Microbiology | Vibrio,13567,undefined,0,FALSE,120,19637687,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/70449700539,SCOPUS_ID:70449700539,2-s2.0-70449700539,Relationship between antophyte foliar morphology and abiotic factors in the main rainforests of Eastern Cuba,Quesada E.,Revista de Biologia Tropical,00347744,57,1-2,235-256,2009-06-01,June 2009,"The foliar morphology of representative antophytes in four rainforest types of Eastern Cuba was studied in relation to the main abiotic factors. Although there are several leaf types in these forests, the microphyll type is the most important among endemic species in the ophiolites complex and the Montane rainforest. At the Lowland rainforest (metamorphic complex) the mesophyll leaf was the most important. Most foliar epidermis had structures normally found in mesomorphic plants, but xeromorphic and higromorphic morphologies were also present.",4,Journal,ar,Article,100,1,1,Cuban Oriental Region | Ecology | Epidermis | Foliar morphology | Rainforests,13567,undefined,0,FALSE,121,19637704,NA,NA,NA,NA,NA
