@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/1642390969,SCOPUS_ID:1642390969,2-s2.0-1642390969,Asexual reproduction and molecular systematics of the sea anemone Anthopleura krebsi (Actiniaria: Actiniidae),Gomes P.,Revista de Biologia Tropical,00347744,51,1,147-154,2003-03-01,March 2003,"In this paper we use allozyme analyses to demonstrate that individuals in Anthopleura krebsi aggregates are monoclonal. Additionally, sympatric samples of the red and the green colour-morphs of A. krebsi from Pernambuco, Brazil were genetically compared and no significant differences were observed between them (gene identity= 0.992), indicating that they do not belong to different biological species. All individuals within aggregates of the green colour-morph were found to be identical over the five polymorphic loci analysed. Such results would be extremely unlikely (P<10 -11) if the individuals analysed had been generated through sexual reproduction, thus confirming the presence of asexual reproduction in this species.",7,15162688,Journal,ar,Article,100,3,3,Allozymes | Clones | Cnidaria | Fission | Molecular systematics,13567,undefined,0,FALSE,101,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642390966,SCOPUS_ID:1642390966,2-s2.0-1642390966,Additions to the freshwater malacofauna of Jamaica,Hyslop E.J.,Revista de Biologia Tropical,00347744,51,1,262-263,2003-03-01,March 2003,NA,6,NA,Journal,sh,Short Survey,100,1,1,NA,13567,undefined,0,FALSE,102,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642387794,SCOPUS_ID:1642387794,2-s2.0-1642387794,Diversity and distribution of crustaceans and echinoderms and their relation with sedimentation levels in coral reefs,Vázquez-Domínguez E.,Revista de Biologia Tropical,00347744,51,1,183-193,2003-03-01,March 2003,"Seven reef formations were studied in South Caicos, Turks & Caicos, to determine the species richness, patterns of diversity and patterns of distribution of crustaceans and echinoderms, and to evaluate the relationship between these parameters and the degree of sedimentation of the different sites. The reefs showed a gradient from a high sedimentation level, almost totally covered by algae, to places with no sediment particles deposited over the corals. Sites were classified as with high, low or null sedimentation, and species richness, abundance, diversity, spatial distribution of species and similarity among sites were estimated. No unique pattern was found: for crustaceans as well as for echinoderms, the site with the highest diversity value and high equitability, presumably associated to the environmental heterogeneity of this reef formation, showed null sedimentation and an uniform and random pattern of distribution, crustaceans and echinoderms respectively. The two sites with the lowest diversity for both animal groups, although with different sedimentation levels, showed the lowest equitability value and were the only sites with an aggregated pattern of distribution. The next sites in diversity for crustaceans were those with high sedimentation, probably because most species present inhabit empty conchs, in the sediment, or among seagrasses. For the echinoderms, on the contrary, the intermediate sites in diversity had low sedimentation; the habitat requirements for these species (inside sponges, over the corals or among rocks) may have determined this result. The sites with lowest diversity had high sedimentation levels. In these, crustaceans showed the lowest equitability values and an aggregated spatial distribution, while the community of echinoderms was dominated by one single species. Although only general descriptions can be elucidated with the present results, knowledge about the basic population characteristics and natural history of these reef communities, combined with that of the perturbations related to human activities, provides useful base information for appropriate planning for the restoration and conservation of this ecosystem.",12,15162692,Journal,ar,Article,100,1,1,Caribbean | Community structure | Coral reefs | Crustaceans | Diversity | Echinoderms | Sedimentation,13567,undefined,0,FALSE,103,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642379653,SCOPUS_ID:1642379653,2-s2.0-1642379653,"Sexual dimorphism in Ramphastos toco and Ramphastos dicolorus (Piciformes, Aves)",Castro M.,Revista de Biologia Tropical,00347744,51,1,241-245,2003-03-01,March 2003,"Phenotypic sexual dimorphism seems to be rare in the Ramphastidae family, except in Pteroglossus viridis and in the genus Selenidera. Many breeders of wild birds believe that specimens of Ramphastos toco can be sexed using bill characteristics. In this study, various discriminant phenotypic variables were analyzed in birds which were sexed cytogenetically. Fifty-one specimens of R. toco and 20 R. dicolorus were studied. The statistically significant parameters which served to distinguish the sex in these species were the length of the culmen and tomium, length of the lower corneous beak and the cloaca. Using these parameters, capitive bird breeders can determine sex of R. toco specimens by phenotypic analysis and form breeding couples more quickly.",5,15162699,Journal,ar,Article,100,3,3,Ramphastidae | Ramphastos | Sexual dimorphism,13567,undefined,0,FALSE,104,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642366615,SCOPUS_ID:1642366615,2-s2.0-1642366615,"New records and range extensions of shrimps (Decapoda: Penaeoidea, Caridea) from the Pacific and Caribbean coasts of Costa Rica, Central America",Wehrtmann I.,Revista de Biologia Tropical,00347744,51,1,268-274,2003-03-01,March 2003,"This is the first record of a total of 22 species of penaeoid and caridean shrimps from Costa Rican waters: 16 were collected from the Caribbean coast, and six from the Pacific. Including the new records, a total of 142 shrimp species (Penaeoidea: 35; Caridea: 107) has been reported so far from Costa Rica waters.",11,NA,Journal,re,Review,100,2,2,Biodiversity | Caridean shrimp | Costa Rica | Intertidal,13567,undefined,0,FALSE,105,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642361742,SCOPUS_ID:1642361742,2-s2.0-1642361742,"Isolation of bothrasperin, a disintegrin with potent platelet aggregation inhibitory activity, from the venom of the psnake Bothrops asper",Pinto A.,Revista de Biologia Tropical,00347744,51,1,253-259,2003-03-01,March 2003,"The venom of Bothrops asper induces severe coagulation disturbances in accidentally envenomed humans. However, only few studies have been conducted to identify components that interact with the hemostatic system in this venom. In the present work, we fractionated B. asper venom in order to investigate the possible presence of inhibitors of platelet aggregation. Using a combination of gel filtration, anion-exchange chromatography, and reverse-phase high performance liquid chromatography, we isolated an acidic protein which shows a single chain composition, with a molecular mass of ∼8 kDa, estimated by SDS-polyacrylamide gel electrophoresis. Its N-terminal sequence has high similarity to disintegrins isolated from different snake venoms, which are known to bind to cellular integrins such as the GPIIb/IIIa fibrinogen receptor on platelets. The purified protein exerted potent aggregation inhibitory activity on ADP-stimulated human platelets in vitro, with an estimated IC 50 of 50 nM. This biological activity, together with the biochemical characteristics observed, demonstrate that the protein isolated from B. asper venom is a disintegrin, hereby named ""bothrasperin"". This is the first disintegrin isolated from Central American viperid snake species.",13,15162701,Journal,ar,Article,100,4,4,Bothrops | Disintegrin | Platelet aggregation | Snake venom,13567,undefined,0,FALSE,106,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642360070,SCOPUS_ID:1642360070,2-s2.0-1642360070,"Littoral Decapods of Socorro Island, Revillagigedo Archipelago, Mexico",Mille-Pagaza S.,Revista de Biologia Tropical,00347744,51,1,175-182,2003-03-01,March 2003,"Decapod community inhabiting the rocky littoral of eight bays from Socorro island, Revillagigedo Archipelago, was studied during March 1992. Samples were collected from one-square meter plots placed following transects drawn perpendicularly to the shoreline along the intertidal zone. Species richness and abundance were determined in each bay, as well as the similarity between bays using Morisita's index. Organisms collected belong to six families, 20 genera and 26 species of the Brachyura and Anomura infraorders. Xanthidae was the family with the highest number of species, and the highest species richness was recorded at the V. Lozano bay. Pachygrapsus transversus, Xanthodius cooksoni and Calcinus explorator were the most abundant species in nearly all localities. Dendrogram obtained define two groups of bays at a similarity level above 0.67, given the similarity in the crab's species richness and their abundance between bays in the island.",5,15162691,Journal,ar,Article,100,3,3,Abundance | Anomurans | Brachyurans | Mexico | Richness | Rocky coast,13567,undefined,0,FALSE,107,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642358420,SCOPUS_ID:1642358420,2-s2.0-1642358420,"Demography and nestina ecology of iguana verde, Iguana iguana (Squamata: Iguanidae), in two exploited populations in Depresión Momposina, Colombia",Muñoz E.M.,Revista de Biologia Tropical,00347744,51,1,229-239,2003-03-01,March 2003,"We studied the demography and nesting ecology of two populations of Iguana iguana that face heavy exploitation and habitat modification in the Momposina Depression, Colombia. Lineal transect data was analyzed using the Fourier model to provide estimates of social group densities, which was found to differ both within and among populations (1.05-6.0 groups/ha). Mean group size and overall iguana density estimates varied between populations as well (1.5-13.7 iguanas/ha). The density estimates were far lower than those reported from more protected areas in Panama and Venezuela. Iguana densities were consistently higher in sites located along rivers (2.5 iguanas/group) than in sites along the margin of marshes, probably due to vegetational differences (1.5 iguanas/group). There was no correlation between density estimates and estimates of relative abundance (number of iguanas seen/hour/person) due to differing detectabilities of iguana groups among sites. The adult sex ratio (1:2.5 males:females) agreed well with other reports in the literature based upon observation of adult social groups, and probably results from the polygynous mating system in this species rather than a real demographic skew. Nesting in this population occurs from the end of January through March and hatching occurs between April and May. We monitored 34 nests, which suffered little vertebrate predation, perhaps due to the lack of a complete vertebrate fauna in this densely inhabited area, but nests suffered from inundation, cattle trampling, and infestation by phorid fly larvae. Clutch sizes in these populations were lower than all other published reports except for the iguana population on the highly xeric island of Curaçao, implying that adult females in our area are unusually small. We argue that this is more likely the result of the exploitation of these populations rather than an adaptive response to environmentally extreme conditions.",15,15162698,Journal,ar,Article,100,4,4,Clutch size | Exploitation | Group size | Iguana | Iguanidae | Nesting | Reptilia,13567,undefined,0,FALSE,108,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642356817,SCOPUS_ID:1642356817,2-s2.0-1642356817,Gametophytes of nine species of Callipteris and their comparison with other genera of the family Woodsiaceae [SPA],Pacheco L.,Revista de Biologia Tropical,00347744,51,1,49-57,2003-03-01,March 2003,"The development of the prothallia in nine species of Callipteris Bory (Woodsiaceae), four species of Diplazium, the genus from which Callipteris has been segregated, and one species of Dryoathyrium are studied in this paper. The data obtained are compared with the development of the prothallia of several other genera of Woodsiaceae. The main difference between Callipteris and the other genera of Woodsiaceae was that the antheridia dehiscence of Callipteris, occurs by an opercular cell and whereas some of Diplazium and other Woodsiaceae antheridia dehiscence occurs by a lateral or apical pore. The presence of antheridiogens is suspected on the basis of small ameristic male gametophytes in the cultures. Spore germination in Callipteris is Vittaria-type, prothallial development corresponds to Adiantum-type.",3,15162680,Journal,ar,Article,100,2,2,Callipteris | Diplazium | Ferns | Gametophyte | Germination | Prothallus | Woodsiaceae,13567,undefined,0,FALSE,109,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642348711,SCOPUS_ID:1642348711,2-s2.0-1642348711,Basic limnology of fifty-one lakes in Costa Rica,Haberyan K.A.,Revista de Biologia Tropical,00347744,51,1,107-122,2003-03-01,March 2003,"We visited 51 lakes in Costa Rica as part of a broad-based survey to document their physical and chemical characteristics and how these relate to the mode of formation and geographical distribution of the lakes. The four oxbow lakes were low in elevation and tended to be turbid, high in conductivity and CO2, but low in dissolved O2; one of these, L. Gandoca, had a hypolimnion essentially composed of sea water. These were similar to the four wetland lakes, but the latter instead had low conductivities and pH, and turbidity was often due to tannins rather than suspended sediments. The thirteen artificial lakes formed a very heterogenous group, whose features varied depending on local factors. The thirteen lakes dammed by landslides, lava flows, or lahars occurred in areas with steep slopes, and were more likely to be stratified than most other types of lakes. The eight lakes that occupy volcanic craters tended to be deep, stratified, clear, and cool; two of these, L. Hule and L. Río Cuarto, appeared to be oligomictic (tending toward meromictic). The nine glacial lakes, all located above 3440 m elevation near Cerro Chirripó, were clear, cold, dilute, and are probably polymictic. Cluster analysis resulted in three significant groups of lakes. Cluster 1 included four calcium-rich lakes (average 48 mg l-1), Cluster 2 included fourteen lakes with more Si than Ca +2 and higher Cl- than the other clusters, and Cluster 3 included the remaining thirty-three lakes that were generally less concentrated. Each cluster included lakes of various origins located in different geographical regions; these data indicate that, apart from the high-altitude glacial lakes and lakes in the Miravalles area, similarity in lake chemistry is independent of lake distribution.",18,15162686,Journal,ar,Article,100,3,3,Costa rica | Lake biogeography | Lake ecology | Lakes | Limnology | Tropical,13567,undefined,0,FALSE,110,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642348709,SCOPUS_ID:1642348709,2-s2.0-1642348709,"Caterpillars of Eumaeus childrenae (Lepidoptera: Lycaenidae) feeding on two species of cycads (Zamiaceae) in the Huasteca region, Mexico",Contreras-Medina R.,Revista de Biologia Tropical,00347744,51,1,201-203,2003-03-01,March 2003,"There are few genera of butterflies that feed on cycads. Among them the genus Eumaeus (Lycaenidae) presents aposematic coloration in all its life stages. In this work we report for the first time the herbivory of young leaflets of Ceratozamia mexicana and Zamia fischeri (Zamiaceae) by caterpillars of E. childrenae in their natural habitat in the Huasteca region, Mexico.",17,15162694,Journal,ar,Article,100,3,3,Ceratozamia mexicana | Cloud forest | Eumaeus childrenae | Herbivory | Mexico | Zamia fischeri,13567,undefined,0,FALSE,111,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642345488,SCOPUS_ID:1642345488,2-s2.0-1642345488,"A new estuarine species, Nereis garwoodi (Polychaeta: Nereididae), from Bahía Chetumal, Mexican Caribbean coast",González-Escalante L.E.,Revista de Biologia Tropical,00347744,51,1,155-163,2003-03-01,March 2003,"Nereis garwoodi n. sp. is described on the basis of eight syntype specimens (six atokous and two heteronereis) collected in Bahia Chetumal, Mexican Caribbean coast, and the variability in the paragnath numbers in the pharynx is established using 180 specimens; paragnath numbers are I:10(SD=1.9); II:30 (SD=2.6); III:41 (SD=5.2); IV:29 (SD=3.5), V:1, VI:4, VII-VIII: >30. Its eyes are big and its longest tentacular cirri reaches setiger 11. A revised key to species of Nereis recorded from the Grand Caribbean Sea is included.",8,15162689,Journal,ar,Article,100,2,2,Morphological variation | Nereis oligohalina | Taxonomy,13567,undefined,0,FALSE,112,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642329222,SCOPUS_ID:1642329222,2-s2.0-1642329222,"Factors affecting growth of the spiny lobsters Panulirus gracilis and Panulirus inflatus (Decapoda: Palinuridae) in Guerrero, México",Briones-Fourzán P.,Revista de Biologia Tropical,00347744,51,1,165-174,2003-03-01,March 2003,"The effects of sex, injuries, season and site on the growth of the spiny lobsters Panulirus gracilis, and P. inflatus, were studied through mark-recapture techniques in two sites with different ecological characteristics on the coast of Guerrero, México. Panulirus gracilis occurred in both sites, whereas P. inflatus occurred only in one site. All recaptured individuals were adults. Both species had similar intermolt periods, but P. gracilis had significantly higher growth rates (mm carapace length week-1) than P. inflatus as a result of a larger molt increment. Growth rates of males were higher than those of females in both species owing to larger molt increments and shorter intermolt periods in males. Injuries had no effect on growth rates in either species. Individuals of P. gracilis grew faster in site 1 than in site 2. Therefore, the effect of season on growth of P. gracilis was analyzed separately in each site. In site 2, growth rates of P. gracilis were similar in summer and in winter, whereas in site 1 both species had higher growth rates in winter than in summer. This could be due to spatial differences in processes related to changes in population density and food resources, which were documented in previous works. The overall results show that P. gracilis grows faster than P. inflatus, and that growth rates of both species are highly variable and are affected by environmental factors such as site and season, which should be taken into account when attempting to produce population growth curves for each species.",15,15162690,Journal,ar,Article,100,2,2,Growth rates | Growth variability | Intermolt period | Molt increments | Panulirus gracilis | Panulirus inflatus | Spiny lobsters,13567,undefined,0,FALSE,113,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642321198,SCOPUS_ID:1642321198,2-s2.0-1642321198,Notes on Elaphoglossum (Lomariopsidaceae) section Polytrichia subsection Hybrida in Mexico and Central America,Rojas-Alvarado A.F.,Revista de Biologia Tropical,00347744,51,1,33-48,2003-03-01,March 2003,"In Elaphoglossum sect. Polytrichia subsect. Hybrida six new species are described: E. angustioblongum A. Rojas, E. baquianorum A. Rojas, E. cotoi A. Rojas, E. jinoteganum A. Rojas, E. neeanum A. Rojas and E. silencioanum A. Rojas. New combination is made for Elaphoglossum mexicanum (E. Fourn.) A. Rojas. Two species are reported: E. barbatum (H. Karst.) Hieron. and E. scolopendrifolium (Raddi) J. Sm. Two species are redefined: E. erinaceum (Fée) T. Moore and E. tambillense (Hook.) T. Moore. E. pallidum (Baker ex Jenman) C. Chr. is eliminated for Mexico and Central America. Of the new species only E. neeanum is present outside of the region. A key is given to those species in Mexico and Central America.",8,15162679,Journal,ar,Article,100,1,1,Central America | Elaphoglossaceae | Elaphoglossum | Mexico | New species | Sect. Polytrichia | Subsect. Hybrida,13567,undefined,0,FALSE,114,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642319591,SCOPUS_ID:1642319591,2-s2.0-1642319591,Pharmacological activity of the essential oil of Satureja viminea (Lamiaceae),Suárez A.,Revista de Biologia Tropical,00347744,51,1,247-252,2003-03-01,March 2003,"The aqueous extract and the essential oil of Satureja viminea (Lamiaceae) were tested. General physiologic effects were assessed through the Hippocratic screening test. Non fasted female Sprague Dawley rats were utilized and 250, 500, 750 and 1000 mg/kg doses were used. Two animals were used for each dosage level and for the vehicle alone. Exploratory behavior and curiosity were measured using a hole board apparatus and placing non-trained mice on the board and recording the number of holes explored in a 5 minute period. The Boissier chimney test was used to evaluate motor coordination. Muscle strength was assessed through a grasping test where mice were hung by their fore-limbs 40 cm above the base on a horizontal metal stainless bar. In all these tests, 3 groups of 6 albino mice, were treated with 1000 mg/kg of each the essential oil of S. viminea, the vehicle and diazepan (1 mg/kg) as a positive control. Analgesic activity was explored in Sprague-Dawley rats. The tail flick method described by D'Amour and Smith (1941) modified by CYTED was implemented on three groups (6 rats each) of animals treated with, each the essential oil of S. viminea (1000 mg/kg), the vehicle and indomethacine. The test was carried out just before and 30, 60 and 120 min after oral treatment. Peristaltic activity was measured in albino mice, three groups of 6 animals each, treated orally with each the essential oil of S. viminea (1000 mg/kg), the aqueous extract (1000 mg/kg), and the vehicle. The marker used was activated carbon. Animals were sacrificed 30 min after the marker was given and the percent of total small intestine traversed by it was calculated. Also a lethal dose 50 (LD 50) was determined with the Spearman-Karber method. A dose-related spontaneous motor activity reduction was observed. Exploratory behavior and curiosity were diminished. The grasping strength of mice was reduced. A very clear and significant analgesic effect was observed with the oral administration of the essential oil of S. viminea (1000 mg/kg). This effect is compared to that of indomethacine. Intestinal transit and gastric emptying were inhibited by the essential oil. The LD50 of the essential oil of S. viminea is 556.8 mg/kg.",14,15162700,Journal,ar,Article,100,4,4,Analgesic activity | Hippocratic screening | Intestinal transit | Lamiaceae | Satureja viminea | Traditional medicine,13567,undefined,0,FALSE,115,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642316321,SCOPUS_ID:1642316321,2-s2.0-1642316321,Invasion by Ligustrum lucidum (Oleaceae) in NW Argentina: Early stage characteristics in different habitat types,Aragón R.,Revista de Biologia Tropical,00347744,51,1,59-70,2003-03-01,March 2003,"Currently biological invasions are considered one of the world's most serious conservation problems. Ligustrum lucidum is the most abundant exotic tree in secondary forest patches of montane forests of NW Argentina. We studied the determinants of success of the early stages of its life cycle in distinct habitat types, with the hope of identifying vulnerabilities that could be exploited to control the invasion. Seed arrival, germination, seedling recruitment and survival, and sapling growth were studied in edges, gaps and forest interior. Seed arrival was also assessed under perches and in open fields. Germination was studied in forest and grassland patches. L. lucidum seedling survival and sapling growth were compared with the most abundant native species survival and growth. Seed arrival was strongly seasonal with a peak in mid-August. Seed rain did not differ significantly among habitat types, however there was a tendency for edges to receive more seeds when only dispersed seeds were considered. Perches strongly enhanced seed arrival; more than 40 times the number of seeds were dispersed beneath citrus plants (i.e. perches) than found in paired open areas. In the forest, seeds in gaps and edges had higher germination rates, but there was no difference in seedling survival. Fruits under closed canopy exhibited the lowest germination. Germination and survival were low in open areas. Neither seedling recruitment nor sapling growth differed between gaps and forest interior. L. lucidum saplings grew significantly more than saplings of the most common native species, and also showed higher seedling survival. L. lucidum is a prolific fruit producer, is capable of germinating and surviving in a broad range of forest environments, it is relatively shade tolerant and has higher survival and faster growth rate in comparison to the most common native species. All these characteristics highlight its potency as a successful invader, and point to few vulnerabilities that could be targets of control measures.",65,15162681,Journal,ar,Article,100,2,2,Biological invasions | Exotic species | Forest edges | Gaps | Ligustrum lucidum | Montane forest | Secondary forest,13567,undefined,0,FALSE,116,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642313022,SCOPUS_ID:1642313022,2-s2.0-1642313022,"Shallow-water Campanulariidae (Hydrozoa, Leptothecatae) from Northern Bahía, Brazil",Kelmo F.,Revista de Biologia Tropical,00347744,51,1,123-146,2003-03-01,March 2003,"This study provides the first semi-quantititative account of the benthic campanulariid hydroids from Northern Bahia (Brazil), down to a depth of 60 m, based largely on collections obtained since 1992. Colonies were collected from six habitats along the coast of Salvador City, Todos os Santos Bay, Itaparica Island and at the northernmost part of the coast of the State of Bahia. From the 982 colonies examined, nine species were recorded: Campanularia hincksii, Clytia gracilis, C. hemisphaerica, C. hummelincki, C. linearis, C. macrotheca, C. noliformis, Obelia bidentata and O. dichotoma. Following a defined abundance scale, Clytia gracilis and C. noliformis were the most abundant species, whereas Campanularia hincksii and Clytia hummelincki were rare. Cluster analysis of relative abundance data revealed sandy shores had a markedly different hydroid community from other habitats. A simplified identification key, redescriptions, illustrations and data on nematocyst compliment are provided for each species. Campanularia hincksii, Clytia macrotheca and C. noliformis are reported from Brazil for the first time.",12,15162687,Journal,ar,Article,100,2,2,Brazil | Campanularia | Clytia | Cnidome | Hydroid | Obelia,13567,undefined,0,FALSE,117,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642309701,SCOPUS_ID:1642309701,2-s2.0-1642309701,"Relationships between necrotic cactus availability and population size in a cactophilic Drosophila (Diptera, Drosophilidae) located on a sandstone table hill in Brazil",Moraes E.,Revista de Biologia Tropical,00347744,51,1,205-212,2003-03-01,March 2003,"Drosophila gouveai is a cactophilic species endemic to South America. In southeast Brazil it is found on summits of isolated hills, which apparently are current refugia resulting from climatic changes during the Quaternary Period. It breeds only in necrotic cactus cladodes of Pilosocereus machrisii. Temporal differences in necrotic cactus availability could have a great impact upon D. gouveai population size, and could thus influence its evolutionary history. We analyzed the relationship between necrotic cactus availability and population size of D. gouveai. The fluctuation in the population size, variation in necrotic cactus availability and exploitation of this resouce by larvae were surveyed bimonthly for one year on a sandstone table hill in central-south Brazil. Temporal necrotic cactus availability did not vary significantly, though in June there was a moderate decrease Larval populations were highest in October and December. The D. gouveai population size was highest in February and remained relatively stable the rest of the year. The observed fluctuation in population size was not a function of temporal necrotic cactus availability in quantitative terms.",6,15162695,Journal,ar,Article,100,2,2,Cactus-yeast-drosophila system | D. Serido sibling set | Ecology | FPS | Patchy environment | Refugia | Repleta group,13567,undefined,0,FALSE,118,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642304872,SCOPUS_ID:1642304872,2-s2.0-1642304872,Heterotrophic microbial activity and organic matter degradation in coastal lagoons of Colombia,Gocke K.,Revista de Biologia Tropical,00347744,51,1,85-98,2003-03-01,March 2003,"In this study we measured the community respiration and the bacterial respiration as part of the overall degradation process of organic material. Additionally, the turnover rates of the pools of dissolved free glucose and acetate as representatives of the fraction of easily degradable low molecular organic solutes were determined. The study was performed in several coastal lagoons of the ""Outer Delta of the Río Magdalena"" in northern Colombia. The lagoons can be separated into two groups: The first group contains highly productive brackish lagoons with chl a concentrations ranging from 62-130 μg/l. The second group consists of less productive freshwater lagoons with chl a between 5.5-19 μg/l. Turnover rates of glucose and acetate were very fast in the highly productive lagoons resulting in turnover times of less than 20 min for both compounds. In the less productive systems the cycling of glucose and acetate was much slower. Here the mean values of the turnover times were 2 hr for glucose and 1.5 hr for acetate. The rates of bacterial DNA-formation measured as thymidine incorporation differed significantly between both groups of lagoons, being very high (1.86-2.76 nmol/l/hr) in the highly productive and relatively low (0.073-0.55 nmol/l/hr) in the less productive group. Water column community respiration ranged between 122 and 16 μg C/l/hr with means of 88 μg C/l/hr in the highly and 19 μg C/l/hr in the less productive group. In the first group the mean values of the bacterial contribution to community respiration amounted to 37% and in the second group to 18%. The bacterial respiration was determined in an indirect way via bacterial biomass production and assuming a growth efficiency of 50%. It is discussed whether this relatively high growth efficiency allows reasonable results in both groups of lagoons.",10,15162684,Journal,ar,Article,100,3,3,Bacterial activity | Ciénaga grande de santa marta | Community respiration | Glucose turnover | Growth efficiency | Tropical coastal lagoon,13567,undefined,0,FALSE,119,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1642302394,SCOPUS_ID:1642302394,2-s2.0-1642302394,"Introduction to Physidae (Gastropoda: Hygrophila); biogeography, classification, morphology",Taylor D.W.,Revista de Biologia Tropical,00347744,51,SUPPL. 1,1-287,2003-03-01,March 2003,"Physidae, a world-wide family of freshwater snails with about 80 species, are reclassified by progressive characters of the penial complex (the terminal male reproductive system): form and composition of penial sheath and preputium, proportions and structure of penis, presence or absence of penial stylet, site of pore of penial canal, and number and insertions of penial retractor muscles. Observation of these characters, many not recognized previously, has been possible only by the technique used in anesthetizing, fixing, and preserving. These progressive characters are the principal basis of 23 genera, four grades and four clades within the family. The two established subfamilies are divided into seven new tribes including 11 new genera, with diagnoses and lists of species referred to each. Proposed as new are: in Aplexinae, Austrinautini, with Austrinauta g.n. and Caribnauta harryi g.n., nom.nov.; Aplexini; Amecanautini with Amecanauta jaliscoensis g.n., sp.n., Mexinauta g.n., and Mayabina g.n., with M. petenensis, polita, sanctijohannis, tempisquensis spp.nn., Tropinauta sinusdulcensis g.n., sp.n.; and Stenophysini, with Stenophysa spathidophallus sp.n.; in Physinae, Haitiini, with Haitia moreleti sp.n.; Physini, with Laurentiphysa chippevarum g.n., sp.n., Physa mirollii nom.nov.; and Physellini, with Chiapaphysa g.n., and C. grijalvae, C. pacifica spp.nn., Utahphysa g.n., Archiphysa g.n., with A. ashmuni, A. sonomae spp.nn., Physella hemphilli sp.n., and Ultraphysella sinaloae g.n., sp.n. The simplest reproductive system is found in Austrinauta of the Aplexinae; its penial complex approaches that in the related family Lymnaeidae. Within Physinae a close approximation is found in Haitia. By these two genera the two subfamilies are drawn close together. Four grades of progressive complexity are recognized: (I) penial sheath entirely muscular; (II) penial sheath with both glandular and muscular tissue; (III) penis with penial stylet or other specialization of the tip of the penis; and (IV) pore of penial canal lateral rather than terminal as in the lower grades. In both subfamilies there are clades with glandular tissue in the penial sheath, a penial sheath subdivided into two parts, and tip of penis specialized in various ways. These clades are formalized as new tribes. Of 23 genera of Physidae, 17 occur in Pacific drainages of North and Central America, eight of these restricted to the region. Concentration of primitive genera along the Pacific coast from Mexico to Costa Rica conforms to previous observations that primitive pulmonate families are concentrated within, or along the continental margins of, the Pacific Ocean. An ancestral origin of Physidae along an ancient eastern Pacific coast is probable. From this region the several lineages have spread north, south and east in the Americas, and through Siberia to Europe. Although Physinae have fewer genera than Aplexinae (11 v. 12), they have more species (47 v. 34). Greater land area in the temperate zone has provided more opportunity for speciation of Physinae, in contrast to the generally tropical and warm-temperate range of Aplexinae. Furthermore, 10 species of Physinae are localized in individual lakes, whereas Aplexinae are not lake-dwellers. Both well-developed egg strings and capsular strings are found in the spawn of Sibirenauta elongatus. These structures have been known in Lymnaeidae, but not hitherto in Physidae; they are a link with some marine groups, such as Siphonariidae. Spiral color bands and white streaks in the shell of Mexinauta recall those in Lancidae (Lymnaeacea), whereas the radula of Physidae is like that of Chilinidae. Physidae thus show affinities to various basal stocks of aquatic pulmonates; no clear-cut sister-group can be recognized. Most species have a restricted range; out of 55 with sufficiently detailed information for analysis, 25 are limited to a single 1°x1° quadrangle. Only a few species are widespread, on one or even two continents. Accordingly, more species of Physidae are threatened by habitat destruction than in other families of Hygrophila with generally wider distributions. Other features are a key to genera; catalog of more than 430 names applied to living Physidae, with original reference, type locality, and location of type specimens; summary of museums with types; and glossary.",85,15260168,Journal,ar,Article,100,1,1,Biogeography | Classification | New genera | New species | New tribes | Physidae,13567,undefined,0,FALSE,120,NA,NA
