@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/32044435129,SCOPUS_ID:32044435129,2-s2.0-32044435129,Effects of distribution and structural traits of bird's nest ferns (Asplenium nidus) on oribatid (Acari: Oribatida) communities in a subtropical Japanese forest,Karasawa S.,Journal of Tropical Ecology,02664674,14697831,22,2,213-222,2006-03-01,March 2006,10.1017/S0266467405003032,S0266467405003032,"We studied oribatid (Acari: Oribatida) communities in two distinct microhabitats (litter and root) of the bird's nest fern (Asplenium nidus) in an approximately 4-ha area in a subtropical forest, Okinawa, Japan. We collected a total of 15 729 oribatid mites from 37 ferns and examined whether the size and height of the ferns and the distance between ferns affected the structure of the oribatid communities in terms of the species composition, number of individuals, density (individuals per 100 g dry wt of substrate), number of species and species diversity (Simpson's index). Oribatid communities differed significantly in species composition and density between litter and root components and were evenly distributed horizontally throughout the plot. The density of oribatid mites in the litter decreased significantly with increasing height of the ferns, and the species composition and the numbers of individuals and species in the litter were affected by fern size. Our results suggest that the litter and root of bird's nest ferns allowed diverse oribatid communities to become established, and variations in size and height of the ferns may help to maintain or enhance the diversity of oribatid communities in bird's nest ferns in subtropical forests. Copyright © 2006 Cambridge University Press.",9,Journal,ar,Article,100,2,2,Canopy | Community diversity | Epiphyte | Oribatid mites | Species-area relationship,23435,undefined,0,FALSE,64,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044433043,SCOPUS_ID:32044433043,2-s2.0-32044433043,"Dispersal of Canarium euphyllum (Burseraceae), a large-seeded tree species, in a moist evergreen forest in Thailand",Kitamura S.,Journal of Tropical Ecology,02664674,14697831,22,2,137-146,2006-03-01,March 2006,10.1017/S0266467405002889,S0266467405002889,"We investigated the dispersal of a large-seeded tree species, Canarium euphyllum (Burseraceae), in the moist evergreen forests of the Khao Yai National Park in Thailand. By combining direct observations of fruit consumption in tree canopies (543 h) and the camera-trapping observations of fallen fruit consumption on the forest floor (175 camera-days), we identified the frugivore assemblage that foraged on the fruits of C. euphyllum and assessed their role in seed dispersal and seed predation. In the canopy, our results showed that seeds were dispersed by a limited set of frugivores, one pigeon and four hornbill species, and predated by two species of squirrel. On the forest floor, seven mammal species consumed fallen fruits. A combination of high rates of fruit removal and short visiting times of mountain imperial pigeons (Ducula badia) and hornbills (Buceros bicornis, Aceros undulatus, Anorrhinus austeni and Anthracoceros albirostris) led us to conclude that these large frugivorous birds provide effective seed dispersal for this tree species, in terms of quantity. These frugivorous species often have low tolerance to negative human impacts and loss of these dispersers would have severe deleterious consequences for the successful regeneration of C. euphyllum. Copyright © 2006 Cambridge University Press.",27,Journal,ar,Article,100,9,9,Camera trapping | Frugivore | Frugivory | Ground squirrels | Hornbills | Imperial pigeons | Rodents | Seed dispersal | Seed predation | Squirrels,23435,undefined,0,FALSE,65,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/31944452719,SCOPUS_ID:31944452719,2-s2.0-31944452719,Context-dependence of long-term responses of terrestrial gastropod populations to large-scale disturbance,Bloch C.,Journal of Tropical Ecology,02664674,14697831,22,2,111-122,2006-03-01,March 2006,10.1017/S0266467405002853,S0266467405002853,"Large-scale natural disturbances, such as hurricanes, can have profound effects on animal populations. Nonetheless, generalizations about the effects of disturbance are elusive, and few studies consider long-term responses of a single population or community to multiple large-scale disturbance events. In the last 20 y, two major hurricanes (Hugo and Georges) have struck the island of Puerto Rico. Long-term population trends of 17 species of terrestrial gastropod were evaluated to determine whether gastropods respond to hurricane disturbances in a consistent fashion. Some species increased, some decreased, and some exhibited no simple trend in density or spatial variability following disturbance. In addition, some species responded differently to the two hurricanes with respect to population density, absolute spatial variability, or relative spatial variability. Population responses probably hinge on trade-offs between sensitivity to microclimatic changes and resource availability resulting from the relocation of biomass from the canopy to the forest floor. The historical context within which a hurricane occurs may be as important, or more so, than the intensity of the storm, per se. Copyright © 2006 Cambridge University Press.",27,Journal,ar,Article,100,2,2,Hurricane | Land snails | Population dynamics | Puerto Rico,23435,undefined,0,FALSE,66,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645865851,SCOPUS_ID:33645865851,2-s2.0-33645865851,Tropical dry-forest regeneration from root suckers in Central Brazil,Vieira D.L.M.,Journal of Tropical Ecology,02664674,14697831,22,3,353-357,2006-01-01,May 2006,10.1017/S0266467405003135,S0266467405003135,NA,41,Journal,ar,Article,100,4,4,Abandoned pastures | Coppice | Deciduous forest | Regeneration | Resprout | Savanna,23435,undefined,0,FALSE,67,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/32044472814,SCOPUS_ID:32044472814,2-s2.0-32044472814,"Liana loads and their association with Bertholletia excelsa fruit and nut production, diameter growth and crown attributes",Kainer K.A.,Journal of Tropical Ecology,02664674,14697831,22,2,147-154,2006-01-01,March 2006,10.1017/S0266467405002981,S0266467405002981,"We investigated the association between lianas and Bertholletia excelsa (Brazil nut), a long-lived, emergent tree of significant ecological and economic importance in Amazonia. Our objectives were: (1) to determine the relationship between crown liana load and liana number, basal area, and origin in relation to the B. excelsa host; and (2) to determine the relationship between liana load and B. excelsa fruit and nut production, diameter growth, and crown form, position and area. One hundred and forty trees (≥ 50 cm dbh) were selected with representatives of 10 diameter classes and four liana load categories. To quantify fruit and nut production, fruit counts and nut fresh weights per tree were measured in 2002 and 2003, and annual diameter growth was quantified using dendrometer bands. Trees with lianas produced significantly fewer fruits and had reduced nut fresh weights than liana-free trees. Trees with the most extensive liana loads (> 75% crown coverage) were 10.2 times more likely to have crown forms categorized as less than half-crowns or few branches than trees with reduced liana loads. No statistically significant relationship was found between liana load and tree diameter growth. Results suggest that liana cutting might increase B. excelsa fecundity and commercial nut yields. Copyright © 2006 Cambridge University Press.",76,Journal,ar,Article,100,4,4,Amazon | Brazil nut | Competition | Non-timber forest products | Tropical forest | Vines,23435,undefined,0,FALSE,68,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344472149,SCOPUS_ID:29344472149,2-s2.0-29344472149,Food plant selection by stick insects (Phasmida) in a Bornean rain forest,Blüthgen N.,Journal of Tropical Ecology,02664674,14697831,22,1,35-40,2006-01-01,January 2006,10.1017/S0266467405002749,NA,"Stick insects (Phasmida) are important herbivores in tropical ecosystems, but have been poorly investigated in their natural environment. We studied phasmids and their food plants in a tropical lowland rain forest in Borneo (Danum Valley, Sabah, Malaysia). Thirty species of phasmid were collected from 49 plant species during nocturnal surveys in the forest understorey. In most cases (35 plant species), experiments confirmed that these phasmids fed on those plant species from which they were collected. Partitioning of phasmid species among food plant species was highly significant. Two common species had a largely restricted diet: Asceles margaritatus occurred mainly on Mallotus spp. (Euphorbiaceae) and Dinophasma ruficornis on Leea indica (Leeaceae). Other phasmids fed on a broad spectrum of plant families and can be considered polyphagous (e.g. Haaniella echinata, Lonchodes hosei herberti). Feeding experiments were performed on captive phasmids using leaves from eight plant species. Asceles margaritatus showed a significantly higher consumption rate for Mallotus miquelianus leaves than for other plants, while H. echinata showed the opposite trend and the lowest consumption for M. miquelianus. However, A. margaritatus readily accepted foliage from several plant families, particularly when Mallotus was not offered at the same time. Therefore, studies on host specialisation by herbivores need to include their distribution in the natural vegetation. Copyright © 2006 Cambridge University Press.",21,Journal,ar,Article,100,3,3,Asceles margaritatus | Haaniella echinata | Herbivory | Mallotus | Phasmatodea | Phasmida | Specialization | Tropical rain forest,23435,undefined,0,FALSE,69,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344471271,SCOPUS_ID:29344471271,2-s2.0-29344471271,Effects of vegetation cover on seedling and sapling dynamics in secondary tropical wet forests in Costa Rica,Dupuy J.,Journal of Tropical Ecology,02664674,14697831,22,1,65-76,2006-01-01,January 2006,10.1017/S0266467405002890,NA,"We examined effects of experimental manipulations of vegetation cover on recruitment, mortality and density of seedlings (20-100 cm tall) and saplings (≥100 cm tall) of woody growth forms over a 2.5-y period. We created four treatments in each of three 15-20-y-old tropical forest stands in Costa Rica: a large canopy gap (270-350 m2), a small canopy gap (50-100 m 2), understorey vegetation removal, and an unmanipulated control treatment. Creation of canopy gaps, especially large ones, increased first-year recruitment and density, as well as overall mortality of seedlings. Saplings experienced lower mortality and more prolonged gap-enhanced recruitment and density than seedlings. Removal of understorey vegetation had little or no effect on tree seedling and sapling dynamics. Recruitment and density of lianas responded only to large gaps, whereas understorey species responded to both gap treatments and to spatial heterogeneity within gaps. Tree species exhibited diverse regeneration requirements, whereas liana and understorey species were more specialized to the high and low ends of the light availability gradient, respectively. Canopy gaps provide a critical mechanism for regeneration of lianas, and canopy tree species that dominate during the early stages of secondary forest succession. The choice of management system for these secondary forests can determine the direction and rate of succession. Copyright © 2006 Cambridge University Press.",43,Journal,ar,Article,100,2,2,Canopy gaps | Forest management | Forest succession | Lianas | Light availability | Regeneration | Secondary forests | Shrubs | Trees | Understorey vegetation,23435,undefined,0,FALSE,70,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344466021,SCOPUS_ID:29344466021,2-s2.0-29344466021,Diversity and ecology of carrion- and fruit-feeding butterflies in Bornean rain forest,Hamer K.C.,Journal of Tropical Ecology,02664674,14697831,22,1,25-33,2006-01-01,January 2006,10.1017/S0266467405002750,NA,"Tropical rain forests are well known as centres of insect diversity and much effort has focused on the role of larval host plant specificity in generating and maintaining this diversity, but fewer studies have examined the exploitation of different food resources by adults in this context. Tropical butterflies feed as adults on a wide range of resources and we examined the diversity and ecology of species feeding on rotting fruit and carrion in a tropical lowland rain forest in Sabah, Borneo. We found that species richness and diversity were significantly higher on carrion than on fruit, and that this pattern was repeated at genus and family level. There was little similarity in species assemblages on the two substrates and β-diversity between carrion and fruit comprised 33% of the total diversity of butterflies feeding on decaying matter. β-diversity between canopy gap and shade microhabitats comprised 21% of total species diversity on carrion but only 7% of the total on fruit, indicating greater functional diversity on carrion in terms of light preferences. Captures were strongly male-biased on carrion but not on fruit, and recapture rates were much lower on carrion than on fruit. Species from two subfamilies (Nymphalinae and Charaxinae) exploited both substrates and for Charaxinae, there was evidence from adult flight morphology that species on carrion were capable of faster more-powerful flight. These results support the notion of a distinctive carrion-feeding fauna comprising more mobile species, which may use carrion to meet additional nitrogen requirements resulting from greater musculature. However there was no relationship between flight morphology and substrate choice in the Nymphalinae, and carrion-feeding may not have a unitary explanation. Copyright © 2006 Cambridge University Press.",35,Journal,ar,Article,100,6,6,Diversity partitioning | Flight morphology | Lepidoptera | Mud-puddling | Tropical forest insects,23435,undefined,0,FALSE,71,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344464872,SCOPUS_ID:29344464872,2-s2.0-29344464872,The contribution of interspecific variation in maximum tree height to tropical and temperate diversity,King D.A.,Journal of Tropical Ecology,02664674,14697831,22,1,11-24,2006-01-01,January 2006,10.1017/S0266467405002774,NA,"Maximum height was assessed for tree species from seven temperate deciduous forests, one subtropical forest and one tropical forest and combined with published tree heights for three other tropical forests. The temperate deciduous forests showed a strong concentration of canopy species and a dearth of subcanopy species. In contrast, the four tropical forests showed more uniform distributions of maximum heights, while the subtropical forest had an intermediate distribution. The tropical and subtropical sites had greater densities of small trees than did the temperate sites and most of these small trees were members of small- to medium-sized species. Sapling recruitment per unit stem basal area increased with declining maximum height in Panama, which is consistent with the criterion for coexistence of species of differing stature derived from Kohyama's forest architecture hypothesis. Greater penetration of light into gaps and favourable conditions for growth over most of the year may allow more smaller-statured species to coexist with canopy trees in tropical vs. temperate forests. Copyright © 2006 Cambridge University Press.",78,Journal,ar,Article,100,3,3,Australia | Biodiversity | Forest architecture hypothesis | Forest stratification | Panama | Temperate forest | Tree height | Tropical forest | USA,23435,undefined,0,FALSE,72,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344462011,SCOPUS_ID:29344462011,2-s2.0-29344462011,Competitive dominance in a secondary successional rain-forest community in Borneo,Davies S.,Journal of Tropical Ecology,02664674,14697831,22,1,53-64,2006-01-01,January 2006,10.1017/S0266467405002944,NA,"Competitive interactions among pioneer species may have a significant impact on the course of secondary succession in tropical rain forests. We predicted that the outcome of competitive interactions in early succession would vary with soil nutrient availability. To test this hypothesis we grew seven pioneer tree species alone and in dense competitive mixtures, with four nutrient treatments: no nutrient addition, and N, P, and N plus P addition. Performance of plants grown alone and in mixtures was strongly nutrient limited. However, contrary to expectation, the competitive hierarchy among the seven species was almost identical among the four nutrient treatments. The dominant species, Melastoma malabathricum, accounted for > 70% of total stand biomass in all nutrient treatments. Seedlings of this species had higher rates of gas exchange and initial growth, and lower root allocation than the other species. Profiles of light availability within the competitive stands indicated that light levels at ground level were well above levels at which pioneer species can successfully survive and grow, yet seedlings of species other than Melastoma remained stunted. Leaf N concentrations in all stands were 25-55% reduced by competitive interactions, and N addition increased relative competitive performance in only Melastoma suggesting that Melastoma was particularly effective at N acquisition, limiting nutrient uptake by the other species. Toward the end of the experiment individuals of Melastoma began to reproduce, suggesting that the competitive hierarchy would have changed in a longer-duration experiment. Copyright © 2006 Cambridge University Press.",12,Journal,ar,Article,100,2,2,Competition | Dillenia suffruticosa | Duabanga moluccana | Ficus grossularioides | Melastoma malabathricum | Nauclea maingayi | Nutrient limitation | Pioneer trees | Succession | Tree seedlings | Trema cannabina | Tropical forest | Vitex pubescens,23435,undefined,0,FALSE,73,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344461768,SCOPUS_ID:29344461768,2-s2.0-29344461768,Interspecific relationships between two species of sympatric Afrotropical water snake in relation to a seasonally fluctuating food resource,Luiselli L.,Journal of Tropical Ecology,02664674,14697831,22,1,91-100,2006-01-01,January 2006,10.1017/S0266467405002877,NA,"In this paper, the ecological relationships and the resource partitioning patterns in a two-species system of sympatric aquatic snakes (Grayia smythii and Afronatrix anoscopus) from a riverine forest area in southern Nigeria, West Africa, were tested. The monthly availability of their food resources in the field, and the monthly variation in the feeding relationships between these snakes and their preys, were also studied. Food items of 1245 snakes, i.e. 554 Grayia smythii, and 691 Afronatrix anoscopus, were examined. The mean body length of Grayia smythii was significantly larger than that of Afronatrix anoscopus in any interspecific comparison, i.e. males versus males, females versus females, and females versus males; however, in both species the females attained significantly larger body sizes than the males. 676 prey items were obtained from the stomachs of Afronatrix anoscopus, and 390 from those of Grayia smythii. Both species of snake exhibited an increased activity in the open during the wet months, and this increased activity was positively correlated to the higher abundance of prey during the wet season. In both species the diet consisted of a great variety of different amphibian and fish species. Direct interference competition was not observed. The month-by-month dietary patterns exhibited by the two snake species were similar. Mean prey size was significantly larger in the larger species, and the difference in prey size between the two snake species increased during the dry season, i.e. during the period of reduced prey availability. The monthly availability of the three main food types for these snakes varied, and were significantly more abundant during the wet season (April-September). A positive relationship between prey availability and prey use by snakes strongly suggests that the two snake species are predatory generalists, utilizing prey in relation to their abundance in the field. Copyright © 2006 Cambridge University Press.",40,Journal,ar,Article,100,1,1,Africa | Afronatrix anoscopus | Ecological relationships | Grayia smythii | Nigeria | Prey availability | Prey size | Prey type | Resource utilization | Water snakes,23435,undefined,0,FALSE,74,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344450001,SCOPUS_ID:29344450001,2-s2.0-29344450001,Do tropical species invest more in anti-herbivore defence than temperate species? A test in Eucryphia (Cunoniaceae) in eastern Australia,Hallam A.,Journal of Tropical Ecology,02664674,14697831,22,1,41-51,2006-01-01,January 2006,10.1017/S0266467405002919,NA,"Tropical plants have been suggested to have higher levels of mechanical, chemical and biotic defences than temperate plants. However, comparisons have usually included deciduous species within the temperate group, which confounds the analysis since deciduous species are predicted to have a different strategy with respect to investment, nutrition and defence than evergreen species. In this study we examined levels of defence and nutrition in five evergreen species of Eucryphia occurring along a latitudinal gradient in eastern Australia, grown under common conditions in a glasshouse. From the resource-availability hypothesis we predicted the opposite gradient in defence investment, i.e. that lowest levels of defence will occur in tropical species with potentially high growth rates and annual productivity. However, we found an increase in cell wall content, total phenolics and tannin activity, and a decrease in protein availability, with decreasing latitude and/or increasing mean annual temperature. Hence, there was a trend of increasing defence (although not in leaf toughness) and declining nutritional quality towards the tropics. These latitudinal trends were recorded in both mature and expanding leaves. The same trends were observed in leaves of two species collected from the field, indicating that the results were not peculiar to the experimental growth regime. The latitudinal trend in defence did not support our prediction based on the resource availability hypothesis and may indicate that herbivore pressure is providing an overriding selection pressure, although there are alternative explanations. Copyright © 2006 Cambridge University Press.",31,Journal,ar,Article,100,2,2,Eucryphia | Herbivory | Latitudinal gradient | Leaf toughness | Phenolics | Resource availability hypothesis | Tannins,23435,undefined,0,FALSE,75,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344434733,SCOPUS_ID:29344434733,2-s2.0-29344434733,"Biogeochemistry of an afrotropical montane rain forest on Mt. Kilimanjaro, Tanzania",Schrumpf M.,Journal of Tropical Ecology,02664674,14697831,22,1,77-89,2006-01-01,January 2006,10.1017/S0266467405002907,NA,"In contrast to their well-studied counterparts in the Neotropics and in Asia, East African montane rain forests are surrounded by semi-arid savanna plains. These plains have a high erosion potential for salt crusts accumulated at the soil surface. Hence it may be hypothesized that East African montane forest ecosystems experience strongly enhanced nutrient inputs via dry deposition, which alters their overall biogeochemistry. The aim of our study was to test this hypothesis by investigating K, Mg, Ca, Na and N-forms in rainfall, throughfall, fine litter, litter percolate and soil solution of a montane rain forest at Mt. Kilimanjaro. Four forest plots situated at elevations between 2250 and 2350 m asl on the south-western slopes of Mt. Kilimanjaro were studied for 2 y. In contradiction to our hypothesis, inputs of K, Mg, Ca and Na via rainfall (7.5, 0.9, 2.3 and 6.2 kg ha-1 y-1) and throughfall (35, 2.0, 3.5 and 11 kg ha-1 y-1) were low on Mt. Kilimanjaro. Fluxes of NH4-N and NO3-N were within the range observed at other montane rain forests, with NO3-N being the only nutrient partly absorbed in the forest canopies (2.9 kg ha-1 y-1 in rainfall, 0.9 kg ha-1 y-1 in throughfall). The highest overall nutrient concentrations in water samples occurred in litter percolate (1.4 mg l-1 K, 0.3 mg l-1 Mg, 0.8 mg l-1 Ca, 0.3 mg l-1 NH4-N, 0.9 mg l-1 NO3-N), with values still being low compared to other sites. Nutrient concentrations in seepage water strongly declined with increasing soil depth. Thus, both inputs and losses of base cations from the forest by water pathways are assumed to be low. N or P limitation of growth is not expected since high fluxes of N and P in fine litter (119 and 5.9 kg ha-1 y-1 for N and P respectively) indicate low within-stand efficiency. Copyright © 2006 Cambridge University Press.",22,Journal,ar,Article,100,4,4,Litter | Montane rain forest | Mount Kilimanjaro | Nutrient cycling | Rainfall | Soil solution | Tanzania | Throughfall,23435,undefined,0,FALSE,76,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344434325,SCOPUS_ID:29344434325,2-s2.0-29344434325,Gleaning bats as underestimated predators of herbivorous insects: Diet of Micronycteris microtis (Phyllostomidae) in Panama,Kalka M.,Journal of Tropical Ecology,02664674,14697831,22,1,1-10,2006-01-01,January 2006,10.1017/S0266467405002920,NA,"Predators of herbivorous insects play important roles in tropical ecosystems as herbivory may affect structure and diversity of plant populations. Although insectivorous bats are particularly abundant and diverse in the tropics, their impact on herbivorous insects is little understood. To assess prey consumption, we observed the gleaning bat Micronycteris microtis (Phyllostomidae) continuously for 3 mo including 16 full nights at a nightly feeding roost on Barro Colorado Island in Panama using infrared videotaping combined with collection of prey remains. Individual bats consumed about 61-84% of their body mass in arthropods per night. Diet analysis revealed a high percentage of herbivorous insects, constituting more than half (51%) of all prey and over 70% of prey biomass. Dominant prey were caterpillars (33% of prey biomass), and other herbivores including crickets, katydids, scarab beetles and phasmids. Furthermore, a novel feeding behaviour was observed as M. microtis selectively discarded parts of intestines of phytophagous insects before consumption, probably to avoid intake of plant material either for ballast reduction and/or for protection from secondary plant compounds. Combined with estimated feeding rates of insects in sympatric bat species, our data suggest that gleaning bats are important predators of herbivorous insects and might be underestimated reducers of herbivory in the tropics. Copyright © 2006 Cambridge University Press.",69,Journal,ar,Article,100,2,2,Chiroptera | Feeding rate | Herbivory | Infrared videotaping | Insectivory | Predation,23435,undefined,0,FALSE,77,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/29344432897,SCOPUS_ID:29344432897,2-s2.0-29344432897,"Remotely sensed habitat indicators for predicting distribution of impala (Aepyceros melampus) in the Okavango Delta, Botswana",Van Bommel F.P.J.,Journal of Tropical Ecology,02664674,14697831,22,1,101-110,2006-01-01,January 2006,10.1017/S0266467405002932,NA,"We studied the spatial and temporal habitat use of impala in Botswana's Okavango Delta at landscape level with the aid of satellite imagery, with minimal fieldwork. We related remotely sensed vegetation to impala habitat preferences, by first distinguishing three vegetation types through a multi-temporal classification, and dividing these into subclasses on the basis of their Normalized Difference Vegetation Index (NDVI). This indicator for abundance and greenness of biomass was assessed for wet and dry season separately. Similarly, habitat use was assessed for both seasons by allocating vegetation classes to bimonthly impala observations. Impala distribution patterns coincided with NDVI-based subclasses of the landscape, nested within broad vegetation types, to which impala did not show a marked seasonal response. We suggest that this methodology, using limited field data, offers a functional habitat classification for sedentary herbivores, which appears particularly valuable for application in extensive areas with high spatial variability, but with restricted access. Copyright © 2006 Cambridge University Press.",25,Journal,ar,Article,100,6,6,Herbivore distribution | Remote sensing | Resource use | Savanna | Ungulates,23435,undefined,0,FALSE,78,NA,NA,NA,NA
