@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,prism:doi,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0034856673,SCOPUS_ID:0034856673,2-s2.0-0034856673,"Empirical relationships between species richness, evenness, and proportional diversity",Stirling G.,American Naturalist,00030147,158,3,2001-01-01,2001,368,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,83,286-299,10.1086/321317,"Diversity (or biodiversity) is typically measured by a species count (richness) and sometimes with an evenness index; it may also be measured by a proportional statistic that combines both measures (e.g., Shannon-Weiner index or H′). These diversity measures are hypothesized to be positively and strongly correlated, but this null hypothesis has not been tested empirically. We used the results of Caswell's neutral model to generate null relationships between richness (S), evenness (J′), and proportional diversity (H′). We tested predictions of the null model against empirical relationships describing data in a literature survey and in four individual studies conducted across various scales. Empirical relationships between log S or J′ and H′ differed from the null model when <10 species were tested and in plants, vertebrates, and fungi. The empirical relationships were similar to the null model when >10 and <100 species were tested and in invertebrates. If >100 species were used to estimate diversity, the relation between log S and H′ was negative. The strongest predictive models included log S and J′. A path analysis indicated that log S and J′ were always negatively related, that empirical observations could not be explained without including indirect effects, and that differences between the partials may indicate ecological effects, which suggests that S and J′ act like diversity components or that diversity should be measured using a compound statistic.",Biodiversity | Diversity | Evenness | Path analysis | Richness | Species density,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034856558,SCOPUS_ID:0034856558,2-s2.0-0034856558,Effects of an attractive sink leading into maladaptive habitat selection,Delibes M.,American Naturalist,00030147,158,3,2001-01-01,2001,243,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,84,277-285,10.1086/321319,"Habitat sinks can attract dispersing animals if high mortality or breeding failure are difficult to detect (e.g., when due to human hunting or pollution). Using a simple deterministic model, we explore the dynamics of such source-sink systems considering three scenarios: an avoided sink, no habitat preference, and an attractive sink. In the second two scenarios, there is a threshold proportion of sink habitat above which the whole population decreases to extinction, but this extinction threshold varies with habitat preference and the relative qualities of the two habitat types. Hence, it would be necessary to know the habitat preferences of any species in a source-sink system to interpret data on population increases and declines. In the attractive sink scenario, small changes in the proportion of sink habitat may have disproportionate effects on the population persistence. Also, small changes in growth rates at the source and the sink severely affect the threshold and the time of extinction. For some combinations of demographic parameters and proportion of habitat sink, the decline affects the source first; thus, during some time, it will be hidden to population monitoring at the sink, where numbers can even increase. The extinction threshold is also very sensitive to the initial population sizes relative to carrying capacity. Attractive sinks represent a novel aspect of source-sink dynamics with important conservation and management implications.",Attractive sink | Conservation | Extinction | Management | Source-sink metapopulation,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034850074,SCOPUS_ID:0034850074,2-s2.0-0034850074,Darwin's naturalization hypothesis revisited,Daehler C.,American Naturalist,00030147,158,3,2001-01-01,2001,184,Journal,no,Note,100,1,1,12604,undefined,0,FALSE,85,324-330,10.1086/321316,NA,Flora | Genera | Hawaiian Islands | Introduced species | Invasion | Plants,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034850021,SCOPUS_ID:0034850021,2-s2.0-0034850021,Impact of intraguild predation and stage structure on simple communities along a productivity gradient,Mylius S.,American Naturalist,00030147,158,3,2001-01-01,2001,209,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,86,NA,10.1086/321321,"We analyze the consequences of intraguild predation and stage structure for the possible composition of a three-species community consisting of resource, consumer, and predator. Intraguild predation, a special case of omnivory, induces two major differences with traditional linear food chain models: the potential for the occurrence of two alternative stable equilibria at intermediate levels of resource productivity and the extinction of the consumer at high productivities. At low productivities, the consumer dominates, while at intermediate productivities, the predator and the consumer can coexist. The qualitative behavior of the model is robust against addition of an invulnerable size class for the consumer population and against addition of an initial, nonpredatory stage for the predator population, which means that the addition of stage structure does not change the pattern. Unless the top predator is substantially less efficient on the bottom resource, it tends to drive the intermediate species extinct over a surprisingly large range of productivities, thus making coexistence generally impossible. These theoretical results indicate that the conditions for stable food chains involving intraguild predation cannot involve strong competition for the bottommost resource.",Competition | Food webs | Life-history omnivory | Model | Size refugia | Structured populations,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034844351,SCOPUS_ID:0034844351,2-s2.0-0034844351,Starlings can categorize symmetry differences in dot displays,Swaddle J.,American Naturalist,00030147,158,3,2001-01-01,2001,16,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,87,300-307,10.1086/321323,"Fluctuating asymmetry is an estimate of developmental stability and, in some cases, the asymmetry of morphological traits can reflect aspects of individual fitness. As asymmetry can be a marker for fitness, it has been proposed that organisms could use morphological asymmetry as a direct visual cue during inter- and intraspecific encounters. Despite some experimental evidence to support this prediction, the perceptual abilities of animals to detect and respond to symmetry differences have been largely overlooked. Studying the ability of animals to perceive symmetry and factors that affect this ability are crucial to assessing whether fluctuating asymmetry could be used as a visual cue in nature. In this study, we investigated the ability of wild-caught European starlings Sturnus vulgaris to learn to discriminate symmetry from asymmetry in random dot patterns through operant learning experiments. The birds did not possess a spontaneous preference for either symmetry or asymmetry. The birds learned a symmetry preference, although the learning process took longer than that previously reported for pigeons Columba livia and was more error prone. After being trained to discriminate symmetry differences in random dot patterns, birds successfully transferred their symmetry discrimination abilities to a set of novel stimuli that they had not previously seen. This indicates that starlings can form a mental categorization of visual stimuli on the basis of a somewhat generalized symmetry phenomenon. We discuss these findings in relation to the probability that birds use fluctuating asymmetry as a visual cue.",Fluctuating asymmetry | Operant learning | Perception | Signals | Sturnus vulgaris | Symmetry,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034844328,SCOPUS_ID:0034844328,2-s2.0-0034844328,On indirect genetic effects in structured populations,Agrawal A.,American Naturalist,00030147,158,3,2001-01-01,2001,84,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,88,308-323,10.1086/321324,"Indirect genetic effects (IGEs) occur when the phenotype of an individual, and possibly its fitness, depends, at least in part, on the genes of its social partners. The effective result is that environmental sources of phenotypic variance can themselves evolve. Simple models have shown that IGEs can alter the rate and direction of evolution for traits involved in interactions. Here we expand the applicability of the theory of IGEs to evolution in metapopulations by including nonlinear interactions between individuals and population genetic structure. Although population subdivision alone generates some dramatic and nonintuitive evolutionary dynamics for interacting phenotypes, the combination of nonlinear interactions with subdivision reveals an even greater importance of IGEs. The presence of genetic structure links the evolution of interacting phenotypes and the traits that influence their expression (""effector traits"") even in the absence of genetic correlations. When nonlinear social effects occur in subdivided populations, evolutionary response is altered and can even oppose the direction expected due to direct selection. Because population genetic structure allows for multilevel selection, we also investigate the role of IGEs in determining the response to individual and group selection. We find that nonlinear social effects can cause interference between levels of selection even when they act in the same direction. In some cases, interference can be so extreme that the actual evolutionary response to multilevel selection is opposite in direction to that predicted by summing selection at each level. This theoretical result confirms empirical data that show higher levels of selection cannot be ignored even when selection acts in the same direction at all levels.",Evolutionary rate | Group selection | Indirect genetic effects | Population subdivision,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034838026,SCOPUS_ID:0034838026,2-s2.0-0034838026,Rules of thumb for conservation of metapopulations based on a stochastic winking-patch model,Etienne R.S.,American Naturalist,00030147,158,4,2001-01-01,2001,33,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,89,389-407,10.1086/321986,"From a theoretical viewpoint, nature management basically has two options to prolong metapopulation persistence: decreasing local extinction probabilities and increasing colonization probabilities. This article focuses on those options with a stochastic, single-species metapopulation model. We found that for most combinations of local extinction probabilities and colonization probabilities, decreasing the former increases metapopulation extinction time more than does increasing the latter by the same amount. Only for relatively low colonization probabilities is an effort to increase these probabilities more beneficial, but even then, decreasing extinction probabilities does not seem much less effective. Furthermore, we found the following rules of thumb. First, if one focuses on extinction, one should preferably decrease the lowest local extinction probability. Only if the extinction probabilities are (almost) equal should one prioritize decreases in the local extinction probability of the patch with the best direct connections to and from other patches. Second, if one focuses on colonization, one should preferably increase the colonization probability between the patches with the lowest local extinction probability. Only if the local extinction probabilities are (almost) equal should one instead prioritize increases in the highest colonization probability (unless extinction probabilities and colonization probabilities are very low). The rules of thumb have an important common denominator: the local extinction process has a greater bearing on metapopulation extinction time than colonization.",Colonization | Conservation | Extinction | Metapopulation,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034836441,SCOPUS_ID:0034836441,2-s2.0-0034836441,Sexual imprinting and the origin of obligate brood parasitism in birds,Slagsvold T.,American Naturalist,00030147,158,4,2001-01-01,2001,41,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,90,354-367,10.1086/321994,"We discuss two pathways along which obligate brood parasitism (OBP) may evolve and examine some of the critical steps that must be passed by letting great tits Parus major be reared by blue tits Parus caeruleus in a field experiment. The cross-fostered chicks survived well in blue tit nests, but their local recruitment and reproductive success was much lower than that of controls. The effect was strongest when great tits grew up with siblings of the host species rather than with conspecific siblings in blue tit nests. The low success seemed to be caused by misimprinting because the cross-fostered birds behaved like blue tits in several aspects (species association, alarm calls, and aggressive response by resident females to caged intruders). Some birds of both sexes were apparently so strongly imprinted that they did not attract or accept a social mate of their own species. We conclude that imprinting may be necessary for OBP to evolve in birds because the parasite must be attracted to the nests of the host species to add eggs and thereby continue the parasitic life cycle. However, strong imprinting may also prevent OBP from occurring if parasitic offspring seek a mate from the host species.",Brood parasitism | Cuckoos | Parus caeruleus | Parus major | Sexual imprinting,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034836065,SCOPUS_ID:0034836065,2-s2.0-0034836065,Evaluating the efficacy of entomopathogenic nematodes for the biological control of crop pests: A nonequilibrium approach,Fenton A.,American Naturalist,00030147,158,4,2001-01-01,2001,18,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,91,408-425,10.1086/321993,"The efficacy of entomopathogenic nematodes for biological control is assessed using deterministic models. Typically, the examination of such models involves stability analyses to determine the long-term persistence of control. However, in agricultural systems, control is often needed within a single season. Hence, the transient dynamics of the systems were assessed under specific, short-term control scenarios using stage-structured models. Analyses suggest that preemptive application may be the optimum strategy if nematode mortality rates are low; applying before pest invasion can result in greater control than applying afterward. In addition, repeated applications will suppress a pest, providing the application rate exceeds a threshold. However, the period between applications affects control success, so the economic injury level of the crop and the life history of the pest should be evaluated before deciding the strategy. In all scenarios, the most important parameter influencing control is the transmission rate. These findings are applicable to more traditional biological control agents (e.g., microparasites and parasitoids), and we recommend the approach adopted here when considering their practical use. It is concluded that it is essential to consider the specific crop and pest characteristics and the definition of control success before selecting the appropriate control strategy.",Biological control | Entomopathogenic nematodes | Insect pathogen | Models of intermediate complexity | Nonequilibrium analysis | Transient dynamics,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034833636,SCOPUS_ID:0034833636,2-s2.0-0034833636,"Diffuse selection on resistance to deer herbivory in the ivyleaf morning glory, Ipomoea hederacea",Stinchcombe J.,American Naturalist,00030147,158,4,2001-01-01,2001,126,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,92,376-388,10.1086/321990,"Recent work defines coevolution between plants and herbivores as pairwise when the pattern of selection on resistance traits and the response to selection are both independent of the presence or absence of other herbivores. In addition, for a pairwise response to selection, resistance to a focal herbivore must have the same genetic basis in the presence and absence of other herbivores. None of these conditions were satisfied for the ivyleaf morning glory, Ipomoea hederacea, and its insect, fungal, and mammalian natural enemies with a quantitative genetics field experiment. A significant negative genetic correlation exists between resistance to deer and generalist insect herbivory that would preclude an independent response to selection. In addition, resistance loci under selection differ depending on the composition of the natural enemy community as indicated by genetic correlations between deer resistances in the presence and absence of other natural enemies that differ substantially from 1. Finally, selection on deer resistance depends on the presence or absence of insects; in the presence of insects, greater deer resistance is favored, but in the absence of insects, deer resistance is effectively neutral. These results indicate that the composition of the natural enemy community can alter both the pattern of selection and the likely response to selection of resistance traits.",Diffuse coevolution | Herbivory | Ipomoea hederacea | Resistance,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034833380,SCOPUS_ID:0034833380,2-s2.0-0034833380,Effects of releasing maladapted individuals: A demographic-evolutionary model,Tufto J.,American Naturalist,00030147,158,4,2001-01-01,2001,65,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,93,331-340,10.1086/321987,"A model of the joint dynamics of change in population size N and evolution in a quantitative trait z, as a result of a general form of density dependence, local stabilizing selection, and immigration of individuals deviating from the local optimum, is analyzed. For weak selection and migration, a reduction in total equilibrium population size below the initial level without immigration, K, is shown to occur if the immigrants deviates more than √8 = 2.83 genetic standard deviations from the optimum and if the rate of migration m is sufficiently large relative to the strength of stabilizing selection s. For the Lotka-Volterra form of density dependence, two additional equilibria are shown to exist below K, provided that the strength of selection is large relative to the strength of density dependence. Reintroduction of an initially extinct population is possible if the immigrants are not too maladapted and if the genetic variance is sufficiently large. For a simplified version of the model corresponding to competition between similar species or different haplotypes, the equilibrium population size is always exactly at K if m < Ksz 12/2 and is above K otherwise, which shows the importance of including recombination in the model.",Genetic variation | Migration | Population regulation | Stabilizing selection,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034829499,SCOPUS_ID:0034829499,2-s2.0-0034829499,How predator incursions affect critical patch size: The role of the functional response,Cantrell R.S.,American Naturalist,00030147,158,4,2001-01-01,2001,40,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,94,368-375,10.1086/321989,"Understanding the impact of habitat edges provides a key to deciphering how community dynamics change as functions of habitat structure and spatial scale. Motivated by studies of predation on bird nests in forest fragments and other cases of ""cross-boundary subsidies,"" we present results from a partial differential equation model in which a patch-resident prey species suffers incidental mortality from a generalist predator species residing in the surrounding matrix habitat. We demonstrate that predator intrusions have the potential to induce critical patch size effects for the prey species, even when the prey's dynamics would otherwise preclude such effects. We also demonstrate that the existence of critical patch size effects depends on the functional response of the predator, with Lotka-Volterra and Type II functional responses generating the effect (but not Type III). We conclude by discussing how predator-induced critical patch size effects can influence opportunities for regionwide persistence of the prey by altering the fraction and spatial distribution of meaningful patches within a metapopulation.",Edge effects | Generalist predators | Habitat fragmentation | Incidental predation | Metapopulation dynamics | Spatial subsidies,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034829498,SCOPUS_ID:0034829498,2-s2.0-0034829498,Extinction-colonization dynamics and host-plant choice in butterfly metapopulations,Hanski I.,American Naturalist,00030147,158,4,2001-01-01,2001,133,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,95,341-353,10.1086/321985,"Species living in highly fragmented landscapes often occur as metapopulations with frequent population turnover. Turnover rate is known to depend on ecological factors, such as population size and connectivity, but it may also be influenced by the phenotypic and genotypic composition of populations. The Glanville fritillary butterfly (Melitaea cinxia) in Finland uses two host-plant species that vary in their relative abundances among distinct habitat patches (dry meadows) in a large network of ∼1,700 patches. We found no effect of host species use on local extinction. In contrast, population establishment was strongly influenced by the match between the host species composition of an empty habitat patch and the relative host use by larvae in previous years in the habitat patches that were well connected to the target patch. This ""colonization effect"" could be due to spatially variable plant acceptability or resistance or to spatially variable insect oviposition preference or larval performance. We show that spatial variation in adult oviposition preference occurs at the relevant spatial scale and that the other possible causes of the colonization effect can be discounted. We conclude that the colonization effect is generated by host preference influencing the movement patterns of ovipositing females. Migrant females with dissimilar host preferences have different perceptions of relative patch quality, which influences their likelihood of colonizing patches with particular host composition.",Classical metapopulation | Colonization | Melitaea cinxia | Oviposition preference | Spatial dynamics,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034828861,SCOPUS_ID:0034828861,2-s2.0-0034828861,"The effects of density, spatial pattern, and competitive symmetry on size variation in simulated plant populations",Weiner J.,American Naturalist,00030147,158,4,2001-01-01,2001,191,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,96,438-450,10.1086/321988,"Patterns of size inequality in crowded plant populations are often taken to he indicative of the degree of size asymmetry of competition, but recent research suggests that some of the patterns attributed to size-asymmetric competition could be due to spatial structure. To investigate the theoretical relationships between plant density, spatial pattern, and competitive size asymmetry in determining size variation in crowded plant populations, we developed a spatially explicit, individual-based plant competition model based on overlapping zones of influence. The zone of influence of each plant is modeled as a circle, growing in two dimensions, and is allometrically related to plant biomass. The area of the circle represents resources potentially available to the plant, and plants compete for resources in areas in which they overlap. The size asymmetry of competition is reflected in the rules for dividing up the overlapping areas. Theoretical plant populations were grown in random and in perfectly uniform spatial patterns at four densities under size-asymmetric and size-symmetric competition. Both spatial pattern and size asymmetry contributed to size variation, but their relative importance varied greatly over density and over time. Early in stand development, spatial pattern was more important than the symmetry of competition in determining the degree of size variation within the population, but after plants grew and competition intensified, the size asymmetry of competition became a much more important source of size variation. Size variability was slightly higher at higher densities when competition was symmetric and plants were distributed nonuniformly in space. In a uniform spatial pattern, size variation increased with density only when competition was size asymmetric. Our results suggest that when competition is size asymmetric and intense, it will he more important in generating size variation than is local variation in density. Our results and the available data are consistent with the hypothesis that high levels of size inequality commonly observed within crowded plant populations are largely due to size-asymmetric competition, not to variation in local density.",Asymmetric competition | Individual-based models | Population structure | Size inequality | Spatial effects | Zone of influence,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034826615,SCOPUS_ID:0034826615,2-s2.0-0034826615,Foreword: Evolution in the century of biology,Meagher T.R.,American Naturalist,00030147,158,SUPPL.,2001-01-01,2001,10,Journal,re,Review,100,2,2,12604,undefined,0,FALSE,97,NA,10.2307/3079006,NA,NA,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034823414,SCOPUS_ID:0034823414,2-s2.0-0034823414,On the use of the time axis for ecological separation: Diel rhythms as an evolutionary constraint,Kronfeld-Schor N.,American Naturalist,00030147,158,4,2001-01-01,2001,74,Journal,no,Note,100,6,6,12604,undefined,0,FALSE,98,451-457,10.1086/321991,NA,Acomys | Activity rhythm | Body temperature rhythm | Evolutionary constraint | Masking | Temporal partitioning,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034822733,SCOPUS_ID:0034822733,2-s2.0-0034822733,Ecological biogeography of Southern Ocean islands: The importance of considering spatial issues,Selmi S.,American Naturalist,00030147,158,4,2001-01-01,2001,70,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,99,426-437,10.1086/321992,"Understanding patterns of among-island variation in species richness has long been an important question in ecology and biogeography. However, despite the clear spatial nature of the data used for such investigations, the spatial distribution of the different sampled locations is rarely explicitly considered, which may be critical for statistical and biological reasons. In a recent study, Chown et al. (1998) investigated the relationships between species richness of different indigenous and introduced taxonomic groups and a variety of variables characterizing Southern Ocean islands, and here, we use these data to address spatial issues. As predicted, we found spatial autocorrelation in species richness for terrestrial taxa with high dispersal ability or for terrestrial taxa that had time to disperse locally (introduced land birds and indigenous taxa) but not for taxa that had low opportunity to disperse to nearby islands (introduced plants, insects, and mammals), which suggests that colonization from nearby islands has played an important role in shaping present-day patterns of among-island variation in species richness. Interestingly, in several cases, the estimated effect of variables changed when spatial covariance was incorporated. Moreover, the absence of autocorrelation of some variables allowed us to confirm some important results of Chown et al. (1998), notably those involving the potential impact of human presence on the biodiversity of these islands. Overall, our results illustrate the importance of considering spatial structures in ecological studies. This is notably the case when dispersal processes can be expected to explain some of the observed patterns.",Dispersal | Geographic scale | Island biogeography | Local richness | Regional richness | Spatial autocorrelation,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034784006,SCOPUS_ID:0034784006,2-s2.0-0034784006,Complex mate searching in the satin bowerbird Ptilonorhynchus violaceus,Uy J.,American Naturalist,00030147,158,5,2001-01-01,2001,83,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,100,530-542,10.1086/323118,"Mate-choice studies typically focus on male traits affecting female mating decisions, but few studies seek to identify the behavioral rules females use when searching for mates. Current models suggest that females may either directly compare a set of males (""pooled comparison"") or compare each male to an internal standard (""sequential-search rule"") when judging the suitability of potential mates. Models also differ in other specific aspects, such as the predicted number of sampling bouts initiated and the tendency of females to return to males after previous visits. We monitored 63 female satin bowerbirds, Ptilonorhynchus violaceus, during mate sampling to reconstruct their search patterns. We found that females typically sampled several males and returned to the most attractive male for mating: a behavior consistent with the pooled-comparison tactic. Females, however, varied in the number of males sampled; some visited only one male before mating. We found that this variation can be explained by differences among females in the number of mates, the date mate searching is initiated, and long-term experience with males. Further, females were observed to initiate two distinct sampling bouts, with the rejection of most of their potential mates occurring before the start of the second sampling bout. This suggests that the choices of potential mates are narrowed prior to the second sampling bout and that the later visits may function to reconsider preliminary decisions made during the first sampling bout or to resolve decisions concerning the remaining potential mates. Our results indicate that mate searching is a complex process in which females use multiple sampling bouts to find suitable mates and in which several different factors influence their search behavior.",Mate choice | Mate sampling | Mate searching | Ptilonorhynchus violaceus | Satin bowerbird,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034783683,SCOPUS_ID:0034783683,2-s2.0-0034783683,Convergence in morphological patterns and community organization between old and new world rodent guilds,Ben-Moshe A.,American Naturalist,00030147,158,5,2001-01-01,2001,39,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,101,484-495,10.1086/323115,"We studied morphological relationships within three guilds of gerbillid rodents in Israel. We found a nonrandom pattern of overdispersed means (community-wide character displacement) for upper incisor widths among the species in these three guilds. Upper tooth-row lengths, condylo-basal skull lengths, and tooth-row surfaces displayed similar patterns. We also studied seed-size selection by two well-studied gerbil species, which have previously been found to compete, in order to test whether specializing on husking seeds of different sizes as a mechanism of coexistence may underlie the morphological patterns. The seed-size selection experiments took place in two large aviaries with artificial lighting simulating full-moon nights, which is when predation risk is perceived as high. Seeds of different sizes (commercial seeds in one experiment and husked wheat particles in the other) mixed with sand were offered in trays. The larger Gerbillus pyramidum took significantly larger commercial seeds and marginally larger wheat particles than the smaller Gerbillus allenbyi. The patterns attest to ecomorphological convergence at the guild level; we previously demonstrated size structuring in several North American heteromyid rodent guilds, and we now report similar size structuring among Israeli gerbillid guilds. The occurrence of convergent community structure strongly indicates general rules governing ecological communities or guilds.",Community structure | Community-wide character displacement | Ecomorphology | Guild convergence | Seed-size selection,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034783601,SCOPUS_ID:0034783601,2-s2.0-0034783601,Fuzzy chaos: Reduced chaos in the combined dynamics of several independently chaotic populations,Rohde K.,American Naturalist,00030147,158,5,2001-01-01,2001,11,Journal,no,Note,100,2,2,12604,undefined,0,FALSE,102,553-556,10.1086/323120,NA,Chaos | Fuzzy chaos | Metapopulations | Nonlinear dynamics | Population ecology,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034782897,SCOPUS_ID:0034782897,2-s2.0-0034782897,Is sociality driven by the costs of dispersal or the benefits of philopatry? A role for kin-discrimination mechanisms,Perrin N.,American Naturalist,00030147,158,5,2001-01-01,2001,99,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,103,471-483,10.1086/323114,"The role of ecological constraints in promoting sociality is currently much debated. Using a direct-fitness approach, we show this role to depend on the kin-discrimination mechanisms underlying social interactions. Altruism cannot evolve under spatially based discrimination, unless ecological constraints prevent complete dispersal. Increasing constraints enhances both the proportion of philopatric (and thereby altruistic) individuals and the level of altruistic investments conceded in pairwise interactions. Familiarity-based discrimination, by contrast, allows philopatry and altruism to evolve at significant levels even in the absence of ecological constraints. Increasing constraints further enhances the proportion of philopatric (and thereby altruistic) individuals but not the level of altruism conceded. Ecological constraints are thus more likely to affect social evolution in species in which restricted cognitive abilities, large group size, and/or limited period of associative learning force investments to be made on the basis of spatial cues.",Altruism | Associative learning | Game theory | Kin competition | Relatedness | Spatially based discrimination,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0034779153,SCOPUS_ID:0034779153,2-s2.0-0034779153,Effects of foliar herbivory by insects on the fitness of Raphanus raphanistrum: Damage can increase male fitness,Strauss S.,American Naturalist,00030147,158,5,2001-01-01,2001,56,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,104,496-504,10.1086/323116,"Generally, effects of herbivory on plant fitness have been measured in terms of female reproductive success (seed production). However, male plant fitness, defined as the number of seeds sired by pollen, contributes half of the genes to the next generation and is therefore crucial to the evolution of natural plant populations. This is the first study to examine effects of insect herbivory on both male and female plant reproductive success. Through controlled field and greenhouse experiments and genetic paternity analysis, we found that foliar damage by insects caused a range of responses by plants. In one environment, damaged plants had greater success as male parents than undamaged plants. Neither effects on pollen competitive ability nor pollinator visitation patterns could explain the greater siring success of these damaged plants. Success of damaged plants as male parents appeared to be due primarily to changes in allocation to flowers versus seeds after damage. Damaged plants produced more flowers early in the season, but not more seeds, than undamaged plants. Based on total seed production, male fitness measures from the first third of the season, and flower production, we estimated that damaged and undamaged plants had equal total reproductive success at the end of the season in this environment. In a second, richer environment, damaged and undamaged plants had equal male and female plant fitness, and no traits differed significantly between the treatments. Equal total reproductive success may not be ecologically or evolutionarily equivalent if it is achieved differentially through male versus female fitness. Genes from damaged plants dispersed through pollen may escape attack from herbivores, if such attack is correlated spatially from year to year.",Herbivory | Male plant fitness | Pieris rapae | Raphanus raphanistrum | Tolerance,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034778368,SCOPUS_ID:0034778368,2-s2.0-0034778368,The effect of density-independent mortality on the coexistence of exploitative competitors for renewing resources,Abrams P.,American Naturalist,00030147,158,5,2001-01-01,2001,34,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,105,459-470,10.1086/323113,"Many ecologists believe that higher mortality imposed on competing species increases the probability that they will coexist. This belief has persisted in spite of many theoretical counterarguments. However, few of those counterarguments have been based on models having explicit representation of the resources for which competition is occurring. This article analyzes a series of consumer-resource models of competition for nutritionally substitutable renewable resources and determines the range of relative resource requirements that allow coexistence. In most cases, if consumers are initially efficient at reducing resource densities, increasing density-independent mortality, widens the range of resource requirements of the consumers that allow coexistence, provided the increase in mortality is not too great. The coexistence-promoting effects of mortality occur because a very efficient consumer species usually reduces the diversity of the set of resources it consumes. This lessens the extent to which resource utilization differences between consumer species can be expressed. Mortality, in this case, increases the diversity of resource types, widening the conditions for coexistence. However, sufficiently high mortality will usually reduce the range of parameters allowing coexistence, in agreement with much previous theory. The results presented here also predict maximal diversity at intermediate levels of productivity. Previous empirical studies and theory are reviewed in light of the theory developed here.",Coexistence | Competition | Diversity | Harshness | Intermediate disturbance hypothesis | Mortality | Predation | Productivity,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034773373,SCOPUS_ID:0034773373,2-s2.0-0034773373,The effect of resource aggregation at different scales: Optimal foraging behavior of Cotesia rubecula,Tenhumberg B.,American Naturalist,00030147,158,5,2001-01-01,2001,13,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,106,505-518,10.1086/323131,"Resources can be aggregated both within and between patches. In this article, we examine how aggregation at these different scales influences the behavior and performance of foragers. We developed an optimal foraging model of the foraging behavior of the parasitoid wasp Cotesia rubecula parasitizing the larvae of the cabbage butterfly Pieris rapae. The optimal behavior was found using stochastic dynamic programming. The most interesting and novel result is that the effect of resource aggregation within and between patches depends on the degree of aggregation both within and between patches as well as on the local host density in the occupied patch, but lifetime reproductive success depends only on aggregation within patches. Our findings have profound implications for the way in which we measure heterogeneity at different scales and model the response of organisms to spatial heterogeneity.",Cotesia rubecula | Optimal foraging behavior | Resource aggregation | Spatial scale | Stochastic dynamic programming,all,All Open Access
