@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/0030390254,SCOPUS_ID:0030390254,2-s2.0-0030390254,Assessing habitat selection when availability changes,Arthur S.,Ecology,00129658,77,1,215-227,1996-01-01,1996,"We present a method of comparing data on habitat use and availability that allows availability to differ among observations. This method is applicable when habitats change over time and when animals are unable to move throughout a predetermined study area between observations. We used maximum-likelihood techniques to derive an index that estimates the probability that each habitat type would be used if all were equally available. We also demonstrate how these indices can be used to compare relative use of available habitats, assign them ranks, and assess statistical differences between pairs of indices. The set of these indices for all habitats can be compared between groups of animals that represent different seasons, sex or age classes, or experimental treatments. This method allows quantitative comparisons among types and is not affected by arbitrary decisions about which habitats to include in the study. We provide an example by comparing the availability of four categories of sea ice concentration to their use by adult female polar bears (Ursus maritimus), whose movements were monitored by satellite radio tracking in the Bering and Chukchi Seas during 1990. Use of ice categories by bears was nonrandom, and the pattern of use differed between spring and late summer seasons.",252,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,159,10.2307/2265671,Bering Sea | Chukchi Sea | Geographic information systems | Habitat availability | Habitat selection | Polar bears | Radiotelemetry | Remote sensing | Resource selection functions | Sea ice concentration | Ursus marilimus,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030390252,SCOPUS_ID:0030390252,2-s2.0-0030390252,Source-sink population dynamics may complicate the interpretation of long-term census data,Brawn J.,Ecology,00129658,77,1,3-12,1996-01-01,1996,"We examined the reproductive success and long-term population dynamics of Neotropical migrant birds in the fragmented landscapes of Illinois. Our primary objective was to assess whether annual variation in abundances and persistence of populations within woodlots was related to variation in reproductive success. Nesting success of migrants was so low in the woodlots where we sampled that it is unlikely that these populations are self-sustaining. Moreover, populations frequently disappear from and recolonize these woodlots. These data suggest that the source-sink metaphor for population dynamics within spatially structured populations is applicable to migratory birds in Illinois. The scale of this dynamic is unknown, but may be regional (i.e., midwestern U.S.). An important implication of this result is that census data must be interpreted carefully. For one woodlot, we detected no systematic trend in the overall abundances of migratory birds over much of the 20th century. Yet the viability of populations within that woodlot likely decreased dramatically over that time owing to increasing rates of nest predation and brood parasitism. Lack of data on dispersal is a major gap in understanding the population dynamics of Neotropical migrants and prescribing effective conservation measures.",199,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,160,10.2307/2265649,Demography | Dispersal | Fragmentation | Illinois | Metapopulation | Neotropical migrant birds | Population dynamics,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030390148,SCOPUS_ID:0030390148,2-s2.0-0030390148,Induction of seaweed chemical defenses by amphipod grazing,Cronin G.,Ecology,00129658,77,8,2287-2301,1996-01-01,1996,"Grazing by the generalist amphipod Ampithoe longimana induced increased concentrations of defensive secondary metabolites in the brown alga Dictyota menstrualis and made the seaweed less susceptible to further attack by the amphipod. Although A. longimana preferentially consumes D. menstrualis, its feeding rates can be reduced significantly by high concentrations of diterpenoid dictyols produced by the alga. In 1991, D. menstrualis from sites with high numbers of A. longimana had higher levels of grazing scars, higher concentrations of dictyols, and were less palatable to A. longimana than plants from sites with few amphipods. Among-site differences in palatability to amphipods did not correlate with plant differences in protein, nitrogen, or carbon content. Within a site, plants that had apparent amphipod grazing scars were significantly less palatable to A. longimana than neighboring undamaged plants. Controlled field experiments manipulating A. longimana densities supported the hypothesis that feeding by this amphipod induced elevated chemical defenses in the alga. Compared to undamaged control plants, amphipod-damaged plants had 19-34% more of three diterpenoid secondary metabolites and were 50% less palatable to amphipods. Soluble protein and thallus toughness were unaffected by amphipod grazing and thus could not have caused the differences in palatability. High-pressure liquid chromatography evaluation of adventitious branches growing from blade margins at sites of amphipod grazing scars showed that these branches had significantly elevated levels of two diterpenoids relative to normal blade apices or middles. Thus, the amphipod-induced resistance to further attack occurs through an increase in chemical defenses, and these defenses are, to some extent, localized within the plant thallus. Among-site differences in amphipod densities, grazing scars, seaweed defensive chemistry, and plant palatability that we documented in 1991 varied considerably during 1992 and 1993, suggesting that these interrelationships may be complex. In 1992, A. longimana densities did not differ between sites, and there were no between-site differences in palatability or concentrations of deterrent secondary metabolites. In 1993, however, A. longimana densities did differ between sites, but between-site differences were less dramatic than in 1991. Some secondary metabolites were slightly, but significantly, increased at the site with higher densities of A. longimana, but this had no effect on A. longimana feeding. It has been long recognized that marine herbivores are active participants in seaweed-herbivore interactions and can greatly influence the structure of benthic algal communities. Our findings suggest that seaweeds are not passive participants in these interactions, but can actively alter their susceptibility to herbivores in ecological time. Induced responses to herbivory help explain both spatial (i.e., within-thallus, within-site, and among-site) and temporal variation in the chemical defenses of D. menstrualis.",186,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,161,10.2307/2265731,Amphipod | Chemical defenses | Dictyota | Induced defenses | Intraspecific variation | Marine | Plant-herbivore interactions | Seaweed | Terpene | Within-plant variation,all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030390061,SCOPUS_ID:0030390061,2-s2.0-0030390061,"Egg limitation, host quality, and dynamic behavior by a parasitoid in the field",Heimpel G.,Ecology,00129658,77,8,2410-2420,1996-01-01,1996,"Patterns of host selection and host use by insects with parasitic lifestyles are predicted to be fundamentally dynamic, responding to environmental conditions and physiological states. A particularly robust prediction is that the number of mature eggs that a female carries (her ""egg load"") should influence behavior. As egg load decreases, females are predicted to exhibit increasingly selective host use patterns. We tested the hypothesis that egg load and host size influence the behavior of the parasitoid wasp Aphytis aonidiae attacking the armored scale insect Quadraspidiotus perniciosus. Aphytis females can use hosts either for oviposition or for adult ""host feeding,"" which is the consumption of host material by adult parasitoids. Theory predicts that host feeding should be (i) favored by low egg loads and (ii) more prevalent on lower-quality (smaller) hosts. We conducted observations of individual females foraging freely in the field to determine whether hosts were used for oviposition or for host feeding. As predicted by theory, the likelihood that a host was used for oviposition (as opposed to host feeding) increased with both parasitoid egg load and host size. Thus, parasitoids exhibited higher host-selectivity at lower egg loads. Since egg load and a parasitoid's experience with hosts were not experimentally separated, the egg load effect could in principle have been either direct or indirect and operating through a correlation with experience. In either case, this result constitutes the first demonstration of a link between physiological state and oviposition behavior by a parasitoid in the field. Parasitoid age, as measured using a wing wear index, did not influence behavior. A laboratory study revealed that the relationship between a host's size and the size and initial egg load of the parasitoid developing on that host was positive, but that it followed a pattern of diminishing returns. No effect of host size on behavior could be detected over the range of host sizes that were within the asymptotic region of this relationship.",100,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,162,10.2307/2265742,Aphytis | Egg limitation | Egg load | Host feeding | Host quality | Oviposition | Parasitoid | Quadraspidiotus perniciosus,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030390043,SCOPUS_ID:0030390043,2-s2.0-0030390043,Empirical bayes estimation of proportions with application to cowbird parasitism rates,Link W.,Ecology,00129658,77,8,2528-2537,1996-01-01,1996,"Bayesian models provide a structure for studying collections of parameters such as are considered in the investigation of communities, ecosystems, and landscapes. This structure allows for improved estimation of individual parameters by considering them in the context of a group of related parameters. Individual estimates are differentially adjusted toward an overall mean, with the magnitude of their adjustment based on their precision. Consequently, Bayesian estimation allows for a more reliable ranking of parameters and, in particular, a more credible identification of extreme values from a collection of estimates. In Bayesian models, individual parameters are regarded as values sampled from a specified probability distribution, called a prior. The requirement that the prior be known is often regarded as an unattractive feature of Bayesian analysis and may be the reason Bayesian analyses are not frequently applied in ecological studies. Empirical Bayes methods provide an alternative approach that incorporates the structural advantages of Bayesian models while requiring a less stringent specification of prior knowledge. Empirical Bayes methods require only that the prior be in a certain family of distributions, indexed by hyperparameters that can be estimated from the available data. This structure is of interest per se, in addition to its value in allowing for improved estimation of individual parameters; for example, hypotheses regarding the existence of distinct subgroups in a collection of parameters can be considered under the empirical Bayes framework by allowing the hyperparameters to vary among subgroups. We describe the empirical Bayes approach in application to estimation of proportions, using data obtained in a community-wide study of Brown-headed Cowbird parasitism rates for illustration. Empirical Bayes estimates identify those species for which there is the greatest evidence of extreme parasitism rates. Subgroup analysis of our data on cowbird parasitism rates indicates that parasitism rates for neotropical migrants as a group are no greater than those of resident/short-distance migrant species in this forest community. Our data and analyses demonstrate that the parasitism rates for certain neotropical migrant species (Wood Thrush and Rose-breasted Grosbeak) are remarkably low while those for others (Ovenbird and Red-eyed Vireo) are remarkably high.",14,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,163,10.2307/2265751,Bayes | Brown-headed Cowbirds | Empirical Bayes | Molothrus ater | Neotropical migrants | Parasitism | Wood Thrush,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389935,SCOPUS_ID:0030389935,2-s2.0-0030389935,Tropical tree communities: A test of the nonequilibrium hypothesis,Terborgh J.,Ecology,00129658,77,2,561-567,1996-01-01,1996,"We have conducted a test of Hubbell's nonequilibrium model of tropical forest dynamics and found that it fails to account for high levels of compositional similarity in disjunct samples of floodplain forest in the Manu River basin of southeastern Peru. In describing how the composition of a tropical forest would change over many tree generations in the absence of density dependence, Hubbell's model, as presented, is untestable. However, by substituting space for time, it can be tested. Here we take advantage of the meandering of the Manu River to generate independently replicated, primary-successional chronosequences which culminate in tall, ""mature-phase"" forests possessing a characteristic complex vertical structure. By the logic of the nonequilibrium hypothesis, spatially uncorrelated forests should show uncorrelated species abundances. We tested this prediction by examining the compositional similarity of 1000-tree samples in four types of comparisons: (1) between nearby (potentially spatially correlated) and remote (presumably uncorrelated) plots of mature floodplain forest, (2) between real and synthetic forests generated by scrambling the relative abundances of the species, (3) between successional stages and the ""mature phase"" of floodplain forest, and (4) between mature floodplain forest and adjacent upland forest on a different soil type. In all comparisons, five mature floodplain-forest plots showed higher levels of similarity inter se than to any of the other real or synthetic forests. The 10 most abundant species in the three potentially spatially correlated plots appeared prominently in the 10 top ranks of two remote plots located 30 and 39 km to the east. The probability of obtaining the observed result under the expectation of the nonequilibrium hypothesis was ≈10-7. We conclude with a plea for the application of biological models to the problem of tropical forest tree diversity.",128,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,164,10.2307/2265630,Amazon | Community ecology | Meander belt | Nonequilibrium hypothesis | Perú | Primary succession | Tropical forests | Tropical tree communities,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389934,SCOPUS_ID:0030389934,2-s2.0-0030389934,Predicting the outcome of competition using experimental data: Maximum likelihood and Bayesian approaches,Pascual M.,Ecology,00129658,77,2,337-349,1996-01-01,1996,"Lotka-Volterra (LV) equations have been used extensively to explore the possible dynamic outcomes of interspecific competition. But while there have been hundreds of papers on the mathematical properties of Lotka-Volterra models, there have been only a handful of papers that explore techniques for fitting these models to actual data, and no papers that explore the interface of experimental design and statistical inference when fitting LV equations to census data. In this paper we present a statistical analysis of Cause's experimental cultures of Paramecium aurelia and P. caudatum, using analytical methods based on maximum likelihood and Bayesian statistics. We compare the effectiveness of these two approaches in addressing several questions about competition from experimental data: Are the mutual effects of competing populations substantial? Are these competitive effects symmetrical? Are two populations expected to coexist or to eliminate each other by competition? We show that even a laboratory-derived data set with minimal variability can entail significant levels of uncertainty about the nature of the competitive interaction. We assess the errors involved in estimating the strength and symmetry of competition, and find that one's conclusions depend critically on assumptions about sources of variability in the data. We also estimate the probabilities of alternative dynamic behaviors for competing species. We use simulations to evaluate how particular experimental designs might improve our power to characterize the dynamic outcome of competition. We show that much more information is gained by running competition experiments at different starting conditions than by replicating the same experiment for a particular starting condition.",67,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,165,10.2307/2265613,Bayesian estimation | Gause | Interspecific competition | Lotka-Volterra model | Maximum likelihood estimation | Observation error | Paramecium | Parameter estimation | Process error | Simulation,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389901,SCOPUS_ID:0030389901,2-s2.0-0030389901,Using landscape ecology to test hypotheses about large-scale abundance patterns in migratory birds,Flather C.,Ecology,00129658,77,1,28-35,1996-01-01,1996,"The hypothesis that Neotropical migrant birds may be undergoing wide-spread declines due to land use activities on the breeding grounds has been examined primarily by synthesizing results from local studies. Growing concern for the cumulative influence of land use activities on ecological systems has heightened the need for large-scale studies to complement what has been observed at local scales. We investigated possible landscape effects on Neotropical migrant bird populations for the eastern United States by linking two large-scale inventories designed to monitor breeding-bird abundances and land use patterns. The null hypothesis of no relation between landscape structure and Neotropical migrant abundance was tested by correlating measures of landscape structure with bird abundance, while controlling for the geographic distance among samples. Neotropical migrants as a group were more ""sensitive"" to landscape structure than either temperate migrants or permanent residents. Neotropical migrants tended to be more abundant in landscapes with a greater proportion of forest and wetland habitats, fewer edge habitats, larger forest patches, and with forest habitats well dispersed throughout the scene. Permanent residents showed few correlations with landscape structure and temperate migrants were associated with habitat diversity and edge attributes rather than with the amount, size, and dispersion of forest habitats. The association between Neotropical migrant abundance and forest fragmentation differed among physiographic strata, suggesting that landscape context affects observed relations between bird abundance and landscape structure. Finally, associations between landscape structure and temporal trends in Neotropical migrant abundance were counter to those observed in space. Trends in Neotropical migrant abundance were negatively correlated with forest habitats. These results suggest that extrapolation of patterns observed in some landscapes is not likely to hold regionally, and that conservation policies must consider the variation in landscape structure associations observed among different types of bird species and in physiographic strata with varying land use histories.",188,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,166,10.2307/2265651,Eastern USA forests | Forest fragmentation | Land-use impacts | Landscape ecology | Landscape structure | Neotropical migrant birds | Regional analysis | Spatial and temporal correlations,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389899,SCOPUS_ID:0030389899,2-s2.0-0030389899,Habitat heterogeneity and survival in a bush cricket metapopulation,Kindvall O.,Ecology,00129658,77,1,207-214,1996-01-01,1996,"The bush cricket, Metrioptera bicolor Philippi (Orthoptera, Tettigoniidae) lives in a restricted area with grassland patches separated by mainly pine forest. The regional population dynamics can be described as a metapopulation with local extinctions and colonizations. I used inventory data in order to test the following hypotheses: (1) temporal variability of local population size should be negatively correlated with habitat heterogeneity, when habitat quality changes in relation to fluctuating weather conditions; (2) extinction risk should be higher on homogeneous habitat patches than on heterogeneous patches. Both hypotheses are convincingly corroborated and I find a compensatory effect between patch area and heterogeneity. Local extinctions may occur on large, but homogeneous patches, and local populations can survive quite well on small patches that contain a mosaic of several types of grassland vegetation with different humid conditions. I discuss the implications of these findings for the preservation of endangered species that are susceptible to regional stochasticity.",106,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,167,10.2307/2265670,Environmental stochasticity | Local climate | Metrioptera bicolor | Population variability | Spatial synchrony | Tettigoniidae,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389891,SCOPUS_ID:0030389891,2-s2.0-0030389891,Phenotypic variation in a zooplankton egg bank,Hairston N.,Ecology,00129658,77,8,2382-2392,1996-01-01,1996,"Dormant propagule pools may store potentially significant genetic variation that can influence the rate and direction of microevolution via directional selection, temporally fluctuating selection, and evolution of trait covariance between timing of emergence from the propagule pool and fitness characters expressed in the active population. The third process can interact with either of the first two to produce distinct effects. Each process can lead to a different distribution of genotypes and phenotypes between active and dormant subpopulations. We compared the phenotypic distributions of an important fitness character for individuals collected from active and diapausing subpopulations of a freshwater copepod, Diaptomus sanguineus, with a long-lived egg bank. The character, seasonal timing of the switch from production of immediately hatching eggs to diapausing eggs, determines the relative representation of copepods with different switch dates in future generations and is subject to fluctuating selection due to year-to-year changes in the timing and intensity of the seasonal onset of fish predation. The mean timing of diapause is significantly later in the season for copepods reared from long-lived diapausing eggs than it is for copepods reared from individuals collected from the water column. Phenotypic variance for diapause timing does not differ between the two subpopulations. Within the sediment subpopulation, the distribution of diapause timing depends upon two features of the diapausing eggs: (1) individuals originating from eggs near the sediment surface exhibit a slightly earlier switch date with greater phenotypic variance than individuals from deep in the sediments, and (2) individuals from eggs that hatched shortly after they were collected from sediments have a later seasonal switch to diapause than those that hatched later in time. We hypothesize that our results are explained by adaptive covariance between traits that influences how long an egg spends in the sediments before hatching and traits that influence the seasonal timing of diapause. The Covariance may result from either phenotypic plasticity or from genetic covariance between diapause timing and hatching probability.",54,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,168,10.2307/2265740,"Copepod | Diapause timing | Diapausing eggs | Diaptomus sanguineus | Dormant propagule pool | Egg bank | Evolution | Fluctuating selection | Photoperiod, diapause timing | Temperature, diapause timing | Trait covariance",all,All Open Access,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389855,SCOPUS_ID:0030389855,2-s2.0-0030389855,Consequences for plantain chemistry and growth when herbivores are attacked by predators,Stamp N.E.,Ecology,00129658,77,2,535-549,1996-01-01,1996,"The indirect effect of insect predators on the chemistry and performance of host plants of their prey is a central issue in the study of tritrophic-level interactions. Few experimental studies evaluate chemistry and performance of host plants fed upon by insect herbivores in the presence and absence of predators. To examine these relationships, we conducted a field experiment using the plant Plantago lanceolata, which contains the iridoid glycosides aucubin and catalpol. Each plot had two plants, designated the ""colonization"" plant upon which four insect herbivores were initially placed and the ""dispersal"" plant, to which the herbivores could move. We contrasted the effects of two insect herbivores, Junonia coenia (Nymphalidae), a specialist feeder, vs. Spilosoma congrua (Arctiidae), a more generalized feeder, and the effects of variation in their densities caused by two different types of insect predators, Podisus maculiventris stink bugs and Polistes fuscatus wasps, on host plant growth and phytochemistry. We contrasted these to plots without herbivores. The two herbivore species had different impacts on iridoid glycoside concentration of their host plants. Iridoid glycoside concentrations were higher in plants that had been used by the specialist J. coenia compared to those fed upon by the generalist S. congrua. In contrast to a previous study, herbivory did not induce higher iridoid glycoside concentration. The two herbivore species had similar impacts on plant mass. Predation by wasps and stink bugs had different indirect effects (via the interaction of predators and herbivores) on iridoid glycoside concentration and plant mass. Aucubin concentration was lower for plants that had had wasps than those with stink bugs. For plants with the specialist J. coenia, catalpol concentration was lower for plants that had had predators, and iridoid glycoside concentrations were lower for plants that had had wasps present than those that had stink bugs. Leaf mass was higher when predators were present than when predators were absent. For the plants with the specialist J. coenia, scape mass was higher for those that had predators present than those without predators. We discuss the potential for an indirect facultative mutualism between the host plant plantain and the insect predators, and conclude that such a mutualism is transitory, at best.",31,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,169,10.2307/2265628,Generalist | Induction | Iridoid glycoside | Junonia coenia | Mutualism | Nitrogen | Plantago lanceolata | Podisus maculiventris | Polistes fuscatus | Predator | Specialist | Spilosoma congrua | Tritrophic-level interactions,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389854,SCOPUS_ID:0030389854,2-s2.0-0030389854,Effect of temperature on the response of planktonic rotifers to a toxic cyanobacterium,Gilbert J.,Ecology,00129658,77,4,1174-1180,1996-01-01,1996,"Laboratory experiments show that temperature can play an important role in modifying the effect of toxic cyanobacteria on freshwater, planktonic herbivores. A reproductive-rate assay assessed the effect of temperature on the response of Brachionus calyciflorus and Asplanchna girodi to Anabaena flos-aquae and its endotoxin, anatoxin-a. Using a bootstrap technique, reproductive rates (λ, from rm) in experimental and control treatments were determined from complete life tables, and responses were expressed as mean ratios of these rates (experimental rate as a fraction of control rate) with asymmetric 95% confidence limits determined nonparametrically from distributions of bootstrapped ratios. Thus, at all temperatures, exposure to treatments was over a standard period of physiological or developmental time - one lifetime or generation. In rotifers acclimated for many generations to low (12°-14°C), intermediate (19°C), and high (25°-26°C) temperatures, susceptibility to the cyanobacterium and its toxin increased significantly with temperature; ratios of λ values were 1.5-2 times greater at the low than at the high temperatures. The results indicate that seasonal increases in water temperature, and climate warming, may exacerbate the impact of toxic cyanobacteria on rotifers and perhaps other zooplankton taxa.",57,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,170,10.2307/2265586,Anabaena flos-aquae | Analoxin-a | Asplanchna girodi | Bioassay | Brachionus calyciflorus | Cyanobacteria | Cyanobacterial toxins | Rotifers | Temperature,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389779,SCOPUS_ID:0030389779,2-s2.0-0030389779,Competitive and predatory interactions among raptors: An observational and experimental study,Hakkarainen H.,Ecology,00129658,77,4,1134-1142,1996-01-01,1996,"We examined the effects of predatory and competitive interactions among three owl species on reproductive success and population composition of these raptors both experimentally and observationally. Eagle Owls (Bubo bubo, body mass ≈2700 g), Ural Owls (Strix uralensis, 900 g), and Tengmalm's Owls (Aegolius funereus, 130 g) coexist in Fennoscandia and feed mainly on small rodents. Predation may play an important role in interactions among these owl species, because Eagle Owls and Ural Owls can kill Tengmalm's Owls but cannot enter the small entrance hole of Tengmalm's Owl nest boxes. We asked (i) whether predation risk and interspecific competition due to Eagle Owls and Ural Owls reduced breeding density and fitness of Tengmalm's Owls, and (ii) whether these interactions increased intraspecific competition for safe nesting sites among Tengmalm's Owls. We manipulated breeding densities of potentially competing owls by erecting nest boxes, the control being boxes in areas where breeding attempts of competing owl species were absent. Control nest boxes in areas with no Eagle Owl and Ural Owl territories, and nest boxes within Eagle Owl territories, were used by breeding Tengmalm's Owls more than nest boxes within Ural Owl territories. Most breeding attempts of Tengmalm's Owls near Ural Owls failed during the courtship period. The observational data revealed that breeding frequency of Tengmalm's Owls was reduced and the mean start of egg laying was delayed by 11 d within 2 km of Ural Owl nests. In addition, male Tengmalm's Owls at these nests were younger and paired more often with short-winged (i.e., young and generally subdominant) females than when farther away from Ural Owl nests. Our results suggest that inexperienced male Tengmalm's Owls are forced to establish their territories in the vicinity of Ural Owls where they often paired with subdominant females. The areas near Ural Owl nests are suboptimal habitats for Tengmalm's Owls, whereas those near Eagle Owls are not. We conclude that predatory and competitive interactions from Ural Owls decrease the breeding population size of Tengmalm's Owls by reducing the suitable habitats. This is the first experimental demonstration that such interactions may decrease fitness of raptors.",109,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,171,10.2307/2265582,Eagle owl | Exploitative competition | Field experiment | Finland | Fitness consequences | Habitat selection | Interference competition | Intraspecific competition | Predation risk | Tengmalm's owl | Ural owl,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389722,SCOPUS_ID:0030389722,2-s2.0-0030389722,Spatial pattern and process in plant-pathogen interactions,Real L.A.,Ecology,00129658,77,4,1011-1025,1996-01-01,1996,"An individual host's likelihood of acquiring an infectious disease depends, in large part, on the location of the host relative to sources of infection, proximity to other hosts, and occupation of specific microhabitats that confer increased susceptibility. Spatial organization of the host and pathogen populations then may be critical in determining patterns of disease occurrence and dynamics. We discuss three fundamental problems associated with understanding the interactions of plants, pathogens, and spatial structure: (1) how one characterizes spatial patterns, (2) how we determine spatial dynamic processes from a given spatial pattern, and (3) how we then simulate the spatial dynamics presumed to be dominating a given host-pathogen interaction. To demonstrate methods for the characterization of spatial pattern, we analyzed spatial maps of a Silene latifolia population infected with the anther smut Microbotryum violaceum, using join-count statistics, continuous spatial autocorrelation, and Mantel's test. Different statistical techniques provided different interpretations of the same data set, indicating the value of using multiple methods. We described spatial structure in the plant population, the pathogen population (factoring out the plant population structure), and spatial cross correlation between two variables (plant gender and disease status). Each of these tests provides information on how the disease may be spreading in the population. We are not very optimistic about the prospect of determining underlying disease-spread processes purely from analysis of spatial pattern. Most spatial patterns can potentially be generated by a number of biological processes (e.g., ""true"" vs. ""apparent"" contagion), and it is not possible to distinguish between hypotheses without additional information about the system. A difficulty in modeling spatial processes is simulation of populations with given spatial patterns. Simulated spatially structured populations are useful for predicting disease dynamics in a spatial context. We present a number of techniques for creating these spatially structured populations, including a method we developed for modeling the effect of vector behavior on the spread of a plant virus.",75,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,172,10.2307/2265572,Autocorrelation | Disease ecology | Disease spread | Epidemiology | Microbotryum violaceum | Plant-pathogen interactions | Silene latifolia | Spatial simulation | Spatial statistics,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389708,SCOPUS_ID:0030389708,2-s2.0-0030389708,Irradiance and spectral quality affect asian tropical rain forest tree seedling development,Lee D.W.,Ecology,00129658,77,2,568-580,1996-01-01,1996,"Plant developmental responses to shade are the combination of reductions in photosynthetic photon flux density (PPFD) and changes in spectral quality (reductions in the quantum ratio of red to far-red band widths, R:FR). We studied the seedling development of six Asian tropical rain forest trees, Dryobalanops aromatica, Endospermum malaccense, Hopea wightiana, Parkia javanica, Shorea singkawang, and Sindora echinocalyx under varying PPFD and R:FR. Seedlings were grown in replicated shadehouse treatments: (1) 40% solar PPFD and 1.25 R:FR; (2) 11% PPFD and 1.25 R:FR; (3) 11% PPFD and 0.24 R:FR; (4) 3% PPFD and 1.25 R:FR; and (5) 3% PPFD and 0.23 R:FR. Species differed in the influence of light variables on seedling (1) total height; (2) internode distance; (3) branch to trunk internodes; (4) stem length/mass; (5) leaf area/stem length; (6) percent allocation to leaf, stem and root mass; (7) specific leaf mass; (8) mean leaf area; (9) leaf thickness; (10) petiole length; and (11) stomatal density. The simple factorial design of treatments 2-5 allowed a two-way ANOVA and the calculation of coefficients of determination of the treatment effects. The characters in most taxa were primarily influenced by light intensity, but spectral quality also influenced characters in many cases. The taxa that responded most strongly to the light treatments were the most shade-intolerant: E. malaccense and P. javanica; the former species responded strongly to R:FR, particularly in stem mass allocation and leaf area/stem length. The four taxa with moderate-to-extreme shade tolerance varied considerably in responses of individual characters to R:FR and PPFD. The patterns of morphological responses to reduced PPFD and R:FR help explain how the shade tolerances of the seedlings of rain forest trees vary in a continuous manner. Recommendations concerning seedling shade tolerance for sylviculture or nursery practice may need revision if they were based on shade trials using spectrally neutral shade fabrics or slat houses. Future research on the effects of shading on tree seedling development and ecology must consider the potential influence of changes in spectral quality under canopy shade.",83,Journal,ar,Article,100,5,5,20308,undefined,0,FALSE,173,10.2307/2265631,Asia | Development | Red : far-red ratio | Shade tolerance | Spectral quality | Tree seedling | Tropical rain forest,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030389634,SCOPUS_ID:0030389634,2-s2.0-0030389634,The population dynamics of brucellosis in the yellowstone national park,Dobson A.,Ecology,00129658,77,4,1026-1036,1996-01-01,1996,"The role that pathogens play in structuring ecological communities needs to be examined from both a theoretical and empirical perspective. This paper provides a brief introduction to the ecology and epidemiology of brucellosis in Yellowstone National Park. Observed patterns of infection for brucellosis in bison in national parks in the United States suggest that Brucella has a relatively sharply defined threshold for establishment and that the proportion of the host population infected increases as a relatively simple function of population density. Unfortunately, the threshold population for Brucella establishment in bison is low, a herd of at least 200 individuals; this makes it very hard to eradicate Brucella from wild populations. Simple calculations based on observed prevalence and recruitment data for the Yellowstone bison herd suggest that unacceptably high levels of culling would be required to eradicate brucellosis in the park. A simple mathematical model is used to describe aspects of the population dynamics of Brucella. The analyses suggest that an understanding of infectious disease dynamics is crucial to the management and conservation of wild and domestic ungulate species in and around national parks and other nature reserves. The consequences of disease control for the maintenance of biodiversity in other natural and captive communities need to be better understood.",141,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,174,10.2307/2265573,Bison | Brucella | Cattle | Disease ecology | Elk | Epidemiology | Pathogen | Population dynamics | Yellowstone,NA,NA,NA
