@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/33846249905,SCOPUS_ID:33846249905,2-s2.0-33846249905,Spatial patterns of tropical forest trees in Western Polynesia suggest recruitment limitations during secondary succession,Franklin J.,Journal of Tropical Ecology,02664674,14697831,23,1,1-12,2007-01-01,January 2007,10.1017/S0266467406003774,S0266467406003774,"Spatial analysis can be used to relate the patterns of tree species to their regeneration syndromes - pioneer to late-successional - and is a first step in refining hypotheses about the species traits and biotic and abiotic factors that give rise to forest community dynamics. This study examines the spatial pattern of the most abundant trees in three 0.45-ha plots in species-poor lowland rain forests on oceanic islands in Tonga, Western Polynesia, that experience frequent natural disturbance and have a 3000-y history of shifting cultivation. We contrast secondary vs. remnant late-successional forest, with particular attention paid to the spatial dispersion and clustering of tree species, and the presence of spatial dependence in the density of seedlings and saplings. Shade-tolerant species were not strongly clustered at any scale. They did not appear to be dispersal limited, in late successional forest, and only some showed patterns consistent with density-dependent mortality (more clumped when small). Shade-tolerant species were more clumped in secondary forest, and may be dispersal-limited there because vertebrate dispersers prefer primary forest. Shade-intolerant species were clumped in gaps in late-successional forest, but some were also clumped in secondary forest, indicating that they too may be dispersal limited during secondary succession. We also compared the species composition of seedlings and saplings in the centre of plots with trees in the surrounding area and inferred that active dispersal (by vertebrate frugivores) contributed as much as 50% to site species richness. Copyright © 2007 Cambridge University Press.",26,Journal,ar,Article,100,2,2,Autocorrelation | Density dependence | Dispersal | Moran's I | Point pattern | Polynesia | Recruitment | Ripley's K | Spatial dependence | Spatial regression | Tonga | Tropical forest,23435,undefined,0,FALSE,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846231309,SCOPUS_ID:33846231309,2-s2.0-33846231309,"Impact of rain-forest logging on helminth assemblages in small mammals (Muridae, Tupaiidae) from Borneo",Wells K.,Journal of Tropical Ecology,02664674,14697831,23,1,35-43,2007-01-01,January 2007,10.1017/S0266467406003804,S0266467406003804,"Parasites are ubiquitous in wild animals, with host-specific life histories considered as major determinants of prevalence and parasite assemblage patterns. It is predicted that habitat differences in logged rain forests influence population performances of small mammals and consequently may change the infection patterns of local animal populations with regard to endo- and ectoparasites. We investigated patterns of helminth species assemblages (Nematoda, Platyhelminthes) in two rat species (Leopoldamys sabanus, Niviventer cremoriventer) and two tree shrew species (Tupaia tana, T. longipes) in three logged and three unlogged rain forests in Borneo by examining 337 faecal samples with non-invasive faecal egg count (FEC). Nematode eggs prevailed in 95% of all samples with up to five (mean 1.9 ± 1.1) morphotypes. Whereas members of Strongylida were most prevalent in L. sabanus, T. tana and T. longipes, Spirurida dominated in N. cremoriventer that revealed at the same time the lowest average nematode prevalence and FEC. Cestode eggs were only found in L. sabanus and T. tana. Composition and abundance patterns of the parasitic helminth assemblages were influenced by logging. As hypothesized, species richness of nematode morphotypes and mean number of infections per host of T. longipes were larger in logged than in unlogged forest. In contrast, L. sabanus was more heavily infected with cestodes in unlogged than in logged forest and also revealed larger egg counts for strongylids and spirurids in unlogged forest. Our results suggest that forest degradation and altered environmental conditions influence helminth diversity and infection patterns of small mammals with contrasting trends among host species. The inconsistent logging-induced changes in helminth assemblages from different hosts indicate that specific sets of habitat-host-parasite interactions are uniquely influenced by the effects of logging. Consequently, predictions on changes of parasite diversity and prevalence with regard to habitat disturbance need to be based on the individual life histories of the hosts (and the parasites). Copyright © 2007 Cambridge University Press.",29,Journal,ar,Article,100,4,4,Helminths | Host-parasite interactions | Infection risk | Logging | Parasite diversity | Small mammals,23435,undefined,0,FALSE,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846226970,SCOPUS_ID:33846226970,2-s2.0-33846226970,Maximum flood depth characterizes above-ground biomass in African seasonally shallowly flooded grasslands,Scholte P.,Journal of Tropical Ecology,02664674,14697831,23,1,63-72,2007-01-01,January 2007,10.1017/S026646740600366X,S026646740600366X,"Flood depth has been frequently used to explain the distribution of plant species in seasonally flooded grasslands, but its relation with vegetation production has remained ambiguous. The relationship between flooding and above-ground biomass at the end of the flooding season and during the dry season was studied to assess the impact of reflooding on the Logone floodplain, Cameroon. Above-ground biomass of a combination of all species and of the individual perennial grasses Oryza longistaminata and Echinochloa pyramidalis showed a positive linear relationship with maximum flood depth up to 1 m. The gradient of these relationships became steeper and their fit better during the 2 y following the installation of the flooding, showing the response lag to floodplain rehabilitation. Flood duration only explained the above-ground biomass of the combination of all species and not of the individual species. Above-ground biomass data from other floodplains in the three main African geographic regions showed a similar relationship with maximum flood depth less than 1 m. Dry-season regrowth, important because of its high nutrient quality during forage scarcity, was not directly related to maximum flood depth, possibly because of its dependency on the period of burning and soil moisture. Presented data indicate that a rise of water level of 1 cm corresponds to an increase in above-ground biomass of c. 150 kg DM ha-1. Copyright © 2007 Cambridge University Press.",30,Journal,ar,Article,100,1,1,Above-ground biomass | Below-ground biomass | Cameroon | Echinochloa pyramidalis | Flood depth | Floodplain rehabilitation | Oryza longistaminata | Regrowth | Seasonally flooded grasslands | Soil moisture | Vetiveria nigritana,23435,undefined,0,FALSE,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846221377,SCOPUS_ID:33846221377,2-s2.0-33846221377,Asynchrony in daily activity patterns of butterfly models and mimics,Pinheiro C.,Journal of Tropical Ecology,02664674,14697831,23,1,119-123,2007-01-01,January 2007,10.1017/S0266467406003749,S0266467406003749,"Bates' theory of mimicry (Bates 1862) postulates that vertebrate predators avoid attacks on chemically defended butterflies, and a profitable species, usually referred to as the mimic, can obtain protection by resembling one or more unpalatable models. The evolution of Batesian mimicry requires that predators meet, taste and learn to avoid the models before meeting the mimics. For this reason, some authors have adopted the assumption that mimic population sizes must be smaller than the models' populations (Fisher 1930, Huheey 1980, Lindström et al. 1997). Copyright © 2007 Cambridge University Press.",10,Journal,ar,Article,100,1,1,Atlantic Forest | Batesian mimicry | Brazil | Insectivorous birds | Neotropical butterflies,23435,undefined,0,FALSE,74,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846221001,SCOPUS_ID:33846221001,2-s2.0-33846221001,Foliar nitrogen and phosphorus resorption and decomposition in the nitrogen-fixing tree Lysiloma microphyllum in primary and secondary seasonally tropical dry forests in Mexico,Cárdenas I.,Journal of Tropical Ecology,02664674,14697831,23,1,107-113,2007-01-01,January 2007,10.1017/S0266467406003592,S0266467406003592,"The tree Lysiloma microphyllum (Fabaceae) dominates in the seasonally tropical dry forests of central Mexico. In this study foliar N and P concentrations (on leaf mass basis), foliar N and P resorption efficiency and proficiency, as well as the decomposition of senescent leaves of L. microphyllum were studied in primary and in regenerating, secondary seasonally tropical dry forests. Our study included an area of early successional forest (10 y old), with phosphorus-poor soils and comparatively abundant nitrogen, an area of late-successional forest (∼60 y old), in which soil P and N were comparatively abundant, and an area of primary forest, in which soil P was comparatively abundant and N was less abundant than in the secondary counterparts. N and P concentrations in mature leaves varied across forests, reflecting soil nutrient availability. Nitrogen concentration in senescent leaves did not change among sites, which led to very different patterns of N resorption. In contrast, P concentration in senescent leaves was lower in the early than in late-successional and primary forests, which resulted in similar patterns of resorption. Leaf decomposition increased from 70% mass loss in the first year in the early successional to ∼80% in the same period in late-successional and primary forests. The element loss during decomposition change across forests in the following order: for N, early successional = late-successional > primary forest, and for P, primary forest > late-successional > early successional forest. Overall, the pattern of variation in leaf chemistry and nutrient release on the forest floor among sites is consistent with soil nutrient availability along this sequence, while decomposition rate may be related with the P concentration in senescent leaves. Copyright © 2007 Cambridge University Press.",24,Journal,ar,Article,100,2,2,Decomposition | Foliar nutrients | Nutrient release | Resorption efficiency | Resorption proficiency,23435,undefined,0,FALSE,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846215023,SCOPUS_ID:33846215023,2-s2.0-33846215023,"Are floristic and edaphic patterns in Amazonian rain forests congruent for trees, pteridophytes and Melastomataceae?",Ruokolainen K.,Journal of Tropical Ecology,02664674,14697831,23,1,13-25,2007-01-01,January 2007,10.1017/S0266467406003889,S0266467406003889,"Studies in western Amazonian forests have found that similarities in soil cation concentration and texture explain floristic similarities between sites, when these are measured using trees, pteridophytes or Melastomataceae. However, it is not known to what extent the three plant groups react to the same soil characteristics, because tree studies have almost always been conducted in different areas than studies on the understorey plant groups. We made inventories in 23 sites representing non-inundated rain forests on clayey to loamy soil in three regions of western Amazonia. Significant Mantel correlations between the floristic patterns of trees and pteridophytes were found in all three regions when floristic differences were measured with species presence-absence data. When species abundance data were used, and when the floristic patterns of trees and Melastomataceae were compared, significant correlations were found in one or two regions. Mantel correlations between plant groups were highest in the two regions where the observed variation in soil characteristics was largest. In all regions, the same soil variables emerged with significant Mantel correlations with trees, pteridophytes and Melastomataceae. Soil calcium and magnesium were most frequently retained in the models of multiple regression on distance matrices. On average, soil differences explained 50% of the variation in floristic differences (range = 14-84%), and geographical distances explained 16% (range = 0-64%). Our results demonstrate that beta diversities of the three plant groups are highly correlated, and that much of this congruence is explained by similar reactions to soil variation. These results support the idea that pteridophytes, and to a lesser degree Melastomataceae, can be used as indicators of general floristic and edaphic patterns in Amazonian rain forests. Since understorey plants are much quicker to inventory than trees, this would make it possible to recognize and map floristic patterns over huge areas of lowland Amazonia within a reasonable time. Copyright © 2007 Cambridge University Press.",83,Journal,ar,Article,100,5,5,Amazonia | Beta diversity | Indicator species | Melastomataceae | Pteridophytes | Soil | Trees | Tropical rain forest | Vegetation inventory,23435,undefined,0,FALSE,76,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846214708,SCOPUS_ID:33846214708,2-s2.0-33846214708,Effect of ingestion by two frugivorous bat species on the seed germination of Ficus racemosa and F. hispida (Moraceae),Tang Z.H.,Journal of Tropical Ecology,02664674,14697831,23,1,125-127,2007-01-01,January 2007,10.1017/S0266467406003737,S0266467406003737,"Frugivorous bats are important seed dispersers for many plant species (Cox et al. 1991, Fleming & Heithaus 1981, Hodgkison et al. 2003a, McConkey & Drake 2006, Nyhagen et al. 2005, Utzurrum 1995). They regularly consume figs in the wild (Fujita & Tuttle 1991, Kalko et al. 1996, Shilton et al. 1999). Various species of pteropodid bats have been reported foraging on the fruits of more than 30 fig species in tropical and subtropical Asia, Africa and Australia (Bhat 1994, Fujita & Tuttle 1991, Marshall & McWilliam 1982, Thomas 1984). Food transit times in frugivorous bats are relatively rapid; generally less than 30 min (Laska 1990, Tedman & Hall 1985). Several studies have demonstrated that seed germination was either enhanced or unaffected after passage through the digestive tract of bats (Figueiredo & Perin 1995, Fleming & Heithaus 1981, Lieberman & Lieberman 1986). Copyright © 2007 Cambridge University Press.",24,Journal,ar,Article,100,7,7,China | Cynopterus sphinx | Figs | Frugivorous bats | Rousettus leschenaulti | Seed dispersal | Seed germination | Xishuangbanna,23435,undefined,0,FALSE,77,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846213043,SCOPUS_ID:33846213043,2-s2.0-33846213043,The effects of grazing and fire on vegetation and the vertebrate assemblage in a tropical savanna woodland in north-eastern Australia,Kutt A.S.,Journal of Tropical Ecology,02664674,14697831,23,1,95-106,2007-01-01,January 2007,10.1017/S0266467406003579,S0266467406003579,"We studied the response of vegetation and vertebrate assemblages to fire and grazing, and their interacting effects, in Eucalyptus woodland in north-eastern Australia. In this vegetation type, many pastures remain free of cattle grazing due to the occurrence of a native shrub poisonous to livestock. Vegetation (floristic data and 22 habitat variables) and vertebrate fauna (birds, mammals, reptiles) were sampled in 29 standardized 50 × 50-m quadrats in the 2001 wet season, representing four treatments: sites burnt recently (within 2 y) and grazed by cattle (4-8 ha per livestock unit); sites unburnt (last burnt >2 y ago) and grazed; sites burnt recently and ungrazed; and unburnt and ungrazed sites. Fire and grazing had a significant influence on vegetation: both grazing and fire reduced ground cover (fire in grazed sites 51-23%, fire in ungrazed sites 68-39%) and increased the cover of forbs (8% in burnt and grazed sites, 3% if ungrazed) and tussock grasses (20% in grazed and unburnt sites and 5% when ungrazed). Grazing caused a shift in floristic composition from the perennial hummock grass Trioda pungens to tussock grasses (e.g. Aristida spp., Enneapogon spp.), forbs (e.g. Phyllanthus spp.) and shrubs (e.g. Acacia spp.). Of the vertebrate groups, birds responded more to fire effects (9 species), reptiles to grazing effects (6 species) and mammals to the interaction (2 species). Species reacted to increases in bare ground (e.g. crested pigeon Ocyphaps lophotes, hooded robin Melanodryas cucullatus, Ctenophorus nuchalis) and to the dominant ground cover (e.g. Ctenotus pantherinus) or change in vegetation architecture (e.g. singing honeyeater Lichenostomus virescens, variegated fairy-wren Malurus lamberti). The clearest example of an interacting effect was the cycle of complementary dominance between the rodents Pseudomys delicatulus and P. desertor, the latter's post-fire recovery becoming more muted in sites where cattle grazed (modelled time for population recovery twice as long as in ungrazed sites). Copyright © 2007 Cambridge University Press.",119,Journal,ar,Article,100,2,2,Australia | Desert Uplands | Fauna | Fire | Grazing | Interaction | Management | Rangelands | Vegetation,23435,SFB688 TP A2,0,FALSE,78,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846204233,SCOPUS_ID:33846204233,2-s2.0-33846204233,"Vegetation structure and ungulate abundance over a period of increasing elephant abundance in Hwange National Park, Zimbabwe",Valeix M.,Journal of Tropical Ecology,02664674,14697831,23,1,87-93,2007-01-01,January 2007,10.1017/S0266467406003609,S0266467406003609,"This study investigates whether increases in elephant populations may influence the structure of African savannas, and consequently may affect other herbivores through changes in habitats. Two contrasting periods in terms of elephant population densities were compared in Hwange National Park, Zimbabwe: the early 1980s and the late 1990s. Elephant population density and other ungulate population densities were estimated for a c. 400-km2 area from road counts. Vegetation structure at the landscape scale was assessed using aerial photographs for the same area. All browsers and grazers declined between the early 1980s and the late 1990s, whereas elephants experienced a 16-fold increase. At the landscape scale, vegetation structure changed little with no evidence of an opening of the habitats. These results do not support any kind of medium-term facilitation between elephants and other herbivores. They rather suggest a negative effect of elephants on other herbivore species when elephants are present at high densities. This study rules out a scenario where the decrease of the different herbivore populations was caused by large changes in vegetation structure due to elephant activity. Copyright © 2007 Cambridge University Press.",41,Journal,ar,Article,100,6,6,Aerial photographs | Africa | Browsers | Community | Grazers | Line transect | Megaherbivores | Road counts | Savanna | Transition matrix,23435,undefined,0,FALSE,79,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846190529,SCOPUS_ID:33846190529,2-s2.0-33846190529,"Root mycorrhizal colonization and plant responsiveness are related to root plasticity, soil fertility and successional status of native woody species in southern Brazil",Zangaro W.,Journal of Tropical Ecology,02664674,14697831,23,1,53-62,2007-01-01,January 2007,10.1017/S0266467406003713,S0266467406003713,"Twelve native woody species were studied to investigate the influences of soil fertility and root morphology on colonization by arbuscular mycorrhizal (AM) fungi during seedling establishment and growth. Seedlings were grown in soils of low and high natural fertility, uninoculated or inoculated with AM fungi, under greenhouse conditions. The mycorrhizal root colonization and plant responsiveness were higher among early successional species than late successional ones. Among early successional species, in both soils, mycorrhizal colonization provided significant increase in total dry mass, growth rates of shoot and root, root length, density of root tissues, root surface area and P concentration and content in the shoot. Early successional species grown with AM fungi displayed significant decreases in carbon allocation to roots, specific root length and the length and incidence of root hairs. Mycorrhizal colonization did not affect the root morphology of the late successional species in either soil. The growth of these woody species was influenced by differences in soil fertility. There was positive correlation between the degree of plant responses to AM inoculation with the percentage of root colonized by AM fungi. In both soils, plant responsiveness and mycorrhizal root colonization correlated positively to root-hair incidence and root-hair length and correlated negatively to fine-root diameter. The results suggest that during the establishment of seedlings, the large responses to the inoculation and colonization of roots by AM fungi are related to both the successional status and root morphological plasticity of the host plant, regardless of soil fertility. Copyright © 2007 Cambridge University Press.",65,Journal,ar,Article,100,5,5,Arbuscular mycorrhizal fungi | Biomass allocation | Fine roots | Phosphorus uptake | Root hairs | Root morphological traits | Seedling growth | Succession | Tropical forest,23435,undefined,0,FALSE,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33846187135,SCOPUS_ID:33846187135,2-s2.0-33846187135,"Drivers of rain-forest boundary dynamics in Kakadu National Park, northern Australia: A field assessment",Banfai D.S.,Journal of Tropical Ecology,02664674,14697831,23,1,73-86,2007-01-01,January 2007,10.1017/S0266467406003701,S0266467406003701,"Understanding the causes of savanna-forest dynamics is vital as small but widespread changes in the extent of tropical forests can have major impacts on global climate, biodiversity and human well-being. Comparison of aerial photographs for 50 rain-forest patches in Kakadu National Park had previously revealed a landscape-wide monotonic expansion of rain-forest boundaries between 1964 and 2004. Here floristic, structural, environmental and disturbance attributes of the changes were investigated by sampling 588 plots across 30 rain-forest patches. Areas that had changed from savanna to rain forest were associated with a significantly higher abundance of rain-forest trees and less grasses, relative to stable savanna areas. Ordination analyses showed that overall floristic composition was not significantly different between newly established rain forest and longer established rain forest. Generalized linear models also indicated that contemporary levels of disturbance (fire and feral animal impact) and environmental variables (slope and soil texture) were poor predictors of historical vegetation change. We concluded that (1) the rain-forest boundaries are highly dynamic at the decadal scale; (2) rain-forest expansion is consistent with having been driven by global environmental change phenomena such as increases in rainfall and atmospheric CO2; and (3) expansion will continue if current climatic trends and management conditions persist. Copyright © 2007 Cambridge University Press.",26,Journal,ar,Article,100,2,2,Climate | Fire ecology | Global environmental change | Tropical rain forest | Vegetation dynamics,23435,undefined,0,FALSE,81,NA,NA
