@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,pubmed-id,prism:eIssn,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/47749134883,SCOPUS_ID:47749134883,2-s2.0-47749134883,"The fish species composition and variation of catch from the small-scale gillnet fishery before, during and after the 1997-1998 ENSO event, central Mexican Pacific",Rojo-Vázquez J.A.,Revista de Biologia Tropical,00347744,56,1,133-152,2008-03-01,March 2008,"In the tropical and subtropical coastal zone, were highly diverse fish communities occur, it is important to study the small scale fisheries exploiting these communities. For this study, 219 fishing days were carried out in Bahia de Navidad, Jalisco, Mexico. Four gillnets with different mesh sizes (76.2, 88.9, 101.6 and 114.3 mm) were used for the fishing operations, from April 1994 to March 1995 and from January 1998 to December 2000. A total of 26126 organisms weighting 11680 kg were caught. One hundred and eighty three species belonging to 57 families and 19 orders were identified. Ten species accumulated more than 60% of the total abundance and biomass, the remaining species (173) individually contributed with less than 2% of the total abundance and biomass. The most important species in the catch were Microlepidotus brevipinnis, Caranx caballus, Haemulon flaviguttatum, Scomberomorus sierra, C. caninus, C. sexfasciatus, Lutjanus guttatus and L. argentiventris. The catch per unit of effort showed a large variation during the study, both in number and biomass. On average, 110 fishes and 48.5 kg fishing day-1 were caught. The maximum values were recorded during January and October 1998 (250 fishes and 100 kg fishing day -1), and the minimum values were recorded during September and November 1994 (25 org. and 10 kg fishing day-1). The total abundance and biomass was lower during the 1994-95 period (F=6.16, 8.32, P<0.05). There were statistically significant differences among the annual catch from each gillnet. All the environmental changes caused by the ENSO event had ecological and economic effects that can be rated from moderate to severe.",18,Journal,ar,Article,100,8,8,Catch per unit of effort | El Niño southern oscillation | Fish species composition | Jalisco | Mexico | Small-scale fisheries,13567,undefined,0,FALSE,154,18624232,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749126174,SCOPUS_ID:47749126174,2-s2.0-47749126174,Mesobathic chondrichthyes of the Juan Fernández seamounts: Are they different from those of the central Chilean continental slope?,Andrade I.,Revista de Biologia Tropical,00347744,56,1,181-190,2008-03-01,March 2008,"We compared the geographic distribution of groups of chondrychthid fishes of two physically proximal, although geographically different, regions that include the Juan Fernández seamounts and the central Chilean continental slope, both sampled at mesopelagic and mesobenthonic depths. The ridge is in the Nazca Plate, while the slope region in on the South American Plate, and is closer to the South American continent. We found six species of Chondrichthyes for the seamounts (four orders, four families). The slope sampling produced ten species of Chondrichthyes, of which Torpedo tremens De Buen 1959, was the only species in common with the Juan Fernández area. There are clear differences between the Chondrichthyes of the two regions. These fisheries require adequate administrative modes.",9,Journal,ar,Article,100,2,2,Chile | Chondrichthyes | Ichthyogeography | Juan Fernández | Seamounts | Slope,13567,undefined,0,FALSE,155,18624236,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749126173,SCOPUS_ID:47749126173,2-s2.0-47749126173,Latin American malacology. Freshwater mollusks from Argentina,Rumi A.,Revista de Biologia Tropical,00347744,56,1,77-111,2008-03-01,March 2008,"A report and an updated list with comments on the species of freshwater molluscs of Argentina which covers an area of 2 777 815 km2 is presented. Distributions of Gastropoda and Bivalvia families, endemic, exotic, invasive as well as entities of sanitary importance are also studied and recommendations on their conservation are provided. Molluscs related to the Del Plata Basin have been thoroughly studied in comparison to others areas of the country. This fauna exhibits relatively the biggest specific richness and keeps its affinity with the fauna of other regions of the basin in areas of Paraguay and Brasil. The 4 500 records of molluscs considered in this paper arise from the study of the collections of Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia"", Buenos Aires; Museo de La Plata, La Plata and Fundación ""Miguel Lillo"", Tucumán. These institutions keep very important collections of molluscs in southern South America. Field information has recently been obtained and localities cited by other authors are also included in the data base. Until today, 166 species have been described, 101 belonging to 10 families of Gastropoda and 65 to 7 of Bivalvia. Families with highest specific richness are Lithoglyphidae (22) and Sphaeriidae (25), respectively. The number of endemic species (those present only in Argentina) by family is: Gastropoda: Ampullariidae (1), Cochliopidae (10), Lithoglyphidae (11), Thiariidae (3), Chilinidae (11), Lymnaeidae (2) and Physidae (2?); Bivalvia: Hyriidae (1?); Etheriidae (1?) and Sphaeriidae (10). Families with a distribution that comprise almost the whole country are: the Sphaeriidae and the gastropods Cochliopidae, Chilinidae and Lymnaeidae. Families Erodonidae and Solecurtidae (Bivalvia) were registered in mixohaline environments from Buenos Aires province. Gastropod families Thiaridae and Glacidorbiidae show a very restricted distribution. The rest of the families are present mainly in the center and north of the country. Species of sanitary interest are the propagators of: schistosomiasis -Biomphalaria peregrina, B. straminea y B. tenagophila, Planorbidae-, fasciolasis -Lymnaea viatrix and L. columnella, Lymnaeidae- and dermatitis -Chilina gibbosa and C. fluminea, Chilinidae. Invasive species are: Corbicula fluminea (Corbiculidae) and Limnoperna fortunei (Mytilidae). The construction of new areas for the protection and conservation of the high risk endemic species of freshwater molluscs is a priority. It is necessary to give special attention to the species of the patagonic mountain range and of the mesopotamic area of the Del Plata Basin.",79,Journal,ar,Article,100,4,4,Argentina | Bivalvia | Freshwater molluscs | Gastropoda,13567,undefined,0,FALSE,156,18624229,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749124580,SCOPUS_ID:47749124580,2-s2.0-47749124580,"Propagules of arbuscular mycorrhizal fungi in a secondary dry forest of Oaxaca, Mexico",Guadarrama P.,Revista de Biologia Tropical,00347744,56,1,269-277,2008-03-01,March 2008,"Plant cover loss due to changes in land use promotes a decrease in spore diversity of arbuscular mycorrhizal fungi (AMF), viable mycelium and, therefore, in AMF colonization, this has an influence in community diversity and, as a consequence, in its recovery. To evaluate different AMF propagules, nine plots in a tropical dry forest with secondary vegetation were selected: 0, 1, 7, 10, 14, 18, 22, 25, and 27 years after abandonment in Nizanda, Oaxaca, Mexico. The secondary vegetation with different stages of development is a consequence of slash and burn agriculture, and posterior abandonment. Soil samples (six per plot) were collected and percentage of AMF field colonization, extrarradical mycelium, viable spore density, infectivity and most probable number (MPN) of AMF propagules were quantified through a bioassay. Means for field colonization ranged between 40 % and 70 %, mean of total mycelium length was 15.7 ± 1.88 mg-1 dry soil, with significant differences between plots; however, more than 40 % of extracted mycelium was not viable, between 60 and 456 spores in 100 g of dry soil were recorded, but more than 64 % showed some kind of damage. Infectivity values fluctuated between 20 % and 50 %, while MPN showed a mean value of 85.42 ± 44.17 propagules (100 g dry soil). We conclude that secondary communities generated by elimination of vegetation with agricultural purposes in a dry forest in Nizanda do not show elimination of propagules, probably as a consequence of the low input agriculture practices in this area, which may encourage natural regeneration.",21,Journal,ar,Article,100,5,5,AMF field colonization | AMF spores density | Arbuscular mycorrhizal fungi (AMF) | Most probable number (MPN) | Secondary vegetation | Tropical dry forest,13567,undefined,0,FALSE,157,18624242,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749123327,SCOPUS_ID:47749123327,2-s2.0-47749123327,"Spatial and temporal variations of meiofaunal communities from the western sector of the Gulf of Batabanó, Cuba: II. Seagrass systems",Armenteros M.,Revista de Biologia Tropical,00347744,56,1,55-63,2008-03-01,March 2008,"The meiofauna from seagrass meadows in the western sector of the Gulf of Batabanó, Cuba were studied to describe the spatial and temporal variations in community structure. Replicated cores were taken in three locations (arranged in m- and km-scales) and in two seasons (dry and wet). The meiofauna (metazoans between 500 and 45 μm) were identified to major taxa. Temporal changes in the meiofaunal communities could not be detected and they are not linked to the subtle seasonal changes in the water column. A larger variation in community structure was observed in the spatial m-scale (among cores in a station) probably accredited to heterogeneity of microenvironment and biological processes. A second source of variation in the km-scale (among locations) was identified relating to physical processes affecting seagrass meadows: marine currents and anthropogenic disturbances. Distribution patterns of meiofauna across locations coincide with one study from 20 years ago in seagrass beds (i.e. higher densities in area closer to break-shelf and diminution of fauna at southern of Pinar del Río); however, cumulative anthropogenic disturbances on seagrass meadows would most likely explain the depletion of communities observed in our survey in comparison with decades ago. Estimates of meiofaunal density and richness of major taxa from our study (and other areas from the Cuban shelf) are consistently lower than other temperate and tropical sites; possibly caused by low primary productivity due to narrow tidal amplitude and oligotrophic waters.",4,Journal,ar,Article,100,4,4,Caribbean Sea | Meiofauna | Seagrass meadows | Spatial distribution,13567,undefined,0,FALSE,158,18624227,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749122604,SCOPUS_ID:47749122604,2-s2.0-47749122604,"Community structure and association of waterbirds with spatial heterogeneity in the Bahía Magdalena-Almejas wetland complex, Baja California Sur, Mexico",Zárate-Ovando B.,Revista de Biologia Tropical,00347744,56,1,371-389,2008-03-01,March 2008,"To test the hypothesis that spatial heterogeneity determines waterbird diversity in a coastal wetland, we compared waterbird density, diversity, and species composition among various habitats and landscapes units in Bahía Magdalena-Almejas, Baja California Sur, Mexico. Based on diversity patterns and bird distribution, we assessed the effect of coastal development on the waterbird community structure. To gather information on habitat features and waterbird populations we conducted waterbird censuses in 329 habitat segments along the internal coastline of the study area, from February 2002 to February 2003. We performed non-parametric analyses to test the null hypothesis of no diference on waterbird density, and diversity among landscape units and seasons. The species composition was evaluated using ordination techniques. Waterbird density was higher in winter and autumn in the three lagoons of the study area, particularly in the insular coast, sandy beach and dunes; it was higher in the few segments of antropic sustrate. Diversity was significantly higher in mangrove habitat along the peninsular coast, and in mangrove-dunes association on the insular coast. Although modification of coastal natural habitat and boat transit disturbance had no influence on waterbird density or diversity, the highest richness of waterbirds occurred in well preserved areas. Species composition analysis showed differences between Santo Domingo Channel and Magdalena Bay. Pelagic and mangrove habitat had a species composition difference higher than those associations in other habitats. Such differences in species assemblages by habitat and landscape units suggest that communities are structured according to the range of available natural resources in structurally complex habitats, and that dominant piscivorous waterbird species were favored in this community.",10,Journal,ar,Article,100,3,3,Bahía Magdalena-Almejas | Baja California Sur | Coastal zones | Community structure | Density | Disturbance | Heterogeneity | Waterbirds,13567,undefined,0,FALSE,159,18624251,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749122180,SCOPUS_ID:47749122180,2-s2.0-47749122180,Control in vitro tick (Boophilus microplus; Acari: Ixodidae) through plant extracts,Álvarez V.,Revista de Biologia Tropical,00347744,56,1,291-302,2008-03-01,March 2008,"Hydro-alcohol extracts of ten tropical plants were tested by the immersion method on mature ticks (Boophilus microplus Canestrini 1887). The biological evaluation was made with raw hydro alcoholic extracts (R-OH) to determine the most promissory compounds, which later were fractioned in their polar and non-polar parts. The polar parts showed a significantly inferior effect. The species that produced the highest mortality were Zizigium aromaticum, Morus alba, Piper nigrum and the mixture of Allium sativum- Z. aromaticum (all non-polar); on oviposition: M. alba, P. nigrum and the mixture of A. sativum - Z. aromaticum (all non-polar); on eclosion: P. nigrum, Z. aromaticum, Echinacea angustiofilia, Poligonum punctatum, M. alba and the mixture of A. sativum- Z. aromaticum (all non-polar): on control percentage: P. nigrum, E. angustifolia, P. punctatum and M. alba (all non-polar, except for M. alba in which both fractions showed important activity); and finally, on the percentage of oviposition inhibition: P. nigrum, E. angustifolia, P. punctatum, Gliricidia sepium and M. alba.",26,Journal,ar,Article,100,4,4,Boophilus microplus | Costa Rica | Integrated management | Natural extract | Ticks,13567,undefined,0,FALSE,160,18624244,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749121418,SCOPUS_ID:47749121418,2-s2.0-47749121418,Panbiogeographical analysis of Costa Rican freshwater fishes,Herrera-Vásquez J.,Revista de Biologia Tropical,00347744,56,1,165-170,2008-03-01,March 2008,"Track analysis and Parsimony analysis of endemicity (PAE) were performed to analyze the distribution pattern of Costa Rican freshwater fishes. A basic matrix (presence/absence) was prepared using the distribution of 77 freshwater fish. The data were analyzed with CLIQUE software in order to find generalized tracks (cliques). Data also were analyzed with the software NONA and Winclada version 1.00.08 in order to perform the Parsimony Analysis of Endemicity (PAE). Fourteen equally probable cliques were found with 31 species in each and the intersection of the amount was selected as a generalized track dividing the country in two main zones: Atlantic slope from Matina to Lake Nicaragua and Pacific slope from the Coto River to the basin of the Tempisque River connected with some branches oriented to the central part of the country. PAE analysis found ten cladogram areas (72 steps, CI=0.45, RI=0.64), using the ""strict consensus option"" two grouping zones were identified: Atlantic slope and Pacific slope. Both PAE and Track Analysis show the division of the two slopes and the orientation of the generalized track suggests new biogeographical evidence on the influence of both old and new southern elements to explain the migrations of freshwater fish into Central America during two different geological events.",4,Journal,ar,Article,100,3,3,Biogeography | Costa Rica | Freshwater fishes | PAE | Panbiogeography | Track analysis,13567,undefined,0,FALSE,161,18624234,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749119584,SCOPUS_ID:47749119584,2-s2.0-47749119584,"Phytoplankton from Tehuantepec River, Oaxaca, Mexico and some biogeographical relationships",Moreno-Ruiz J.L.,Revista de Biologia Tropical,00347744,56,1,27-54,2008-03-01,March 2008,"Phytoplankton species collected from the limnetic to euryhaline sections of Tehuantepec River were identified, classified and compared with regional information from Mexico and South America. We collected 15 samples every three months from July 1997 through August 1998 with a 20 μm net and a Van Dorn bottle. Indicator values and a code checklist are included. A total of 58 families, 121 genera, 273 species, one subspecies, 75 varieties, 13 forms and one morphotype were identified in the taxa Bacillariophyta (42.0 %), Chlorophyta (29.0 %), Cyanoprocaryota (18.0 %), Euglenophyta (5.0 %), Dinophyta (3.0 %), Cryptophyta (2.0 %) and Chrysophyta (1.0 %). The predominant families were Scenedesmaceae (24 species), Oocystaceae (22), Bacillariophyceae (21), Chaetocerotaceae (15) and Euglenaceae (14). Five families, eight genera, 72 species, 45 varieties and eight forms are first records for Mexico. The species Chroococcus turgidus, Microcystis flosaquae and Pseudanabaena limnetica (which produce massive blooms or red tides) are important in this river of moderate water quality.",9,Journal,ar,Article,100,4,4,Euryhaline | Indicator values | Limnetic | Massive blooms | Neotropical | Phytoplankton | Water quality,13567,undefined,0,FALSE,162,18624226,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749114597,SCOPUS_ID:47749114597,2-s2.0-47749114597,"Potential role of frugivorous birds (Passeriformes) on seed dispersal of six plant species in a restinga habitat, southeastern Brazil",Gomes V.,Revista de Biologia Tropical,00347744,56,1,205-216,2008-03-01,March 2008,"Restingas are considered stressful habitats associated with the Brazilian Atlantic forest, and their ecological interactions are poorly known. The goal of the present study was to determine the potential role of frugivorous birds as seed dispersers in a restinga habitat. Data were collected in Parque Nacional da Restinga de Jurubatiba, southeastern Brazil, where the main physiognomy (Open Clusia Formation) is characterized by the presence of patches of vegetation covering 20 to 48 % of the sandy soil and reaching a height of 5 m. Birds were captured with mist nets (12 x 2.5 m; 36 mm mesh; 1 680 net-hrs) and had their fecal and regurgitate samples inspected for seeds. Six plant species found in these bird samples were studied. The germination of seeds obtained from plants was compared to those from the birds. Both groups of seeds were set on Petri dishes at room temperature and washed when infected with fungi. In general, there was no effect on germination rate, and the effect on germination speed was negative. Germination of seeds from Pilosocereus arrabidae treated by the birds seemed to be influenced by storage of defecated seeds, while few Miconia cinnamomifolia seeds both from plants and from birds germinated. Ocotea notata presented a great variation in time to the onset of germination, perhaps an advantage against dissecation. Aechmea nudicaulis, Clusia hilariana and Erythroxylum subsessile probably take advantage of the arrival to favorable microhabitats, not by the gut effect on the seeds. All plant species studied are numerically important for the community and some of them are main actors in the succession of vegetation patches. Among the birds, Mimus gilvus is an important resident species, endemic to restingas in Brazil, while Turdus amaurochalinus is a visitor and may be important for plants that fructify during its passage by the study site. Although the effect of pulp removal was only tested for one species (Achmea nudicaulis) in the present study, we confirmed that the tested effect of restinga frugivorous birds on seed germination was generally null. Although there is a need for more detailed studies on specific animal-plant interactions on this habitat, the overall effect of the birds on seed dispersal in restinga is probably positive.",18,Journal,ar,Article,100,4,4,Atlantic forest | Brazil | Dispersal | Mimus gilvus | Restinga | Seed germination | Turdus amaurochalinus,13567,undefined,0,FALSE,163,18624238,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749112058,SCOPUS_ID:47749112058,2-s2.0-47749112058,Clinical and molecular diagnosis of a Costa Rican family with autosomal recessive myotonia congenita (Becker disease) carrying a new mutation in the CLCN1 gene,Morales F.,Revista de Biologia Tropical,00347744,56,1,1-11,2008-03-01,March 2008,"Myotonia congenita is a muscular disease characterized by myotonia, hypertrophy, and stiffness. It is inherited as either autosomal dominant or recessive known as Thomsen and Becker diseases, respectively. Here we confirm the clinical diagnosis of a family diagnosed with a myotonic condition many years ago and report a new mutation in the CLCN1 gene. The clinical diagnosis was established using ocular, cardiac, neurological and electrophysiological tests and the molecular diagnosis was done by PCR, SSCP and sequencing of the CLCN1 gene. The proband and the other affected individuals exhibited proximal and distal muscle weakness but no hypertrophy or muscular pain was found. The myotatic reflexes were lessened and sensibility was normal. Electrical and clinical myotonia was found only in the sufferers. Slit lamp and electrocardiogram tests were normal. Two affected probands presented diminution of the sensitive conduction velocities and prolonged sensory distal latencies. The clinical spectrum for this family is in agreement with a clinical diagnosis of Becker myotonia. This was confirmed by molecular diagnosis where a new disease-causing mutation (Q412P) was found in the family and absent in 200 unaffected chromosomes. No latent myotonia was found in this family; therefore the ability to cause this subclinical sign might be intrinsic to each mutation. Implications of the structure-function-genotype relationship for this and other mutations are discussed. Adequate clinical diagnosis of a neuromuscular disorder would allow focusing the molecular studies toward the confirmation of the initial diagnosis, leading to a proper clinical management, genetic counseling and improving in the quality of life of the patients and relatives.",7,Journal,ar,Article,100,9,9,Becker myotonia | Chloride channelopathy | Myotonia congenita | Myotonic dystrophy | SSCP,13567,undefined,0,FALSE,164,18624224,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749110240,SCOPUS_ID:47749110240,2-s2.0-47749110240,Comparison of gastropod mollusc (Apogastropoda: Hydrobiidae) habitats in two crater lakes in Nicaragua,McCrary J.K.,Revista de Biologia Tropical,00347744,56,1,113-120,2008-03-01,March 2008,"The aquatic gastropod mollusc, Pyrgophorus coronatus, may perform an important role in the transmission of an emergent ocular pathology among fishes in Lake Apoyo, Nicaragua. This disease emerged after an introduction of tilapia (Oreochromis niloticus) and the subsequent loss of Chara sp. beds in the lake. We compared the mollusc population densities in three habitats (sandy/muddy substrates, rocks, and Chara vegetation) at varying depths (1.5, 10, 20, and 30 m) in two volcanic crater lakes in Nicaragua: Lake Apoyo and Lake Xiloa, where lower numbers of affected fishes were found and tilapia has not been introduced. Duplicate samples at 1.5 m depth were taken in each habitat monthly for a year, and triplicate samples for bathymetric analysis of snail populations were performed during August, 2005. Samples of fixed surface area were filtered in a 0.4 cm size screen and live snails were counted from each sample. The preferred snail habitat in both lakes, Chara beds, was vastly reduced in Lake Apoyo via consumption by introduced Nile tilapia (Oreochromis niloticus). Structureless sandy substrates (mean ± standard error 3.1±1.3 ind/m2) had lower population densities than other habitats in Lake Xiloá (rocks 590.9±185.3 ind/m2; vegetation 3 686.5±698.2 ind/m 2; ANOVA I, p<0.01 in both cases) but this difference was attenuated in Lake Apoyo (sand 384.4±111.1 ind/m2; rocks 1 480.4±384.8 ind/m2; 0.01<p<0.05), where the snails on sandy bottoms were mostly embedded in filamentous algae coating this substrate. Snail population densities in Chara were lower at 20 m than more shallow depths in both lakes. Chara was not found at 1.5 m depth in Lake Apoyo, and was not present at 30 m depth in either lake. Shell lengths in rocky substrate in Lake Apoyo (3.62±0.12 mm) were greater than in Lake Xiloá (2.39±0.12 mm), suggesting differential snail predation levels in the lakes (p<0.005). Snail populations increased by 67 % inside exclusion cages in sandy substrates in Lake Apoyo (paired t-test, p<0.05), demonstrating the importance of foraging pressure on snail populations. Snail populations in open cages, on the other hand, were reduced by 23 % (p<0.05), suggesting the importance of subacuatic structure in feeding areas for molluscivorous fishes. We found a significant preference toward Chara by the snails (p<0.05) and significant foraging pressure on them (p<0.05) in sandy/muddy substrates. The disruption of Chara by introduced tilapias in Lake Apoyo may play a role in the emergence of ocular pathologies in the lake.",6,Journal,ar,Article,100,5,5,Chara | Cichlid | Emergent disease | Pyrgophorus coronatus | Tilapia | Trematode,13567,undefined,0,FALSE,165,18624230,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749106837,SCOPUS_ID:47749106837,2-s2.0-47749106837,"Genetic diversity and kin relationships among wild and cultivated populations of the pejibaye palm (Bactris gasipaes, Palmae) using microsatellite markers",Hernández Ugalde J.,Revista de Biologia Tropical,00347744,56,1,217-245,2008-03-01,March 2008,"The genetic diversity of the peach palm (Pejibaye, Bactris gasipaes Kunth) was evaluated using four nuclear DNA microsatellites in an effort to elucidate the evolution and domestication of this crop. A total of 258 samples from seven wild populations and eleven races were analyzed. All loci were polymorphic and a total of 50 alleles were identified. Average genetic diversity (0.67) and genetic differentiation among populations (Fst=0.16) were high when all populations were considered. Genetic differentiation was lower when the populations were grouped according to their origin into Western and Eastern populations (Fst=0.13 for both). Gene flow was slightly higher among Western populations (Nm=1.71) than among Eastern populations (Nm=1.62). The Putumayo, Yurimaguas, Vaupés, Tucurrique and Guatuso races seem to have been subjected to intense human selection. Hybrid populations exist in Azuero, Tuira, Cauca, Vaupés, Puerto Ayacucho and Solimões, probably resulting from exchange and introgressions among sympatric wild and cultivated populations. Genetic distance (Dm) was estimated to determine the degree of relationship among populations using the neighbor-joining method; the wild populations from Maracaibo were used as the outgroup. The populations were divided into three general groups: Maracaibo (B. caribaea, B. macana var veragua and B. macana var arapuey), Eastern Amazon (Tembe, Pará and Acre) and a third group with two subgroups, Western (Azuero, Chontilla, Tuira, Cauca, Tucurrique and Guatuso) and Upper Amazon (B. dahlgreniana, Puerto Ayacucho, Solimões, Vaupés and Putumayo). The genetic relationships strongly support the hypothesis that peach palm was brought into cultivation independently in no less than three areas: the Western Andes (extending into lower Central America); Upper Amazon (extending into the Solimões and its tributaries), and the Eastern Amazon (extending from Bolivia to the lower Amazon through the Madeira River).",11,Journal,ar,Article,100,3,3,Bactris gasipaes | Evolution | Genetic diversity | Microsatellites | Peach palm | Pejibaye | Races | Wild relatives,13567,undefined,0,FALSE,166,18624239,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749103357,SCOPUS_ID:47749103357,2-s2.0-47749103357,A new quantitative classification of ecological types in the bromeliad genus Tillandsia (Bromeliaceae) based on trichomes,Stefano M.,Revista de Biologia Tropical,00347744,56,1,191-203,2008-03-01,March 2008,"Using collection specimens, we measured the density and wing area of trichomes in 37 species of the bromeliad genus Tillandsia, specifically the abaxial proximal, abaxial distal, adaxial proximal and adaxial distal parts of the leaf. The product of the trichome ""wing"" area by the number of trichomes (means) produced a pure number (T) that was correlated to ecological features. The correlation was positive with respect to arid environments (xeric Tillands) and negative with respect to humid environments (mesic Tillands). Bulbous, and particularly myrmecophytic species and species with tanks, represented particular categories. Other intermediate types were identified based on the T number, totalling five ecological types. In comparison with other systems of ecological typification for Tillands and other Bromeliaceae, the present system offers measurable data whose analysis is reproducible.",22,Journal,ar,Article,100,3,3,Bromeliaceae | Ecological types | Tillandsia | Trichome,13567,undefined,0,FALSE,167,18624237,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749100449,SCOPUS_ID:47749100449,2-s2.0-47749100449,Do seasonal changes in light availability influence the inverse leafing phenology of the neotropical dry forest understory shrub Bonellia nervosa (Theophrastaceae)?,Chaves O.M.,Revista de Biologia Tropical,00347744,56,1,257-268,2008-03-01,March 2008,"In tropical dry forests most plants are deciduous during the dry season and flush leaves with the onset of the rains. In Costa Rica, the only species displaying the opposite pattern is Bonellia nervosa. To determine if seasonal changes in light availability are associated with the leaf and reproductive phenology of this species, we monitored leaf production, survival, and life span, as well as flower and fruit production from April 2000 to October 2001 in Santa Rosa National Park. Leaf flushing and flower bud production took place shortly after the autumnal equinox when day length starts to decrease. Leaves began expansion at the end of the wet season, and plants reached 70 % of their maximum leaf area at the beginning of the dry season, maintaining their foliage throughout the entire dry period. Leaf shedding occurred gradually during the first three months of the wet season. Leaf flushing and shedding showed high synchrony, with leaf numbers being related to light availability. Maximum leaf production coincided with peaks in radiation during the middle of the dry season. Decreasing day length induces highly synchronous flower bud emergence in dry forest species, but this is the first study indicating induction of leaf flushing by declining day length.",5,Journal,ar,Article,100,2,2,Bonellia nervosa | Inverse phenology | Photoperiodic induction | Santa Rosa National Park | Tropical dry forest,13567,undefined,0,FALSE,168,18624241,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749098331,SCOPUS_ID:47749098331,2-s2.0-47749098331,From the mechanical complexity in biology,Herrero Uribe L.,Revista de Biologia Tropical,00347744,56,1,399-407,2008-03-01,March 2008,"Through history, each century has brought new discoveries and beliefs that have resulted in different perspectives to study life organisms. In this essay, I define three periods: in the first, organisms were studied in the context of their environment, in the second, on the basis of physical and chemical laws, and on the third, systemically. My analysis starts with primitive humans, continues to Aristoteles and Newton, Lamarck and Darwin, the DNA doble helix discovery, and the beginnings of reduccionism in science. I propose that life is paradigmatical, that it obeys physical and chemical laws but cannot be explained by them I review the systemic theory, autopoiesis, discipative structures and non- linear dynamics. I propose that the deterministic, lineal and quantitative paradigm of nature are not the only way to study nature and invite the reader to explore the complexity paradigm.",1,Journal,re,Review,100,1,1,Complexity | History | Mecanicism | Organisms | Perspectives,13567,undefined,0,FALSE,169,18624253,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/47749084279,SCOPUS_ID:47749084279,2-s2.0-47749084279,"Richness and abundance of birds in riparian forest belts of varied breadths at the Sesesmiles river microwatershed, Copan, Honduras",Arcos I.T.,Revista de Biologia Tropical,00347744,56,1,355-369,2008-03-01,March 2008,"Riparian forests protect many species of plants and animals. We studied bird communities in riparian forest belts of the Sesesmiles river microwatershed, Copan, Honduras (140° 43' 12'' - 140° 58' 35'' N, 88° 53' 23'' - 89° 14' 17'' W). The main goal was to explore the effects of belt breadth on the richness and abundance of avian species visiting these forests. We selected 20 belts, and randomly established 30 observation points to monitor bird presence in the dry (March-April 2005) and rainy (June-July 2005) season (N= 60 observations). A total of 1 294 birds belonging to 145 species were recorded. Bird diversity was significantly correlated to the breadth of the riparian belts, with a greater number of species and individuals in belts 50 m wide or wider. Insectivorous and nectarivorous birds were the most abundant guilds. All bird species identified depend to some degree on riparian forests and are affected by belt breadth. Riparian belts over 50 m should be kept or established in order to conserve bird populations within agricultural and fragmented landscapes in similar tropical areas.",7,Journal,ar,Article,100,4,4,Avian biodiversity | Forest dependence | Riparian forests | Trophic levels,13567,undefined,0,FALSE,170,18624250,NA,NA,NA
