@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/33646542530,SCOPUS_ID:33646542530,2-s2.0-33646542530,Effect of species interactions on landscape abundance patterns,Buckley L.,Journal of Animal Ecology,00218790,13652656,74,6,1182-1194,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01012.x,"1. We develop a process-based bioenergetic model that incorporates population dynamics to predict the abundance trends for Anolis lizards along elevation gradients in the Lesser Antilles islands. Model outcomes are compared with empirical abundance trends on islands with and without species interactions and with differential topography. 2. The bioenergetic model incorporating body size, thermal physiology and prey abundance qualitatively predicts how lizard abundance declines with elevation for solitary anole species. Empirical elevation trends on northern and southern one-species islands have similar slopes but different intercepts at sea level. The greater anole abundance on the southern islands is predicted by the model when parameterized with the empirically observed higher insect abundance. 3. Anole abundance patterns on two-species islands diverge from the bioenergetic model predictions. One species is more abundant at sea level and the other more abundant at higher elevations compared with the trend for solitary anoles. Species interactions modify population responses to elevation gradients. © 2005 British Ecological Society.",25,Journal,ar,Article,100,2,2,Bioenergetic model | Competition | Environmental gradient | Habitat selection | Lizard physiology,29544,undefined,1,TRUE,all,All Open Access,11
true,https://api.elsevier.com/content/abstract/scopus_id/33646093838,SCOPUS_ID:33646093838,2-s2.0-33646093838,"Condition, reproduction and survival of barn swallows from Chernobyl",Møller A.P.,Journal of Animal Ecology,00218790,13652656,74,6,1102-1111,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01009.x,"1. We investigated the relationship between radiation arising from the fall-out due to the explosion of the nuclear reactor at Chernobyl, Ukraine, and body condition, rate of reproduction and survival in a migratory passerine bird, the barn swallow Hirundo rustica L., by comparing a contaminated region and a control region (Kanev) during 6 years between 1991 and 2004. 2. The fraction of nonreproducing adults was on average 23% in Chernobyl compared with close to zero in Kanev and other European populations. 3. Body condition as estimated from body mass was similar in Chernobyl and Kanev. Although laying date did not differ significantly between the two regions, clutch was reduced by 7%, brood size by 14% and hatching success by 5% in the Chernobyl region relative to the control area. 4. Annual adult survival, estimated from mark-recapture analyses, was on average 28% in the Chernobyl region, but 40% in Kanev. 5. The relationships were generally confirmed in rank correlation analyses between response variables and ambient radiation levels in different colonies. 6. The overall findings are consistent with the hypothesis that radioactive contamination in the Chernobyl region has significant negative impact on rates of reproduction and survival of the barn swallow. We hypothesize that these effects are mediated by antioxidants and/or mutations. © 2005 British Ecological Society.",67,Journal,ar,Article,100,6,6,Antioxidants | Body condition | Clutch size | Hatching success | Hirundo rustica | Nonbreeding | Population change | Survival,29544,undefined,1,TRUE,all,All Open Access,12
true,https://api.elsevier.com/content/abstract/scopus_id/32944473544,SCOPUS_ID:32944473544,2-s2.0-32944473544,The impact of rare species on natural assemblages,Gray J.,Journal of Animal Ecology,00218790,13652656,74,6,1131-1139,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01011.x,"1. Compared with most terrestrial data sets used in development of theoretical models, what characterizes data sets from marine soft sediments is that they have a very high number of species. Marine data also show large numbers of rare species, even if the extent of the study is greatly increased from a few square metres to hundreds of square kilometres. 2. Fitting log-normal distributions to data on species abundance distributions (SADs) for marine benthic assemblages from the continental shelf of Norway, and for the well-studied tropical tree data of Barro Colorado Island, Panama (BCI), show patterns suggesting that more than one log-normal distribution occurs. 3. We have developed a simple model of SADs comprising two groups of log-normally distributed species, a group of rare species and a group of common species. The model appears to fit the marine data and also applies to the BCI tropical tree data and yet is simpler than Hubbell's Zero-Sum Multinomial (ZSM) distribution model. 4. The plots of the model results show that the marine data are dominated by the rare group of species at all scales studied. In the tropical tree assemblage a similar pattern to that in the marine data is apparent only at small spatial scales (5 and 10 ha), but not at the larger extent (25-50 ha). It is important to note, however, that marine data at all the scales studied are samples from a given area, whereas the terrestrial data are exact counts of all species of tree within the total 50 ha plot studied. 5. Most ecological data are likely to be based on samples rather than exact counts so the patterns found with the marine data are likely to be common, and our findings general ones. 6. A biological explanation for the two-group log-normal model is that recruitment of rare species from outside the studied area dominates benthic assemblages of soft sediments at all sampled scales. Within the tropical forest the dominance of recruitment processes are only apparent at small scales. 7. Thus, the interpretation of SAD patterns depends greatly on the type of data collected, i.e. whether they are exact counts or samples. We believe that structuring processes are similar in marine and many terrestrial systems and these processes probably conform to the mass-effects paradigm of the newly termed meta-community concept. © 2005 British Ecological Society.",63,Journal,ar,Article,100,3,3,Immigration processes | Log-normal | Species abundance distributions | Two-group model,29544,undefined,1,TRUE,all,All Open Access,13
true,https://api.elsevier.com/content/abstract/scopus_id/32944471208,SCOPUS_ID:32944471208,2-s2.0-32944471208,Taxonomic distinctness as a measure of diversity applied over a large scale: The benthos of the Norwegian continental shelf,Ellingsen K.,Journal of Animal Ecology,00218790,13652656,74,6,1069-1079,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01004.x,"1. Data on soft-sediment macrobenthos from the Norwegian continental shelf (56-71°N) was used to examine the use of average taxonomic distinctness (Δ+, a measure of the average degree to which species are related to each other) as a diversity measure. 2. Δ+ for all taxa combined decreased with both latitude and depth. In contrast Δ+ for annelids and crustaceans (71% of the fauna) was positively correlated to latitude and depth, whereas molluscs (20.1% of the fauna) were not related to latitude or depth. Depth explained most of the variance in Δ+ for annelids and crustaceans. Neither latitude nor grain size appeared to be important in explaining large-scale patterns in the taxonomic breadth of the three dominant phyla. In contrast latitude rather than depth explained most of the variance in Δ+ of all taxa combined. 3. The finding that molluscs showed different patterns of Δ+ than the two other dominant phyla shows that the biodiversity of different phyla responded differently to environmental gradients and that one phylum cannot be used as a surrogate for others in such studies. The most likely explanation for the inconsistency in Δ+ is because the taxonomic classification system also varies between different phyla, and taxonomically related biodiversity measures might be more meaningfully applied to a single phylum than to all taxa combined. 4. Δ+ and species richness (S) displayed different patterns of biodiversity. Thus Δ+ is not a surrogate for species richness. Species richness of all taxa combined and annelids were highest in the middle depth range, and lowest in the shallowest and deepest parts of the shelf. Most of the variance in species richness is accounted for by depth, followed by latitude and grain size for all three dominant phyla and all taxa combined. © 2005 British Ecological Society.",88,Journal,ar,Article,100,4,4,Environmental variables | Latitude | Marine biodiversity | Soft-sediment communities | Taxonomic distinctness,29544,undefined,1,TRUE,all,All Open Access,14
true,https://api.elsevier.com/content/abstract/scopus_id/30844438184,SCOPUS_ID:30844438184,2-s2.0-30844438184,Weather packages: Finding the right scale and composition of climate in ecology,Stenseth N.,Journal of Animal Ecology,00218790,13652656,74,6,1195-1198,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01005.x,"1. Animals are affected by local weather variables such as temperature, rainfall and snow. However, large-scale climate indices such as the North Atlantic Oscillation (NAO) often outperform local weather variables when it comes to explain climate-related variation in life history traits or animal numbers. 2. In a recent paper, Hallet et al. (2004, Nature, 430, 71-75) document convincingly why this may happen. In this perspective, we identify from the literature three mechanisms why this is so: (1) the time window; (2) the spatial window; and (3) the weather composition component of climate. 3. Such an understanding may be used to derive even better 'weather packages' than the NAO. © 2005 British Ecological Society.",143,Journal,re,Review,100,2,2,Life history | Mammals | Migration | North Atlantic Oscillation | Population ecology,29544,undefined,0,FALSE,NA,NA,15
true,https://api.elsevier.com/content/abstract/scopus_id/27944496607,SCOPUS_ID:27944496607,2-s2.0-27944496607,"Interannual variation in the post-weaning and juvenile survival of subantarctic fur seals: Influence of pup sex, growth rate and oceanographic conditions",Beauplet G.,Journal of Animal Ecology,00218790,13652656,74,6,1160-1172,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01016.x,"1. A major hypothesis of life history theory is that early development conditions affect future survival and reproductive success. However, although a growing number of studies have addressed this question, many of them are taxonomically biased, thereby impeding the generalization of this hypothesis. 2. This study examines the factors influencing post-weaning survival in five weaned cohorts of subantarctic fur seal pups from Amsterdam Island, southern Indian Ocean. It used mark-recapture data from 7 consecutive years of different environmental conditions. 3. The cohort return rate varied from 45% to 74% of weaned pups, depending on the year of weaning. In each cohort, 96% of weaned pups returned between 3 and 6 years of age, and none of the factors examined seemed to influence this timing pattern. The probability of survival to this first return was negatively related to sea-surface temperature anomalies (SSTa) of the 6 months following the weaning process. It increased with pup preweaning growth rate and differed between the sexes. Females' survival rate was significantly higher than males', except during years of extreme SSTa, where no difference was detected. 4. The juvenile state represented young individuals after their first return on their native island. Annual juvenile tag loss rate was constant at 0.217 (SE = 0.027), whereas temporary emigration rate varied over cohorts and was higher in males 0.423 (SE = 0.035) than in females 0.170 (SE = 0.012). This dispersion pattern may be prolonged in some cases, as the yearly immigration probability was constant at 0.290 (SE = 0.065). 5. Taking into account tag loss and temporary emigration, the estimated yearly survival probability of juveniles was 0.964 (SE = 0.022). This value was unrelated to any tested oceanographic or individual parameter including sex. 6. Results support the hypothesis that early development traits affect short-term post-weaning survival. However, no long-term effect of maternal postnatal investment was detected after the first return to the native island. Results also indicate that the effect of early development traits on survival interacts with environmental conditions encountered shortly after independence of individuals. © 2005 British Ecological Society.",76,Journal,ar,Article,100,4,4,Early development | Multistate mark-recapture models | Post-lactating survival | Sea surface temperature anomalies | Temporary emigration,29544,undefined,0,FALSE,NA,NA,16
true,https://api.elsevier.com/content/abstract/scopus_id/27144473698,SCOPUS_ID:27144473698,2-s2.0-27144473698,Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators,Niskanen M.,Journal of Animal Ecology,00218790,13652656,74,6,1091-1101,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01008.x,"1. Aposematism is an antipredatory strategy in which prey animals conspicuously signal their noxiousness to potential predators. This successful strategy is based on avoidance learning of predators. 2. Most species in the viperid genus Vipera have a characteristic dorsal zigzag pattern. It has previously been suggested that the dorsal zigzag pattern of Vipera berus (the adder) has a cryptic function and thus makes the snake less conspicuous to avian predators. However, a recent experiment suggested that the pattern may function as an aposematic signal rather than being cryptic, and therefore induces active avoidance in avian predators. 3. We conducted a field experiment in Dõana national park in Spain, testing whether the zigzag pattern gives survival value to Vipera latastei gaditana against avian predators. We used two sizes of plasticine models with a zigzag pattern vs. without a zigzag pattern to record attacks by avian predators. The background was controlled (white vs. natural) to exclude the possibility that one morph would be more cryptic to predators than the other one. We also tested size-dependent mortality against the signalling and nonsignalling snakes as aposematic signal is expected to enhance the survival of the aposematic species in a size-dependent manner. 4. Predation pressure against snakes was severe, and on average 39% of models were attacked. Coloration did not enhance the survival of juvenile-sized zigzag-patterned snakes, but significantly increased the survival of adult-sized zigzag-patterned snakes on both backgrounds. 5. Our results provide further support for the aposematism hypothesis of zigzag-patterned noxious snakes, although the advantage due to disruptive coloration is not mutually exclusive. © 2005 British Ecological Society.",91,Journal,ar,Article,100,2,2,Aposematism | Avian predation | Size-dependent selection | Snakes | Vipera latastei,29544,undefined,0,FALSE,NA,NA,17
true,https://api.elsevier.com/content/abstract/scopus_id/24944556936,SCOPUS_ID:24944556936,2-s2.0-24944556936,Vole cycles and predation in temperate and boreal zones of Europe,Korpimäki E.,Journal of Animal Ecology,00218790,13652656,74,6,1150-1159,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01015.x,"1. Graham & Lambin (2002) have reported on a weasel-reduction experiment, concluding that the impact of weasel predation on field vole survival was neither sufficient nor necessary to initiate and drive the cyclic decline of field vole populations in Kielder Forest, northern England. They also stated that their findings contradict conclusively the specialist predator hypothesis put forward to explain population cycles of voles in North Europe. 2. Straightforward inferences from Kielder Forest to the northern boreal zone are misleading, because the population cycles of voles in Kielder Forest differ essentially from North European vole cycles. The low amplitude of the vole cycles in Kielder Forest, their restricted spatial synchrony in comparison to northern Europe and the virtual lack of interspecific synchrony in Kielder Forest suggest that there are essential differences between the mechanisms responsible for the two types of cyclic fluctuations of voles. 3. The weasel-reduction experiment may provide a misleading picture on the role of predators, even in the Kielder Forest cycle. The experimental reduction of weasels alone may not stop the population decline of voles, because competing larger predators are expected to increase their hunting in the weasel-reduction areas. The small spatial scale of the experiment, which produced only slight, short-term differences in weasel densities between reduction and control areas, also suggests that other predators could have compensated easily for the weasels that were removed. 4. We propose a new version of the predation hypothesis to explain low-amplitude population cycles of voles in temperate Europe, including the Kielder Forest. The interaction between generalist predators and vole populations might account for these cycles because generalists can have a functional response that is destabilizing in the neighbourhood of the equilibrium point. As most generalists are orders of magnitude larger than weasels, and thus need much more food for survival, generalist-driven cycles should be characterized by high prey minima, as observed in Kielder Forest. © 2005 British Ecological Society.",64,Journal,ar,Article,100,6,6,Functional response | Generalist predators | Herbivores | Population cycles | Specialist predators,29544,undefined,0,FALSE,NA,NA,18
true,https://api.elsevier.com/content/abstract/scopus_id/24644515781,SCOPUS_ID:24644515781,2-s2.0-24644515781,"Complex interactions of light, nutrients and consumer density in a stream periphyton-grazer (tailed frog tadpoles) system",Mallory M.,Journal of Animal Ecology,00218790,13652656,74,6,1020-1028,2005-11-01,November 2005,10.1111/j.1365-2656.2005.01000.x,"1. Consumer-resource interactions may be modified by complex environmental interactions. We experimentally manipulated light, nutrients, consumer density (tailed frog tadpoles - Ascaphus truei), and enclosure sizes in two small and steep streams of coastal British Columbia, Canada. We used flow-through, screened enclosures in situ as experimental units and measured the responses of algae (as chlorophyll a), periphyton (ash-free dry mass) and growth rates of tailed frog tadpoles using a factorial model design. 2. Light exerted a strong, positive effect on algae and periphyton production with 30-40% higher biomass over shaded treatments, and a 14% higher relative growth rate of tadpoles. Nutrient additions had little to no effect on any measure, alone or in interaction with other factors. Tadpole growth, algae and periphyton standing crop were significantly reduced along a gradient of increasing consumer density. Enclosure size had a large effect on all three measures. 3. Algae and periphyton production were under simultaneous top-down (tadpole grazing) and bottom-up control (light); however, the relative importance of these effects was stream-dependent. At Klondike Creek algae and periphyton production was influenced primarily by grazing, and by light levels at Dipper Creek. 4. Mean growth rate of tadpoles was on average 45% higher at Klondike Creek than at Dipper Creek. Most of the effects of the abiotic treatments and consumer density interacted statistically with stream identity, despite these streams being very similar and < 6 km apart. The strong effect of stream on the outcomes may be a consequence of large temperature differences. 5. This study demonstrated that light, consumer density, stream, enclosure size and nutrients alone and in combination affected algae and periphyton production, and grazer growth rate. While the interactions between consumer and resources were tightly coupled, the relative importance of the driving factors varied significantly between nearby streams. © 2005 British Ecological Society.",48,Journal,ar,Article,100,2,2,Ascaphus truei | Density-dependent interactions | Grazer-periphyton interactions | Light | Nutrients,29544,undefined,0,FALSE,NA,NA,19
true,https://api.elsevier.com/content/abstract/scopus_id/33745286500,SCOPUS_ID:33745286500,2-s2.0-33745286500,Fish ecology and terrestrial carbon use in coastal areas: Implications for marine fish production,Darnaude A.,Journal of Animal Ecology,00218790,13652656,74,5,864-876,2005-09-01,September 2005,10.1111/j.1365-2656.2005.00978.x,"1. To investigate the role of fish ecology in controlling terrestrial particulate organic matter (POM) uptake by benthic fish species and population responses to changes in continental inputs to coastal areas, depth distribution, diet and stable isotope (δ13C and δ15N) data from the juveniles and adults of five important flatfish species (Arnoglossus laterna, Buglossidium luteum, Citharus linguatula, Solea lascaris and S. solea) were compared off the Rhone River delta (NW Mediterranean). 2. In moderate river discharge, isotopic signatures differed with fish species and benthic life stage, suggesting intra- and interspecific differences in trophic levels and food sources. Food web analysis indicated terrestrial POM uptake in all life stages of S. solea and A. laterna (δ13C = - 20.1 to -20.0‰ and -18.9 to -18.2‰, respectively), in the adults of B. luteum (δ13C = -19.0‰) and in the juveniles of S. lascaris (δ13C = -18.7‰), whereas all life stages of C. linguatula (δ13C = -17.6‰), S. lascaris adults (δ13C = -16.9‰) and B. luteum juveniles (δ13C = -17.5‰) exploited marine POM almost exclusively. 3. Fish diet and depth distribution accounted fully for the intra- and interspecific differences in terrestrial POM uptake observed. Greater terrestrial signatures were observed in fish eating larger quantities of deposit-feeding polychaetes (the main prey exploiting terrestrial POM for growth) and occurring mainly in the 30-50 m depth zone (where river POM sedimentation and its uptake by the benthos were the highest). Due to intra- and interspecific differences in fish depth distribution and diet, Rhone River floods were predicted to have little effect on C. linguatula populations but to increase the other four species' local stocks for several years, with a maximum impact on S. solea. 4. This study shows that the ability of benthic fish to exploit terrestrial POM inputs to the coastal zone depends strongly on their ecology. As this parameter will determine fish populations' reactions to river floods, it must be assessed carefully before making hypotheses about the consequences of variations in river discharge on coastal fisheries' production. © 2005 British Ecological Society.",69,Journal,ar,Article,100,1,1,Benthic food webs | Flatfish | Population dynamics | River run-off | Stable isotopes,29544,undefined,1,TRUE,all,All Open Access,20
