@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0029661320,SCOPUS_ID:0029661320,2-s2.0-0029661320,Bergmann size clines: A simple explanation for their occurrence in ectotherms,Van Voorhies W.,Evolution,00143820,50,3,1259-1264,1996-01-01,June 1996,In general ectothermic organisms grow larger at both lower temperatures and higher latitudes. Adult size in the soil nematode Caenorhaditis elegans reared at 10°C was approximately 33% greater than worms grown at 25°C. Nematode egg size and fish red blood cell size showed similar size increases at lower temperatures. These results indicate that body size differences in many ectotherms may simply be a consequence of developmental processes that cause cells to grow larger at lower temperatures. This would provide a general explanation for the increased size of ectoherms at lower temperatures independent of species-specific ecology.,234,Journal,ar,Article,100,1,1,Bergmann size cline | Bergmann's Rule | body size | Caenorhaditis elegans | cell size | temperature,22104,undefined,0,FALSE,180,10.1111/j.1558-5646.1996.tb02366.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661317,SCOPUS_ID:0029661317,2-s2.0-0029661317,Adaptation and constraint in the evolution of the physiology and behavior of the Namib desert tenebrionid beetle genus Onymacris,Ward D.,Evolution,00143820,50,3,1231-1240,1996-01-01,June 1996,"A comparative phylogenetic approach was used to test the following adaptive hypotheses pertaining to the physilogical abilities of the Namib desert tenebrionid beetle genus Onymacris to withstand the hot dry desert environment: (1) Desert-interior species evolved longer legs (relative to body size) than beetles in the cooler coastal region to facilitate stilting, i.e., elevating their bodies out of the hot boundary layer of air close to the substrate, (2) Wax blooms on the exoskeleton, which reduce evaporative water loss, are more likely to evolve in desert interior species than in coastal species. (3) The high costs of activity in the extreme climates select for perfect coadaptation of preferred body temperatures (i.e., optimal temperatures for activity) and those they achieve in the field. All three of these adaptive hypotheses were supported by the results of squared- change parsimony and independent-contrasts analyses. Additionally, a parsimony approach suggested that a novel means of obtaining water from periodic fogs, known as fiog basking, has evolved independently on two occasions.",40,Journal,ar,Article,100,2,2,Beetles | behavior | comparative method | morphology | Namib desert | phylogeny | physiology | Tenebrionidae,22104,undefined,0,FALSE,181,10.1111/j.1558-5646.1996.tb02363.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661315,SCOPUS_ID:0029661315,2-s2.0-0029661315,Within- and between-generation effects of temperature on the morphology and physiology of Drosophila melanogaster,Crill W.D.,Evolution,00143820,50,3,1205-1218,1996-01-01,June 1996,"We investigated the effects of developmental and parental temperatures on several physiological and morphological traits of adult Drosophila melanogaster. Flies for the parental generation were raised at either low or moderate temperature (18°C or 25°C) and then mated in the four possible sex by-parental temperature crosses. Their offspring were raised at either 18°C or 25°C and then scored as adults for morphological (dry body mass, wing size, and abdominal melanization [females only]), physiological (knock- down temperature, and thermal dependence of walking speed), and life history (egg size) traits. The experiment was replicated, and the factorial design allows us to determine whether and how paternal, maternal, and developmental temperatures (as well as offspring sex) influence the various traits. Sex and developmental temperature had major effects on all traits. Females had larger bodies and wings, higher knock down temperatures, and slower speeds (but similar shaped performance curves) than males. Development at 25°C (versus at 18°C) increased knock-down temperature, increased maximal speed and thermal performance breadth, decreased the optimal temperature for walking, decreased body mass and wing size, reduced abdominal melanization, and reduced egg size. Parental temperatures influenced a few traits, but the effects were generally small relative to those of sex or developmental temperature. Flies whose mother had been raised at 25°C (versus at 18°C) had slightly higher knock down temperature and smaller body mass. Flies whose father had been raised at 25°C had relatively longer wings. The effects of paternal, maternal, and developmental temperatures sometimes differed in direction The existence of significant within and between- generation effects suggests that comparative studies need to standardize thermal environments for at least two generations, that attempts to estimate 'field' heritabilities may be unreliable for some traits, and that predictions of short-term evolutionary responses to selection will be difficult.",156,Journal,ar,Article,100,3,3,Acclimation | body size | coloration | developmental effects | Drosophila melanogaster | egg size | locomotion | maternal effects | paternal effects | temperature,22104,undefined,0,FALSE,182,10.1111/j.1558-5646.1996.tb02361.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661303,SCOPUS_ID:0029661303,2-s2.0-0029661303,"Demographic genetics of a pioneer tropical tree species: Patch dynamics, seed dispersal, and seed banks",Alvarez-Buylla E.R.,Evolution,00143820,50,3,1155-1166,1996-01-01,June 1996,"We consider whether changes in population-genetic structure through the life cycle of Cecropia obtusifolia, a tropical pioneer tree, reflect its gap-dependent demography and the role of evolutionary processes that are important for this species. We asked whether the spatial scale at which population-genetic subdivision occurs corresponds to the scale of habitat patchiness created by gap dynamics; whether patterns of seed dispersal and storage in the soil affect spatial genetic patterns; and whether spatial genetic patterns change through the species life cycle. We estimated Wright's F-statistics for six successive life history stages for individuals grouped into subpopulations according to occurrence in natural gaps, physical proximity, or occurrence within large quadrats. For each life stage. F(ST)-statistics were significantly higher when individuals were grouped by gaps, although concordant patterns across life stages for the three grouping methods were obtained. This supports the hypothesis that patchy recruitment in gaps or among-gap heterogeneity influences the species' genetic structure. F-statistics of seeds collected from females before dispersal (tree seeds), seed-rain seeds, soil seeds, seedlings, juveniles, and adults grouped by gaps, were, respectively: F(IT) = 0.004, 0.160, 0.121, 0.091. -0.0002, -0.081:F(IS) = 0.032, 0.124, 0.118, 0.029, - 0.016, -0.083;and F(ST) = 0.035, 0.041, 0.003, 0.063, 0.015, 0.002. Spatial genetic differentiation in rain seeds was not significantly lower than that of tree seeds. The loss of genetic structure in the soil seed bank, relative to that found in the seed rain may be due to sampling artifacts, but alternative explanations, such as microsite selection or temporal Wahlund effect are also discussed. If structure among soil seeds is unbiased, the peak in seedling F(ST) may be due to microsite selection. F(IS) of seeds in the rain and soil were significantly greater than zero. A Wahlund effect is the most likely cause of these positive F(IS) values. Such fine- scale substructuring could be caused by correlated seed deposition by frugivores. The decrease in F(IS) from seedlings to adults could result from loss of fine-scale genetic structure during stand thinning or from selection.",89,Journal,ar,Article,100,4,4,Cecropia obtusifolia | colonizing species | demographic genetics | disturbance | F-statistics | gaps | patch dynamics | population- genetic structure | seed dispersal | seed-bank genetics | tropical rain forest,22104,undefined,1,TRUE,183,10.1111/j.1558-5646.1996.tb02356.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661301,SCOPUS_ID:0029661301,2-s2.0-0029661301,Measurements of natural selection on floral traits in wild radish (Raphanus raphanistrum). II. Selection through lifetime male and total fitness,Conner J.K.,Evolution,00143820,50,3,1137-1146,1996-01-01,June 1996,"It has often been suggested that selection on floral traits in hermaphroditic plants should occur primarily through differences in male fitness. However, measurements of selection on floral traits through differences in lifetime male fitness have been lacking. We measured selection on a variety of wild radish floral traits using lifetime male fitness measured derived from paternity analysis. These male fitness estimates were then combined with estimates of lifetime female fitness of the same plants to produce measurements of selection based on lifetime total fitness. Contrary to the prediction above, there was no strong evidence for selection on floral morphology through male fitness differences in any of the three years of the study but there was strong selection for increased flower size through female fitness differences in one year. The main determinant of both male and female fitness in all years was flower number, this lead to moderately positive correlations between male and female fitness in all three years.",94,Journal,ar,Article,100,4,4,Floral traits | lifetime male fitness | natural selection gradients | paternity analysis | Raphanus raphanistrum | wild radish,22104,undefined,1,TRUE,184,10.1111/j.1558-5646.1996.tb02354.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661299,SCOPUS_ID:0029661299,2-s2.0-0029661299,Measurements of natural selection on floral traits ln wild radish (Raphanus raphanistrum). I. Selection through lifetime female fitness,Conner J.K.,Evolution,00143820,50,3,1127-1136,1996-01-01,June 1996,"Although the role of natural selection in the evolution of floral traits has been of great interest to biologists since Darwin, studies of selection on floral traits through differences in lifetime fitness have been rare. We measured selection acting on flower number flower size, stigma exsertion, and ovule number per flower using field data on lifetime female fitness (seed production) in wild radish, Raphanus raphanistrum. The patterns of selection were reasonably consistent across three field seasons, with strong directional selection for increased flower production in all three years, weaker selection for increased ovule number per flower in two years, and selection for increased flower size in one year. The causes of the selection were investigated using path analysis combined with multiplicative fitness components. Increased flower production increased fruit production directly, and increased numbers of ovules per flower increased the number of seeds per fruit in all three years; pollinator visitation did not influence either of these fitness components. Increased flower size was associated with increases in both the number of fruit and the number of seeds per fruit in one year, with the latter relationship being stronger. Total lifetime seed production was affected more strongly by differences in fruit production than by differences in either the number of seeds per field or the proportion of fertilized seeds that were viable, but all three fitness components were positively correlated with total seed production.",96,Journal,ar,Article,100,3,3,Lifetime fitness | multiplicative fitness components | natural selection gradients | path analysis | Raphanus raphanistrum | wild radish,22104,undefined,0,FALSE,185,10.1111/j.1558-5646.1996.tb02353.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661298,SCOPUS_ID:0029661298,2-s2.0-0029661298,Environment-dependence of quantitative genetic parameters in Impatiens pallida,Bennington C.C.,Evolution,00143820,50,3,1083-1097,1996-01-01,June 1996,"Population response to selection depends on the presence of additive genetic variance for traits under selection. When a population enters an alien environment, environment-induced changes in the expression of genetic variance may occur. These could have large effects on the response to selection. To investigate the environment dependence of genetic variance, we conducted a reciprocal transplant experiment between two ecotypically differentiated populations of Impatiens pallida rising the progeny of a standard mating design. The floodplain site was characterized by high water availability, moderate temperatures, and continuous dense stands of Impatiens. The hillside site was drier, with larger temperature extremes and supported only scattered patches of Impatiens with significantly lower seed production and earlier mortality. Estimates of heritability were low for each of the 13 traits measured in each population and site(range from 0- 28%). Additive genetic variance for life history traits tended to be larger than for morphological traits, but genetic variance in fitness was estimated to be not significantly different from zero in all cases. Significant heritability was detected in both populations for one trait (date of first cleistogamous flower) known to be closely related to fitness on the hillside. In general, heritability was reduced for populations when grown in the hillside site relative to the floodplain site, suggesting that stress acts to reduce the expression of genetic variance arid the potential to respond to selection there. Consistent reductions in heritability associated with more stressful environments suggest that populations invading such sites may undergo little adaptive differentiation and be more prone to local extinction.",47,Journal,ar,Article,100,2,2,Environmental stress | genotype by environment interaction | heritability | Impatiens pallida | life-history characters,22104,undefined,1,TRUE,186,10.1111/j.1558-5646.1996.tb02349.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661296,SCOPUS_ID:0029661296,2-s2.0-0029661296,Drought stress and inbreeding depression in Lychnis flos- cuculi (Caryophyllaceae),Hauser T.P.,Evolution,00143820,50,3,1119-1126,1996-01-01,June 1996,"Interactions between drought stress and inbreeding depression were studied in Lychnis flos-cuculi. Four inbreeding levels (F = 0, 0.25, 0.50 and 0.75), and three watering treatments were used. Performance was scored for germination rate and proportion, survival, plant size, proportion of plants flowering, flowering date, stem height, number of flowers, flower size, anther weight, fruiting proportion and number of capsules. Multiplicative fitness values were estimated from these traits. Inbreeding affected most of the traits studied, and a severe inbreeding depression was found for the combined fitness estimates. The higher inbreeding depression found here relative to the same family groups in a former experiment may reflect greater dominance and suppression in the present experiment at higher density. Drought stress exacerbated the inbreeding depression observed for survival, whereas no interaction between inbreeding and stress was found for the fecundity variables or for the combined fitness estimates. The generality and possible biological mechanisms behind inbreeding depression x environment interactions are discussed.",82,Journal,ar,Article,100,2,2,Drought stress | inbreeding depression | Lychnis flos-cuculi,22104,undefined,1,TRUE,187,10.1111/j.1558-5646.1996.tb02352.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661221,SCOPUS_ID:0029661221,2-s2.0-0029661221,Adaptation to fine-grained environmental variation: An analysis of within-individual leaf variation in an annual plant,Winn A.A.,Evolution,00143820,50,3,1111-1118,1996-01-01,June 1996,"Recent studies of evolution in heterogeneous environments have concentrated on the role of coarse-grained environmental variation. Here I explore the potential for modular organism to adapt to fine- grained environmental variation through within-individual variation among modules. I describe the pattern of variation among leaves of single individuals and report results of initial analyses of genetic variation for within- individual variability in leaf traits and of genetic correlations that could influence the rate of further evolution within-individual variation of these traits. Plants from 24 paternal half-sib families were raised in growth chambers, and five traits were measured for two leaves produced by each plant. Four of the five traits differed significantly between sampling times. Genetic analyses revealed significant additive genetic variation for within-individual variation in several traits. Estimates of family mean correlation between traits expressed times suggest few relationships that would be expected to impede response to selection for changes in the pattern of within-individual variation in leaf traits. These results support the possibility that within-individual variation could evolve as an adaptive response to fine-grained environmental variation and suggest a need for further investigation to improve understanding of evolution in heterogeneous environments.",42,Journal,ar,Article,100,1,1,Dicerandra linearifolia | environmental heterogeneity | genetic correlation | genotype-by-environment interaction | phenotypic plasticity | programmed developmental change | temperature,22104,undefined,1,TRUE,188,10.1111/j.1558-5646.1996.tb02351.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661220,SCOPUS_ID:0029661220,2-s2.0-0029661220,"Inferences about quantitative inheritance based on natural population structure in the yellow monkeyflower, Mimulus guttatus",Ritland K.,Evolution,00143820,50,3,1074-1082,1996-01-01,June 1996,"We used a nonmanipulative, marker-based method to study quantitative genetic inheritance in two habitats of a common monkeyflower populations. The method involved regressing quantitative trait similarity on marker estimated relatedness between individuals sampled in the field. We sampled 300 adult plants from each of two transects, one along a stream habitat and another through a meadow habitat. For each plant we measured 10 quantitative characters and assayed 10 polymorphic isozyme loci. In the meadow habitat, relatedness of plants within 1 m was moderate (r = 0.125, corresponding to half-sibs) as was actual variance of relatedness (V(r) = 0.044). Significant heritabilities of 50-70% were found for corolla width and the fitness characters of flower number and plant weight. Genetic correlations were strongly positive, but sharing of environmental effects within 1 m was weak. In the stream habitat, levels of relatedness were lower and similar heritabilities were indicated. To detect dominance variance and the correlation of phenotype due to shared inbreeding, we also estimated higher- order coefficients of relationship and inbreeding but these did not significantly differ from zero. Laboratory-based estimates of heritability in the field were lower than the marker-based estimates, indicating that natural heritabilities and genetic correlations may be stronger than indicated by controlled studies.",64,Journal,ar,Article,100,2,2,Genetic markers | heritability | Mimulus | quantitative genetics | relatedness,22104,undefined,1,TRUE,189,10.1111/j.1558-5646.1996.tb02348.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661196,SCOPUS_ID:0029661196,2-s2.0-0029661196,Evidence for sympatric genetic divergence of anadromous and nonanadromous morphs of sockeye salmon (Oncorhynchus nerka),Wood C.C.,Evolution,00143820,50,3,1265-1279,1996-01-01,June 1996,"Anadromous and nonanadromous morphs of the Pacific salmon Oncorhynchus nerka spawn in close physical proximity in tributaries to Takla Lake, British Columbia, yet differ in morphology, gill raker number, allozyme allele frequencies, and reproductive traits. Both morphs are semelparous typically maturing at age four, the anadromous morph (sockeye) at fork lengths of 38-65 cm and the nonanadromous morph (kokanee) at 17- 22 cm. When reared together, pure and hybrid morphs also exhibited different growth rates and maturity schedules. Collectively, these large differences between the morphs confirm that sockeye and kokanee exist as reproductively isolated populations. Average gene flow (m) was estimated to be 0.1-0.8% between morphs, 1.7-3.7% among tributaries for kokanee, and 0.3-5.6% among tributaries for sockeye. We conclude that divergence has occurred in sympatry and examine potential isolating mechanisms.",140,Journal,ar,Article,100,2,2,Anadromy | assortative mating | divergent selection | isolating mechanisms | kokanee | Oncorhynchus nerka | sockeye | speciation | sympatric populations,22104,undefined,0,FALSE,190,10.1111/j.1558-5646.1996.tb02367.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661195,SCOPUS_ID:0029661195,2-s2.0-0029661195,Effects of intrinsic and extrinsic factors on population fragmentation in three species of North American minnows (Teleostei: Cyprinidae),Tibbets C.A.,Evolution,00143820,50,3,1280-1292,1996-01-01,June 1996,"Geographic patterns of genetic variation (mithocondrial DNA [mtDNA] and allozymes) were used to examine effects of intrinsic characteristics (e.g., vagility, habitat specificity, and reproductive behaviors) and extrinsic factors (e.g., climatic and geological history) on populations fragmentation. The three species of cyprinid fishes examined (Tiaroga cobitis, Meda fulgida, and Angosia chrysogaster) occupied similar historical ranges within the lower Colorado River drainage, but differ in intrinsic characteristic conductive to populations fragmentation. Relationships among populations were similar across species, reflecting common historical influences, but results indicate the distribution of variation among species is strongly affected by intrinsic characteristics. Variation within two species (T. cobitis and M. fulgida) is subdivided among populations, suggesting little gene flow among rivers. In contrast, similarity of A. chrysogaster populations throughout the Gila River drainage supports the hypothesis that levels of gene flow are high for this species. Levels of mtDNA divergence were much higher than expected for both T cobitis and A. chrysogaster suggesting long-term isolation of geographic regions. These results indicate that both long-term and short-term extrinsic factors have shaped basic patterns of variation within these fishes; however, the intrinsic characteristics of each species have strongly affected the population genetic structure of these fishes.",72,Journal,ar,Article,100,2,2,Allozyme variation | Cyprinidae | geographic variation | mitochondrial DNA | population fragmentation,22104,undefined,1,TRUE,191,10.1111/j.1558-5646.1996.tb02368.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661189,SCOPUS_ID:0029661189,2-s2.0-0029661189,"Evolutionary potential and local genetic differentiation in a phenotypically plastic trait of a cyclical parthenogen, Daphnia magna",De Meester L.,Evolution,00143820,50,3,1293-1298,1996-01-01,June 1996,"The frequent use of neutral markers to quantify genetic variation in natural populations emphasizes the role of stochastic events in explaining genetic differentiation between poptdations. Complementary studies on ecologically relevant traits are needed to assess the role of natural selection acting on adaptive variation in the development of local genetic differentiation. To test the hypothesis of local adaptation in the cyclical parthenogenetic species Daphnia magna, the phototactic behavior in the absence and presence of fish kairomone wits assayed for 30 clones derived from resting eggs isolated from three habitats characterized by a different predation pressure by fish. Climes derived from populations in which fish are present were, on average, more negatively phototactic in and more responsive to the presence of fish kairomone than clones derived from a fishless habitat. In addition, the results show a high genetic diversity for the traits studied in all three gene pools investigated, indicating a high potential for microevolutionary changes in behavior of these Daphnia populations in the face of changes in predation pressure. The results of the present study indicate that working with large samples at the expense of having less precise estimates of genotypic values for specific genotypes may result in a loss of information with regard to the evolutionary potential of local populations.",86,Journal,ar,Article,100,1,1,Cyclic parthenogenesis | Daphnia | genetic polymorphism | local adaptation | phenotypic plasticity | phototactic behavior | predator avoidance | resting eggs | vertical migration,22104,undefined,1,TRUE,192,10.1111/j.1558-5646.1996.tb02369.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029661183,SCOPUS_ID:0029661183,2-s2.0-0029661183,Sex-specific costs of resistance to the fungal pathogen Ustilago violacea (Microbotryum violaceum) in Silene alba,Biere A.,Evolution,00143820,50,3,1098-1110,1996-01-01,June 1996,"Costs of resistance are often invoked to explain the maintenance of polymorphism for resistance to fungal pathogens in natural plant populations. To investigate such costs, 27 half-sib families of Silene alba, collected from a single host population, were grown in experimental populations in the presence and absence of the anther-smut fungus Ustilago violacea, a host-sterilizing pathogen transmitted by insects that are both pollinators and vectors of the disease. Host families significantly in resistance to inoculation, indicating the presence of genetic variation for mechanisms that impede fungal growth once the disease is encountered ('biochemical' resistance) within the host population. In addition, host families differed significantly in onset of flowering and in flower production in the absence of the disease. Path analysis revealed that late onset of flowering in male host families made a direct contribution to high resistance (P < .0.1), probably due to a reduced rate of contact between hosts and vectors varying high spore loads (avoidance, or 'phenological' resistance). The contribution of low production to field resistance only approached significance (P<0.10). There was a significantly positive genetic association between biochemical and phenological resistance, suggesting that delayed flowering is either a pleiotropic effect of biochemical resistance, or that genes governing these traits are in linkage disequilibrium. Path analysis revealed that biochemical resistance and both a direct contribution to field resistance (P < 0.01) and a positive indirect contribution via its association with phenology and flower production (P < 0.05) in male hosts. Costs of resistance were sex specific. Male host families with high field resistance had significantly lower reproductive success in healthy populations, indicating a fitness cost of field resistance (P < 0.01), whereas no costs were detected for female hosts. Path analysis revealed that the biochemical component of field resistance made to direct contribution to the observed fitness cost in male hosts, whereas its indirect effect through phenology was only marginally significant (P < 0.10). This finding indicates fitness costs were mainly due to the phenological component of field resistance. Because the host population had no known history of disease, it is not clear whether the fitness costs are responsible for maintenance of the resistance polymorphism or whether the polymorphism is present for reasons unrelated to pathogens. Interactions between host families and pathogen strains with respect to inoculation success were not significant. Hence, there was no evidence for indirect costs of biochemical resistance, that is, reduced resistance to alternative strains. Infection rates in experimental populations with an initially patchy distribution of the pathogen were lower than in populations with a uniform pathogen distribution, suggesting that the effective pathogen pressure and hence the relative success of susceptible and resistant individuals may, in addition to fitness costs of resistance, depend on the spatial populations structure of the pathogen.",86,Journal,ar,Article,100,2,2,Costs of resistance | genetic polymorphism | host phenology | male reproductive success | plant-pathogen interactions | Silene latifolia,22104,undefined,1,TRUE,193,10.1111/j.1558-5646.1996.tb02350.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660879,SCOPUS_ID:0029660879,2-s2.0-0029660879,Problems with testing inbreeding avoidance: The case of the collared flycatcher,Pärt T.,Evolution,00143820,50,4,1625-1630,1996-01-01,August 1996,"Four year's data on collared flycatchers, Ficedula albicollis, breeding in a nestbox plot on the island of Gotland. Sweden, was used to investigate whether individuals avoid mating with close kin (i.e., parents or sibs). Only one case of close inbreeding (0.5% of all pairs) was observed during the years of study. The observed frequency of close inbreeding was compared to expected frequencies based on two different null models. Assuming no inbreeding avoidance behaviors (e.g., dispersal or kin recognition), but taking into account the fact that mortality, and different arrival and pairing times of individuals reduce the probability of mating with close kin, the expected frequency of close inbreeding is 10% and 15% for female and male recruits (i.e., born in the study plot), respectively. However, assuming mating to be random within the study plot reduced the expected frequency of close inbreeding to 1% or less for both males and females. Consequently, conclusions drawn concerning inbreeding avoidance depend on the null model used. Contrasting estimated costs of tolerating close inbreeding with those of avoiding it (by dispersal to other plots), however, suggests that the costs of avoiding close inbreeding are substantially greater than those of tolerating it. Therefore, although inbreeding avoidance cannot be rejected as a cause of dispersal of this species, it is not the primary cause, and particularly not for sex-biased dispersal. The general problems of investigating inbreeding avoidance are discussed. It is argued that all previous null models based on random mating in finite populations produce expected frequencies of close inbreeding that in fact include inbreeding avoidance, since they implicitly assume random dispersal within a finite population. Thus, comparisons between observed and expected frequencies of close inbreeding based on random mating are inadequate. The most promising method of investigating inbreeding avoidance is to experimentally study individual movements and mating preferences in the presence and absence of close kin.",35,Journal,ar,Article,100,1,1,Cost of dispersal | dispersal | Ficedula albicollis | frequency of inbreeding | inbreeding avoidance | null models | random mating,22104,undefined,0,FALSE,194,10.1111/j.1558-5646.1996.tb03934.x,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660869,SCOPUS_ID:0029660869,2-s2.0-0029660869,"Sexual selection and the evolution of sexual size dimorphism in the water strider, Aquarius remigis",Fairbairn D.J.,Evolution,00143820,50,4,1549-1559,1996-01-01,August 1996,"Sexual size dimorphism (SSD) is often attributed to sexual selection, particularly when males are the larger sex. However, sexual selection favoring large males is common even in taxa where females are the larger sex, and is therefore not a sufficient explanation of patterns of SSD. As part of a more extensive study of the evolution of SSD in water striders (Heteroptera, Gerridae), we examine patterns of sexual selection and SSD in 12 populations of Aquarius remigis. We calculate univariate and multivariate selection gradients from samples of mating and single males, for two sexually dimorphic traits (total length and profemoral width) and two sexually monomorphic traits (mesofemoral length and wing form). The multivariate analyses reveal strong selection favoring larger males, in spite of the female-biased SSD for this trait, and weaker selection favoring aptery and reduced mesofemoral length. Selection is weakest on the most dimorphic trait, profemoral width, and is stabilizing rather than directional. The pattern of sexual selection on morphological traits is therefore not concordant with the pattern of SSD. The univariate selection gradients reveal little net selection (direct + indirect) on any of the traits, and suggest that evolution away from the plesiomorphic pattern of SSD is constrained by antagonistic patterns of selection acting on this suite of positively correlated morphological traits. We hypothesize that SSD in A. remigis is not in equilibrium, a hypothesis that is consistent with both theoretical models of the evolution of SSD and our previous studies of allometry for SSD. A negative interpopulation correlation between the intensity of sexual selection and the operational sex ratio supports the hypothesis that, as in several other water strider species, sexual selection in A. remigis occurs through generalized female reluctance rather than active female choice. The implications of this for patterns of sexual selection are discussed.",106,Journal,ar,Article,100,2,2,Body size | Gerridae | mating success | selection gradients | sexual selection | sexual size dimorphism | wing dimorphism,22104,undefined,1,TRUE,195,10.1111/j.1558-5646.1996.tb03927.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660868,SCOPUS_ID:0029660868,2-s2.0-0029660868,Translating between microevolutionary process and macroevolutionary patterns: The correlation structure of interspecific data,Hansen T.F.,Evolution,00143820,50,4,1404-1417,1996-01-01,August 1996,"As species evolve along a phylogenetic tree, we expect closely related species to retain some phenotypic similarities due to their shared evolutionary histories. The amount of expected similarity depends both on the hierarchical phylogenetic structure, and on the specific magnitude and types of evolutionary changes that accumulate during each generation. In this study, we show how models of microevolutionary change can be translated into the resulting macroevolutionary patterns. We illustrate how the structure of phenotypic covariances expected in interspecific measurements can be derived, and how this structure depends on the microevolutionary forces guiding phenotypic change at each generation. We then explore the covariance structure expected from several simple microevolutionary models of phenotypic evolution, including various combinations of random genetic drift, directional selection, stabilizing selection, and environmental change, as well as models of punctuated or burst-like evolution. We find that stabilizing selection leads to patterns of exponential decrease of between species covariance with phylogenetic distance. This is different from the usual linear patterns of decrease assumed in most comparative and systematic methods. Nevertheless, linear patterns of decrease can result from many processes in addition to random genetic drift, such as directional and fluctuating selection as well as modes of punctuated change. Our framework can be used to develop methods for (1) phylogenetic reconstruction; (2) inference of the evolutionary process from comparative data; and (3) conducting or evaluating statistical analyses of comparative data while taking phylogenetic history into account.",359,Journal,ar,Article,100,2,2,Comparative method | evolution | phylogenetic analysis | population genetics | quantitative genetics | systematics,22104,undefined,1,TRUE,196,10.1111/j.1558-5646.1996.tb03914.x,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0029660867,SCOPUS_ID:0029660867,2-s2.0-0029660867,Reconstruction of the evolution of reproductive characters in Pontederiaceae using phylogenetic evidence from chloroplast DNA restriction- site variation,Kohn J.R.,Evolution,00143820,50,4,1454-1469,1996-01-01,August 1996,"We reconstructed the phylogenetic history of Pontederiaceae using chloroplast DNA restriction-site variation from approximately two-thirds of the species in this family of aquatic monocotyledons. The molecular phylogeny was used to evaluate hypotheses concerning the evolution of reproductive characters associated with the breeding system. The family has four main genera, two of which (Eichhornia and Pontederia) have tristylous, predominantly outcrossing species, while two (Monochoria and Heteranthera) have enantiostylous taxa. Self-incompatibility is restricted to some but not all tristylous species. In Eichhornia and Pontederia, predominantly selfing species with small monomorphic flowers (homostyly) have been hypothesized to result from the multiple breakdown of tristyly. Restriction-site variation provided a well supported phylogeny of ingroup taxa, enabling the mapping of reproductive char acters onto trees. Two contrasting optimization schemes were assessed, differing in the relative weights assigned to shifts in character states. The reconstructed sequence of floral character state change was used to assess competing hypotheses concerning the origin and breakdown of tristyly, and the relationships between tristylous and enantiostylous syndromes. Our results indicate that the class of optimization scheme used was the most critical factor in reconstructing character evolution. Despite some topological uncertainties and difficulty in reconstructing the primitive floral form in the family, several broad conclusions were possible when an unordered, unequally-weighted optimization scheme was used: (1) tristyly originated either once or twice, while the occurrence of enantiostyly in Monochoria and Heterathera was always found to have independent origins; (2) tristyly has repeatedly broken down leading to selling, homostylous taxa; and (3) self-incompatibility probably arose after the origin of floral trimorphism, a sequence of events that conflicts with some evolutionary models.",105,Journal,ar,Article,100,5,5,Breeding system | Eichhornia | enantiostyly | optimization scheme | phylogeny | Pontederiaceae | self-fertilization | tristyly,22104,undefined,1,TRUE,197,10.1111/j.1558-5646.1996.tb03919.x,all,All Open Access,NA,NA
