@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0023471425,SCOPUS_ID:0023471425,2-s2.0-0023471425,Recruitment and postrecruitment interactions in a colonial hydroid.,Yund P.,Ecology,00129658,68,4,971-982,1987-01-01,1987,10.2307/1938368,"The colonial athecate hydroid Hydractinia echinata encrusts gastropod shells inhabited by hermit crabs (genus Pagurus). In field samples recruits were found clustered in specific locations on the undersurface of Urosalpinx cinerea shells. Assays of the behavior of larvae indicated that the bacteria that induce metamorphosis coat the entire shell. Site-specific recruitment reflected the interplay between initial sites of contact with the shell, movement prior to metamorphosis, and differential mortality after metamorphosis. Growth rates were high in the areas most frequently occupied by recruits. Recruitment sites determined the ontogenetic timing of subsequent intraspecific encounters between colonies, and thus influenced both the cost and outcome of competition. Bacterial induction of metamorphosis is associated with extensive juvenile mortality, field distribution of recruitment represents differential mortality rather than adaptive patterns of habitat choice, and environmental variation in recruitment position, possibly acts to maintain genetic variation in competitive ability. -from Authors",51,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,158,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023471010,SCOPUS_ID:0023471010,2-s2.0-0023471010,A spurious correlation in an interpopulation comparison of Atlantic salmon life histories.,Myers R.,Ecology,00129658,68,6,1839-1843,1987-01-01,1987,10.2307/1939875,Salmo salar growth rate at sea was not positively correlated with age at maturation. Within-population variation of age at maturation was not related to latitude.-from Authors,11,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,159,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470971,SCOPUS_ID:0023470971,2-s2.0-0023470971,Age-specificity of black-capped chickadee survival rates: analysis of capture-recapture data.,Loery G.,Ecology,00129658,68,4,1038-1044,1987-01-01,1987,10.2307/1938375,"Examined a wintering Parus atricapillus population in Connecticut, which has been studied for 26yr. There was strong evidence of lower survival rates in 1st-yr birds than in adults, but this could be the result of higher mortality rates, higher emigration rates, or a combination of the two. Survival rates of adult birds were not constant with age but decreased at a rate of approx 3.5%yr. As adult birds are very faithful to their wintering areas, almost all this decrease can be attributed to an increase in mortality with age.-from Authors",54,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,160,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470951,SCOPUS_ID:0023470951,2-s2.0-0023470951,Variation in host-plant quality: implications for territoriality in a desert grasshopper.,Greenfield M.,Ecology,00129658,68,4,828-838,1987-01-01,1987,10.2307/1938354,"Male Ligurotettix coquilletti, a univoltine grasshopper associated with Larrea tridentata shrubs, defend individual host plants as their mating territories. Certain Larrea shrubs were occupied by territorial males each year; others remained consistently vacant. Males that matured earliest in the season usually defended shrubs that had been most heavily occupied in previous years. Such males located preferred territories, rather than simply maturing on and occupying sites that the parental generation had utilized. Occupancy was highest in large shrubs surrounded by small neighbors. The number of long-term resident males and duration of their residence periods, however, were highest in shrubs that contained low amounts of methanol- or hexane-extractable compounds. Female L. coquilletti preferred foliage selected from bushes that harbored territorial males and contained low amounts of nordihydroguaiaretic acid, a powerful anti-oxidant constituting a large precentage of the compounds coating Larrea foliage. Larrea shrubs thus differ in quality as assessed by female L. coquilletti; these differences reflect variation in foliage chemistry; and males establish their territories on preferred shrubs to maximize their encounter rate with females. Because the number of high-quality shrubs is limited, males in a local population often congregate on only 50-60% of the available shrubs. This leads to a complex mating system in which males may alternatively defend a territory solitarily; defend a high-quality territory in the company of other males while at the same time behaving aggressively toward them; or adopt subordiante behaviour on an occupied, high-quality territory.-from Authors",26,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,161,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470316,SCOPUS_ID:0023470316,2-s2.0-0023470316,Barley straw decomposition in the field: a comparison of models.,Andren O.,Ecology,00129658,68,5,1190-1200,1987-01-01,1987,10.2307/1939203,"To describe the dynamics of selected chemical components, a 4-compartment simulation model, including decomposition product formation, was fitted to total mass, water solubles and total N.-from Authors",197,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,162,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470295,SCOPUS_ID:0023470295,2-s2.0-0023470295,Utilization of freshwater and ocean water by coastal plants of southern Florida.,Sternberg L.,Ecology,00129658,68,6,1898-1905,1987-01-01,1987,10.2307/1939881,"Plants toward the interior of the keys were generally using freshwater while those toward the edge were using ocean water. A plot of the hydrogen and oxygen isotopic composition of the plant water yielded a mixing line between typical freshwater values and those of ocean water. In general, the isotopic ratios of stem water for species found in hardwood hammocks were confined to the freshwater end of the line, followed by values of stem water from mangrove margin species. Species found in mangroves, however, had water with extremely variable isotopic ratios, ranging from values typical of ocean water to values typical of freshwater. This variability is consistent with the hypothesis that mangroves are fully capable of growing in freshwater, but are limited to saline habitats because of competitive exclusion by fast-growing glycophilic plants.-from Authors",117,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,163,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470294,SCOPUS_ID:0023470294,2-s2.0-0023470294,Interspecific competition and the abundance of nest sites: factors affecting sexual selection.,Breitburg D.,Ecology,00129658,68,6,1844-1855,1987-01-01,1987,10.2307/1939876,"Abundance of suitable nest sites and competition with other species for such sites appears to affect the intensity of intersexual selection in Coryphopterus nicholsi, a temperate goby that is a protogynous hermaphrodite. Within a population, the proportion of males that breed, and therefore intensity of sexual selection, depends on the number of suitable nest rocks. Abundance of nest sites may also affect the timing of sex change in this species. Aggression among males probably determines which individuals within the population can monopolize a suitable nest site and therefore are able to mate as a male. Competitors, including a larger fish and several invertebrates, monopolize rocks otherwise suitable for Coryphopterus' use and thereby limit the number and proportion of breeding males in the goby's population. The larger Porichthys notatus displaces Coryphopterus from nest sites and prevents it from using many of the large rocks on the reef. Other animals, including encrusting invertebrates and sea urchins, may also reduce the suitability and availability of rocks as nest sites.-from Author",40,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,164,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470282,SCOPUS_ID:0023470282,2-s2.0-0023470282,Fire and the forest history of the north Cascade Range.,Cwynar L.C.,Ecology,00129658,68,4,791-802,1987-01-01,1987,10.2307/1938350,"Studied pollen, plant macrofossils, and sediment charcoal to determine the postglacial development of vegetation at Kirk Lake, NW Washington. Five pollen assemblage zones are recognized: a Pinus-Populus zone >12 000 BP, a Picea-Alnus sinuata zone from >12 000-11 030 BP, an A. rubra-Pteridium zone from 11 030-6830 BP, a Cupressaceae zone beginning at 6830 BP, and a late Holocene Pinus-A. rubra zone from 2400-900 BP. The first forests were an open mixture of conifers and deciduous trees, chiefly Tsuga mertensiana, Abies, Pinus contorta and Populus on a landscape subject to erosion. Just before 12 000 BP, the pioneer species Picea sitchensis, Alnus rubra and A. sinuata became important constituents. Although pollen accumulation rates were high, abundance of A. sinuata indicates open-canopy forest. Beginning approx 11 200 BP, climatic warming initiated major changes in forest composition and the fire regime. Tsuga heterophylla migrated into the region, rapidly expanded, then declined shortly thereafter, while Pseudotsuga menziesii, A. rubra and Pteridium expanded, and Pinus contorta, Picea sitchensis, Populus and A. sinuata declined. Abundance of Pseudotsuga, A. rubra, and Pteridium between 11 030 and 6830 BP corresponds with increased influxes of charcoal into the sediment; this zone is interpreted as a closed forest with a relatively high fire frequency and composed of a mosaic of postfire successional communities in which fire-adapted Pseudotsuga and A. rubra predominated. Pinus monticola became locally important approx 8000 BP. Between 6800-6400 BP Thuja plicata arrived, Tsuga heterophylla expanded, and A. rubra, Pseudotsuga and Pteridium declined. These changes are accompanied by a reduced fire frequency, inferred from lower charcoal accumulation rates, and they indicate a shift to wet-temperate climate similar to today's. The late Holocene fossil record shows the development of the adjacent peatland, which Pinus contorta eventually invaded. -from Author",104,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,165,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470261,SCOPUS_ID:0023470261,2-s2.0-0023470261,Diet variation in a population of Darwin's finches.,Price T.,Ecology,00129658,68,4,1015-1028,1987-01-01,1987,10.2307/1938373,"For medium ground finches Geospiza fortis on Isla Daphne Major, Galapagos, during times of food shortage, there are essentially 2 food types: small seeds, derived from several plant species, which are soft and easy for finches to handle, and 2 large seeds, derived from the cactus Opuntia echios and the semiannual Tribulus cistoides. The smallest finches are unable to crack the large seeds, while among those that crack large seeds, there are positive associations of seed handling ability and beak size. Generalization on all 3 seed types at the population level and some specialization of individuals on large or small seeds help to explain the high level of morphological variability observed in the population. Within the large-seed category some individuals specialized on Opuntia or Tribulus seeds; others consumed both. Energy rewards from foraging on either seed appeared to be similar. Specialization is attributable to the patchy distribution of seeds on the island, and to a host of constraints on foraging, including microclimate and territorial behavior. If feeding abilities on each of the 3 seed types are considered as separate characters, then the joint evolution of the 3 feeding behaviors is tightly constrained through beak morphology, known to be highly heritable.-from Author",81,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,166,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470083,SCOPUS_ID:0023470083,2-s2.0-0023470083,Interspecific competition lowers fitness in collared flycatchers Ficedula albicollis: an experimental demonstration.,Gustafsson L.,Ecology,00129658,68,2,291-296,1987-01-01,1987,10.2307/1939260,"Reports on a study on the effects of great and blue tits (Parus major, P. caeruleus) on the fitness of collared flycatchers, at natural density, or at artificially high densities. When densities of tits were experimentally reduced, the number and mass of collared flycatcher fledglings increased. Collared flycatchers breeding under reduced competition contributed more recruits to the breeding population than did those breeding in control plots. The mechanism presumably was differential access to food for the young during both the nestling and postfledging periods. The combined fitness value of recruited young and surviving adults was significantly higher in low-competition plots.-from Author",82,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,167,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023470044,SCOPUS_ID:0023470044,2-s2.0-0023470044,Interactions between birds and fruits in a northern Florida hammock community.,Skeate S.,Ecology,00129658,68,2,297-309,1987-01-01,1987,10.2307/1939261,"Examines interactions between 22 bird species and 45 species of bird-dispersed plants. Frugivore species diversity and abundance were highest during fall and winter. Increases in frugivore numbers and diversity were attributed to the presence of migrant thrushes in the early fall and of overwintering frugivores in late fall and winter. Spring and summer months showed the lowest number of fruting species and fall and winter the highest, with a peak of 28 species in fruit in December. Fruiting patterns fell into 4 seasonal groups; summer, fall, fall-winter, and winter fruiting. Nine species showed summer fruiting, bearing ripe fruit between early spring and late summer. Summer-fruiting species were uncommon in the community and typically occurred in disturbed areas. These species appeared to use both mammals and birds for seed dispersal. The 12 fall-fruiting species ripened fruit at the peak of frugivore migration through N Florida. Fall-fruiting species were common or abundant in the community and depended primarily on migrant thrushes for seed dispersal. The 20 fall-winter fruiting species produced highly persistent fruits that were available to migrant frugivores through fall and winter. The 4 winter-fruiting species matured fruit in December and depended on overwintering birds for seed dispersal. -from Author",45,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,168,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023469934,SCOPUS_ID:0023469934,2-s2.0-0023469934,Herbivory in complex and simple tropical successional ecosystems.,Brown B.,Ecology,00129658,68,1,108-116,1987-01-01,1987,10.2307/1938810,"Although herbivory rates varied widely among species, losses to herbivores in terms of mass of leaf tissue lost per unit ground area were approximately equal in 4 different systems, 71.5-78.5 g.m-2. yr-1. Ecosystems with greater plant species richness lost a lower proportion of available leaf area and exhibited lower temporal variability in herbivory. Species-rich ecosystems had relatively constant, predictable rates of herbivory due to counterbalancing of low rates on some species with high rates on others. The rate of herbivory on any species was strongly influenced by the nature of the surrounding vegetation. Although surrounding vegetation often conferred protection upon potential pest targets, in some cases a plant species experienced increased susceptibility to herbivores through association with other species. -from Authors",93,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,169,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023469653,SCOPUS_ID:0023469653,2-s2.0-0023469653,Influence of refuging consumers ( pikas: Ochotona princeps) on subalpine meadow vegetation.,Huntly N.,Ecology,00129658,68,2,274-283,1987-01-01,1987,10.2307/1939258,"Talus slopes in W North America frequently are bordered by vegetation that differs in biomass, cover, height, and species composition from vegetation located farther from talus. These areas are grazed by pikas, which nest in that talus. Foraging theory predicts that pikas will produce a gradient of grazing pressure, which could produce the observed vegetational zonation. In a subalpine meadow in W-central Colorado, pikas produced the predicted gradient of grazing pressure, along which plant groups varied clinally in abundance. -from Author",65,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,170,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023469569,SCOPUS_ID:0023469569,2-s2.0-0023469569,Drosophila population dynamics: chaos and extinction.,Philippi T.,Ecology,00129658,68,1,154-159,1987-01-01,1987,10.2307/1938815,Observed fluctuations and extinctions may be explained on the basis of a reduced carrying capacity and an increased variance of growth dynamics (environmental stochasticity). -from Author,16,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,171,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023469281,SCOPUS_ID:0023469281,2-s2.0-0023469281,Seed predation and cross- pollination in mast-seeding beech ( Fagus sylvatica) patches.,Nilsson S.,Ecology,00129658,68,2,260-265,1987-01-01,1987,10.2307/1939256,"Cross-pollination in this wind-pollinated species is positively correlated with stand size and flower density. In 2 mast years in S Sweden 6-14% of seeds contained no kernels, and in a nonmast year the figure was 24%. Predispersal destruction of seeds by a moth (Cydia fagiglandana) was 3.1% in a mast year and 38% in a nonmast year. Variation in seed destruction by vertebrates was much less between mast (5.7%) and nonmast (12%) years. Destruction by the moth was negatively correlated with tree size, while that by vertebrates was postively correlated with tree size. Vertebrate seed predation was negatively correlated with stand size. In a large stand, <10% of the seeds were consumed by vertebrates by April in 2 mast years. Both cross-pollination and seed predation may have been important factors in the evolution of mast seeding in beech. -from Authors",206,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,172,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023469269,SCOPUS_ID:0023469269,2-s2.0-0023469269,Multiple-species induction of morphological defenses in the rotifer Keratella testudo.,Stemberger R.,Ecology,00129658,68,2,370-378,1987-01-01,1987,10.2307/1939268,"Filtrates of cultures of 10 of 12 common freshwater zooplankton species induced posterior spines in Keratella testudo. Filtrates of cultures of Asplanchna spp. and those of crustacean zooplankton, including cladocerans and cyclopoid and calanoid copepods, generally produced the strongest induction responses. The filtrates of Daphnia pulex cultures, at densities as low as 0.4 individuals/L, promoted significant posterior spine development. This is the first known case of a competitor-controlled developmental polymorphism in zooplankton. In some, but not all, interactions with inducing species, the posterior-spined Keratella phenotype had higher survivorships than the unspined one. Spined individuals were significantly more protected than unspined ones against injury by mechanical interference by Daphnia.-from Authors",77,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,173,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468732,SCOPUS_ID:0023468732,2-s2.0-0023468732,"Plant community diversity, herbivore movement, and an insect- transmitted disease of maize.",Power A.,Ecology,00129658,68,6,1658-1669,1987-01-01,1987,10.2307/1939858,"In Nicaragua, population levels of the corn heafhopper Dalbulus maidis, which transmits the corn stunt spiroplasma to maize, were monitored in: low-density maize monoculture, high-density maize monoculture, two-species (maize/bean) polyculture, and multispecies (maize/weeds) polyculture. Leafhopper abundance per plant and the incidence of corn stunt were lower in high-density maize monocultures than in low-density monocultures. Increasing plant diversity by intercropping with nonhost species also led to lower leafhopper abundance and decreased disease incidence, but the effect was not enhanced as additional nonhost species were added to the community. Higher leafhopper densities occurred at higher N fertilization. Leafhopper movement rates were lowest in the polycultures; across-row movement was strikingly inhibited in the bean polyculture, which also had the highest rates of emigration. That plant quality, density, and diversity significantly affect the spread of corn stunt through their effects on abundance and movement behavior of the corn leafhopper could be manipulated in a program of cultural control.-from Author",92,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,174,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468725,SCOPUS_ID:0023468725,2-s2.0-0023468725,Population ecology of a desert rodent: Dipodomys merriami in the Chihuahuan Desert.,Zongyong Zeng ,Ecology,00129658,68,5,1328-1340,1987-01-01,1987,10.2307/1939217,"The life history is characterized by long survival (up to at least 3.5 yr), modest and variable reproductive effort (zero to at least 2 litters per year, and an average of 2 young per litter), slow growth and maturation of young (at least 3 mo from birth to reproductive maturity), and frequent, facultative dispersal of adults as well as juveniles (75% of the males and 59% of the females that lived >4 mo dispersed). This combination of life history traits enabled D. merriami to confine reproduction to favorable periods, with the result that although adults of both sexes showed a loss of body mass associated with reproduction, there was no evidence that they experienced increased risk of mortality.-from Authors",36,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,175,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468713,SCOPUS_ID:0023468713,2-s2.0-0023468713,Optimal foraging in seed-harvester ants: computer-aided simulation.,Reyes Lopez J.L.,Ecology,00129658,68,6,1630-1633,1987-01-01,1987,10.2307/1939855,"Simulation is based on regression studies of running speed, net cost of transport, worker size, load mass, and distance. As a function of its size, each worker has a maximum transport yield and an upper load limit. For yields other than this maximum those obtained by larger workers transporting small loads are less than those obtained if the same loads are transported by smaller workers.-from Author",22,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,176,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468711,SCOPUS_ID:0023468711,2-s2.0-0023468711,Comparative population dynamics of two goldenrod aphids: spatial patterns and temporal constancy.,Cappuccino N.,Ecology,00129658,68,6,1634-1646,1987-01-01,1987,10.2307/1939856,"Uroleucon nigrotuberculatum and U. caligatum, that feed on Solidago altissima, are similar in life histories and feeding habits, but U. caligatum typically occurred in small colonies scattered throughout goldenrod fields, and its numbers remained relatively constant through time, whereas U. nigrotuberculatum occurred in dense colonies and exhibited greater fluctuations in population size. The aggregated spatial pattern of U. nigrotuberculatum resulted from both active aggregation of alates and lack of dispersal by apterae and nymphs. Feeding in large colonies provided no reproductive advantage to either species. Aggregation did, however, enhance aphid survivorship when generalist predators were the main mortality agents; U. nigrotuberculatum was more susceptible to generalist predators. The advantage was reversed later in the season when the aphids' fungal pathogen was present; aggregation then led to a decrease in survivorship. Thus, aggregation allowed a numerical escape from generalist predators but also promoted fungal epidemics, so that the temporal variability in U. nigrotuberculatum populations was largely a consequence of its spatial distribution.-from Author",49,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,177,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468695,SCOPUS_ID:0023468695,2-s2.0-0023468695,Biomass and nutrient accumulation during stand development in Wyoming lodgepole pine forests.,Pearson J.,Ecology,00129658,68,6,1966-1973,1987-01-01,1987,10.2307/1939887,"Maximum total biomass accumulation rates of 2.5-3.2 Mg.ha-1.yr-1 were reached between ages 40-60 yr in even-aged Pinus contorta ssp. latifolia stands, but an uneven-aged stand did not achieve a maximum accumulation rate (1.5 Mg.ha-1.yr-1) until after 80 yr of development. The results suggest a major role for forest floor detritus in the retention of N, P, Ca, and Mg; the importance of living vegetation for K retention; and the fundamental differences in biomass and nutrient dynamics between even-aged stands that develop after fire and stands that develop through gradual invasion of a meadow.-from Authors",75,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,178,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468679,SCOPUS_ID:0023468679,2-s2.0-0023468679,Role of tannins in defending plants against ruminants: reduction in dry matter digestion.,Robbins C.T.,Ecology,00129658,68,6,1606-1615,1987-01-01,1987,10.2307/1939852,"While the apparent digestibility of protein and, therefore, cell solubles is reduced in mule deer Odocoileus hemionus, and white-tailed deer O. virginianus consuming tanniferous forages, digestion of the plant cell wall is not reduced beyond that predicted from its content of lignin, cutin, and silica. Herbivores adapted to consume tanniferous forages may defend against such allelochemicals by producing salivary proteins that bind tannins in a highly specific manner. The occurrence of such proteins in ruminants is reported for the first time.-from Authors",311,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,179,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468669,SCOPUS_ID:0023468669,2-s2.0-0023468669,Facilitative and inhibitory interactions among estuarine meiobenthic harpacticoid copepods.,Chandler G.T.,Ecology,00129658,68,6,1906-1919,1987-01-01,1987,10.2307/1939882,"In the meiofauna communities of Louisiana estuaries, Scottolana canadensis is a semisessile burrow-dweller capable of subsurface suspension and deposit feeding. Pseudostenhelia wellsi is also semisessile but builds extensive networks of mucus tubes within the top 1cm of muddy sediments, and appears to graze on its inner tubewalls. Tube building by P. wellsi generates meiofauna-sized structure and adds cohesiveness to surface sediments, as well as providing potential food and grazing substrates for other meiofauna. Monospecific patches of P. wellsi and S. canadensis were generated in microcosms to determine if the unique lifestyle and sedimentary effects of either species facilitate or inhibit colonization by 2 other errant, burrowing harpacticoids common in the community, Nitocra lacustris and Cletocamptus deitersi. These species share similar foraging and burrowing behaviors and similar effects on sediment structure, which sharply contrast with those of P. wellsi and S. canadensis. P. wellsi tube patches facilitated colonization by both S. canadensis and N. lacustris, but strongly inhibited colonization by C. deitersi. Scottolana canadensis patches were unattractive to N. lacustris. Both mucus enrichment and inert tube structure acted as strong facilitants to N. lacustris copepodites and adults overall.-from Authors",37,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,180,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468661,SCOPUS_ID:0023468661,2-s2.0-0023468661,Competitive interactions among adults and juveniles in a coral reef fish.,Jones G.,Ecology,00129658,68,5,1534-1547,1987-01-01,1987,10.2307/1939237,"Measured the relative effects of recruitment and subsequent intraspecific competition on populations of the planktivorous damselfish Pomacentrus amboinensis, a common species on the Great Barrier Reef. Postrecruitment competitive processes play an important role in restricting adult population size. Competition does not appear to modify recruitment or mortality patterns directly, but influences numbers maturing through density-dependent effects on maturation time.-from Author",182,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,181,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468605,SCOPUS_ID:0023468605,2-s2.0-0023468605,"Influence of moisture, temperature, and substrate on snapping turtle eggs and embryos.",Packard G.C.,Ecology,00129658,68,4,983-993,1987-01-01,1987,10.2307/1938369,"Chelydra serpentina hatching success was high on wet substrates at 26.0o and 28.5o, but declined at 31.0oC and on drier media. Net absorption of water by viable eggs, duration of incubation by embryos, and size of hatchlings were positively correlated with wetness of substrates and negatively correlated with temperature. Turtles hatching from eggs at 26.0o were males regardless of the wetness of the medium: those emerging from eggs at 28.5o and 31.0o were females.-from Authors",191,Journal,ar,Article,100,4,4,20308,undefined,0,FALSE,182,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468464,SCOPUS_ID:0023468464,2-s2.0-0023468464,Treefalls revisited: gap dynamics in the southern Appalachians.,Runkle J.,Ecology,00129658,68,2,417-424,1987-01-01,1987,10.2307/1939273,"In 1976-1977, 284 gaps (canopy-opening sizes 1-1490 m2) were sampled (age, size, species composition) from old-growth mesic forests in Great Smoky Mountains National Park, Joyce Kilmer Wilderness Area and Walker Cove Research Natural Area. In 1983, the woody vegetation (stems = or >1 cm dbh) of 273 of these gaps was resampled, rates of gap closure by canopy tree branch growth and sapling height growth were estimated, and incidences of disturbances occurring since 1976-1977 were noted. Average yearly crown extension growth rate was 18 cm/yr in height, again with much variation among species and individuals. Saplings grew an average of 30 cm/yr in height, again with much variation. Overall, taller saplings grew somewhat faster than smaller ones and saplings in large gaps grew faster than those in small gaps. Most saplings will thus require = or >2 gap episodes to reach the forest canopy. For woody vegetation, basal area per unit gap area was originally highest in small gaps, though it increased between sampling dates most in large gaps. Stem density had been highest in small old gaps, but decreased the most in old gaps. Tsuga canadensis, Fagus grandifolia, Acer saccharum and Halesia carolina were the most important species in the gaps. Overall, Tsuga and Fagus decreased and A. saccharum increased in importance. High rates of repeat disturbance favor species able to grow in intermediate light levels and to survive several periods of suppression before reaching the canopy. -from Authors",213,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,183,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023468350,SCOPUS_ID:0023468350,2-s2.0-0023468350,Differentiation among nine populations of Phlox: response to environmental gradients.,Schwaegerle K.,Ecology,00129658,68,1,54-64,1987-01-01,1987,10.2307/1938804,"In Phlox drummondii, statistically significant heterogeneity among populations in survival, vegetative growth and flowering was observed in response to different levels of moisture, light, nutrients, and competition. Differences in germination were observed in response to temperature and nutrient levels. Some populations are more sensitive to different environments than others, a significant genotype-environment interaction. -from Authors",25,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,184,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023467959,SCOPUS_ID:0023467959,2-s2.0-0023467959,Evaluation of character displacement among plants in two tropical pollination guilds.,Murray K.,Ecology,00129658,68,5,1283-1293,1987-01-01,1987,10.2307/1939213,"In cloud forest at Monteverde, Costa Rica, 2 guilds of bird-pollinated plants exist, one pollinated by long-billed hummingbirds, primarily green hermit Phaethornis guy and one by short-billed hummingbirds, primarily purple-throated mountain-gem Lampornis calolaema. Plants were assigned to guilds based on hummingbird visit patterns. Neither guild exhibited pronounced character displacement. Absence of pattern is attributed to the following aspects of biological variability: 1) within any one year, density-dependent competition for pollination is sporadic, and is not clearly related to flowering season or morphological similarity; 2) the nature of interspecific interactions varies among years, as neither the relative intensities of flowering nor the flowering seasons themselves are consistent from year to year; 3) the nature of interspecific interactions varies with changes in species composition, which occur over short distances; 4) the assemblage of species is probably not stable over long time spans.-from Authors",37,Journal,ar,Article,100,6,6,20308,undefined,0,FALSE,185,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023467949,SCOPUS_ID:0023467949,2-s2.0-0023467949,Larval dispersion and survivorship in a leaf-mining moth.,Simberloff D.,Ecology,00129658,68,6,1647-1657,1987-01-01,1987,10.2307/1939857,"Stilbosis quadricustatella (Lepidoptera: Cosmopterygidae) exhibited a clumped distribution of mines among leaves of the evergreen sand-live oak Quercus geminata. Mines tended to be on large, peripheral, and undamaged leaves so that leaves were often multiply mined. Unless miners in an abscised leaf were very near to pupation, abscission killed them. Premature leaf fall was by far the largest source of larval mortality for this moth. Clumping of miners was no more favourable to the tree (in terms of number of leaves abscised early) than to the insect.-from Authors",52,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,186,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023467918,SCOPUS_ID:0023467918,2-s2.0-0023467918,An approach to the perturbation analysis of optimal life histories.,Caswell H.,Ecology,00129658,68,4,1045-1050,1987-01-01,1987,10.2307/1938376,"Presents a method for calculating the perturbation response of a constrained optimum when the constraint function is at least approximately linear. Examples are used from life-history theory, but the method is widely applicable. Even for simple two-variable optimization problems, subject to linear costraints, the response to perturbations is surprisingly indeterminate and sometimes counter-intuitive. This indeterminancy is resolved by the values of the second derivatives of fitness with respect to its components. -from Authors",6,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,187,NA,NA,NA,NA
