@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,pubmed-id,authkeywords,fund-acr,fund-sponsor,prism:doi,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/76349101441,SCOPUS_ID:76349101441,2-s2.0-76349101441,Four species of land snails from Costa Rica and Panama (Pulmonata: Spiraxidae),Thompson F.,Revista de Biologia Tropical,00347744,58,1,195-202,2010-03-01,March 2010,6,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,121,"Four species of land snails are described from Costa Rica and Panama. Two are new species and two have remained poorly known since their first discovery. A fifth species from Mexico and Guatemala is illustrated for comparative purposes because it has not been figured since 1877, and previous figures of it are inadequate for comparative purposes. The Spiraxidae subfamilies and the Spiraxinae genera are redefined.",20411717,Land snails | Mayaxis | Micromena | Miraradula | Pseudosubulina | Rectaxis | Spiraxidae | Volutaxis,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349098485,SCOPUS_ID:76349098485,2-s2.0-76349098485,Gonadic histology and phenotypical maturation criteria in the marine turtles Chelonia mydas and Eretmochelys imbricata (Testudines: Chelonidae) from Cuba,Pérez E.,Revista de Biologia Tropical,00347744,58,1,287-298,2010-03-01,March 2010,4,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,122,"Gonad maturity is usually evaluated through macroscopic analysis of the gonads. In sea turtles, the maturation stages are associated with body size, depending on the studied marine stock. Fishermen classify turtles bigger than 65.0cm as sexually mature. If they have secondary sex characters they are recorded as breeding males. We compared body size with macroscopic and microscopic gonad characteristics in two Cuban turtles. Eighteen individuals of C. mydas and twenty of E. imbricata was obtained from the legal fishery stock of Jardines del Rey Archipelago (Cuba), from October 2005 and 2006. In males, breeding condition (maximum spermiogenesis) was checked by histological analysis of the testes. In females, sexual maturity was identified by the presence of vitellogenic follicles or ovarian corpora. Most males were immature (C. mydas: 79.0cm; E. imbricata: 73.1±4.9cm, n=3) and lacked secondary sex characters. Some E. imbricata without a developed penis were in spermatogenic stages II to IV (i.e. pubescent). Most females were immature (C. mydas: 79.6±7.7cm, n=17; E. imbricata: 69.0±7.1cm, n=16; i.e.prepubescent and pubescent. The prepubescent females had ovaries with previtellogenic follicles near 1.0mm in a compact and yellowish stroma. The pubescent females had ovaries with previtellogenic follicles between 2.0 and 3.0mm. The stroma was more loosened and irrigated than in prepubescent turtles. The finding of spermatogenic activity in pubescent males indicates asynchrony between testicular and penial development in E. imbricata. The current phenotypical approach used by fishermen is not enough to determine sexual maturation in these turtles. The minimal size tentatively should be changed to: C. mydas: above 93.0cm and E. imbricata above 79.0cm.",20411723,Breeding condition | Fishing practice | Previtellogenic follicle | Sea turtles | Sexual maturity | Spermatogenesis | Straight carapace length,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349097592,SCOPUS_ID:76349097592,2-s2.0-76349097592,Genetic variability of the bacterium Ralstonia solanacearum (Burkholderiales: Burholderiaceae) in the banana-growing region of Uraba (Colombia),Cardozo C.,Revista de Biologia Tropical,00347744,58,1,31-44,2010-03-01,March 2010,3,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,123,"The banana moko disease, caused by the bacterium Ralstonia solanacearum, is one of the most important phytopathological problems of the banana agribusiness in tropical countries. In Uraba and Magdalena (Colombia), the main exporting regions of banana in Colombia, this disease causes a destruction estimated in 16.5ha/year. The bacterium presents an extremely high level of genetic variation that affects control measures. This is the first study of its variation in Colombia and was done with AFLP molecular markers on a population of 100 isolates from banana plants, soils and ""weeds"". The high level of genetic diversity, with Nei and Shannon indexes of h=0.32 and I=0.48, respectively, and the AMOvA, showed that this population is subestructured (Fst=0.66): the host is the main factor of differentiation. Even so, previous tests show that all varieties have pathogenicity on Musa.",20411705,Aflp | Moko disease | Molecular markers | Musa sp. | Ralstonia solanacearum,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349097144,SCOPUS_ID:76349097144,2-s2.0-76349097144,"Structural recovering in Andean successional forests from Porce (Antioquia, Colombia)",Yepes A.P.,Revista de Biologia Tropical,00347744,58,1,427-445,2010-03-01,March 2010,20,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,124,"Places subjected to natural or human disturbance can recover forest through an ecological process called secondary succession. Tropical succession is affected by factors such as disturbances, distance from original forest, sur- face configuration and local climate. These factors determine the composition of species and the time trend of the succession itself. We studied succession in soils used for cattle ranching over various decades in the Porce Region of Colombia (Andean Colombian forests). A set of twenty five permanent plots was measured, includ- ing nine plots (20x50m) in primary forests and sixteen (20x25m) in secondary forests. All trees with diameter ≥1.0cm were measured. We analyzed stem density, basal area, above-ground biomass and species richness, in a successional process of ca. 43 years, and in primary forests. The secondary forests' age was estimated in previ- ous studies, using radiocarbon dating, aerial photographs and a high-resolution satellite image analysis (7 to >43 years). In total, 1 143 and 1 766 stems were measured in primary and secondary forests, respectively. Basal area (5.7 to 85.4m2ha-1), above-ground biomass (19.1 to 1 011.5 t ha-1) and species richness (4 to 69) directly increased with site age, while steam density decreased (3 180 to 590). Diametric distributions were ""J-inverted"" for primary forests and even-aged size-class structures for secondary forests. Three species of palms were abun- dant and exclusive in old secondary forests and primary forests: Oenocarpus mapora, Euterpe precatoria and Oenocarpus bataua. These palms happened in cohorts after forest disturbances. Secondary forest structure was 40% in more than 43 years of forest succession and indicate that many factors are interacting and affecting the forests succession in the area (e.g. agriculture, cattle ranching, mining, etc.).",20411733,Above-ground biomass | Diametric structure | Primary forests | Secondary forests | Vegetal succession,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349096930,SCOPUS_ID:76349096930,2-s2.0-76349096930,Highest mosquito records (Diptera: Culicidae) in Venezuela,Navarro J.,Revista de Biologia Tropical,00347744,58,1,245-254,2010-03-01,March 2010,12,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,125,"Mosquitoes (Diptera: Culicidae) are holometabolous insects with aquatic immature stages, which use a broad variety of larval habitats, from ground water bodies to Phytothelmata (water deposits in plants) and artificial deposits. The availability of breeding sites often determines the upper limits of mosquito ranges. We built a database with 9 607 records with 432 localities, 19 genera and 254 species. The Andean mountains have 77% of the highest mosquito records including Aedes euris with record at 3 133 m, followed by three species of Anopheles -subgenera Kerteszia-with the upper limit of 2 680 m. Wyeomyia bicornis and Culex daumastocampa at 2 550 m were the highest records in the Central-Coastal cordillera, while the highest record in Pantepui was Wyeomyia zinzala at 2 252 m. The species associated with phytothelmata (Bromeliaceae and Sarraceniaceae) represent 60% of the records. The upper limits of Culex quinquefasciatus and Anopheles (Kerteszia) species could represent the theoretical limit for transmission of filariasis or arboviruses, by Culex, and malaria by Anopheles (Kerteszia) in Venezuela. Similarly, a vector of Dengue, Aedes aegypti, has not been not recorded above 2 000 m.",20411719,Aedes | Anopheles | Bromeliaceae | Culex | Diptera | Diversity | Heliamphora | Phytothelmata | Wyeomyia,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349093856,SCOPUS_ID:76349093856,2-s2.0-76349093856,Gametophytes and young sporophytes of four species of the fern genus Pteris (Pteridaceae) naturalized in the American continent,Martínez O.G.,Revista de Biologia Tropical,00347744,58,1,89-102,2010-03-01,March 2010,10,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,126,"The pantropical fern genus Pteris L. has about 250 species of which 60 occur in the American continent. We studied the morphogenesis of the gametophyte, and the morphology of the young sporophytes of four species: P. cretica, P. ensiformis, P. multifida and P.vittata, together with a palynological analysis that includes the ability of spores to germinate. Gametophytes were obtained trough in vitro culture techniques with agar-gellified Knudson medium. Young sporophytes were placed in earth-sand (3:1) sterile substrate. We used light and SEM microscopy. Triletes spores predominate, but monolete, tetralete, and other types of apertura are often found. The viability of spores is not affected by the variation, so the term spore polymorphism is applied to the condition occurring among these species. Spore polymorphism is similar in P. cretica and P. multifida. Germination occurs following the Vittaria type, 3-7 days after the sowing. Filamentous, 3-5 celled gametophytes were found in P. cretica, P. multifida and P. vittata, and 7-9 celled in P. ensiformis. Development of gametophytes takes place following Adiantum type and Ceratopteris type. The symmetry of the laminae differ in gametophytes, those of P. ensiformis and P. multifida are similar and differ from the other two species, P. cretica and P. vittata. Gametophytes of P. ensiformis, P. multifida and P. vittata are bisexual and protandric, while male gametophytes were found in P. cretica. Antheridia correspond to the common leptosporangiate type; they are cylindric in P. vittata and ovoid in the other three species. Archegonia necks have 4 rows of 4 cells each. The sporophytes complete their development 3 months after sowing, and have indument close to the adult plants. P. cretica shows obligated apogamy.",20411709,Apogamy | Gametophyte development | Pteris | Spores | Young sporophytes,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349093855,SCOPUS_ID:76349093855,2-s2.0-76349093855,"Seasonal variations of species composition and abundance of zooplankton in Ehoma lake, a floodplain lake in Nigeria",Okogwu O.,Revista de Biologia Tropical,00347744,58,1,171-182,2010-03-01,March 2010,27,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,127,"Ehoma Lake is among the important breeding sites of the major fishes in the Mid-Cross River, Nigeria. The juveniles of these fishes are solely dependent on zooplankton, which has not been studied previously. I studied monthly the lake's physico-chemical variables and zooplankton composition in three stations (littoral, sub-littoral and pelagic) from March 2005 to August 2006. Sixty-seven zooplankton species (42 rotifers, 19 cladocerans and 6 copepods) were identified. Daphnia obtusa Kurz, Keratella valga Ehrenberg, Keratella ticinensis Callerrio, Keratella hiemalis Carlin, Brachionus dimidiatus Bryce and Lecane candida Hauer and Murray are new records for Nigeria. The dominant zooplankters were Diaphanosoma excisum Kurz and Moina micrura Kurz. There was an inverse relationship between species richness and abundance. Richness was highest in the dry season while peak zooplankton abundance was recorded in the rainy season. Zooplankton abundance and species richness decreased progressively from the littoral to the pelagic station while the Shannon-Weaver diversity index varied from 0.68 to 1.28 without a clear seasonal trend. There is a succession pattern: rotifers that are dominant in the dry season are replaced by cladocerans in the rainy season. This succession was greatly influenced by seasonal flooding of the lake. As no previous information on the zooplankton of the lake is available, this study provides baseline data on the lake's zooplankton.",20411715,Abundance | Cross river | Daphnia obtusa | Floodplain | Season | Species richness | Zooplankton,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349092230,SCOPUS_ID:76349092230,2-s2.0-76349092230,Response to short term ultraviolet stress in the reef-building coral Pocillopora capitata (Anthozoa: Scleractinia),Liñán-Cabello M.A.,Revista de Biologia Tropical,00347744,58,1,103-118,2010-03-01,March 2010,16,Journal,ar,Article,100,7,7,13567,undefined,0,FALSE,128,"Coral reefs are impacted by a range of environmental variables that affect their growth and survival, the main factors being the high irradiance and temperature fluctuations. Specimens of Pocillopora capitata verrill 1864 were exposed to photosynthetically active radiation (PAR) and ultraviolet radiation (UVR) for 32h under laboratory conditions. We examined lipid peroxidation (MDA), antioxidant enzyme activities (SOD, CAT, GPx and GST), chlorophyll a (Chl a), carotenoid pigments (CPs), mycosporine-like amino acids (MAAs), and expulsion of zooxanthellae. Our results revealed that corals exposed to UVR had relatively low levels of carotenoids and antioxidant enzyme activities compared to those exposed to PAR, as well as lower CPs/Chl a ratios. Although MAAs and CPs are rapidly produced as non-enzymatic antioxidants in response to UVR in corals, these were not sufficient, even in the dark phase of the experiment, to mitigate the damage caused by formation of reactive oxygen species (ROS), which caused breakdown of the symbiotic relationship between the zooxanthellae and the host animal to an extent 33 times greater than in the PAR treatment. In this study, it could be possible to distinguish that, parallel to the short-term adjustments, such as the amount of pigment in the algae or the sensitivity of the photosynthetic response reported in other species of coral, P. capitata exhibits at the enzymatic level a series of responses oriented to resist the effects derived from the propagation of ROS and, thus, to adapt to and maintain its reproductive capacity in shallow oceanic environments that commonly exhibit high UVR levels. Nevertheless, as a result of the inappropriate location of the artificial intercommunication structure of the Juluapan Lagoon with respect to the arrecifal area of study and therefore of the tides influence, other variables, such as the changes in short-term in turbidity, sediment inputs, nutrients, temperature and osmolarity, can act in combination and cause irreversible damage. The implementation of a management plan for the coralline reefs of the Mexican Pacific coast is required.",20411710,Antioxidants | Carotenoids | CAT | Chlorophyll a | Corals | GPX | GST | Lipid peroxidation | MAAs | Oxidative stress | Photosynthetically active radiation | Pocillopora capitata | Reactive oxygen species | SOD | UVR,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349092229,SCOPUS_ID:76349092229,2-s2.0-76349092229,"Age and growth of Oreochromis aureus (Pisces: Cichlidae) in Sanalona Reservoir, Sinaloa, Mexico",Beltrán-Álvarez R.,Revista de Biologia Tropical,00347744,58,1,325-338,2010-03-01,March 2010,5,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,129,"Oreochromis aureus is an important fishing resource in this reservoir but little biological information is available for management purposes. To study its age and growth in the site, we obtained samples using gill nets of six mesh sizes, and collecting fish from commercial catches, on a bimonthly basis, from November 2006 to September 2007. Total length (Lt), total weight (Pt), sex and gonadosomatic maturity were analyzed. Age determination was done by readings of scale growth marks, and its validation was made by the marginal and gonadosomatic index. A total of 384 fish were collected. Length and weight varied from 125 to 345mm and from 40 to 671g, respectively. Growth in length and weight are described by the following von Bertalanffy equations: Lt=416 [1-e-0.3682 (t+0.4975)] and Pt=1323[1-e-0.3682(t+0.4975)]]3.0652. Two growth marks per year were registered, these were associated to metabolic and environmental factors like reproduction and temperature.",20411726,Age | Growth | Mexico | Oreochromis aureus | Reservoir,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349090237,SCOPUS_ID:76349090237,2-s2.0-76349090237,Two new species of the genus Argyrana (Lepidoptera: Noctuidae),Olivares T.,Revista de Biologia Tropical,00347744,58,1,265-271,2010-03-01,March 2010,1,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,130,"The moth genus Argyrana was described by Koehler in 1951. We studied 539 specimens and here redescribe the adults, male and female genitalia. Two new species are reported for Araucanía and Aysén (ix Region and xi Region, Chile; the genus was previously known only from Argentina). These moths fly in October, November and February.",20411721,Andean-patagonian | Argyrana | Cucullinae | Lepidoptera | New species,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349089340,SCOPUS_ID:76349089340,2-s2.0-76349089340,"Cryptobenthic coral reef fishes in Los Roques National Park, Caribbean of Venezuela",Rodríguez-Quintal J.G.,Revista de Biologia Tropical,00347744,58,1,311-324,2010-03-01,March 2010,3,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,131,"A significant portion of coral reef fish assemblages are composed of small cryptobenthic fishes, but these are poorly represented in regional fish characterization works. We characterized the cryptobenthic reef fish community associated with coral reef in Los Roques National Park during six week surveys. The study included 11 locations in which these fish were registered in transects of 10x2m. Specimens were collected using the suction method and a fine-mesh net. A total of 31 species of six families were collected (four Blenniidae, six Chaenopsidae, one Gobiesocidae, 12 Gobiidae, seven Labrisomidae and one Tripterygiidae). Six represented new records to the park, and Coralliozetus cardonae (Chaenopsidae) was a new record for Venezuela. The most important families were Gobiidae, Chaenopsidae and Labrisomidae. Cryptic fish assemblages changed with the reef environments, with a clear distribution pattern: some species were only observed in shallow areas of less than 5m depth, while in fringing and barrier reef areas, other species were present and differentially distributed between the reef crest and the seaward slope. These patterns probably are related to the close association that these small fish maintain with the benthos.",20411725,Blennioidei | Community structure | Coral reef | Cryptobenthic fishes | Gobioidei | Los roques archipelago | Venezuela,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349087849,SCOPUS_ID:76349087849,2-s2.0-76349087849,"Phagodeterrence by a crude extract of common rue (Ruta chalepensis, Rutaceae) and its partitions on Hypsipyla grandella (Lepidoptera: Pyralidae) larvae",Barboza J.,Revista de Biologia Tropical,00347744,58,1,1-14,2010-03-01,March 2010,13,Journal,ar,Article,100,5,5,13567,undefined,0,FALSE,132,"Hypsipyla grandella (Zeller) larva is maybe the main forest pest in Latin America and the Caribbean, as it bores into the main shoot of trees providing precious woods, such as mahoganies (Swietenia spp.) and cedars (Cedrela spp.). In the search for a preventative method for managing it, the crude leaf extract of common rue (Ruta chalepensis L.), as well as four partitions thereof (water, hexane, dichlorometane, and ethyl acetate), were tested for phagodeterrence. Laboratory bioassays involved increasing concentrations of the crude extract (0.1, 0.32, 1.0, 3.20 and 10.0%w/v) as well as each one of the partitions (in accordance to the yield obtained from the partitioning process), plus rutin, a flavone glycosid. A randomized complete block design, with four replicates, was used. H. grandella instar III larvae were exposed for 24 h to cedar (Cedrela odorata) leaf discs dipped into the respective treatment, after which disc consumption was measured. Strong phagodeterrence was detected at concentrations as low as 0.32 and 0.074%w/v for the crude extract and the hexane partitions, respectively; the ethyl acetate (0.24%w/v) and the water partition (for all of its concentrations), as well as the rutin (starting at 0.064%w/v), caused phagodeterrence, too. Moreover, the crude extract was submitted to a phytochemical screening by means of a number of qualitative tests, to determine possible metabolites causing phagodeterrence, the most important being alkaloids, triterpenes, coumarins and rutin. A particular phytochemical screening was carried out for the hexane partition, which was the most active.",20411703,Alkaloids | Common rue | Cumarins | Hypsipyla grandella | Mahogany shootborer | Phagodeterrence | Ruta chalepensis | Rutin | Triterpenes,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349086693,SCOPUS_ID:76349086693,2-s2.0-76349086693,"Taphonomy of the gastropod cf. Donaldina robusta (Heterobranchia: Streptacididae) from the middle Pennsylvanian, La Joya formation, Sonora, Mexico",Catalina Gómez E.,Revista de Biologia Tropical,00347744,58,1,183-194,2010-03-01,March 2010,1,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,133,"Gastropods are an important component in most of the fossil record; however, investigations have focused mainly on the characterization of the tafofacies and signatures in determined environments. We present qualitative and quantitative taphonomic data for the gastropod cf. Donaldina robusta assemblages from the La Joya Formation of the Sierra Agua Verde, Sonora State, (NW) Mexico. We analyzed 176 shells. Good preservation received a high taphonomic grade (A) and poor preservation a D. The shells were complete in 72% of cases (taphonomic grade B). Less than 10% are corroded or are parallel to the layer (grade A). This rock is petrographycally classified as wackestone, sedimentologically it is characterized by middle sorting (grade B) and low grading (grade A). The fossiliferous assemblage grades as A and B. Biostratinomic features of the skeletal assemblage are characteristic of sedimentologic concentrations of autochthonous-parautochthonous elements at the accumulation site. There was minimal reworking and transport in an environment of low energy, locally produced during a short period of accumulation.",20411716,Biostratinomy | Gastropods | Mexico | Paleoecology | Pennsylvanian | Taphonomic grades,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349085200,SCOPUS_ID:76349085200,2-s2.0-76349085200,"Free-living marine polychaetes (Annelida) inhabiting hard-bottom substrates in Trinidad and Tobago, West Indies",Gobin J.,Revista de Biologia Tropical,00347744,58,1,147-157,2010-03-01,March 2010,11,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,134,"As part of a larger comparative study, marine polychaete hard-bottom assemblages were surveyed using artificial substrate units (ASUs) deployed at four sites off the islands of Trinidad and Tobago. The polychaete fauna was represented by 19 families comprising 89 species. The syllid Exogone dispar was the most abundant polychaete followed closely by the serpulid Pseudovermilia occidentalis. At the family level, the polychaete fauna inhabiting the ASUs is similar to the fauna from other temperate and tropical locations. Omnivorous species were dominant (70%), followed by filter feeders (20%). This survey provides first records of the hard-bottom polychaete fauna of Trinidad and Tobago and adds new information about the geographic range of some polychaete species.",20411713,Abundance | Caribbean | Colonization | Diversity | Polychaeta | Rocky substrate,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349084972,SCOPUS_ID:76349084972,2-s2.0-76349084972,"Bird biodiversity in natural and modified habitats in a landscape of the Central Depression of Chiapas, Mexico",Ramírez-Albores J.E.,Revista de Biologia Tropical,00347744,58,1,511-528,2010-03-01,March 2010,4,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,135,"In many parts of the neotropics, the original habitats are rapidly changing because of excessive logging, agriculture and livestock activity, with an often negative impact on bird communities. I present an analysis of the diversity and richness of birds in a fragmented landscape of the Central Chiapas Depression. Fieldwork was conducted from February 2003 to January 2004. Using point counts, a total of 35 families and 225 bird species were registered (164 residents and 61 migratory); 3% are abundant and 30% rare. Diversity, species richness and number of individuals were significantly higher in tropical deciduous forest (H́=3.41, 178 species ANOVA p<0.0001), which also had the greatest number of species restricted to a single vegetation type (39 species). The incorporation and maintenance of natural and modified habitats are necessary for the survival and reproduction of many birds species in the study area.",20411738,Agricultural fields | Birds | Cattle pastures | Chiapas | Gallery forest | Live fences | Richness | Secondary forest | Tropical deciduous forest | Tropical oak forest | Tropical semideciduous forest,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349084512,SCOPUS_ID:76349084512,2-s2.0-76349084512,Pollen morphology of neotropical species of Podostemum (Malpighiales: Podostemaceae),Passarelli L.,Revista de Biologia Tropical,00347744,58,1,81-88,2010-03-01,March 2010,5,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,136,"Pollen morphology of neotropical species of Podostemum is described for the first time with light (LM) and scanning electronic microscopes (SEM), using pollen dehydration by critical point. Herbarium specimens under study are P. comatum, P. distichum, P. muelleri and P. rutifolium. Pollen grains are dispersed in dyads. Observed with LM, dyads range from 21 to 31μm in lengh and 12 to 18μm wide. individual pollen grains are radially symmetrical spheroidal to subprolate, and have a tricolpate aperture. The exine is tectate, psilate, with an infratectal structure formed by simple columella under the tectum. With SEM, an abundant pollen surface coat is observed all over the pollen grains, mainly in the two grains dyad contact zone. This pollen coat would protect the grains from dehydration because the environments in which these plants grow have important water variation and pollination is not zoophilic. The shared dyad wall shows bridges that partially fusion the exines, forming calymate dyads. Some dyads bear the apertures aligned between grains and some not. The transverse condition of the aperture or aperture in ""L"" that occurs in the four studied species is described for the first time. it is interpreted as a trend of the genus to espiroaperture. This change in the aperture would be associated with phenology because it is a genus with very short flowering and anthesis, generally a day of anthesis in the dry season. The spiroaperture increases the chances of germination sites and would also have a harmomegata role in an environment with water changes favoring the reproductive success.Walls have a microechinate sculpture, with or without pads at the base of the microechinae. Size of ornamental processes differs, and the colpus membrane has similar ornamentation to that of the non apertural wall, but with larger processes. individual morphology of pollen grains is similar to that described for other family genera as Apinagia and Mourera. During previous stages of anthesis, the presence of cross tetrads was observed, also a new contribution for this genus.",20411708,Aquatic plants | Dyads | Espiroaperture | Neotropical flora | Podostemum - podostemaceae | Pollen,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/76349083860,SCOPUS_ID:76349083860,2-s2.0-76349083860,"Alpha diversity patterns in three fragmented forests of Northern Andes, Colombia",López W.,Revista de Biologia Tropical,00347744,58,1,483-498,2010-03-01,March 2010,9,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,137,"Diversity studies in forests are useful for conservation management. We analyzed the patterns of alpha diversity in three protected forests along an altitudinal gradient in the Northern part of the Central Mountain Range, Colombia. The study was based on six permanent plots of 1ha (two per area). According to plant size, two main categories were used: canopy (diameter at breast height≥10cm) and understory (1cm≤diameter at breast height<10cm). Species-area curves showed differences in species richness by size category in all regions. instead, speciesindividual curves were independent of the size in Anorí and Angelópolis, but not in Belmira. Diversity patterns, as measured by Fisher's alpha index, showed a strong tendency to reach a plateau for sample sizes larger than 1000 individuals. Neither species-area curves nor species-individual curves showed an asymptote; however, the species accumulation rate in Belmira was very low (0.05) when compared to Anorí and Angelópolis (0.25). Fisher's alpha index is a very useful tool to understand the extent of relative differences in diversity among regions or forest types along altitudinal gradients, even when sample size is relatively small. Our results support dispersal limitation as the main mechanism structuring species assemblages at very fine scales, and the monotonic increment of density-dependence processes determining the tree community structure at larger spatial scales. Likewise, we found that density-dependence tends to increase with altitude.",20411736,Alpha diversity | Andes | Colombia | Density-dependence | Dispersal limitation | Fisher's alpha | Mountain forests | Species-area curves | Species-individual-curves,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84856623971,SCOPUS_ID:84856623971,2-s2.0-84856623971,[Fresh water macroinvertebrates of Costa Rica I].,Springer M.,Revista de biología tropical,00347744,58 Suppl 4,NA,NA,2010-01-01,Dec 2010,29,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,138,"This is the first in a series of three volumes on the freshwater macroinvertebrates of Costa Rica. The present volume includes an introductory chapter summarizing the major types of freshwater environments, the biology of freshwater macroinvertebrates (habitats, food, respiration, osmoregulation, etc.), ecological and economic importance, conservation and a synopis of the major groups, followed by a simplified key. The next two chapters discuss collecting methods and biomonitoring. These are followed by chapters on mayflies (Ephemeroptera: 10 families), dragonflies (Odonata: 13 families), stoneflies (Plecoptera: 1 family) and caddisflies (Trichoptera: 15 families). Both in this volume and in those to follow, the chapters treating individual taxa include a summary of the natural history, importance, taxonomy, collecting methods, morphology and an illustrated key to the families; each family is discussed separately and an illustrated key to genera is provided; each chapter ends with a bibliography and a table listing all the genera with information on number of species, distribution, habitat and tolerance to water pollution. While the emphasis is on families and genera known from Costa Rica, additional taxa occurring elsewhere in Central America are mentioned. The present volume also includes numerous color plates of aquatic macroinvertebrates.",22043666,NA,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/78650717443,SCOPUS_ID:78650717443,2-s2.0-78650717443,A new giant species of placented worm and the mechanism by which onychophorans weave their nets (Onychophora: Peripatidae),Morera-Brenes B.,Revista de Biologia Tropical,00347744,58,4,1127-1142,2010-01-01,December 2010,22,Journal,ar,Article,100,2,2,13567,undefined,1,TRUE,139,"Onychophorans, or velvet worms, are poorly known and rare animals. Here we report the discovery of a new species that is also the largest onychophoran found so far, a 22cm long female from the Caribbean coastal forest of Costa Rica. Specimens were examined with Scanning Electron Microscopy; Peripatus solorzanoi sp. nov., is diagnosed as follows: primary papillae convex and conical with rounded bases, with more than 18 scale ranks. Apical section large, spherical, with a basal diameter of at least 20 ranks. Apical piece with 6-7 scale ranks. Outer blade 1 principal tooth, 1 accessory tooth, 1 vestigial accessory tooth (formula: 1/1/1); inner blade 1 principal tooth, 1 accessory tooth, 1 rudimentary accessory tooth, 9 to 10 denticles (formula: 1/1/1/9-10). Accessory tooth blunt in both blades. Four pads in the fourth and fifth oncopods; 4th. pad arched. The previously unknown mechanism by which onychophorans weave their adhesive is simple: muscular action produces a swinging movement of the adhesive-spelling organs; as a result, the streams cross in mid air, weaving the net. Like all onychophorans, P. solorzanoi is a rare species: active protection of the habitat of the largest onychophoran ever described, is considered urgent.",NA,Costa Rica | Fossil and extant velvet worms | Largest onychophoran | Net weaving mechanism | New species | Peripatidae | Peripatus | Taxonomy,NA,NA,10.15517/rbt.v58i4.5398,all,All Open Access
