@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:pageRange,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/33645962850,SCOPUS_ID:33645962850,2-s2.0-33645962850,Herbivory and competition interact to affect reproductive traits and mating system expression in Impatiens capensis,Steets J.,American Naturalist,00030147,167,4,2006-04-01,April 2006,10.1086/501030,"As a step toward understanding how community context shapes mating system evolution, we investigated the combined role of two plant antagonisms, vegetative herbivory and intraspecific competition, for reproduction and mating system expression (relative production of selfing, cleistogamous and facultatively outcrossing, chasmogamous flowers and fruits) of Impatiens capensis. In a survey of I. capensis populations, we found that vegetative herbivory and intraspecific competition were positively correlated. In a greenhouse experiment where leaf damage and plant density were manipulated, multispecies interactions had dramatic effects on reproductive and mating system traits. Despite having additive effects on growth, herbivory and competition had nonadditive effects for mating system expression, chasmogamous fruit production, flower number and size, and cleistogamous flower production. Our results demonstrate that competitive interactions influence the effect of herbivory (and vice versa) on fitness components and mating system, and thus antagonisms may have unforeseen consequences for mating system evolution, population genetic diversity, and persistence. © 2006 by The University of Chicago.",24,16671001,Journal,ar,Article,100,3,3,Antagonism | Cleistogamy | Floral traits | Intraspecific competition | Mixed mating system | Vegetative herbivory,12604,undefined,0,FALSE,119,591-600,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645548168,SCOPUS_ID:33645548168,2-s2.0-33645548168,Context-dependent discrimination and the evolution of mimicry,Holen Ø.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499567,"Many mimetic organisms have evolved a close resemblance to their models, making it difficult to discriminate between them on the basis of appearance alone. However, if mimics and models differ slightly in their activity patterns, behavior, or use of microhabitats, the exact circumstances under which a signaler is encountered may provide additional clues to its identity. We employ an optimality model of mimetic discrimination in which signal receivers obtain information about the relative risk of encountering mimics and models by observing an external background cue and flexibly adjust their response thresholds. Although such flexibility on the part of signal receivers has been predicted by theory and is supported by empirical evidence in a range of biological settings, little is known about the effects it has on signalers. We show that the presence of external cues that partly reveal signaler identity may benefit models and harm mimics, harm both, or even benefit both, depending on ecological circumstances. Moreover, if mimetic traits are costly to express, or mimics are related to their neighbors, context-dependent discrimination can dramatically alter the outcome of mimetic evolution. We discuss context-dependent discrimination among signal receivers in relation to small-scale synchrony in model and mimic activity patterns. © 2006 by The University of Chicago. All rights reserved.",31,16673346,Journal,ar,Article,100,2,2,Aggressive mimicry | Batesian mimicry | Conditional strategies | Context-dependent discrimination | Predation | Signal detection theory,12604,undefined,0,FALSE,120,377-389,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645529516,SCOPUS_ID:33645529516,2-s2.0-33645529516,Sexual systems and population genetic structure in an annual plant: Testing the metapopulation model,Obbard D.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499546,"The need for reproductive assurance during dispersal, along with the pressure of local mate competition, means that the importance of frequent or repeated colonization is implicit in the literature on sexual system evolution. However, there have been few empirical tests of the association between colonization history and sexual system in plants, and none within a single species. Here we use patterns of genetic diversity to provide such a test in the Mercurialis annua species complex, which spans the range of systems from self-compatible monoecy through androdioecy to dioecy. This variation has been hypothesized to result from differing patterns of metapopulation turnover and recolonization. Because monoecy should be favored during colonization, androdioecy and dioecy will be maintained only in regions with low rates of local extinction and recolonization, and these differences should also be reflected in patterns of neutral genetic diversity. We show that monoecious populations of M. annua display lower within-population genetic diversity than androdioecious populations and higher genetic differentiation than dioecious and androdioecious populations, as predicted by metapopulation models. In contrast, regional diversity in M. annua appears to be primarily a product of postglacial range expansion from two refugia in the eastern and western Mediterranean Basin. © 2006 by The University of Chicago. All rights reserved.",69,16673344,Journal,ar,Article,100,3,3,Allopolyploid | Androdioecy | Dioecy | Genetic diversity | Mercurialis annua | Phylogeography,12604,undefined,0,FALSE,121,354-366,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645529165,SCOPUS_ID:33645529165,2-s2.0-33645529165,Integral projection models for species with complex demography,Ellner S.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499438,"Matrix projection models occupy a central role in population and conservation biology. Matrix models divide a population into discrete classes, even if the structuring trait exhibits continuous variation (e.g., body size). The integral projection model (IPM) avoids discrete classes and potential artifacts from arbitrary class divisions, facilitates parsimonious modeling based on smooth relationships between individual state and demographic performance, and can be implemented with standard matrix software. Here, we extend the IPM to species with complex demographic attributes, including dormant and active life stages, cross-classification by several attributes (e.g., size, age, and condition), and changes between discrete and continuous structure over the life cycle. We present a general model encompassing these cases, numerical methods, and theoretical results, including stable population growth and sensitivity/ elasticity analysis for density-independent models, local stability analysis in density-dependent models, and optimal/evolutionarily stable strategy life-history analysis. Our presentation centers on an IPM for the thistle Onopordum illyricum based on a 6-year field study. Flowering and death probabilities are size and age dependent, and individuals also vary in a latent attribute affecting survival, but a predictively accurate IPM is completely parameterized by fitting a few regression equations. The online edition of the American Naturalist includes a zip archive of R scripts illustrating our suggested methods. © 2006 by The University of Chicago. All rights reserved.",379,16673349,Journal,ar,Article,100,2,2,Integral model | Latent variability | Matrix model | Sensitivity analysis | Structured populations | Thistle,12604,0326705,0,FALSE,122,410-428,all,All Open Access,GEO,Directorate for Geosciences
true,https://api.elsevier.com/content/abstract/scopus_id/33645528792,SCOPUS_ID:33645528792,2-s2.0-33645528792,A new perspective on developmental plasticity and the principles of adaptive morph determination,Leimar O.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499566,"Organisms can have divergent paths of development leading to alternative phenotypes, or morphs. The choice of developmental path may be set by environmental cues, the individual's genotype, or a combination of the two. Using individual-based simulation and analytical investigation, we explore the idea that from the viewpoint of a developmental switch, genetic morph determination can sometimes be regarded as adaptive developmental plasticity. We compare the possibilities for the evolution of environmental and genetic morph determination and combinations of the two in situations with spatial variation in conditions. We find that the accuracy of environmental cues in predicting coming selective conditions is important for environmental morph determination, in accordance with previous results, and that genetic morph determination is favored in a similar way by the accuracy of genetic cues, in the form of selectively maintained gene frequency differences between local populations. Restricted gene flow and strong selection acting on the phenotypic alternatives produce clearer gene frequency differences and lead to greater accuracy of genetic cues. For combined environmental and genetic morph determination, we show that the developmental machinery can evolve toward efficiently combining information in environmental and genetic cues for the purpose of predicting coming selective conditions. © 2006 by The University of Chicago. All rights reserved.",102,16673345,Journal,re,Review,100,3,3,Alternative phenotypes | Genetic conflict | Genetic polymorphism | Phenotypic plasticity,12604,undefined,0,FALSE,123,367-376,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645523633,SCOPUS_ID:33645523633,2-s2.0-33645523633,The prerequisites for and likelihood of generalist-specialist coexistence,Abrams P.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499382,"Mathematical models of three-consumer-two-resource systems are used to explore the possibility of coexistence when one consumer is a generalist utilizing both resources, and the other two are specialists utilizing only one. Such coexistence requires strongly saturating functional or numerical responses in at least one consumer and the presence of sustained asynchronous variation in resource abundances. Given these conditions, the effects of three dichotomous factors on the range of parameters allowing coexistence are examined: flexible versus inflexible resource choice by the generalist, endogenous or exogenous cause of resource cycles, and location of the two resources in a single habitat versus two habitats. Coexistence of all three species is found to be possible for all combinations of these factors except for inflexible choice in a two-habitat environment. Generalists experience frequency-dependent fitness because, when they are abundant, they synchronize resource cycles and/or reduce their amplitude. When the generalist can adaptively adjust its relative foraging on the two resources, coexistence conditions are broadened considerably, and coexistence commonly occurs readily with exogenous variation in resource growth and with resources located in distinct habitats. Adaptive behavior increases the generalist's ability to both synchronize and dampen resource cycles. © 2006 by The University of Chicago. All rights reserved.",83,16673342,Journal,ar,Article,100,1,1,Coexistence | Competition | Environmental variation | Generalist | Nonlinearity | Specialist,12604,undefined,0,FALSE,124,329-342,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645522133,SCOPUS_ID:33645522133,2-s2.0-33645522133,Evolutionary response to selection on clutch size in a long-term study of the mute swan,Charmantier A.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499378,"Life-history traits in wild populations are often regarded as being subject to directional selection, and the existence of substantial variation and microevolutionary stasis of these characters is therefore a problem in need of explanation. Avian clutch size is an archetypal life-history trait in this context, and many studies have sought to test explanations for stasis in clutch size. Surprisingly, there are many fewer studies that used long-term data to ask how selection acts on clutch size, particularly in a multivariate framework. In this article, we report selection, inheritance, and evolution of clutch size over 25 years in a colony of mute swans using a multivariate quantitative genetic framework to control for correlations with breeding time. We show that clutch size is influenced by both additive genetic and permanent environmental effects and that selection acts on clutch size in combination with breeding time. Natural selection on clutch size is strongly directional, favoring larger clutches, and we observe an increase in clutch size of 0.35 standard deviations, consistent with the expected response based on selection and inheritance of clutch size. We hypothesize that these changes result from recent relaxation of food constraints and predation risks experienced by this colony. © 2006 by The University of Chicago. All rights reserved.",56,16673352,Journal,ar,Article,100,4,4,Additive genetic variance | Animal model | Breeding values | Clutch size | Microevolution,12604,undefined,0,FALSE,125,453-465,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645515721,SCOPUS_ID:33645515721,2-s2.0-33645515721,Predation risk influences adaptive morphological variation in fish populations,Eklöv P.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499544,"Predators can cause a shift in both density and frequency of a prey phenotype that may lead to phenotypic divergence through natural selection. What is less investigated is that predators have a variety of indirect effects on prey that could potentially have large evolutionary responses. We conducted a pond experiment to test whether differences in predation risk in different habitats caused shifts in behavior of prey that, in turn, would affect their morphology. We also tested whether the experimental data could explain the morphological variation of perch in the natural environment. In the experiment, predators caused the prey fish to shift to the habitat with the lower predation risk. The prey specialized on habitat-specific resources, and there was a strong correlation between diet of the prey fish and morphological variation, suggesting that resource specialization ultimately affected the morphology. The lack of differences in competition and mortality suggest that the morphological variation among prey was induced by differences in predation risk among habitats. The field study demonstrated that there are differences in growth related to morphology of perch in two different habitats. Thus, a trade-off between foraging and predator avoidance could be responsible for adaptive morphological variation of young perch. © 2006 by The University of Chicago. All rights reserved.",115,16673351,Journal,ar,Article,100,2,2,Adaptive morphological variation | Indirect effects | Phenotypic plasticity | Predation | Resource polymorphism,12604,undefined,0,FALSE,126,440-452,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645513251,SCOPUS_ID:33645513251,2-s2.0-33645513251,Evolution of clutch size in cavity-excavating birds: The nest site limitation hypothesis revisited,Wiebe K.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499373,"There are two major competing hypotheses for variation in clutch size among cavity-nesting species. The nest site limitation hypothesis postulates that nesting opportunities are more limited for weak excavators, which consequently invest more in each breeding attempt by laying larger clutches. Alternatively, clutch size may be determined by diet; the clutch sizes of strong excavators may be smaller because they are able to specialize on a more seasonally stable prey. We built a conceptual model that integrated hypotheses for interspecific variation in clutch size and tested it with comparative data on life-history traits of woodpeckers (Picidae) and nuthatches (Sittidae). In most analyses, diet explained more variation in clutch size among species than did propensity to excavate. Migratory status was positively associated with clutch size but was difficult to distinguish from diet since resident species consumed more bark beetles (a prey available in winter) and had smaller clutches than migratory species. The literature suggests that cavities are not limited in natural, old-growth forests. Although our data do not rule out nest site limitation, we conclude that annual stability of food resources has a larger impact on the evolution of clutch sizes in excavators than does limitation of nest sites. © 2006 by The University of Chicago. All rights reserved.",36,16673343,Journal,ar,Article,100,3,3,Ashmole's hypothesis | Cavity nester | Clutch size | Life history | Nest site limitation | Woodpecker,12604,undefined,0,FALSE,127,343-353,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645508942,SCOPUS_ID:33645508942,2-s2.0-33645508942,The evolution of worker caste diversity in social insects,Fjerdingstad E.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499545,"Morphological diversification of workers is predicted to improve the division of labor within social insect colonies, yet many species have monomorphic workers. Individual-level selection on the reproductive capacities of workers may counter colony-level selection for diversification, and life-history differences between species (timing of caste determination, colony size, genetic variation available) may mediate the strength of this selection. We tested this through phylogenetically independent contrast analyses on a new data set for 35 ant species. Evidence was found that early divergence of queen-worker developmental pathways may facilitate the evolution of worker diversity because queen-worker dimorphism was strongly positively associated with diversity. By contrast, risks for colonies that invest in specialized workers and colony size effects on costs of worker reproduction seem unlikely to strongly affect the evolution of worker diversity because there was no significant association between colony size and diversity when controlling statistically for queen-worker dimorphism. Finally, worker diversity was greater in species with multiple lineages per colony, and it was negatively associated with relatedness in monogynous species. This could be due to high intracolonial genetic variance favoring the expression and evolution of great worker diversity or to diversity evolving more easily when there is selection for repression of worker reproduction (worker policing). © 2006 by The University of Chicago. All rights reserved.",102,16673347,Journal,ar,Article,100,2,2,Colony | Kin selection | Policing | Polyandry and polygyny | Polymorphism,12604,undefined,0,FALSE,128,390-400,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645507780,SCOPUS_ID:33645507780,2-s2.0-33645507780,The consequences of direct versus indirect species interactions to selection on traits: Pollination and nectar robbing in Ipomopsis aggregata,Irwin R.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499377,"Organisms experience a complex suite of species interactions. Although the ecological consequences of direct versus indirect species interactions have received attention, their evolutionary implications are not well understood. I examined selection on floral traits through direct versus indirect pathways of species interactions using the plant Ipomopsis aggregata and its pollinators and nectar robber. Using path analysis and structural equation modeling, I tested competing hypotheses comparing the relative importance of direct (pollinator-mediated) versus indirect (robber-mediated) interactions to trait selection through female plant function in 2 years. The hypothesis that provided the best fit to the observed data included robbing and pollination, suggesting that both interactors are important in driving selection on some traits; however, the direction and intensity of selection through robbing versus pollination varied between years. I then increased my scope of inference by assessing traits and species interactions across more years. I found that the potential for temporal variation in the direction and intensity of selection was pronounced. Taken together, results suggest that assessing the broader context in which organisms evolve, including both direct and indirect interactions and across multiple years, can provide increased mechanistic understanding of the diversity of ways that animals shape floral and plant evolution. © 2006 by The University of Chicago. All rights reserved.",86,16673341,Journal,ar,Article,100,1,1,Indirect effects | Ipomopsis aggregata | Natural selection | Nectar robbing | Path analysis | Pollen limitation,12604,undefined,0,FALSE,129,315-328,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33645507608,SCOPUS_ID:33645507608,2-s2.0-33645507608,Nonrandom mating preserves intrasexual polymorphism and stops population differentiation in sexual conflict,Härdling R.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/498946,"Evolutionary conflict between the sexes is predicted to lead to sexual arms races in which male adaptations for acquiring mates (""offense"" traits) are met by female counteradaptations - for example, to reduce mating rate (""defense"" traits). Such coevolutionary chases may be perpetual. However, we show here that the coevolutionary process may also lead to a stable state in which multiple offense-defense trait pairs are maintained. This type of polymorphism below the species level is a result of sexual conflict in combination with nonrandom mating. Our results show that if nonrandom mating occurs with respect to male and female conflict traits, genetic correlations will act to stabilize the trait frequencies so that all morphs are maintained. We discuss the results in special relation to the evolution of female polymorphism in diving beetles and argue that the process we describe may be a general force that maintains polymorphism in other taxa as well. © 2006 by The University of Chicago. All rights reserved.",43,16673348,Journal,ar,Article,100,2,2,Arms race | Diving beetle | Dytiscidae | Intrasexual polymorphism | Nonrandom mating | Sexual conflict,12604,undefined,0,FALSE,130,401-409,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33644774693,SCOPUS_ID:33644774693,2-s2.0-33644774693,Viral ecology and the maintenance of novel host use,Dennehy J.,American Naturalist,00030147,167,3,2006-03-01,March 2006,10.1086/499381,"Viruses can occasionally emerge by infecting new host species. However, the early phases of emergence can hinge upon ecological sustainability of the virus population, which is a product of both within-host population growth and between-host transmission. Insufficient growth or transmission can force virus extinction before the latter phases of emergence, where genetic adaptations that improve host use may occur. We examined the early phase of emergence by studying the population dynamics of RNA phages in replicated laboratory environments containing native and novel host bacteria. To predict the breadth of transmission rates allowing viral persistence on each species, we developed a simple model based on in vitro data for phage growth rate over a range of initial population densities on both hosts. Validation of these predictions using serial passage experiments revealed a range of transmission rates for which the native host was a source and the novel host was a sink. In this critical range of transmission rates, periodic exposure to the native host was sufficient for the maintenance of the viral population on the novel host. We argue that this effect should facilitate adaptation by the virus to utilize the novel host - often crucial in subsequent phases of emergence. © 2006 by The University of Chicago. All rights reserved.",49,16673350,Journal,ar,Article,100,4,4,Bacteriophage | Density-dependence | Emergence | Host shift | Source-sink dynamics | Virus,12604,R01GM060792,0,FALSE,131,429-439,NA,NA,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/33144488456,SCOPUS_ID:33144488456,2-s2.0-33144488456,Are fluctuating asymmetry studies adequately sampled? Implications of a new model for size distribution,Babbitt G.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/498621,"Previous work on fluctuating asymmetry (FA) has highlighted its controversial relationship with environmental stress and genetic architecture. While size-based measures of FA have been assumed to have half-normal distributions within populations, studies of model developmental mechanisms have suggested other plausible distributions for FA. We investigated the distribution of FA in large empirical data sets of wing shape and wing size asymmetry from three species of insects (cotton aphid Aphis gossipyii Glover, honeybee Apis mellifera, and long-legged fly Chrysosoma crinitus). Regardless of measurement method, FA was best described by a double Pareto-lognormal (DPLN) distribution or one of its limiting functional forms. To investigate convergence of mean sample FA to the population mean at various sample sizes, we sampled repeatedly under a DPLN distribution using parameter values that best fitted our data. Sample variances are much larger, and hence, convergence is slowed considerably with univariate or multivariate size-based measures of FA in contrast to a multivariate shape-based measure of FA. We suggest that much of the past work on FA may be undersampled, and we recommend using multivariate shape-based approaches or collecting larger data sets in future studies. We also discuss the implications of the DPLN distribution for understanding the developmental mechanisms underlying FA. © 2006 by The University of Chicago. All rights reserved.",19,16670983,Journal,ar,Article,100,3,3,Body size | Developmental instability | Double Pareto-lognormal distribution | Geometric Brownian motion | Geometric morphometrics | Power-law scaling,12604,undefined,0,FALSE,132,230-245,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33144487680,SCOPUS_ID:33144487680,2-s2.0-33144487680,Distributions of habitat suitability and the abundance-occupancy relationship,Freckleton R.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/498655,"Positive abundance-occupancy relationships (a relationship between the number of sites a species occupies and the average density of individuals in occupied sites) are widespread through a range of taxa. The simplest model for this is the ""vital rates"" model, which proposes that habitat suitability varies spatially; increasing average habitat quality thus leads to simultaneous increases in average densities within occupied areas, as well as the total area that is habitable. This model has not been tested. We develop a general analytical version of this model and show that it predicts that the skewness of population size or aggregation of individuals within sites should vary systematically with density and occupancy, depending on the distribution of habitat suitability, and that the variance in occupancy should be highest at low densities. We compare these predictions with data from the British Trust for Ornithology's Common Birds Census, and we find systematic changes in both variance and skewness of density, both intra- and interspecifically. © 2006 by The University of Chicago. All rights reserved.",64,16670985,Journal,ar,Article,100,3,3,Dispersal | Habitat association | Metapopulation | Phylogeny | Population viability,12604,undefined,0,FALSE,133,260-275,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33144485268,SCOPUS_ID:33144485268,2-s2.0-33144485268,Flight performance and competitive displacement of hummingbirds across elevational gradients,Altshuler D.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/498622,"Hummingbirds, with their impressive flight ability and competitive aerial contests, make ideal candidates for applying a mechanistic approach to studying community structure. Because flight costs are influenced by abiotic factors that change systematically with altitude, elevational gradients provide natural experiments for hummingbird flight ecology. Prior attempts relied on wing disc loading (WDL) as a morphological surrogate for flight performance, but recent analyses indicate this variable does not influence either territorial behavior or competitive ability. Aerodynamic power, by contrast, can be derived from direct measurements of performance and, like WDL, declines across elevations. Here, I demonstrate for a diverse community of Andean hummingbirds that burst aerodynamic power is associated with territorial behavior. Along a second elevational gradient in Colorado, I tested for correlated changes in aerodynamic power and competitive ability in two territorial hummingbirds. This behavioral analysis revealed that short-winged Selasphorus rufus males are dominant over long-winged Selasphorus platycercus males at low elevations but that the roles are reversed at higher elevations. Several lines of evidence support the hypothesis that the burst rather than sustained aerodynamic performance mediates competitive ability at high elevation. A minimum value for burst power may be required for successful competition, but other maneuverability features gain importance when all competitors have sufficient muscle power, as occurs at low elevations. © 2006 by The University of Chicago. All rights reserved.",57,16670982,Journal,ar,Article,100,1,1,Aerodynamic power requirements | Burst performance | Community structure | Elevation | Flight behavior | Mechanistic approach,12604,undefined,0,FALSE,134,216-229,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33144482010,SCOPUS_ID:33144482010,2-s2.0-33144482010,Is evolution necessary for range expansion? Manipulating reproductive timing of a weedy annual transplanted beyond its range,Griffith T.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/498945,"Ecologists often consider how environmental factors limit a species' geographic range. However, recent models suggest that geographic distribution also may be determined by a species' ability to adapt to novel environmental conditions. In this study, we empirically tested whether further evolution would be necessary for northern expansion of the weedy annual cocklebur (Xanthium strumarium) in its native North American range. We transplanted seedlings beyond the northern border and photoperiodically manipulated reproductive timing, a trait important for adaptation to shorter growing seasons at higher latitudes within the range, to determine whether further evolution of this trait would result in a phenotype viable beyond the range. Earlier reproductive induction enabled plants to produce mature seeds beyond the range and to achieve a reproductive output similar to those grown within the range. Therefore, evolution of earlier reproduction in marginal populations would be necessary for northward range expansion. This study is the first to empirically show that evolution in an ecologically important trait would enable a species to survive and reproduce beyond its current range. These results suggest that relatively few traits may limit a species' range and that identifying evolutionary constraints on such traits could be important for predicting geographic distribution. © 2006 by The University of Chicago. All rights reserved.",88,16670977,Journal,ar,Article,100,2,2,Day length | Evolutionary constraint | Life history | Range limits | Species borders,12604,undefined,0,FALSE,135,153-164,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33144481743,SCOPUS_ID:33144481743,2-s2.0-33144481743,"A test of the ""sexy son"" hypothesis: Sons of polygynous collared flycatchers do not inherit their fathers' mating status",Gustafsson L.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/498623,"According to the original ""sexy son"" hypothesis, a female may benefit from pairing with an already-mated male despite a reduction in fecundity because her sons inherit their father's attractiveness. We used data from a long-term study of collared flycatchers (Ficedula albicollis) collected during 24 years to test this prediction. Our results show that the sons of polygynously mated females fledged in poor condition and therefore did not inherit their father's large forehead patch (a condition-dependent display trait) or mating status. From the female's perspective, polygynous pairing resulted in fewer recruited grandchildren than did a monogamous pairing. The reproductive value of sons did not outweigh the fecundity costs of polygyny because the low paternal care reduced the attractiveness of sons. When there are long-lasting parental effects on offspring attractiveness, costs of polygyny may include the production of nonsexy sons. © 2006 by The University of Chicago. All rights reserved.",21,16670988,Journal,re,Review,100,2,2,Costs of polygyny | Direct benefits | Genetic benefits | Indirect benefits | Parental care | Sexual conflict,12604,undefined,0,FALSE,136,297-302,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33144480136,SCOPUS_ID:33144480136,2-s2.0-33144480136,Context-dependent intergenerational effects: The interaction between past and present environments and its effect on population dynamics,Plaistow S.J.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/499380,"Intergenerational effects arise when parents' actions influence the reproduction and survival of their offspring and possibly later descendants. Models suggest that intergenerational effects have important implications for both population dynamical patterns and the evolution of life-history traits. However, these will depend on the nature and duration of intergenerational effects. Here we show that manipulating parental food environments of soil mites produced intergenerational effects that were still detectable in the life histories of descendents three generations later. Intergenerational effects varied in different environments and from one generation to the next. In low-food environments, variation in egg size altered a trade-off between age and size at maturity and had little effect on the size of eggs produced in subsequent generations. Consequently, intergenerational effects decreased over time. In contrast, in high-food environments, variation in egg size predominantly influenced a trade-off between fecundity and adult survival and generated increasing variation in egg size. As a result, the persistence and significance of intergenerational effects varied between high- and low-food environments. Context-dependent intergenerational effects can therefore have complex but important effects on population dynamics. © 2006 by The University of Chicago. All rights reserved.",119,16670981,Journal,ar,Article,100,3,3,Context dependence | Intergenerational effects | Life-history plasticity | Population dynamics | Sancassania berlesei,12604,undefined,0,FALSE,137,206-215,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33144478327,SCOPUS_ID:33144478327,2-s2.0-33144478327,Plugging space into predator-prey models: An empirical approach,Bergström U.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/499372,"Extrapolating ecological processes from small-scale experimental systems to scales of natural populations usually entails a considerable increase in spatial heterogeneity, which may affect process rates and, ultimately, population dynamics. We demonstrate how information on the heterogeneity of natural populations can be taken into account when scaling up laboratory-derived process functions, using the technique of moment approximation. We apply moment approximation to a benthic crustacean predator-prey system, where a laboratory-derived functional response is made spatial by including correction terms for the variance in prey density and the covariance between prey and predator densities observed in the field. We also show how moment approximation may be used to incorporate spatial information into a dynamic model of the system. While the non-spatial model predicts stable dynamics, its spatial equivalent also produces bounded fluctuations, in agreement with observed dynamics. A detailed analysis shows that predator-prey covariance, but not prey variance, destabilizes the dynamics. We conclude that second-order moment approximation may provide a useful technique for including spatial information in population models. The main advantage of the method is its conceptual value: by providing explicit estimates of variance and covariance effects, it offers the possibility of understanding how heterogeneity affects ecological processes. © 2006 by The University of Chicago. All rights reserved.",34,16670984,Journal,re,Review,100,3,3,Covariance | Extrapolation | Functional response | Moment approximation | Spatial heterogeneity | Variance,12604,undefined,0,FALSE,138,246-259,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33144475260,SCOPUS_ID:33144475260,2-s2.0-33144475260,Anther evolution: Pollen presentation strategies when pollinators differ,Castellanos M.C.,American Naturalist,00030147,167,2,2006-02-01,February 2006,10.1086/498854,"Male-male competition in plants is thought to exert selection on flower morphology and on the temporal presentation of pollen. Theory suggests that a plant's pollen dosing strategy should evolve to match the abundance and pollen transfer efficiency of its pollinators. Simultaneous pollen presentation should be favored when pollinators are infrequent or efficient at delivering the pollen they remove, whereas gradual dosing should optimize delivery by frequent and wasteful pollinators. Among Penstemon and Keckiella species, anthers vary in ways that affect pollen release, and the morphology of dried anthers reliably indicates how they dispense pollen. In these genera, hummingbird pollination has evolved repeatedly from hymenopteran pollination. Pollen production does not change with evolutionary shifts between pollinators. We show that after we control for phylogeny, hymenopteran-adapted species present their pollen more gradually than hummingbird-adapted relatives. In a species pair that seemed to defy the pattern, the rhythm of anther maturation produced an equivalent dosing effect. These results accord with previous findings that hummingbirds can be more efficient than bees at delivering pollen. © 2006 by The University of Chicago. All rights reserved.",88,16670987,Journal,ar,Article,100,5,5,Floral evolution | Male-male competition | Penstemon | Pollen dispensing | Pollen-ovule ratios | Sexual selection,12604,undefined,0,FALSE,139,288-296,all,All Open Access,NA,NA
