@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0035677709,SCOPUS_ID:0035677709,2-s2.0-0035677709,Studies of linkage in populations. XIV. Historical changes in frequencies of gene arrangements and arrangement combinations in natural populations of Drosophila robusta,Levitan M.,Evolution,00143820,55,11,2359-2362,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00749.x,Data are reported showing large directional changes in the frequencies of some gene arrangements and arrangement combinations in certain natural populations of Drosophila robusta in the eastern United States. The changes involve the same X-chromosomal inversion differences in two of the three localities studied and similar autosomal inversions in all three. These genetic changes provide a rare opportunity to observe evolutionary forces at work in nature. They are interpreted as being due to natural selection.,11,11794794,Journal,ar,Article,100,1,1,Directional changes | Drosophila robusta | Evolution | Linked inversions | Natural populations | Natural selection,22104,undefined,1,TRUE,all,All Open Access,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035675653,SCOPUS_ID:0035675653,2-s2.0-0035675653,"Genetic structure of the blue ridge dusky salamander (Desmognathus orestes): Inferences from allozymes, mitochondrial DNA, and behavior",Mead L.S.,Evolution,00143820,55,11,2287-2302,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00743.x,"The plethodontid salamander Desmognathus orestes, a member of the D. ochrophaeus species complex, is distributed in southwestern Virginia, eastern Tennessee, and western North Carolina. Previous allozyme analyses indicate that D. orestes consists of two distinct groups of populations (D. orestes 'B' and D. orestes 'C') with extensive intergradation and probable gene flow between these two groups. Spatially varying allele frequencies can reflect historical associations, current gene flow, or a combination of population-level processes. To differentiate among these processes, we use multiple markers to further characterize divergence among populations of D. orestes and assess the degree of intergradation between D. orestes 'B' and D. orestes 'C', specifically investigating variation in allozymes, mitochondrial DNA (mtDNA), and reproductive behavior among populations. On a broad scale, the mtDNA genealogies reconstruct haplotype clades that correspond to the species identified from previous allozyme analyses. However, at a finer geographic scale, the distributions of the allozyme and mtDNA markers for D. orestes 'B' and D. orestes 'C' are discordant. MtDNA haplotypes corresponding to D. orestes 'B' are more broadly distributed across western North Carolina than predicted by allozyme data, and the region of intergradation with D. orestes 'C' indicates asymmetric gene flow of these markers. Asymmetric mating may contribute to observed discordance in nuclear versus cytoplasmic markers. Results support describing D. orestes as a single species and emphasize the importance of using multiple markers to examine fine-scale patterns and elucidate evolutionary processes affecting gene flow when making species-level taxonomic decisions.",42,11794788,Journal,ar,Article,100,3,3,Allozymes | Desmognathus | Gene flow | Mitochondrial DNA | Reproductive isolation,22104,undefined,1,TRUE,all,All Open Access,12,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035675138,SCOPUS_ID:0035675138,2-s2.0-0035675138,Size and fluctuating asymmetry of morphometric characters in mice: Their associations with inbreeding and t-haplotype,Leamy L.,Evolution,00143820,55,11,2333-2341,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00746.x,"Fluctuating asymmetry (FA), a ubiquitous type of asymmetry of bilateral characters, often has been used as a measure of developmental instability in populations. FA is expected to increase in populations subjected to genetic stressors such as inbreeding or environmental stressors such as toxins or parasites, although results have not always been consistent. We tested whether FA in four skeletal size characters and mandible shape was greater in a population of wild-derived mice reared in the laboratory and subjected to one generation of inbreeding (F = 0.25) versus that in an outbred group (F = 0.00). FA did not significantly differ between the inbred and outbred groups, despite the fact that these two groups differed dramatically in fitness under seminatural population conditions. As far as we know, this is the first study to evaluate the relationship between FA and inbreeding in wild house mice, and our general conclusion is opposite that of earlier work on laboratory inbred strains of mice and their hybrids. Size for two of the characters was significantly less in inbreds than in outbreds, however, and there was a significant difference between inbreds and outbreds in the signed differences of right and left sides in one character (humerus length). Some of the mice in both groups also were heterozygous or homozygous carriers of the t-complex. Because mice carrying this chromosome 17 variant are known to have reduced fitness, we also tested whether they had greater FA than mice carrying non-t-haplotypes. The overall level of a composite FA index calculated from all four characters was in fact significantly higher in the t-bearing mice. These combined results suggest that FA is not a generally sensitive proxy measure for fitness, but can be associated with fitness reductions for certain genetic stressors.",29,11794791,Journal,ar,Article,100,5,5,Directional asymmetry | Fluctuating asymmetry | Inbred mice | Morphometric size and shape characters | Outbred mice | t-complex,22104,undefined,1,TRUE,all,All Open Access,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035674476,SCOPUS_ID:0035674476,2-s2.0-0035674476,Immune response to parasitism reduces resistance of Drosophila melanogaster to desiccation and starvation,Hoang A.,Evolution,00143820,55,11,2353-2358,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00748.x,"In natural populations, organisms experience simultaneously biotic (e.g., competitors and parasites) and abiotic (e.g., temperature and humidity) stresses. Thus, species must have the capacity to respond to combinations of stressors. How does interaction between biotic and abiotic stress affect organismal performance? To address this question, I studied stress resistance of adult Drosophila melanogaster that survived parasitic attack (as larvae) by the parasitoid Asobara tabida. To determine the impact of genotype on stress resistance, I measured survival under desiccation and starvation of flies within isofemale (genetic) lines. Survivors of parasitism had slightly reduced survivorship compared to unparasitized relatives when both were unstressed, and this difference was exacerbated by desiccation and starvation. These results indicate multiple stressors can compound each other's individual negative effects on fitness. Moreover, isofemale lines differed in their sensitivity to environmental stress and to parasitism. Consequently, genotypic differences in sensitivity to stress may reflect differences in investment priorities between traits that promote survival over other life-history characters.",66,11794793,Journal,ar,Article,100,1,1,Abiotic stress | Asobara tabida | Drosophila melanogaster | Isofemale lines | Parasitism,22104,undefined,1,TRUE,all,All Open Access,14,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035674430,SCOPUS_ID:0035674430,2-s2.0-0035674430,"Strong genetic divergence among populations of a marine fish with limited dispersal, Acanthochromis polyacanthus, within the Great Barrier Reef and the Coral Sea",Planes S.,Evolution,00143820,55,11,2263-2273,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00741.x,"Acanthochromis polyacanthus is an unusual tropical marine damselfish that uniquely lacks pelagic larvae and has lost the capacity for broad-scale dispersal among coral reefs. On the modern Great Barrier Reef (GBR), three color morphs meet and hydridize at two zones of secondary contact. Allozyme electrophoreses revealed strong differences between morphs from the southern zone but few differences between morphs from the northern counterpart, thus suggesting different contact histories. We explore the phylogeography of Acanthochromis polyacanthus with mitochondrial cytochrome b region sequences (alignment of 565 positions) obtained from 126 individuals representing seven to 12 fish from 13 sites distributed over 12 reefs of the GBR and the Coral Sea. The samples revealed three major clades: (1) black fish collected from the southern GBR; (2) bicolored fish collected from the GBR and one reef (Osprey) from the northern Coral Sea; (3) black and white monomorphs collected from six reefs in the Coral Sea. All three clades were well supported (72-100%) by bootstrap analyses. Sequence divergences were very high between the major clades (mean = 7.6%) as well as within them (2.0-3.6%). Within clades, most reefs segregated as monophyletic assemblages. This was revealed both by phylogenetic analyses and AMOVAs that showed that 72-90% of the variance originated from differences among groups, whereas only 5-13% originated within populations. These patterns are discussed in relation to the known geological history of coral reefs of the GBR and the Coral Sea. Finally, we ask whether the monospecific status of Acanthochromis should be revisited because the sequence divergences found among our samples is substantially greater than those recorded among well-recognized species in other reef fishes.",106,11794786,Journal,ar,Article,100,3,3,Coral reef fish | Coral Sea | Cytochrome b | Founder effect | Great Barrier Reef | Phylogeography | Population structure,22104,undefined,1,TRUE,all,All Open Access,15,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035674073,SCOPUS_ID:0035674073,2-s2.0-0035674073,Clinal variation at microsatellite loci reveals historical secondary intergradation between glacial races of Coregonus artedi (Teleostei: Coregoninae),Turgeon J.,Evolution,00143820,55,11,2274-2286,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00742.x,"Classical models of the spatial structure of population genetics rely on the assumption of migration-drift equilibrium, which is seldom met in natural populations having only recently colonized their current range (e.g., postglacial). Population structure then depicts historical events, and counfounding effects due to recent secondary contact between recently differentiated lineages can further counfound analyses of association between geographic and genetic distances. Mitochondrial polymorphisms have revealed the existence of two closely related lineages of the lake cisco, Coregonus artedi, whose significantly different but overlaping geographical distributions provided a weak signal of past range fragmentation blurred by putative subsequent extensive secondary contacts. In this study, we analyzed geographical patterns of genetic variation at seven microsatellite loci among 22 populations of lake cisco located along the axis of an area covered by proglacial lakes 12,000-8000 years ago in North America. The results clearly confirmed the existence of two genetically distinct races characterized by different sets of microsatellite alleles whose frequencies varied clinally across some 3000 km. Equilibrium and nonequilibrium analyses of isolation by distance revealed historical signal of gene flow resulting from the nearly complete admixture of these races following neutral secondary contacts in their historical habitat and indicated that the colonization process occurred by a stepwise expansion of an eastern (Atlantic) race into a previously established Mississippian race. This historical signal of equilibrium contrasted with the current migration-drift disequilibrium within major extant watersheds and was apparently maintained by high effective population sizes and low migration regimes.",79,11794787,Journal,ar,Article,100,2,2,Cline | Coregonus | Disequilibrium | Historical gene flow | Isolation by distance | Microsatellites | Secondary contacts,22104,undefined,1,TRUE,all,All Open Access,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035671562,SCOPUS_ID:0035671562,2-s2.0-0035671562,"Bridging the ""beech-gap"": New Zealand invertebrate phylogeography implicates pleistocene glaciation and pliocene isolation",Trewick S.A.,Evolution,00143820,55,11,2170-2180,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00733.x,"The existence of areas of lower endemism and disjunction of New Zealand biota is typified by Nothofagus beech trees (hence ""beech-gap"") and have been attributed to a variety of causes ranging from ancient fault-mediated displacement (20-25 million years ago) to Pleistocene glacial extirpation (< 1.8 million years ago). We used cytochrome oxidase I and 12S mtDNA sequence data from a suite of endemic invertebrates to explore phylogeographic depth and patterns in South Island, New Zealand, where the ""beech-gap"" occurs. Phylogeographic structure and genetic distance data are not consistent with ancient vicariant processes as a source of observed pattern. However, we also find that phylogeographic patterns are not entirely congruent and appear to reflect disparate responses to fragmentation, which we term ""gap,"" ""colonization,"" and ""regional"". Radiations among congenerics, and in at least one instance within a species, probably took place in the Pliocene (2-7 million years ago), possibly under the influence of the onset of mountain building. This orogenic phase may have had a considerable impact on the development of the biota generally. Some of the taxa that we studied do not appear to have suffered range reduction during Pleistocene glaciation, consistent with their survival throughout that epoch in alpine habitats to which they are adapted. Other taxa have colonized the beech-gap recently (i.e., after glaciation), whereas few among our sample retain evidence of extirpation in the most heavily glaciated zone.",114,11794778,Journal,ar,Article,100,2,2,Alpine fault | Insecta | Invertebrates | Mitochondrial DNA | Onychophora | Vicariance,22104,undefined,0,FALSE,NA,NA,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035671522,SCOPUS_ID:0035671522,2-s2.0-0035671522,Trends in the evolution of the euglenid pellicle,Leander B.,Evolution,00143820,55,11,2215-2235,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00737.x,"Trends in the evolution of the euglenid pellicle were described using phylogenetic methods on 18S rDNA, morphological, and combined data from 25 mostly phototrophic taxa. The tree topology from a total-evidence analysis formed a template for a synthetic tree that took into account conflicting results derived from the partitioned datasets. Pellicle character states that can only be observed with the assistance of transmission and scanning electron microscopy were phylogenetically mapped onto the synthetic tree to test a set of previously established homology statements (inferences made independently from a cladogram). The results permitted us to more confidently infer the ancestral-derived polarities of character state transformations and provided a framework for understanding the key cytoskeletal innovations associated with the evolution of phototrophic euglenids. We specifically addressed the character evolution of (1) the maximum number of pellicle strips around the cell periphery; (2) the patterns of terminating strips near the cell posterior end; (3) the substructural morphology of pellicle strips; (4) the morphology of the cell posterior tip; and (5) patterns of pellicle pores on the cell surface.",45,11794782,Journal,ar,Article,100,3,3,18S rDNA | Character evolution | Comparative morphology | Electron microscopy | Euglenida | Euglenozoa | Phylogeny,22104,undefined,1,TRUE,all,All Open Access,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035671486,SCOPUS_ID:0035671486,2-s2.0-0035671486,Patterns of genome size evolution in Tetraodontiform fishes,Brainerd E.L.,Evolution,00143820,55,11,2363-2368,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00750.x,"We used flow cytometry to measure genome size in 15 species from seven families and subfamilies of tetraodontiform fishes. Previous studies have found that smooth pufferfishes (Tetraodontidae) have the smallest genome of any vertebrate measured to date (0.7-1.0 picograms diploid). We found that spiny pufferfishes (Diodontidae, sister group to the smooth puffers) possess a genome that is about two times larger (1.6-1.8 pg). Mola mola, a member of the sister group to Diodontidae and Tetraodontidae, also has a relatively large genome (1.7 pg). Parsimony analysis of this pattern indicates that the plesiomorphic condition for Molidae (Diodontidae, Tetraodontidae) is a genome size of 1.6-1.8 pg, and that tiny genome size is a derived character unique to smooth puffers. However, an alternative explanation is that the ancestor of Tetraodontidae acquired a heritable tendency toward decreasing genome size, such as a new or modified deletion mechanism, and genome size in all of the tetraodontid lineages has been decreasing in parallel since the split from Diodontidae. Small genome size (1.1-1.3 pg) also appears to have evolved independently in some members of Balistoidea (triggerfishes and filefishes) within Tetraodontiformes.",39,11794795,Journal,ar,Article,100,4,4,Diodontidae | Genome size | Molidae | Nucleotype | Pufferfish | Tetraodontidae | Tetraodontiformes,22104,undefined,1,TRUE,all,All Open Access,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035671472,SCOPUS_ID:0035671472,2-s2.0-0035671472,Fixation of deleterious mutations in clonal lineages: Evidence from hybridogenetic frogs,Vorburger C.,Evolution,00143820,55,11,2319-2332,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00745.x,"The hemiclonal waterfrog Rana esculenta (RL genotype), a bisexual hybrid between R. ridibunda (RR) and R. lessonae (LL), eliminates the L genome from its germline and clonally transmits the R genome (hybridogenesis). Matings between hybrids produce R. ridibunda offspring, but they generally die at an early larval stage. Mortality may be due to fixed recessive deleterious mutations in the clonally inherited R genomes that were either acquired through the advance of Muller's ratchet or else frozen in these genomes at hemiclone formation. From this hypothesis results a straightforward prediction: Matings between different hemiclones, that is, between R. esculenta possessing different R genomes of independent origin, should produce viable R. ridibunda offspring because it is unlikely that different clonal lineages have become fixed for the same mutations. I tested this prediction by comparing survival and larval performance of tadpoles from within- and between-population crossings using R. esculenta from Seseglio (Se) in southern, Alpnach (Al) in central, and Elliker Auen (El) in northern Switzerland, respectively. Se is isolated from the other populations by the Alps. Enzyme electrophoresis revealed that parents from Se belonged to a single hemiclone that was different from all hemiclones found north of the Alps. Parents from Al also belonged to one hemiclone, but parents from El belonged to three hemiclones, one of which was indistinguishable from the one in Al. Rana esculenta from Se produced inviable tadpoles when crossed with other hybrids of their own population, but when crossed with R. esculenta from A1 and E1, tadpoles successfully completed metamorphosis, supporting the hypothesis I tested. Within-population crosses from A1 were also inviable, but some within-population crosses from E1, where three hemiclones were present, produced viable offspring. Only part of the crosses between A1 and E1 were viable, but there was no consistent relationship between hemiclone combination and tadpole survival. When backcrossed with the parental species R. ridibunda, hybrids from all source populations produced viable offspring. Performance of these tadpoles with a sexual and a clonal genome was comparable to that of normal, sexually produced R. ridibunda tadpoles. Thus, in the heterozygous state, the deleterious mutations on the clonal R genomes did not appear to reduce tadpole fitness.",62,11794790,Journal,ar,Article,100,1,1,Clonal reproduction | Crossing experiment | Deleterious mutations | Fixation | Hybridogenesis | Muller's ratchet | Rana esculenta complex,22104,undefined,0,FALSE,NA,NA,20,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035671152,SCOPUS_ID:0035671152,2-s2.0-0035671152,Selection on herbivore life-history traits by the first and third trophic levels: The devil and the deep blue sea revisited,Lill J.,Evolution,00143820,55,11,2236-2247,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00738.x,"The timing of life-history events in insects can have important consequences for both survival and reproduction. For insect herbivores with complex life histories, selection is predicted to favor those combinations of traits that increase the size at metamorphosis while minimizing the risk of mortality from natural enemies. Studies quantifying selection on life-history traits in natural insect herbivore populations, however, have been rare. The purpose of this study was to measure phenotypic selection imposed by elements of the first and third trophic levels on variation in two life-history traits, the timing of egg hatch and pupal mass, in a population of oak-feeding caterpillars, Psilocorsis quercicella (Lepidoptera: Oecophoridae). Larvae were collected from the field throughout each of two generations per year for three years and reared to determine the effects of the date of egg hatch on both the risk of attack from parasitoids and the pupal mass of the survivors. The direction and strength of phenotypic selection attributed to aspects of the first and third trophic levels, as well as their combined effects, on the date of egg hatch was measured for each of the six generations. Heritabilities of and genetic correlations between pupal mass and the date of adult emergence from diapause (the life-history trait expected to have the largest influence on the timing of egg hatch, and thus larval development) were estimated from laboratory matings. In four of the six generations examined, significant directional selection attributed to the first trophic level was detected, always favoring early-hatching cohorts predicted to experience higher leaf quality than late-hatching cohorts. Directional phenotypic selection by the third trophic level was detected in only one of three years, and in that year the direction of selection was in opposite directions during the two successive generations. The combined effect of selection by both trophic levels indicated that the third trophic level acted to either reduce or enhance the more predictable pattern of selection attributed to the first trophic level. In addition, I found evidence of truncation selection acting to increase the mean and decrease the variance of pupal mass during the pupa-adult transition in the laboratory. Pupal mass and diapause duration were found to vary significantly among full-sibling families; upper bounds for heritability estimates were 0.57 and 0.30, respectively. Furthermore, these two traits were found to be positively genetically correlated (families with larger pupae had longer diapause durations), resulting in a fitness trade-off, because larger pupae enjoy higher survival through metamorphosis and female fecundity but emerge later, when average leaf quality for offspring is generally poorer.",21,11794783,Journal,ar,Article,100,1,1,Diapause | Heritability | Life-history evolution | Plant-herbivore interactions | Psilocorsis quercicella | Quercus alba | Tritrophic interactions,22104,undefined,1,TRUE,all,All Open Access,21,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035671045,SCOPUS_ID:0035671045,2-s2.0-0035671045,Functional incompatibility between the fertilization systems of two allopatric populations of Callosobruchus maculatus (Coleoptera: Bruchidae),Brown D.,Evolution,00143820,55,11,2257-2262,2001-01-01,2001,10.1111/j.0014-3820.2001.tb00740.x,"Recent studies indicate that postcopulatory sexual selection may represent an important component of the speciation process by initiating reproductive isolation via the evolutionary divergence of fertilization systems. Using two geographically isolated populations of the polyandrous beetle Callosobruchus maculatus, we investigated divergence in fertilization systems by determining the extent of postcopulatory functional incompatibility. Through reciprocal, cross-population matings we were able to separately estimate the effects of male and female population origin and their interaction on the extent of last-male sperm precedence, female receptivity to further copulation and female oviposition. Our results indicate partial incompatibility between the fertilization systems of the two populations at all three functional levels. Males derived from the same population as females outcompete rival, allopatric males with respect to sperm preemption, sperm protection, and ability to stimulate female oviposition. This pattern is reciprocated in both populations indicating that postcopulatory, prezygotic events represent important mechanisms by which between-population gene flow is reduced. We suggest the partial gametic isolation observed is a by-product of the coevolution of male and female fertilization systems by a process of cryptic female choice. Our results are consistent with a mechanism akin to conventional mate choice models although they do not allow us to reject antagonistic sexual coevolution as the mechanism of cryptic female choice.",68,11794785,Journal,ar,Article,100,2,2,Callosobruchus | Cryptic female choice | Gametic isolation | Reproductive incompatibility | Sperm competition,22104,undefined,0,FALSE,NA,NA,22,NA,NA
