@_fa,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:creator,author-count.$,authkeywords,fund-acr,fund-sponsor,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0027388084,SCOPUS_ID:0027388084,2-s2.0-0027388084,An experimental analysis of natural selection on body size of hatchling turtles,Ecology,00129658,74,2,332-341,1993-01-01,1993,10.2307/1939296,"The author incubated eggs from 17 clutches of common snapping turtles Chelydra serpentina on wet and dry substrates, producing ""large' and ""small' hatchlings, respectively. Hatchlings were individually marked, measured, and released in a National Wildlife Refuge area, Whiteside County, Illinois from which the eggs were collected originally. Subsequently, hatchlings were recaptured. Survivorship was not related to clutch, incubation conditions, or locomotor performance, but was significantly size dependence. However, larger body size of hatchling turtles may not evolve rapidly because the strength of selection was moderate in magnitude and the heritability was relatively low. -from Author",209,Journal,ar,Article,100,1,20308,undefined,0,FALSE,147,Janzen F.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027388064,SCOPUS_ID:0027388064,2-s2.0-0027388064,"Spatial heterogeneity, sea urchin grazing, and habitat structure on reefs in temperate Australia",Ecology,00129658,74,2,292-302,1993-01-01,1993,10.2307/1939293,"Centrostephanus rodgersii is important in determining biogenic habitat structure on rocky reefs in New South Wales. Individual C. rodgersii, in common with other diadematids, are found in shelters during the day, from which they emerge to forage at night and maintain patches of barrens habitat. Physical heterogeneity in the form of large boulders were translocated between the barrens and kelp Ecklonia forest habitats and arranged so as to either maximize or minimize shelter. The fauna and flora on translocated boulders became progressively similar to that found in the surrounding habitat. Most obvious of these changes were reductions in the density of foliose algae on boulders moved from Ecklonia forest to barrens and reductions in the density of limpets in the reverse translocation. -from Author",177,Journal,ar,Article,100,1,20308,undefined,0,FALSE,148,Andrew N.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027387760,SCOPUS_ID:0027387760,2-s2.0-0027387760,Patch-size effects on plant phenolics in successional openings of the southern Appalachians,Ecology,00129658,74,1,55-67,1993-01-01,1993,10.2307/1939501,"Explained the seasonal changes in plant chemical defenses of key tree species (Robinia pseudoacacia, Liriodendron tulipifera, Acer rubrum, Cornus florida) regeneration during early succession in different patch sizes within S Appalachian forests. Leaves of rapidly growing, pioneer species (Robinia, Liriodendron) were slightly less tough and contained lower levels of hydrolyzable tannins and total phenolics, but higher condensed tannin concentrations than the slower growing, more shade-tolerant species (Acer, Cornus). Results generally suport earlier findings indicating the evolutionary development of greater levels of constitutive phenolics in slow-growing than fast-growing species. The differential use of condensed and hydrolyzable tannins by slow- and fast-growing species may reflect adaptive trade-offs in the allocation of different types of phenolics. Regnerating trees often had tougher leaves and contained higher levels of phenolics in large than small openings by midsummer. The differences in phenolics were more pronounced for condensed tannins and when comparing the smallest canopy openings with larger patch sizes. Plant phenolics were also generally lower in understory trees than in conspecific patch sizes. Plant phenolics were also generally lower in phenotypic carbon-nutrient adjustment as light availability changes across the patch-size gradient. The greater sunlight in large than small openings apparently promotes excess carbon production and a metabolic buildup of phenolic compounds. Herbivore damage was consistently high (5-9%) on Robinia sprouts in all openings. Insect herbivory on the remainng three species (1-5%) was significantly lower in large than small patch sizes. Tree species regenerating in the high sunlight of larger openings of Southern Appalachian forests thus tend to have tougher leaves, contain greater phenolics, and experience less herbivore damage than conspecifics in small openings. -from Authors",95,Journal,ar,Article,100,2,20308,undefined,0,FALSE,149,Shure D.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027387443,SCOPUS_ID:0027387443,2-s2.0-0027387443,Linking predation risk models with behavioral mechanisms: identifying population bottlenecks,Ecology,00129658,74,2,320-331,1993-01-01,1993,10.2307/1939295,"Understanding of the factors controlling predation risk in natural communities is dependent upon knowledge of both the patchiness of predator and prey populations in nature, and on the outcome of behavioral interactions between predator and prey individuals. A model is developed to combine these density risk and prey vulnerability components of predation. The model is used to estimate the contribution of predator and prey population overlap to predation risk, and to quantify both density risk and prey vulnerability components of predation risk for two planktonic invertebrate predators and five rotifer prey. Behavioral data from the literature are used to interpret the prey vulnerabiity values and demonstrate the utility of the model. The predation risk values obtained for each prey species also are compared to intrinsic population growth rates (rmax), taken from previous studies. Results reveal the presence of severe bottleneck periods where predation risk exceeds the rmax of four of the five prey species, thus supporting the a priori prediction of negative population growth or extremely low prey populations during these periods. -from Author",70,Journal,ar,Article,100,1,20308,undefined,0,FALSE,150,Williamson C.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027387320,SCOPUS_ID:0027387320,2-s2.0-0027387320,"Plant chemistry, insect adaptations to plant chemistry, and host plant utilization patterns",Ecology,00129658,74,1,47-54,1993-01-01,1993,10.2307/1939500,"Examined the importance of furanocoumarin chemistry in determining distribution patterns of the parsnip webworm Depressaria pastinacella in a population of its host plant, wild parsnip Pastinaca sativa. Parsnip webworms feed almost exclusively on wild parsnip, a species that produces furanocoumarins, compounds that are toxic or deterrent to many insects. When larvae are fed plant tissues with below-average total furanocoumarin concentrations, consumption rate is the most important larval characteristic determining growth rate, but when larvae are fed plant tissues with above-average concentrations of furanocoumarins, the capacity to metabolize furanocoumarins is also important. Plant chemistry, relative to larval ability to tolerate plant chemicals, can to a large extent explain the distribution of this insect within a population of its host plant. -from Authors",113,Journal,ar,Article,100,2,20308,undefined,0,FALSE,151,Zangerl A.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027386543,SCOPUS_ID:0027386543,2-s2.0-0027386543,Moose browsing and soil fertility in the boreal forests of Isle Royale National Park,Ecology,00129658,74,2,467-480,1993-01-01,1993,10.2307/1939308,"The effect of Alces alces browsing on the nutrient cycles of boreal forests was studied on Isle Royale, Michigan. Soil nutrient availability and microbial activity, including exchangeable cations, total C and N, N mineralization rates, and microbial respiration rates, were uniformly higher in exclosures than outside. These differences were more significant where browsing intensity was high. N mineralization in browsed plots declined with increasing moose consumption rates. Net primary production in exclosures and browsed plots was strongly correlated with N mineralization. N mineralization in turn was positively correlated with litter N return and negatively correlated with litter cellulose content. These differences in litter quantity and quality were caused by an increased abundance of unbrowsed spruce outside the exclosures. Moose pellets alone mineralized less N but more C than soil alone, but pellets combined with soil stimulated N and C mineralization more than the sum of the two separately. However, this did not appear to be sufficient to offset the depression in N and C mineralization in soil resulting from the increased abundance of unbrowsed spruce. In the long term, high rates of moose browsing depress N mineralization and net primary production through the indirect effects on recruitment into the tree stratum, and subsequent depression of litter N return and litter quality. The effects of herbivores on ecosystems may be amplified by positive feedbacks between plant litter and soil nutrient availability. -from Authors",385,Journal,ar,Article,100,5,20308,undefined,0,FALSE,152,Pastor J.,5,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027386358,SCOPUS_ID:0027386358,2-s2.0-0027386358,Avian hatching asynchrony: brood classification based on discriminant function analysis of nestling masses,Ecology,00129658,74,4,1191-1196,1993-01-01,1993,10.2307/1940489,"Made daily nest visits to determine if house wren Troglodytes aedon broods hatched synchronously or asynchronously, then compared classification of these broods based on discriminant function analysis with that based on mass differences of nestlings. The best misclassification rate based on discriminant function analysis was 17.5%, whereas the rates based on mass differences (23.1%) and estimates of nestling age (27.5%) were higher, but not significantly higher. -from Authors",8,Journal,ar,Article,100,3,20308,undefined,0,FALSE,153,Harper R.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027386357,SCOPUS_ID:0027386357,2-s2.0-0027386357,Natural enemies and plant water relations influence the distribution of an armored scale insect,Ecology,00129658,74,4,1081-1091,1993-01-01,1993,10.2307/1940478,"In urban settings, Pseudaulacaspis pentagona infests mulberry Morus spp. trees in disturbed landscape habitats (roadsides, parking lots) but not trees in forested habitats (woodlots). Populations of P. pentagona are contagiously distributed. The patchy distribution of P. pentagona in Maryland is best explained by the combined influences of natural enemies and plant water relations. P. pentagona infests a small subset of mulberry trees in the urban landscape that are without water deficits and free of generalist invertebrate predators. -from Authors",107,Journal,ar,Article,100,2,20308,undefined,0,FALSE,154,Hanks L.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027386297,SCOPUS_ID:0027386297,2-s2.0-0027386297,Population dynamic consequences of habitat heterogeneity: an experimental study,Ecology,00129658,74,3,816-825,1993-01-01,1993,10.2307/1940808,"Rainfall fluctuations affect the dynamics of the desert annual Stipa capensis population studied in the Jordan Rift Valley by influencing both the percentage of germination and the number of seeds produced per germinated plant. However, the effect of changes in rainfall on both demographic parameters depends on habitat conditions, with slope subpopulations exhibiting the largest, and wadi subpopulations the smallest, effects. Subpopulations inhabiting different habitats show considerable differences in their year-to-year fluctuations in density. Since seed production per seedling is habitat dependent, the distribution of the seedling population among the various habitats is a major determinant of the total number of seeds produced by the population in a given year. Most of the seeds (75-99.9%, depending on rainfall conditions) are produced in the depressions and the wadis, which taken together account for only 10% of total area. -from Author",51,Journal,ar,Article,100,1,20308,undefined,0,FALSE,155,Kadmon R.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027385883,SCOPUS_ID:0027385883,2-s2.0-0027385883,Plant competition and resource availability in response to disturbance and fertilization,Ecology,00129658,74,2,599-611,1993-01-01,1993,10.2307/1939319,"The authors report measurements of light, soil N, and above- and belowground competition in vegetation that had received four combinations of fertilization and disturbance for 3 yr. Two levels of N addition (none and 17 g.m-2.yr) and two of soil disturbance (none and annual tilling to remove all vegetation) were applied in a factorial design in a 31-yr-old field in SE Minnesota. Over 3 yr, fertilization significantly increased productivity and tilling significantly decreased community biomass at the start of the growing season, indicating that the experimental treatments created variation in stress and disturbance. Transplants of Schizachyrium scoparium were grown with no neighbors, or with the roots of neighbors, or with all neighbors in each combination of fertility and disturbance in order to examine competition intensity. In both undisturbed and tilled plots, belowground competition was the dominant interaction in unfertilized plots, whereas both below- and aboveground competition controlled growth in fertilized plots. Intensity of aboveground competition was greatest in plots with the lowest light penetration and declined significantly with increasing light supply. Belowground competition was most intense in plots with the lowest N availability and decreased significantly with increasing N availability. Intensities of above- and belowground competition were significantly negatively correlated. The total intensity of competition did not vary with fertility, but was significantly reduced by disturbance, as was the effect of neighbor mass on transplant growth. -from Authors",345,Journal,ar,Article,100,2,20308,undefined,0,FALSE,156,Wilson S.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027385816,SCOPUS_ID:0027385816,2-s2.0-0027385816,Constant predator-prey ratios: an arithmetical artifact?,Ecology,00129658,74,1,238-243,1993-01-01,1993,10.2307/1939518,"Analysis of several large collections of food webs has shown that predator-prey ratios tend to be roughly constant at values close to one. The constancy of the ratio may simply be an arithmetical artifact, a consequence of the way the ratio is defined. Taxa can be recorded as both predator and prey and, hence, be double counted. In many webs the proportion of species that are double counted is large; consequently, the ratio of predator species to prey species will inevitably be roughly equal to one. -from Authors",14,Journal,ar,Article,100,3,20308,undefined,0,FALSE,157,Closs G.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027385721,SCOPUS_ID:0027385721,2-s2.0-0027385721,Information processing and prey detection,Ecology,00129658,74,5,1337-1346,1993-01-01,1993,10.2307/1940064,"Presents a model to examine how foragers should divide attention among different potential prey types in order to maximize their net rate of energy intake, defining attention as the brain's capacity to process information simultaneously. Predators who divide attention among an increasing number of different prey types decrease their ability to detect any given type. This decrease is larger when prey items are more difficult to detect. The model also incorporates the effects of search rate on foragers' probability to detect prey. It predicts that foragers encountering conspicuous prey, foragers should divide attention among the different prey types. For prey types that differ in conspicuousness but are equal in energy content, handling time, and density, foragers should give more attention to the more conspicuous prey if the conspicuousness values of all prey types are relatively small. However, when all prey are more conspicuous, foragers should devote more attention to the less conspicuous prey type. The model may serve to explain and predict some of the foraging decisions of animals searching for cryptic or conspicuous prey, and especially studies on search image formation. -from Authors",92,Journal,ar,Article,100,2,20308,undefined,0,FALSE,158,Dukas R.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027385717,SCOPUS_ID:0027385717,2-s2.0-0027385717,Inbreeding avoidance increases dispersal movements of the meadow vole,Ecology,00129658,74,4,1153-1156,1993-01-01,1993,10.2307/1940485,"Microtus pennsylvanicus released into grassland plots with siblings were more likely to disperse than were voles released into similar plots with nonsiblings. Voles that dispersed from sibling groups did so sooner than dispersing voles from nonsibling groups. Voles released with nonsiblings were recaptured within the plots for longer periods than were voles from sibling groups. Males from both groups remained within the plots for shorter times than did females, but the degree of this sex bias was greater for sibling groups. -from Authors",63,Journal,ar,Article,100,3,20308,undefined,0,FALSE,159,Bollinger E.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027385714,SCOPUS_ID:0027385714,2-s2.0-0027385714,Short-term responses of alpine buttercups to experimental manipulations of growing season length,Ecology,00129658,74,4,1052-1058,1993-01-01,1993,10.2307/1940475,"Ranunculus adoneus season length varies from c50 d in early-melting portions of the snow bed to 35 d in late-melting locations. Percentage cover and seed mass of snow buttercups decrease from early- to late-melting locations. Advancing snowmelt by 14 d in typically late-melting portions of the snowbed led to a threefold increase in percentage cover of snow buttercups, but delaying snowmelt to the same extent in typically early-melting locations had little influence on snow buttercups. Time available for growth thus limits cover of snow buttercups in early-emerging vegetation, but other factors regulate cover of snow buttercups in early-emerging vegetation. Perturbation of snowmelt schedule also had significant effects on seed mass, probably mediated through changes in time available for seed maturation. Snow manipulation treatment accounted for 71% of the variation in seed maturation interval. Maturation interval, in turn, was correlated with seed mass. Reducing or increasing the seed maturation interval by 12 d causing a 33% change in seed mass. -from Authors",85,Journal,ar,Article,100,2,20308,undefined,0,FALSE,160,Galen C.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027385664,SCOPUS_ID:0027385664,2-s2.0-0027385664,Interactive effects of nutrients and disturbance: an experimental test of plant strategy theory,Ecology,00129658,74,3,863-878,1993-01-01,1993,10.2307/1940812,"Applied five levels of nutrients and five intensities of clipping to simple artificial communities of Dactylis glomerata, Holcus lanatus, Lolium perenne and Trifolium repens. Nutrients and disturbance, alone and in interaction, produced significant effects on percent cover of all species, and all species achieved maximum percent cover in the undisturbed regime. When growth in mixture, interspecific competition produced marked changes in the distribution patterns of percent cover that were in addition to the direct impacts of nutrients and disturbance. The absolute reduction in percent cover due to interspecific competition was greatest in the undisturbed regime, and for many mixtures this competitive effect was significantly reduced or even eliminated in the highly disturbed area. Along the nutrient gradient the responses were variable and neighbor dependent, but for all species the absolute reduction in percent cover due to interspecific competition was generally most severe where percent cover in pure stands was highest. -from Authors",81,Journal,ar,Article,100,3,20308,undefined,0,FALSE,161,Turkington R.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027384869,SCOPUS_ID:0027384869,2-s2.0-0027384869,Allometric theory explains self-thinning relationships of mountain beech and red pine,Ecology,00129658,74,4,1020-1032,1993-01-01,1993,10.2307/1940472,"Allometric theory on mechanisms of the self-thinning rule was tested for Nothofagus solandri populations from the Craigieburn Range, New Zealand and for Pinus densiflora stands from N Japan. The self-thinning rule describes a consistent relationship of mean plant mass to the approximately -3/2 power of plant density in even-aged monocultures. The authors tested an allometric theory of Long and Smith of the self-thinning rule that assumes constant foliage mass density and allometry for mean dimensions of populations that represent densest conditions for given mean plant sizes. Only stands at maximum crowding were selected for analysis. The self-thinning boundary of N. solandri showed an exponent -1.13 with a 95% CI of -1.25 to -1.02 for mean stem mass. This was significantly shallower than the conventional value of the exponent -3/2, but was identical to the predicted exponent from the allometric theory. The thinning coefficient was also explained numerically by this hypothesis. In contrast, analysis of published data for P. densiflora indicated that the thinning exponent did not differ from the proposed -3/2. Empirical thinning lines varied substantially depending on species and plant parts considered; however, the allometric theory consistently provided predictions that agreed with the observed thinning relationships. -from Authors",98,Journal,ar,Article,100,2,20308,undefined,0,FALSE,162,Osawa A.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027384868,SCOPUS_ID:0027384868,2-s2.0-0027384868,Effects of herbivorous insects and soil fertility on reproduction of goldenrod,Ecology,00129658,74,4,1117-1128,1993-01-01,1993,10.2307/1940481,"Measured the effects of feeding by a leaf-chewing beetle (Trirhabda sp.), a xylem sap-feeding spittlebug (Philaenus spumarius), and a phloem sap-feeding aphid (Uroleucon caligatum) on growth and reproduction of Solidago altissima. Spittlebug feeding reduced plant growth rates three times more than beetle feeding; aphid feeding had no detectable effect. The plants grew faster at higher soil fertility, but there was no interaction between insect impact and fertilizer level. Stem heights at the end of the season were increased by fertilizer and not affected by herbivory. Spittlebug feeding, and to a lesser extent aphid feeding, decreased the number of lateral stems; again there was no interaction with soil fertility. Plants at the high level of soil feritlity showed a three-fold increase in total seed production, a 5% increase in mean achene mass, almost a two-fold increase in rhizome mass, and increased percent N in seeds and rhizomes. Total seed production was reduced by herbivory. The spittlebug caused the strongest decrease, beetle feeding was second, and aphid feeding caused slight reductions. There was a strong interaction between insect impact and soil fertility. Total seed production was reduced only at the high level of soil fertility for all three insects. Spittlebug and beetle damage also delayed flowering, but only at the higher level of soil fertility. The assumption that plants can better compensate for herbivore damage at higher levels of soil fertility must be reconsidered. Sexual reproduction may be more sensitive to damage than asexual reproduction in perennial plants. -from Authors",93,Journal,ar,Article,100,2,20308,undefined,0,FALSE,163,Meyer G.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027384815,SCOPUS_ID:0027384815,2-s2.0-0027384815,Adaptive life histories effected by age-specific survival and growth rate,Ecology,00129658,74,3,673-684,1993-01-01,1993,10.2307/1940795,"Life history data for three unexploited populations of brook trout Salvelinus fontinalis were used to test the predictions of life history theory that, relative to juveniles, 1) high adult survival favors low reproductive effort and delayed reproduction, and 2) increased juvenile growth rate favors high effort and early reproduction. The population having the highest adult-to-juvenile survival ratio indeed expended the least effort, reproduced latest in life, and experienced the lowest survival cost of reproduction. Among populations a high juvenile-to-adult growth rate was associated with early reproduction, high reproductive effort, and high reproductive cost. Early reproduction was also associated with increased growth within populations. Empirically derived fitness functions supported the hypothesis that population and differences in life history were adaptive. Observed combinations of age-specific survival and fecundity were those that maximized fitness. -from Author",217,Journal,ar,Article,100,1,20308,undefined,0,FALSE,164,Hutchings J.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027384490,SCOPUS_ID:0027384490,2-s2.0-0027384490,Salivary water loss to seeds in yellow pine chipmunks and Merriam's kangaroo rats,Ecology,00129658,74,5,1307-1312,1993-01-01,1993,10.2307/1940061,"Salivary water loss by Tamias amoenus and Dipodomys merriami to Jeffrey pine Pinus jeffreyi and antelope bitterbrush Purshia tridentata seeds was measured. Chipmunks rapidly lost salivary water to individual seeds inserted into their check pouches. Jeffrey pine seeds (129 mg) absorbed 9.8 mg of water and bitterbrush seeds (36 mg) absorbed 4.6 mg of water when held in the cheek pouches for 15 min. Only 3-5% of this water can be reclaimed if the chipmunk eats the seed because most of the absorbed water resides in the inedible seed coat, which the animal discards. The kangaroo rats which possess external, fur-lined cheek pouches, lost no water to seeds held in their cheek pouches for 15 min. Chipmunk salivary water loss to Jeffrey pine and bitterbrush seeds was equivalent to 19 and 59%, respectively, of the water (preformed plus metabolic water) contained in those seeds. Salivary water loss is a major and previously overlooked component of the water budgets of granivorous rodents with internal cheek pouches. The presence of fur-lined cheek pouches in heteromyid rodents (kangaroo rats pocket mice, and kangaroo mice) may have contributed to the great success of these rodents in the deserts of North America by solving the problem of salivary water loss to the seeds they handle and store. -from Author",6,Journal,ar,Article,100,1,20308,undefined,0,FALSE,165,Vander Wall S.,1,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027384078,SCOPUS_ID:0027384078,2-s2.0-0027384078,"Biphasic mass gain in migrant hummingbirds: body composition changes, torpor, and ecological significance",Ecology,00129658,74,4,1173-1182,1993-01-01,1993,10.2307/1940487,"Body mass of migrant rufous hummingbirds Selasphorus rufus on refuelling stopovers in the California Sierra Nevada, increased on average from 3.2 to 4.6g over a period ranging from several days to three weeks. In birds arriving with body masses <3.5g, the initial period of mass gain was very slow. This slow gain was not explained by energy costs associated with territory establishment or learning to secure food, since it occurred even in years when nectar resources were superabundant and territoriality was nearly nonexistent. Mass gain up to 3.5g was due to deposition of nonlipid body components, hypothesized to be proteins involved in rebuilding muscle catabolized during the last stage of the recent migratory flight. Following the initial phase of slow mass gain, an accelerating rise in body mass consisted entirely of lipid gain. On average, overnight mass loss decreased prior to migration, suggesting that nocturnal torpor facilitated lipid deposition. The slow phase of mass gain is a potentially important constraint on migrating hummingbirds, because if they deplete their fat stores and allow their body mass to fall below 3.5g, they incur a substantial cost in terms of greatly increased time spent on the subsequent stopover. -Authors",73,Journal,ar,Article,100,5,20308,undefined,0,FALSE,166,Carpenter F.,5,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027384073,SCOPUS_ID:0027384073,2-s2.0-0027384073,"Vegetation dynamics, fire, and the physical environment in coastal central California",Ecology,00129658,74,5,1567-1578,1993-01-01,1993,10.2307/1940084,"Used aerial photographs to measure transition rates as evidence for mosaic shifts among grassland, coastal sage scrub, chaparral, and oak woodland communities at Gaviota State Park, between 1947-1989. In unburned plots without livestock, transition from grassland to coastal sage scrub was 0.69% per year, coastal sage scrub to oak woodland was 0.30% per year, and oak woodland to grassland was 0.08% per year. In burned plots without livestock, and in unburned plots where livestock were not excluded, transition rates were lower, except for conversion of oak woodland to grassland. In burned plots, a high rate of transition of coastal scrub to grassland was measured. Some transition rates varied with substrate and topographical position, indicating that fire, grazing, and the physical environment interacted to determine direction and rate of vegetation change. Only portions of the vegetation of these landscapes may be dynamic, with some patches in certain combinations of environment and disturbance that change rapidly, and other patches that remain static as edaphic or topographic climax communities. -from Authors",135,Journal,ar,Article,100,2,20308,undefined,0,FALSE,167,Callaway R.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027384070,SCOPUS_ID:0027384070,2-s2.0-0027384070,Allometric theory: extrapolations from individuals to communities,Ecology,00129658,74,4,1234-1245,1993-01-01,1993,10.2307/1940493,"Physiological rates of individual organisms are well related to their body size. These allometric relationships suggest that ecological rates should also be related to the size structure of organisms in populations, communities, and ecosystems. The authors describe size distributions of zooplankton communities and explore the implications of such distributions on community grazing rates. Ninety zooplankton communities, varying in biomass and in size distributions, were sampled in 28 lakes in NE North America and their grazing rates were predicted with an allometric equation. Zooplankton size distributions vary in shape but, on average, can be described as bimodal. Predicted community mass-specific grazing rate decreases with increasing mean body size and is only slightly affected by the shape of community size distributions. Community biomass on the other hand increases with mean body size. Total zooplankton grazing rate is expected to be higher in communities dominated by large zooplankton, but this relationship is obscured by temporal and spatial variability in zooplankton biomass. Although body size is a powerful predictor of individual physiological rates, its importance is expected to be largely masked at the level of communities. -Authors",62,Journal,ar,Article,100,2,20308,undefined,0,FALSE,168,Cyr H.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027383599,SCOPUS_ID:0027383599,2-s2.0-0027383599,Population development of rain forest trees on a chronosequence of Hawaiian lava flows,Ecology,00129658,74,4,1012-1019,1993-01-01,1993,10.2307/1940471,"Stand structure was measured for populations of Metrosideros polymorpha, other canopy tree species, and tree ferns on a chronosequence of lava flows aged 47, 137, c300, c400, and c3000 yr, in the montane rain forest zone on Mauna Loa. The upper stratum of vegetation at all sites was dominated by M. polymorpha; populations of other trees were relatively sparse throughout the study area. For M. polymorpha populations, the basal area per hectare increased, at an ever-decreasing rate, as flow age increased; population densities of seedlings, saplings, and trees peaked on the 137 yr flow, then declined, apparently through self-thinning and wind-throw, with further increases in flow age. The decrease in M. polymorpha population density on older flows was accompanied by an increase in the density of tree ferns, which formed a closed subcanopy on the 3000 yr flow, and may have inhibited regeneration of M. polymorpha. Among M. polymorpha trees there was a successional transition from pubescent varieties on the three youngest flows to glabrous varieties on the oldest flow. A comparison between plant populations on the chronosequence and on one other flow, aged c1400 yr but containing some volcanic ash, indicated that ash may alter some aspects of forest development. -from Authors",94,Journal,ar,Article,100,2,20308,undefined,0,FALSE,169,Drake D.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027383594,SCOPUS_ID:0027383594,2-s2.0-0027383594,Top-down and bottom-up control of stream periphyton: effects of nutrients and herbivores,Ecology,00129658,74,4,1264-1280,1993-01-01,1993,10.2307/1940495,"Walker Branch, effectively has two trophic levels: primary producers and herbivorous snails. Grazed communities were dominated by chlorophytes and cyanophytes which were overgrown by diatoms when herbivores were removed. Algal species that were reduced most by herbivores were increased most by nutrient addition, and vice versa, suggesting a trade-off between resistance to herbivory and nutrient-saturated growth rates. Greatest changes in periphyton structure or function were observed when both nutrients were added and simultaneously, grazers were removed, in contrast to lesser effects when nutrients were added under grazed conditions or grazers were removed at low nutrient levels, indicating dual control by both factors. Nutrient addition also positively affected snail growth, indicating tight coupling between herbivore and algal growth (top-down effects) and that bottom-up factors that directly affected plant growth could also indirectly affect consumers belonging to higher trophic levels. The relative strength of top-down and bottom-up factors varied among biomass and productivity parameters, and top-down and bottom-up effects, alone, were less important than their combined effects. -from Authors",357,Journal,ar,Article,100,3,20308,undefined,0,FALSE,170,Rosemond A.D.,3,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027383552,SCOPUS_ID:0027383552,2-s2.0-0027383552,An energetic model of microhabitat use for rainbow trout and rosyside dace,Ecology,00129658,74,3,685-698,1993-01-01,1993,10.2307/1940796,"An energetic model was used to determine the optimal focal point current velocity for Oncorhynchus mykiss and Clinostomus funduloides in Coweeta Creek, North Carolina. Optimal velocities predicted by energetic models ranged from 7.7-22.1 cm/s, and closely matched actual velocity use (average deviation = 2.6 cm/s). Prey capture success appeared to be the most important component in the models. When models were constructed based solely upon aspects of capture success average deviation from velocity use was only 1.8 cm/s, -from Authors",259,Journal,ar,Article,100,2,20308,undefined,0,FALSE,171,Hill J.,2,NA,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0027383159,SCOPUS_ID:0027383159,2-s2.0-0027383159,Construction and analysis of a large Caribbean food web,Ecology,00129658,74,4,1216-1233,1993-01-01,1993,10.2307/1940492,"Constructed a relatively large food web (44 species) from St Martin, N Lesser Antilles, and compared it with patterns observed in the other, generally smaller food webs. Data were integrated from a variety of studies, many of which focused on Anolis lizards and their vertebrate predators. In addition to determining the links between predators and prey, the authors estimated the frequencies of predation (the link strengths), and found an approximately bell-shaped distribution with a majority of links of intermediate frequencies. Analysis shows this web to possess an unusual richness of intermediate species (relative to top predators or basal species) and of links between those intermediate species. The number and lengths of chains are also unusually high, as is the degree of omnivory. Nor does this web match the predictions the cascade model, which predicts even higher proportions of intermediate species and links between them, and even more numerous chains. -from Authors",165,Journal,ar,Article,100,2,20308,undefined,0,FALSE,172,Goldwasser L.,2,NA,NA,NA,NA,NA
