@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:eIssn,fund-acr,fund-sponsor,pii
true,https://api.elsevier.com/content/abstract/scopus_id/33845705092,SCOPUS_ID:33845705092,2-s2.0-33845705092,Herbivore vs. nutrient control of marine primary producers: Context-dependent effects,Burkepile D.,Ecology,00129658,87,12,3128-3139,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3128:HVNCOM]2.0.CO;2,"Pervasive overharvesting of consumers and anthropogenic nutrient loading are changing the strengths of top-down and bottom-up forces in ecosystems worldwide. Thus, identifying the relative and synergistic roles of these forces and how they differ across habitats, ecosystems, or primary-producer types is increasingly important for understanding how communities are structured. We used factorial meta-analysis of 54 field experiments that orthogonally manipulated herbivore pressure and nutrient loading to quantify consumer and nutrient effects on primary producers in benthic marine habitats. Across all experiments and producer types, herbivory and nutrient enrichment both significantly affected primary-producer abundance. They also interacted to create greater nutrient enrichment effects in the absence of herbivores, suggesting that loss of herbivores produces more dramatic effects of nutrient loading. Herbivores consistently had stronger effects than did nutrient enrichment for both tropical macroalgae and seagrasses. The strong effects of herbivory but limited effects of nutrient enrichment on tropical macroalgae suggest that suppression of herbivore populations has played a larger role than eutrophication in driving the phase shift from coral- to macroalgal-dominated reefs in many areas, especially the Caribbean. For temperate macroalgae and benthic microalgae, the effects of top-down and bottom-up forces varied as a function of the inherent productivity of the ecosystem. For these algal groups, nutrient enrichment appeared to have stronger effects in high- vs. low-productivity systems, while herbivores exerted a stronger top-down effect in low-productivity systems. Effects of herbivores vs. nutrients also varied among algal functional groups (crustose algae, upright macroalgae, and filamentous algae), within a functional group between temperate and tropical systems, and according to the metric used to measure producer abundance. These analyses suggest that human alteration of food webs and nutrient availability have significant effects on primary producers but that the effects vary among latitudes and primary producers, and with the inherent productivity of ecosystems. © 2006 by the Ecological Society of America.",337,17249237,Journal,ar,Article,100,2,2,Benthic | Bottom-up | Context dependency | Coral reef | Eutrophication | Herbivory | Marine | Meta-analysis | Nutrient enrichment | Primary producers | Top-down,20308,undefined,0,FALSE,NA,NA,11,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845703560,SCOPUS_ID:33845703560,2-s2.0-33845703560,Trait-mediated indirect effects of predatory fish on microbial mineralization in aquatic sediments,Stief P.,Ecology,00129658,87,12,3152-3159,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3152:TIEOPF]2.0.CO;2,"Sediment-dwelling zoobenthos stimulate the mineralization of organic matter and alter nutrient cycling by aerating the sediment via burrows, by feeding on detritus, and by redistributing particles. Here we experimentally revealed that abundant benthic chironomids (Chironomus riparius) can perceive predatory fish (Rutilus rutilus) via chemical cues (kairomones) and spend less time foraging at the sediment surface and more time hiding in their burrows. This predator avoidance behavior significantly increased the exposure of freshly deposited organic particles to oxygen by reducing their burial to subsurface layers and by enhancing the aeration of subsurface layers via burrow ventilation, conditions that together increased the rate of organic matter mineralization. These results demonstrate that predatory fish can exert trait-mediated effects on benthic communities that in turn alter basic ecosystem processes related to nutrient cycling. © 2006 by the Ecological Society of America.",43,17249239,Journal,ar,Article,100,2,2,Bioirrigation | Bioturbation | Chemical communication | Fish | Food web | Freshwater sediment | Indirect effect | Kairomone | Microsensor | Mineralization | Nutrient dynamics | Zoobenthos,20308,undefined,0,FALSE,NA,NA,12,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845700315,SCOPUS_ID:33845700315,2-s2.0-33845700315,Nitrogen saturation in stream ecosystems,Earl S.,Ecology,00129658,87,12,3140-3151,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3140:NSISE]2.0.CO;2,"The concept of nitrogen (N) saturation has organized the assessment of N loading in terrestrial ecosystems. Here we extend the concept to lotic ecosystems by coupling Michaelis-Menten kinetics and nutrient spiraling. We propose a series of saturation response types, which may be used to characterize the proximity of streams to N saturation. We conducted a series of short-term N releases using a tracer (15NO3-N) to measure uptake. Experiments were conducted in streams spanning a gradient of background N concentration. Uptake increased in four of six streams as NO3-N was incrementally elevated, indicating that these streams were not saturated. Uptake generally corresponded to Michaelis-Menten kinetics but deviated from the model in two streams where some other growth-critical factor may have been limiting. Proximity to saturation was correlated to background N concentration but was better predicted by the ratio of dissolved inorganic N (DIN) to soluble reactive phosphorus (SRP), suggesting phosphorus limitation in several high-N streams. Uptake velocity, a reflection of uptake efficiency, declined nonlinearly with increasing N amendment in all streams. At the same time, uptake velocity was highest in the low-N streams. Our conceptual model of N transport, uptake, and uptake efficiency suggests that, while streams may be active sites of N uptake on the landscape, N saturation contributes to nonlinear changes in stream N dynamics that correspond to decreased uptake efficiency. © 2006 by the Ecological Society of America.",123,17249238,Journal,ar,Article,100,3,3,Michaelis-Menten | Nitrate | Nitrogen spiraling | Nitrogen uptake | Saturation | Stable isotope | Streams,20308,undefined,0,FALSE,all,All Open Access,13,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845700119,SCOPUS_ID:33845700119,2-s2.0-33845700119,The role of environmental and spatial processes in structuring lake communities from bacteria to fish,Beisner B.,Ecology,00129658,87,12,2985-2991,2006-12-01,December 2006,10.1890/0012-9658(2006)87[2985:TROEAS]2.0.CO;2,"We assessed the relative roles of local environmental conditions and dispersal on community structure in a landscape of lakes for the major trophic groups. We use taxonomic presence-absence and abundance data for bacteria, phytoplankton, zooplankton, and fish from 18 lakes in southern Quebec, Canada. The question of interest was whether communities composed of organisms with more limited dispersal abilities, because of size and life history (zooplankton and fish) would show a different effect of lake distribution than communities composed of good dispersers (bacteria and phytoplankton). We examine the variation in structure attributable to local environmental (i.e., lake chemical and physical variables) vs. dispersal predictors (i.e., overland and watercourse distances between lakes) using variation partitioning techniques. Overall, we show that less motile species (crustacean zooplankton and fish) are better predicted by spatial factors than by local environmental ones. Furthermore, we show that for zooplankton abundances, both overland and watercourse dispersal pathways are equally strong, though they may select for different components of the community, while for fish, only watercourses are relevant dispersal pathways. These results suggest that crustacean zooplankton and fish are more constrained by dispersal and therefore more likely to operate as a metacommunity than are bacteria and phytoplankton within this studied landscape. © 2006 by the Ecological Society of America.",384,17249222,Journal,ar,Article,100,5,5,Bacteria | Dispersal | Environmental predictors | Fish | Lakes | Metacommunities | Multivariate analysis | Phytoplankton | Zooplankton,20308,undefined,0,FALSE,NA,NA,14,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845698284,SCOPUS_ID:33845698284,2-s2.0-33845698284,"Food quality, competition, and parasitism influence feeding preference in a neotropical lepidopteran",Kursar T.A.,Ecology,00129658,87,12,3058-3069,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3058:FQCAPI]2.0.CO;2,"We surveyed Lepidoptera found on 11 species of Inga (Fabaceae:Mimosoideae) co-existing on Barro Colorado Island, Panama, to evaluate factors influencing diet choice. Of the 47 species of caterpillars (747 individuals) recorded, each fed on a distinct set of Inga. In the field, 96% of the individuals were found on young leaves. Growth rates of caterpillars that were fed leaves in the laboratory were 60% higher on young leaves compared to mature leaves. When caterpillars were fed leaves of nonhost Inga, they grew more slowly. These data provide support for a link between preference and performance. However, among hosts on which larvae normally occurred, faster growth rates were not associated with greater host electivity (the proportion of larvae found on each host species in the field, corrected for host abundance). Growth rates on normal hosts were positively correlated with leaf expansion rates of the host, and fast expansion was associated with leaves with higher nutritional content. Detailed studies on a gelechiid leaf roller, the species with the largest diet breadth, allowed us to assess the importance of factors other than growth that could influence diet electivity. This species showed a 1.7-fold difference in growth rate among Inga hosts and faster growth on species with fast-expanding leaves. However, there was no correlation between caterpillar growth rate and abundance on different host species. Instead, abundance of the gelechiid on each Inga species was significantly correlated with the temporal predictability of food (synchrony of leaf flushing) and was negatively correlated with competition (amount of leaf area removed by species other than the gelechiid). Although rates of parasitism were high (23-43%), there were no differences among hosts. Parasitism was also not related to measures of escape, such as growth rates of caterpillars, leaf expansion rates, and synchrony of leaf production. Together, food availability, parasitism, and competition explained 84% of the variation in host preference by the gelechiid. We suggest that these ecological interactions may be particularly important in determining diet choice initially and that preferences may be reinforced by subsequent divergence in host chemistry and/or the herbivore's ability to tolerate the secondary metabolites. © 2006 by the Ecological Society of America.",29,17249231,Journal,ar,Article,100,4,4,Competition | Electivity | Gelechiid | Herbivore growth | Inga | Leaf expansion | Leafing phenology | Lepidoptera | Panama | Parasitism | Plant quality,20308,undefined,0,FALSE,NA,NA,15,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845695033,SCOPUS_ID:33845695033,2-s2.0-33845695033,Current shifts and kin aggregation explain genetic patchiness in fish recruits,Selkoe K.,Ecology,00129658,87,12,3082-3094,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3082:CSAKAE]2.0.CO;2,"The scales of population structure in marine species depend on the degree to which larvae from different populations are mixed in the plankton. There is an intriguing trend in marine population genetic studies of significant genetic structure for larvae, recruits, or populations at fine scales that is unpatterned across space and changes through time. This ""chaotic genetic patchiness"" suggests that larval pools are not well mixed in the plankton. However, few studies have been able to distinguish among potential causes of spatial and temporal genetic heterogeneity: changes in larval migration patterns, changes in environmental selection, or stochasticity caused by ""sweepstakes"" reproductive success of spawners creating detectable family structure. Here we use microsatellite markers to show that significant allele frequency shifts occurred sporadically in space and time for cohorts of recruits of Paralabrax clathratus (kelp bass) collected once every two weeks over two years from five sites in the Santa Barbara Channel, California, USA. We found that the pattern of genetic differentiation among cohorts was explained by a combination of (1) family structure in some cohorts, evidenced by half and full siblings, and (2) an indication of changes in larval delivery. It is unlikely but possible that environmental selection also plays a role. Although sampling of potential source populations was incomplete, cohorts arriving during western current flows show most genetic similarity with a population sample collected in the west, and cohorts arriving during current flows from the southeast show similarity with population samples collected in the south and east. Despite the family structure apparent in some cohorts, these ""sweepstakes"" events occur on too fine a scale to create lasting year class genetic structure. The results corroborate oceanographic models of larval dispersal, which suggest that larval mixing in the plankton is less extensive than previously believed. © 2006 by the Ecological Society of America.",186,17249233,Journal,ar,Article,100,4,4,Chaotic genetic patchiness | Kinship | Larval dispersal | Marine connectivity | Microsatellites | Paralabrax clathratus | Recruitment | Sweepstakes hypothesis,20308,undefined,0,FALSE,NA,NA,16,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845694639,SCOPUS_ID:33845694639,2-s2.0-33845694639,"The impact of invasive grasses on the population growth of Anemone patens, a long-lived native forb",Williams J.,Ecology,00129658,87,12,3200-3208,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3200:TIOIGO]2.0.CO;2,"Negative impacts of invasive plants on natives have been well documented, but much less is known about whether invasive plants can cause population level declines. We used demographic models to investigate the effects of two invasive grasses on the demography and population growth of Anemone patens, a long-lived native perennial of North American grasslands. Demographic data of A. patens growing in patches characterized by Bromus inermis, Poa pratensis, or native grasses were used to parameterize integral projection models. Models based on both average conditions and those allowing for environmental stochasticity indicate that A. patens is slowly increasing in patches of native grass (λ = 1.02) and declining in patches of invasive grasses, particularly those dominated by B. inermis (λ = 0.93). Extinction probabilities indicate that A. patens should persist in native grass patches, but has a much higher probability of extinction in Bromus patches compared to Poa patches. While sensitivity analyses showed that survival had the biggest effect on population growth rates in all habitats, results of a Life Table Response Experiment (LTRE) revealed that slower individual growth rates in patches of invasive grasses contributed the most to the observed reduction in population growth. These results suggest that invasive grasses may cause slow declines in A. patens, despite short-term coexistence, and that controlling B. inermis only would not be sufficient to ensure A. patens persistence. © 2006 by the Ecological Society of America.",44,17249243,Journal,ar,Article,100,2,2,Anemone patens | Bromus inermis | Demography | Impact | Integral projection model | Invasive grasses | Life Table Response Experiment (LTRE) | Poa pratensis | Population growth | Quasiextinction probability | Sensitivity | Stochastic growth rate,20308,undefined,0,FALSE,NA,NA,17,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845693539,SCOPUS_ID:33845693539,2-s2.0-33845693539,The fear of being eaten reduces energy transfer in a simple food chain,Trussell G.,Ecology,00129658,87,12,2979-2984,2006-12-01,December 2006,10.1890/0012-9658(2006)87[2979:TFOBER]2.0.CO;2,"Food chain length is an important property of ecosystems, but the mechanisms maintaining it remain elusive. Classical views suggest that energetic inefficiencies (the ""energy-flow hypothesis"") limit food chain length, but others have argued that better explanations reside in more complex scenarios that consider the stability of food webs or the combined effects of productivity and ecosystem size. We argue that abandonment of the energy-flow hypothesis is premature. For a simple tritrophic rocky intertidal food chain, we show that the efficiency of energy transfer is strongly influenced by predation risk and consumer density. Effects tied to predation risk were particularly strong, explaining 32% of the variation in growth efficiency (compared to 15% for density effects) and reducing it by 44-76%. Hence, the stress (fear of being eaten) that predators impose on prey may be instrumental in limiting energy transfer up the food chain and thus contribute to the shortening of food chains. © 2006 by the Ecological Society of America.",123,17249221,Journal,ar,Article,100,3,3,Carcinus maenas | Ecological growth efficiency | Ecosystem size | Energy flow hypothesis | Food chain length | Foraging | Nucella lapillus | Predation risk | Productivity | Risk cues | Species interactions | Trophic structure,20308,undefined,0,FALSE,NA,NA,18,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845692735,SCOPUS_ID:33845692735,2-s2.0-33845692735,Local extinction of grassland plants: The landscape matrix is more important than patch attributes,Williams N.S.G.,Ecology,00129658,87,12,3000-3006,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3000:LEOGPT]2.0.CO;2,"Past studies of local extinctions in fragmented habitats most often tested the influence of fragment size and isolation while ignoring how differences in the surrounding landscape matrix may govern extinction. We assessed how both the spatial attributes of remnant patches (area and isolation) and landscape factors (extent of urbanization and maximum inter-fire interval) influence the persistence of native plant species in grasslands in western Victoria, Australia. Persistence was determined in 2001 by resurveying 30 remnants first surveyed in the 1980s, and correlates of extinction were assessed using Bayesian logistic regression models. On average, 26% of populations of native species became locally extinct over two decades. Area and isolation had little effect on the probability of local extinction, but urbanization and longer maximum inter-fire intervals increased extinction risk. These findings suggest that the native grasslands studied are relatively insensitive to area- and isolation-based fragmentation effects and that short-term persistence of plant populations requires the maintenance of habitat quality. The latter is strongly influenced by the landscape matrix surrounding remnant patches through changes in fire regimes and increased exogenous disturbance. © 2006 by the Ecological Society of America.",68,17249224,Journal,ar,Article,100,4,4,Fire regime | Grassland | Habitat fragmentation | Local extinction | Southeastern Australia | Themeda triandra | Urbanization,20308,undefined,0,FALSE,NA,NA,19,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845691798,SCOPUS_ID:33845691798,2-s2.0-33845691798,Weighted distributions and estimation of resource selection probability functions,Lele S.,Ecology,00129658,87,12,3021-3028,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3021:WDAEOR]2.0.CO;2,"Understanding how organisms selectively use resources is essential for designing wildlife management strategies. The probability that an individual uses a given resource, as characterized by environmental factors, can be quantified in terms of the resource selection probability function (RSPF). The present literature on the topic has claimed that, except when both used and unused sites are known, the RSPF is non-estimable and that only a function proportional to RSPF, namely, the resource selection function (RSF) can be estimated. This paper describes a close connection between the estimation of the RSPF and the estimation of the weight function in the theory of weighted distributions. This connection can be used to obtain fully efficient, maximum likelihood estimators of the resource selection probability function under commonly used survey designs in wildlife management. The method is illustrated using GPS collar data for mountain goats (Oreamnos americanus de Blainville 1816) in northwest British Columbia, Canada. © 2006 by the Ecological Society of America.",146,17249227,Journal,ar,Article,100,2,2,GPS collars | Mountain goats | Resource selection functions | Simulated likelihood | Telemetry data | Use-available study design | Used-unused study design,20308,undefined,0,FALSE,NA,NA,20,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845690255,SCOPUS_ID:33845690255,2-s2.0-33845690255,Plant species invasions along the latitudinal gradient in the United States: Reply,Flather C.,Ecology,00129658,87,12,3213-3217,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3213:PSIATL]2.0.CO;2,NA,3,NA,Journal,no,Note,100,5,5,NA,20308,undefined,0,FALSE,NA,NA,21,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/33845690055,SCOPUS_ID:33845690055,2-s2.0-33845690055,Massive and distinctive effects of meadow voles on grassland vegetation,Howe H.F.,Ecology,00129658,87,12,3007-3013,2006-12-01,December 2006,10.1890/0012-9658(2006)87[3007:MADEOM]2.0.CO;2,"We ask whether vole herbivory in experimental grassland plots is sufficient to create an unpalatable community. In a six-year experiment, meadow voles (Microtus pennsylvanicus) reduced plant standing crop between 30% and 72%, well within the range of ungulate effects. Moreover, meadow voles reduced their available forage species by changing the plant community composition: four grass species and a legume upon which they foraged declined sharply in cover and/or number of individuals, five forbs avoided by voles increased, and two forbs neither declined nor increased with either measure. Reductions of diversity occurred when voles first defoliated the plots in 2000 but disappeared as plant species avoided by voles replaced vulnerable plants. Within six years, meadow voles created plant communities dominated by species that they did not eat. © 2006 by the Ecological Society of America.",85,17249225,Journal,ar,Article,100,4,4,Experimental restoration | Herbivory | Microtus | Plant-animal interactions | Tallgrass prairie | Vole herbivory,20308,undefined,0,FALSE,NA,NA,22,NA,NA,NA,NA
