@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,prism:doi,authkeywords,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0031431833,SCOPUS_ID:0031431833,2-s2.0-0031431833,Natural selection for environmentally induced phenotypes in tadpoles,Van Buskirk J.,Evolution,00143820,51,6,1983-1992,1997-01-01,1997,"Models suggest that phenotypic plasticity is maintained in situations where the optimal phenotype differs through time or space, so that selection acts in different directions in different environments. Some empirical work supports the general premise of this prediction because phenotypes induced by a particular environment sometimes perform better than other phenotypes when tested in that environment. We have extended these results by estimating the targets of selection in Pseudacris triseriata tadpoles in environments without predators and with larval Anax dragonflies. Tadpoles displayed significant behavioral and morphological plasticity when reared in the presence and absence of nonlethal dragonflies for 32 days in cattle tanks. We measured selection in the absence of free predators by regressing growth and survival in the tanks against activity and several measures of tail and body shape. We measured selection in the presence of predators by exposing groups of 10 tadpoles to Anax in overnight predation trials and regressing the average phenotype of survivors against the number of tadpoles killed. Selection in the two environments acted in opposite directions on both tail and body shape, although the affected fitness components were different. In the presence of Anax, tadpoles with shallow and narrow body, deep tail fin, and wide tail muscle survived best. In the absence of free predators, tadpoles with narrow tail muscle grew significantly faster, and those with shallow tail fin and deep body grew somewhat faster. Activity was unrelated to survival or growth in either environment. Developmental plasticity in tail shape closely paralleled selection, because tail fin depth increased after long-term exposure to Anax and tail muscle width tended to increase. In contrast, there was no plasticity in body shape in spite of strong selection for decreasing body depth. Thus, when confronted with a dragonfly predator, P. triseriata tadpoles adjusted their tail shape (but not body shape) almost exactly in the direction of selection imposed by Anax. These results suggest that phenotypic plasticity in some morphological traits, such as tail depth and tail muscle width, has evolved under intermittent selection by dragonflies. Other traits that undergo selection by dragonflies, such as body morphology, appear developmentally rigid, perhaps because of historically strong opposing selection in nature or other constraints.",187,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,11,10.1111/j.1558-5646.1997.tb05119.x,Antipredator behavior | Inducible defense | Phenotypic plasticity | Predation | Pseudacris triseriata | Selection | Trade-off,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031427433,SCOPUS_ID:0031427433,2-s2.0-0031427433,Pleiotropic effects of individual gene loci on mandibular morphology,Cheverud J.M.,Evolution,00143820,51,6,2006-2016,1997-01-01,1997,"The genotypic basis of morphological variation is largely unknown. In this study we examine patterns of pleiotropic effects on mandibular morphology at individual gene loci to determine whether the pleiotropic effects of individual genes are restricted to functionally and developmentally related traits. Mandibular measurements were obtained from 480 mice from the F2 generation of an intercross between the LG/J and SM/J mouse strains. DNA was also extracted from these animals, and 76 microsatellite loci covering the autosomes were scored. Interval mapping was used to detect chromosomal locations with significant effects on various mandibular measurements. Sets of traits mapping to a common chromosomal region were considered as being affected by a single quantitative trait locus (QTL) for mandibular morphology. Thirty-seven such chromosomal regions were identified spread throughout the autosomes. Gene effects were small to moderate with the allele derived from the LG/J strain typically leading to larger size. When dominance was present, the LG/J allele was typically dominant to the SM/J allele. Most loci affected restricted functional and developmental regions of the mandible. Of the 26 chromosomal regions affecting more than two traits, 50% affect the muscular processes of the ascending ramus, 27% affect the alveolar processes carrying the teeth, and 23% affect the whole mandible. Four additional locations affecting two traits had effects significantly associated with alveolar regions. Pleiotropic effects are typically restricted to morphologically integrated complexes.",153,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,12,10.1111/j.1558-5646.1997.tb05122.x,Mandibular morphology | Morphological integration | Quantitative genetics | Quantitative trait loci; QTLs,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031427432,SCOPUS_ID:0031427432,2-s2.0-0031427432,Molecular phylogenetic analysis of life-history evolution in asterinid starfish,Hart M.W.,Evolution,00143820,51,6,1848-1861,1997-01-01,1997,"We analyzed phylogenetic relationships among 12 nominal species of starfish in the genera Patiriella and Asterina (Order Valvatida, Family Asterinidae), based on complete sequences for a mitochondrial protein coding gene (cytochrome oxidase subunit I) and five mitochondrial transfer RNA genes (alanine, leucine, asparagine, glutamine, and proline) (1923 bp total). The resulting phylogeny was used to test a series of hypotheses about the evolution of life-history traits. (1) A complex, feeding, planktonic larva is probably ancestral for these starfish, but this is not the most parsimonious reconstruction of ancestral larval states. (2) The feeding larval form was lost at least four times among these species, and three of these losses occurred among members of a single clade. (3) Small adult size evolved before both cases of hermaphroditism and viviparous brooding, but viviparity was not always preceded by an intermediate form of external brooding. (4) An ordered transformation series from feeding planktonic development to viviparous brooding has been predicted for starfish, but we could not find an example of this transformation series. (5) Viviparity evolved recently (< 2 Mya). (6) Both species selection and transformation of lineages may have contributed to the accumulation of species with nonfeeding development among these starfish. (7) Neither Asterina nor Patiriella are monophyletic genera. Larval forms and life-history traits of these starfish have evolved freely under no obvious constraints, contrary to the widely assumed evolutionary conservatism of early development.",172,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,13,10.1111/j.1558-5646.1997.tb05108.x,Asterina | Asterinidae | COI | Egg size | Hermaphroditism | Larval development | Oreaster | Patiriella | Pisaster | Planktotrophy | TRNA | Viviparity,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031427132,SCOPUS_ID:0031427132,2-s2.0-0031427132,Optimistic growth: Competition and an ontogenetic niche-shift select for rapid growth in pumpkinseed sunfish (Lepomis gibbosus),Arendt J.D.,Evolution,00143820,51,6,1946-1954,1997-01-01,1997,"Intrinsic growth rate is emerging as an important life-history trait that can be modified by natural selection. One factor determining optimal intrinsic growth rates is the pattern of resource availability. Organisms that experience chronically low resource levels tend to have slow intrinsic growth rates. However, this does not necessarily hold if resource levels change as an organism grows. We present a theoretical model showing that rapid growth is favored when resource levels for small size classes are low relative to resource levels for large size classes. We call such a growth strategy 'optimistic' because rapid growth is based on an expectation that resources will improve once a minimum size is reached. We provide empirical support for this hypothesis by examining the intrinsic growth rates of pumpkinseed sunfish derived from three populations sympatric with bluegill sunfish (an important competitor with small size classes) to three populations allopatric with bluegill sunfish raised under common conditions. Rapid growth has evolved in the sympatric fish to reach the size refuge from competition as quickly as possible.",61,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,14,10.1111/j.1558-5646.1997.tb05116.x,Interspecific competition | Intrinsic growth rate | Lepomis gibbosus | Ontogenetic niche-shift | Pumpkinseed sunfish,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031427131,SCOPUS_ID:0031427131,2-s2.0-0031427131,Evolution of dispersal rates in metapopulation models: Branching and cyclic dynamics in phenotype space,Doebeli M.,Evolution,00143820,51,6,1730-1741,1997-01-01,1997,"We study the evolution of dispersal rates in a two patch metapopulation model. The local dynamics in each patch are given by difference equations, which, together with the rate of dispersal between the patches, determine the ecological dynamics of the metapopulation. We assume that phenotypes are given by their dispersal rate. The evolutionary dynamics in phenotype space are determined by invasion exponents, which describe whether a mutant can invade a given resident population. If the resident metapopulation is at a stable equilibrium, then selection on dispersal rates is neutral if the population sizes in the two patches are the same, while selection drives dispersal rates to zero if the local abundances are different. With non-equilibrium metapopulation dynamics, non-zero dispersal rates can be maintained by selection. In this case, and if the patches are ecologically identical, dispersal rates always evolve to values which induce synchronized metapopulation dynamics. If the patches are ecologically different, evolutionary branching into two coexisting dispersal phenotypes can be observed. Such branching can happen repeatedly, leading to polymorphisms with more than two phenotypes. If there is a cost to dispersal, evolutionary cycling in phenotype space can occur due to the dependence of selection pressures on the ecological attractor of the resident population, or because phenotypic branching alternates with the extinction of one of the branches. Our results extend those of Holt and McPeek (1996), and suggest that phenotypic branching is an important evolutionary process. This process may be relevant for sympatric speciation.",153,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,15,10.1111/j.1558-5646.1997.tb05097.x,Adaptive dynamics | Coexistence | Complex population dynamics | Evolutionary cycling | Invasion exponents | Polymorphism | Sympatric speciation,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031427021,SCOPUS_ID:0031427021,2-s2.0-0031427021,Salivary androgen-binding protein (ABP) mediates sexual isolation in Mus musculus,Laukaitis C.M.,Evolution,00143820,51,6,2000-2005,1997-01-01,1997,"We wanted to determine whether the microevolution of the mouse salivary androgen-binding protein (ABP) Alpha subunit gene (Abpa) could mediate sexual selection and thereby have a potential role in maintaining gene pool integrity where radiating mouse subspecies make secondary contact. This hypothesis is based upon previous work in this laboratory, which has shown that each subspecies apparently has its own allele and that these alleles have a 25-fold excess of nonsynonymous/synonymous base substitutions compared to an average protein under purifying selection. We provide direct evidence for ABP-assortative mate selection in a laboratory setting: Mus musculus domesticus and M. m. musculus female mice recognize and discriminate between the territories of male mice that essentially differ solely in their Abpa genotype and, when the males are present, the female prefers to mate with the one of her own ABP type. The observation that females could differentiate between the territories of the two males when those mice were absent suggests that the males marked their territories with ABP. In this study, we also detected ABP on the pelts of male mice and in their environment. It is likely that the animals apply the protein to their pelts by licking and that it is then deposited in their surroundings. We suggest that females of the two subspecies are able to discriminate between males of those subspecies on the basis of this protein molecule. Mouse salivary ABP might present a worthwhile system with which to study a prezygotic isolation mechanism in a mammal.",74,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,16,10.1111/j.1558-5646.1997.tb05121.x,Assortative mate selection behavior | Hybrid zone | Mus musculus complex | Prezygotic isolation | Sexual selection,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031427020,SCOPUS_ID:0031427020,2-s2.0-0031427020,"Geographic variation and phenotypic plasticity of number of trunk vertebrae in slender salamanders, Batrachoseps (Caudata: Plethodontidae)",Jockusch E.L.,Evolution,00143820,51,6,1966-1982,1997-01-01,1997,"To understand the evolutionary significance of geographic variation, one must identify the factors that generate phenotypic differences among populations. I examined the causes of geographic variation in and evolutionary history of number of trunk vertebrae in slender salamanders, Batrachoseps (Caudata: Plethodontidae). Number of trunk vertebrae varies at many taxonomic levels within Batrachoseps. Parallel clines in number occur along an environmental gradient in three lineages in the Coast Ranges of California. These parallel clines may signal either adaptation or a shared phenotypically plastic response to the environmental gradient. By raising eggs from 10 populations representing four species of Batrachoseps, I demonstrated that number of trunk vertebrae can be altered by the developmental temperature; however, the degree of plasticity is insufficient to account for geographic variation. Thus, the geographic variation results largely from genetic variation. Number of trunk vertebrae covaries with body size and shape in diverse vertebrate taxa, including Batrachoseps. I hypothesize that selection for different degrees of elongation, possibly related to fossoriality, has led to the extensive evolution of number of trunk vertebrae in Batrachoseps. Analysis of intrapopulational variation revealed sexual dimorphism in both body shape and number of trunk vertebrae, but no correlation between these variables in either sex. Females are more elongate than males, a pattern that has been attributed to fecundity selection in other taxa. Patterns of covariation among different classes of vertebrae suggest that some intrapopulational variation in number results from changes in vertebral identity rather than changes in segmentation.",66,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,17,10.1111/j.1558-5646.1997.tb05118.x,Batrachoseps | Elongation | Geographic variation | Phenotypic plasticity | Plethodontidae | Reaction norm | Vertebral number,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031426878,SCOPUS_ID:0031426878,2-s2.0-0031426878,Maintenance of polymorphism promoted by sex-specific fitness payoffs,Whiteman H.H.,Evolution,00143820,51,6,2039-2044,1997-01-01,1997,NA,42,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,18,10.1111/j.1558-5646.1997.tb05127.x,Facultative paedomorphosis | Fitness | Polymorphism | Sex | Sex ratio,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031425501,SCOPUS_ID:0031425501,2-s2.0-0031425501,"The evolution of social signals: Morphological, functional, and genetic integration of the sex pheromone in Nauphoeta cinerea",Moore A.J.,Evolution,00143820,51,6,1920-1928,1997-01-01,1997,"Social signals that mediate intraspecific interactions can be complex, conveying considerable information concerning the probable behavior of individuals and minimizing overt aggression and wasted energy. In the cockroach Nauphoeta cinerea, male-male competition and female mate choice are mediated by a multicomponent male-produced sex pheromone. In this study, I examine variation in this pheromone. First I measure differences among males in both individual pheromone compounds and the overall composition of the pheromone. Principal component analysis is used to quantify and describe pheromone composition. Next, I explore some of the causes and consequences of this variation by examining the pheromone of males with different social experiences. Compared to subordinate males, dominant males have significantly less variable quantities of the individual pheromone compounds and are significantly less variable in the composition of their pheromone. Because of an association between status and mating success, male-male competition can result in stabilizing sexual selection on the sex pheromone. Finally, I test the hypothesis that the pheromone compounds evolve in a manner consistent with their function. As predicted for morphologically integrated characters, the patterns of phenotypic, genetic, and environmental correlations among my measures of pheromone compounds and composition match functional patterns suggested by this study and the developmental patterns demonstrated in my previous studies. Based on these studies of the N. cinerea sex pheromone, I argue that stabilizing sexual selection shapes the evolution of pheromonal communication involved in social interactions among male N. cinerea. Further, I argue that coordinated evolution of social signals may be possible due to the morphological integration of their multiple compounds.",45,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,19,10.1111/j.1558-5646.1997.tb05114.x,Cockroach | Male-male competition | Principal component analysis | Quantitative genetics | Sexual selection | Social dominance,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031425499,SCOPUS_ID:0031425499,2-s2.0-0031425499,"Recent evolution and divergence among populations of a rare mexican endemic, chihuahua spruce, following holocene climatic warming",Ledig F.T.,Evolution,00143820,51,6,1815-1827,1997-01-01,1997,"Fragmentation and reduction in population size are expected to reduce genetic diversity. However, examples from natural populations of forest trees are scarce. The range of Chihuahua spruce retreated northward and fragmented coincident with the warming climate that marked the early Holocene. The isolated populations vary from 15 to 2441 trees, which provided an opportunity to test whether census number is a good predictor of genetic diversity. Mean expected heterozygosity, H(e), based on 24 loci in 16 enzyme systems, was 0.093 for 10 sampled populations, which is within the range reported for conifers. However, estimates varied more than twofold among populations and H(e) was closely related to the logarithm of the number of mature trees in the population (r(He,N) = 0.93). Diversity among populations, F(ST), was 24.8% of the total diversity, which is higher than that observed in almost all conifer species studied. Nei's genetic distance, D, was not related to geographic distance between populations, and D was 0.033, which is higher than estimates for most wide-ranging species. Most populations had excess homozygosity and the fixation index, F(IS), was higher than that reported for all but one species of conifer. Nm, the number of migrants per generation, was 0.43 to 0.76, depending on estimation procedure, and is the smallest observed in conifers. The data suggest that populations of Chihuahua spruce have differentiated by drift and that they are effectively isolated. The results illustrate how a combination of paleontological observation and molecular markers can be used to illuminate recent evolutionary events. Multilocus estimates of outcrossing for two small populations were zero (complete selfing) and 0.153, respectively, which are in striking contrast to the near complete outcrossing observed in most conifers. The high fixation index and a high proportion of empty seeds (45%) suggest that inbreeding may be a serious problem for conservation of Chihuahua spruce.",89,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,20,10.1111/j.1558-5646.1997.tb05105.x,Gene flow | Genetic diversity | Genetic drift | Inbreeding | Isozymes | Picea | Population decline,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031418957,SCOPUS_ID:0031418957,2-s2.0-0031418957,The effects of five generations of enforced selfing on potential male and female function in Mimulus guttatus,Carr D.E.,Evolution,00143820,51,6,1797-1807,1997-01-01,1997,"In prior work we detected no significant inbreeding depression for pollen and ovule production in the highly selfing Mimulus micranthus, but both characters showed high inbreeding depression in the mixed-mating M. guttatus. The goal of this study was to determine if the genetic load for these traits in M. guttatus could be purged in a program of enforced selfing. These characters should have been under much stronger selection in our artificial breeding program than previously reported characters such as biomass and total flower production because, for example, plants unable to produce viable pollen could not contribute to future generations. Purging of genetic load was investigated at the level of both the population and the individual maternal line within two populations of M. guttatus. Mean ovule number, pollen number, and pollen viability declined significantly as plants became more inbred. The mean performance of outcross progeny generated from crosses between pairs of maternal inbred lines always exceeded that of self progeny and was fairly constant for each trait through all five generations. The consistent performance of outcross progeny and the universally negative relationships between performance and degree of inbreeding are interpreted as evidence for the weakness of selection relative to the quick fixation of deleterious alleles due to drift during the inbreeding process. The selective removal (purging) of deleterious alleles from our population would have been revealed by an increase in performance of outcross progeny or an attenuation of the effects of increasing homozygosity. The relationships between the mean of each of these traits and the expected inbreeding coefficient were linear, but one population displayed a significant negative curvilinear relationship between the log of male fertility (a function of pollen number and viability) and the inbreeding coefficient. The generally linear form of the responses to inbreeding were taken as evidence consistent with an additive model of gene action, but the negative curvilinear relationship between male fertility and the inbreeding coefficient suggested reinforcing epistasis. Within both populations there was significant genetic variation among maternal lineages for the response to inbreeding in all traits. Although all inbred lineages declined at least somewhat in performance, several maternal lines maintained levels of performance just below outcross means even after four or five generations of selfing. We suggest that selection among maternal lines will have a greater effect than selecting within lines in lowering the genetic load of populations.",66,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,21,10.1111/j.1558-5646.1997.tb05103.x,Dominance | Epistasis | Inbreeding depression | Mating-system evolution | Mimulus | Overdominance | Ovule | Pollen | Purging | Serial inbreeding,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031418338,SCOPUS_ID:0031418338,2-s2.0-0031418338,The influence of host demography on the evolution of virulence of a microsporidian gut parasite,Ebert D.,Evolution,00143820,51,6,1828-1837,1997-01-01,1997,"It is predicted that host exploitation should evolve to maximize parasite fitness and that virulence (= parasite-induced host mortality) evolves along with the rate of host exploitation. If the life expectancy of a parasite is short, it is expected to evolve a higher rate of host exploitation and therefore higher virulence because the penalty to the parasite for killing the host is reduced. We tested this hypothesis by keeping for 14 months the horizontally transmitted microsporidian parasite Glugoides intestinalis in monoclonal host cultures (Daphnia magna) under conditions of high and low host background mortality. High host mortality, and thus parasite mortality, was achieved by replacing weekly 70-80% of all hosts in a culture with uninfected hosts from stock cultures (Replacement lines). In the low-mortality treatment no replacement took place. Contrary to our expectation, parasites from the Replacement lines evolved a lower within-host growth rate and virulence than parasites from the Nonreplacement lines. Across lines we found a strong positive correlation between within-host growth rate and virulence. We did further experiments to answer the question why our data did not support the predictions. Sporophorous vesicles (SVs, spore clusters) were smaller in doubly infected than in singly infected host-gut cells, indicating that competition within cells bears costs for the parasite. Due to our experimental protocol, the average life span of infections had been much higher in the Nonreplacement lines. Since the number of parasites inside a host increases with the time since infection, long-lasting infections led to high frequencies of multiply infected host-gut cells. Therefore, we speculated that within-cell competition was more severe in the Nonreplacement lines and may have led to selection for accelerated within-host growth. SVs in the Nonreplacement lines were indeed significantly larger. Our results point out that single-factor explanations for the evolution of virulence can lead to wrong predictions and that multiple infections are an important factor in virulence evolution.",139,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,22,10.1111/j.1558-5646.1997.tb05106.x,Daphnia | Microsporidia | Multiple infections | Parasite | Selection | Spore size | Trade-off | Transmission | Virulence | Within-host competition,all,All Open Access,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031418127,SCOPUS_ID:0031418127,2-s2.0-0031418127,The genetics of adaptation: The genetic basis of resistance to wasp parasitism in Drosophila melanogaster,Orr H.A.,Evolution,00143820,51,6,1877-1885,1997-01-01,1997,"There have been very few genetic analyses of 'natural' adaptations, that is, those not involving artificial selection or responses to human disturbance. Here we analyze the genetic basis of geographic variation in Drosophila melanogaster's resistance to parasitism by a wasp, Asobara tabida. Our results suggest that population differences in ability to encapsulate parasitoid eggs have a fairly simple genetic basis: 60% of the D. melanogaster genome plays no role in differences between resistant and susceptible populations. Instead, resistance gene(s) are restricted to chromosome two, and may be further restricted to the centromeric region of this chromosome. This finding suggests that natural adaptations-like many responses to artificial selection and human disturbance-sometimes have a simple genetic basis.",36,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,23,10.1111/j.1558-5646.1997.tb05110.x,Adaptation | Asobara | Drosophila | Encapsulation | Parasitism,all,All Open Access,NA,NA
