@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/14844310251,SCOPUS_ID:14844310251,2-s2.0-14844310251,"Growth pattern and leaf morphology of Shorea parvistipulata saplings in a tropical rain forest of Sarawak, Malaysia",Enoki T.,Journal of Tropical Ecology,02664674,21,2,215-218,2005-03-01,March 2005,10.1017/S0266467404002020,NA,NA,0,Journal,ar,Article,100,4,4,NA,23435,undefined,0,FALSE,64,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844303363,SCOPUS_ID:14844303363,2-s2.0-14844303363,"Terrestrial larval development and nitrogen excretion in the afro-tropical pig-nosed frog, Hemisus marmoratus",Ulmar Grafe T.,Journal of Tropical Ecology,02664674,21,2,219-222,2005-03-01,March 2005,10.1017/S0266467404002172,NA,NA,6,Journal,ar,Article,100,3,3,Anura | Hemisotidae | Ivory coast | Nitrogen excretion | Tadpoles | Ureotelism,23435,undefined,0,FALSE,65,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844297759,SCOPUS_ID:14844297759,2-s2.0-14844297759,"Adaptative above-ground biomass, stand density and leaf water potential to droughts and clearing in Guiera senegalensis, a dominant shrub in Sahelian fallows (Niger)",Seghieri J.,Journal of Tropical Ecology,02664674,21,2,203-213,2005-03-01,March 2005,10.1017/S0266467404002135,NA,"Guiera senegalensis tolerates repeated cutting and pruning to which it is increasingly subjected at the onset of each cropping period, and one to three times during the annual cropping period (June-September). It responds by profusely branching at the shrub base. The topographic and geomorphic influences, and the effect of clearing on the relationships between shrub density, mean individual above-ground biomass and leaf water status were analysed for seven fallow sites. They were sampled 75 km east of Niamey in Niger. Surprisingly, shrub density and mean individual above-ground biomass were highest in the sites that had been recently in fallow and intensively cultivated prior to crop abandonment. Stand above-ground biomass was also positively related to mean predawn and daily minimum leaf water potentials. Consequently, in the studied G. senegalensis stands, above-ground biomass appeared to be controlled by water availability - rainfall, runoff, infiltration - rather than by cropping intensity. Anisohydric stomatal regulation, resulting in large safety margins from critical transpiration, was inferred from the diurnal amplitude of leaf water potential during the dry season. The plant physiological resistance to water stress combined with its population adjustment in density and growth contributes to the sustainable dominance of G. senegalensis. Copyright © 2005 Cambridge University Press.",17,Journal,ar,Article,100,5,5,Biomass | Coppices | Fallow | Functional traits | Guiera senegalensis | Water status,23435,undefined,0,FALSE,66,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/14844290273,SCOPUS_ID:14844290273,2-s2.0-14844290273,Drip-tips do not impair the development of epiphyllous rain-forest lichen communities,Lücking R.,Journal of Tropical Ecology,02664674,21,2,171-177,2005-03-01,March 2005,10.1017/S0266467404002093,NA,"Drip-tips are a common phenomenon in tropical rain forests, often believed to facilitate drainage of water from the leaf surface and, in that way, reduce epiphyll growth. Some authors suggest a function in reducing splash soil erosion, leaching of substances from the leaf, and light reflectance, while other studies did not find any such correlations. We used an experimental approach to test for the effect of drip-tips on the development of epiphyllous lichen communities. Artificial leaves with and without pronounced drip-tips were exposed in a tropical lowland rain forest at La Selva Biological Station (Costa Rica) for a period of 38 mo, and the physical behaviour of rainwater was tested. On leaves with drip-tips, the water ran off in small, frequent drops 8-30 mm3 in size. On leaves without drip-tips, the water accumulated in the apex region and dripped off periodically in large drops 50-150 mm 3 in size. Nevertheless, there was no significant difference in the development of epiphyllous lichen communities on leaves with and without drip-tips, in terms of area covered, species richness and composition. However, leaves without drip-tips had more debris accumulated in the apex region and, at the same time, fewer lichen species present in this region. Thus, while drip-tips do have an influence on how water is channelled off the leaf surface, they do not impair the development of epiphyllous lichen communities, except for the apex region where the presence of drip-tips does in fact enhance, not reduce, the establishment of lichens, by preventing the accumulation of debris. We conclude that, while drip-tips may have an ecological function, this function is unrelated to the development of epiphyllous lichen communities. Copyright © 2005 Cambridge University Press.",19,Journal,ar,Article,100,2,2,Costa Rica | Drip-tips | Lichen | Rain forest,23435,undefined,0,FALSE,67,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13644260022,SCOPUS_ID:13644260022,2-s2.0-13644260022,Diel flight activity and ecological segregation within an assemblage of tropical forest dung and carrion beetles,Feer F.,Journal of Tropical Ecology,02664674,21,1,21-30,2005-01-01,January 2005,10.1017/S0266467404002056,NA,"Temporal variation in activity of dung and carrion beetles in tropical forest is considered as a mechanism of ecological segregation between potentially competing species. We describe the diel flight activity of Scarabaeidae collected with baited pitfall traps at Les Nouragues field station in French Guiana. A total of 2663 individuals of 63 species was recorded, from the subfamilies Coprinae, Scarabaeinae and Aphodinae. Temporal guilds of diurnal, nocturnal and crepuscular species were identified. Diurnal species were about twice as numerous and abundant as either nocturnal or crepuscular species. Two main activity patterns characterize the diurnal species while nocturnal and crepuscular species show overlapping activity. The association of activity rhythm with the other niche variables, food selection, functional group, body size and relative abundance, was analysed using multiple correspondence analysis. Small diurnal coprophagous species were opposed to large crepuscular necrophagous species. Species packing is suggested but further analysis showed that the variables were independent of one another. The temporal differentiation of species combined with separation along multiple niche dimensions and resource gradients may facilitate the coexistence of species assumed to be strongly affected by interspecific competition.",72,Journal,ar,Article,100,2,2,Competition | Dung beetle | Flight activity | French Guiana | Niche segregation | Scarabaeidae,23435,undefined,0,FALSE,68,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544275745,SCOPUS_ID:13544275745,2-s2.0-13544275745,Host specialization and species richness of fruit flies (Diptera: Tephritidae) in a New Guinea rain forest,Novotny V.,Journal of Tropical Ecology,02664674,21,1,67-77,2005-01-01,January 2005,10.1017/S0266467404002044,NA,"Frugivorous dacine fruit flies were studied in a lowland tropical rain forest in Papua New Guinea to determine their host specificity, abundance, and the number of species attacking various plant species. Plant species hosted 0-3 fruit fly species at median (1-3 quartile) densities of 1 (0-17) fruit flies per 100 fruits. Fruit flies were mostly specialized to a single plant family (83% species) and within each family to a single genus (88% species), while most of the species (66%) were able to feed on > 1 congeneric plant species. Only 30 from the 53 studied plant species were colonized by fruit flies. The plant-fruit fly food web, including these 30 plant species and the total of 29 fruit fly species feeding on them, was divided into 14 compartments, each including 1-8 plant species hosting mutually disjunct assemblages of fruit flies. This structure minimizes indirect interactions among plant species via shared herbivores. The local species pool was estimated at 152 ± 32 (± SE) fruit fly species. Forty per cent of all taxonomically described species known from Papua New Guinea were reared or trapped in our study area. Such a high proportion indicates low beta-diversity of fruit flies. Steiner traps were highly efficient in sampling the lure-responsive fruit fly species as they re-collected 84% of all species trapped in the same area 5 y before. Fruit fly monitoring by these traps is a cheap, simple and efficient method for the study of spatial and temporal changes in rain-forest communities.",35,Journal,ar,Article,100,5,5,Beta-diversity | Fruits | Herbivore communities | Insect-plant interactions | Papua New Guinea | Species richness | Steiner traps,23435,undefined,0,FALSE,69,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/13544274290,SCOPUS_ID:13544274290,2-s2.0-13544274290,Influence of faeces on seed removal from gibbon droppings in a dipterocarp forest in Central Borneo,McConkey K.,Journal of Tropical Ecology,02664674,21,1,117-120,2005-01-01,January 2005,10.1017/S0266467404001968,NA,NA,17,Journal,ar,Article,100,1,1,Borneo | Civet | Dung beetles | Gibbon | Indonesia | Rodent | Seed predation | Sus barbatus,23435,undefined,0,FALSE,70,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544274006,SCOPUS_ID:13544274006,2-s2.0-13544274006,The role of clumped defecation in the spatial distribution of soil nutrients and the availability of nutrients for plant uptake,Feeley K.,Journal of Tropical Ecology,02664674,21,1,99-102,2005-01-01,January 2005,10.1017/S0266467404001701,NA,NA,30,Journal,ar,Article,100,1,1,Alouatta seniculus | Clumped defecation | Howler monkeys | Lake Guri | Latrine | Nutrient cycling | Venezuela,23435,undefined,0,FALSE,71,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544273352,SCOPUS_ID:13544273352,2-s2.0-13544273352,Diversity of leaf phenology in a tropical deciduous forest in India,Kushwaha C.P.,Journal of Tropical Ecology,02664674,21,1,47-56,2005-01-01,January 2005,10.1017/S0266467404002032,NA,"Patterns of leaf phenological diversity were documented in nine key tree species of a tropical deciduous forest in the Vindhyan region of India. Monthly leaf counts on 160 tagged twigs on ten individuals of each species were made through two annual cycles. Tree species exhibited a gradient of deciduousness (∼ leafless duration), ranging from semi-evergreen species (entire population never becoming leafless) to 7-mo-deciduous species. The semi-evergreen species initiated leaf flush (bud break of vegetative bud) earlier around the spring equinox. In all deciduous tree species synchronous leaf-flush initiation, with low inter-annual variability, occurred during the hot dry summer (May-June, day temperature > 40°C), prior to the onset of the rainy season. Based on the quantification of leafless period, leaf-flush duration, and leaf strategy index (leaf-flush rate/leaf-fall rate, proposed in this study) in different species, four plant functional types were recognized: (a) semi-evergreen, spring flushing, showing leaf exchange, with mean leafless period 8 d, leaf-flush duration 6-7 mo and leaf strategy index < 0.5 (Shorea robusta); (b) < 2-mo-deciduous, summer flushing, leafless period 3-8 wk, leaf-flush duration 5-6 mo, and leaf strategy index > 0.5 - < 0.7 (Anogeissus latifolia, Diospyros melanoxylon and Hardwickia binata); (c) 2-4-mo-deciduous, summer flushing, leafless period 2-3 mo, leaf-flush duration 4-5 mo, and leaf strategy index > 0.8 - < 1.0 (Acacia catechu, Lagerstroemia parviflora and Terminalia tomentosa); and (d) > 4-mo-deciduous, summer flushing, leafless period > 4-7 mo, leaf-flush duration 3-4 mo, and leaf strategy index 1.0 (Boswellia serrata and Lannea coromandelica). Conspecific trees showed asynchrony with respect to leaf-flush completion, initiation and completion of leaf-fall, and extent of leafless period. Leaf strategy index (indicating rate of resource use and conservation) was strongly related with the leafless period in different species (r = 0.82) and can serve as a useful index in leaf phenological studies and classification of plant functional types.",53,Journal,ar,Article,100,2,2,Asynchrony | Leaf phenology | Leaf strategy index | Plant functional types | Summer flushing,23435,undefined,0,FALSE,72,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544273350,SCOPUS_ID:13544273350,2-s2.0-13544273350,Edge effects on post-dispersal seed removal in a fragmented rain forest in French Guiana,Chauvet S.,Journal of Tropical Ecology,02664674,21,1,113-116,2005-01-01,January 2005,10.1017/S0266467404001944,NA,NA,11,Journal,ar,Article,100,2,2,Coconut copra | Edge effects | Forest fragmentation | French Guiana | Land bridge islands | Rodents | Seed removal | Water matrix,23435,undefined,0,FALSE,73,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544273348,SCOPUS_ID:13544273348,2-s2.0-13544273348,Regeneration and population structure of Heliconia acuminata in Amazonian secondary forests with contrasting land-use histories,Bruna E.,Journal of Tropical Ecology,02664674,21,1,127-131,2005-01-01,January 2005,10.1017/S0266467404002007,NA,NA,12,Journal,ar,Article,100,2,2,Cecropia | Dispersal limitation | Edge effects | Forest regeneration | Heliconiaceae | Population structure | Seed germination | Vismia,23435,undefined,0,FALSE,74,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544270947,SCOPUS_ID:13544270947,2-s2.0-13544270947,The importance of phyllosphere microbial populations in nitrogen cycling in the Chaco semi-arid woodland,Abril A.,Journal of Tropical Ecology,02664674,21,1,103-107,2005-01-01,January 2005,10.1017/S0266467404001981,NA,NA,27,Journal,ar,Article,100,3,3,Aspidosperma quebracho-blanco | Functional microbial groups | Larrea divaricata | Nitrogen fixation,23435,undefined,0,FALSE,75,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544270945,SCOPUS_ID:13544270945,2-s2.0-13544270945,Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil,Srbek-Araujo A.,Journal of Tropical Ecology,02664674,21,1,121-125,2005-01-01,January 2005,10.1017/S0266467404001956,NA,NA,120,Journal,ar,Article,100,2,2,Atlantic forest | Camera traps | Mammal survey | Neotropical forests | Survey methods,23435,undefined,0,FALSE,76,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544268519,SCOPUS_ID:13544268519,2-s2.0-13544268519,Post-dispersal removal of seeds of pioneer species from five Panamanian forests,Fornara D.,Journal of Tropical Ecology,02664674,21,1,79-84,2005-01-01,January 2005,10.1017/S026646740400197X,NA,"Variation among forests in environmental and biotic conditions may strongly influence seed fate with important consequences for the abundance and distribution of plant species. Here we examine the post-dispersal seed removal rates of six pioneer species (Cecropia peltata, Miconia argentea, Luehea seemannii, Trema micrantha, Apeiba aspera and Jacaranda copaia) from the soil surface at five sites in Panama varying in elevation (0-1100 m) and seasonality (0-4 mo dry season). We compared removal rates of washed seeds placed in vertebrate exclosures, invertebrate exclosures, and unprotected controls in January and June. Overall, removal rates of unprotected seeds were similar among sites. Almost all seed removal could be attributed to litter ants in two subfamilies (Myrmicinae and Ponerinae). Little or no removal was recorded from invertebrate exclosures while vertebrate exclosures had no effect on removal either in lowland and montane forests. Seed removal rates were high for four animal-dispersed species (mean 45% removed over 2 d), whereas two wind-dispersed species were largely untouched (mean 2% removed). These results indicate that seed dispersal characteristics, rather than site characteristics, may be the strongest determinant of the post-dispersal seed fate of pioneers.",16,Journal,ar,Article,100,2,2,Environmental gradient | Litter ants | Seed dispersal | Seed removal,23435,undefined,0,FALSE,77,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/13544268518,SCOPUS_ID:13544268518,2-s2.0-13544268518,Niche opportunity and ant invasion: The case of Wasmannia auropunctata in a New Caledonian rain forest,Le Breton J.,Journal of Tropical Ecology,02664674,21,1,93-98,2005-01-01,January 2005,10.1017/S0266467404002019,NA,"Due to the unbalanced distribution of their fauna and flora, which leads to the creation of a niche opportunities, it is generally accepted that island communities offer weak biotic resistance to biological invasion. In order to empirically test this statement, we compared resource use by ants in the understorey of an undisturbed New Caledonian rain forest recently invaded by the little fire ant, Wasmannia auropunctata. We tested the exploitation of: (1) food sources by placing baits on all trees with trunks greater than 5 cm in diameter; and (2) nesting sites on two tree species likely to shelter ant colonies. In non-invaded areas, the native ants occupied only 44.6% of the baits after 2 h of exposure, while in invaded areas all the baits were occupied by numerous W. auropunctata workers. Similarly, in non-invaded areas only 48.9% of Meryta coriacea (Araliaceae) trees and 64.5% of Basselinia pancheri (Arecaceae) sheltered ants, while in invaded areas W. auropunctata nested in 92.6-98.3% of these trees. Also, workers attended native Margarodidae (Hemiptera) for which they promoted the development of populations significantly larger than those attended by native ants. Thus native ants appear unable to efficiently exploit and defend several of the available food sources and nesting sites, providing a niche opportunity for an invader like W. auropunctata.",65,Journal,ar,Article,100,5,5,Biological invasion | Community ecology | Competitive displacement | Hemiptera | Invasive ants | Pacific island,23435,undefined,0,FALSE,78,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544262511,SCOPUS_ID:13544262511,2-s2.0-13544262511,A long-term evaluation of fruiting phenology: Importance of climate change,Chapman C.A.,Journal of Tropical Ecology,02664674,21,1,31-45,2005-01-01,January 2005,10.1017/S0266467404001993,NA,"Within the last decade the study of phenology has taken on new importance because of its contribution to climate-change research. However, phenology data sets spanning many years are rare in the tropics, making it difficult to evaluate possible responses of tropical communities to climate change. Here we use two data sets (1970-1983 and 1990-2002) to describe the fruiting patterns of the tropical tree community in Kibale National Park, Uganda. To address variation in spatial patterns, we describe fruiting over 2-3 y among four sites each separated by 12-15 km. Presently, the Kibale region is receiving c. 300 mm more rain than it did at the start of the century, droughts are less frequent, the onset of the rainy season is earlier, and the average maximum monthly temperature is 3.5°C hotter than it was 25 y ago. The 1990-2002 phenology data illustrated high temporal variability in the proportion of the populations fruiting. Interannual variation in community-wide fruit availability was also high; however, the proportion of trees that fruited has increased over the past 12+y. At the species level a variety of patterns were exhibited; however, a number of the most common species currently rarely fruit, and when they do, typically < 4% of the individuals take part in fruiting events. Combining the data set from 1990 to 2002 with that from 1970 to 1983 for specific species again reveals an increase in the proportion of trees fruiting between 1990 and 2002; however, the proportion of the populations fruiting decreased during the earlier period. When one examines particular species over this whole period a variety of patterns are evident. For example, Pouteria altissima exhibited a relatively regular pattern of fruiting during the 1970s; however, it rarely fruited in the 1990s. Contrasting phenological patterns at four sites revealed that at the community level the fruiting patterns of only one of the six pair-wise site combinations were correlated. Relationships between rainfall and fruiting were variable among sites. Contrasting changes in fruiting patterns over the 30 y with differences among the four sites varying in rainfall, suggests that the changes observed in fruiting may be due to climate change. Responses to this climate change are likely complex and will vary among species. However, for some species, current conditions appear unsuitable for fruiting.",191,Journal,ar,Article,100,6,6,Climate change | Flowering | Fruiting | Kibale National Park | Phenology | Seasonality | Seed dispersal | Tropical trees | Uganda,23435,undefined,0,FALSE,79,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544260670,SCOPUS_ID:13544260670,2-s2.0-13544260670,Fleshy pulp enhances the location of Syagrus romanzoffiana (Arecaceae) fruits by seed-dispersing rodents in an Atlantic forest in south-eastern Brazil,Guimarães P.R.,Journal of Tropical Ecology,02664674,21,1,109-112,2005-01-01,January 2005,10.1017/S0266467404001932,NA,NA,21,Journal,ar,Article,100,4,4,Caviomorpha | Food hoarding | Palm | Seed dispersal | Seed predation,23435,undefined,0,FALSE,80,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544258791,SCOPUS_ID:13544258791,2-s2.0-13544258791,"Seasonally, dung specificity and competition in dung beetle assemblages in the Australian Wet Tropics, north-eastern Australia",Vernes K.,Journal of Tropical Ecology,02664674,21,1,1-8,2005-01-01,January 2005,10.1017/S026646740400224X,NA,"A trapping study of five mammal species in wet sclerophyll forest adjacent to rain forest in the Australian Wet Tropics was used to examine the seasonal diversity, abundance and dung-specificity of dung beetles associated with mammal dung. A total of 542 dung beetles from 11 species within three genera was recovered from beneath the traps of 1104 mammal captures. The diversity of beetles associated with the dung of the northern bettong (Bettongia tropica), a mycophagous marsupial, differed significantly from the diversity predicted by a null model. Numbers of beetles varied significantly with type of dung, indicating preference by beetles. Beetle numbers were related positively to a 1-mo lag in monthly mean minimum temperature and less strongly to maximum temperature and rainfall. Significantly more beetles per mammal capture were detected in the wet season than in the dry season. Dung beetles showed a strong preference for either the Eucalyptus woodland (six species) or the adjacent Allocasuarina forest (four species), with only one species occurring in both habitat types. Beetle species from the Eucalyptus woodland were typically only detected in the late wet and early dry seasons, while species in the wetter Allocasuarina forest were generally collected during the late dry and early wet seasons. A significant 'checkerboard' species effect was detected in both time and space in both habitat types, suggesting that competition for dung was strong.",29,Journal,ar,Article,100,4,4,Checkerboard species pairs | Habitat selection | Mammal | Marsupial | Resource specificity,23435,undefined,0,FALSE,81,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544258790,SCOPUS_ID:13544258790,2-s2.0-13544258790,Dung beetle (Coleoptera: Scarabaeidae) diversity and community structure across three disturbance regimes in eastern Amazonia,Scheffler P.Y.,Journal of Tropical Ecology,02664674,21,1,9-19,2005-01-01,January 2005,10.1017/S0266467404001683,NA,"Anthropogenic disturbance in Amazonian forests has increased dramatically since the early 1980s and forest disturbance is expected to continue in the early twenty-first century. Logging and conversion to pasture for cattle are two of the largest causes of forest disturbance and destruction. This study examined the distribution and diversity of dung beetles (Coleoptera: Scarabaeidae) in intact forest and under three disturbance regimes (selective logging, clear-cutting and pasture) in a forest tract in southern Para state, Brazil. Dung beetles were collected using faeces-baited pitfall traps, then identified, measured and weighed. Principal Components Analyses and the Sørensen's Index indicated that the intact and selectively logged areas were similar in terms of species composition but that the pasture areas and clear-cut areas had substantially different groups of species. Beetle size and diversity (as measured by species richness, Shannon index and Simpson's index) were lower in clear-cuts and pasture than in intact forest. The selectively logged forest was no less diverse than intact forest, and beetles were the same size or larger than those in intact forest. Total beetle biomass, however, was highest in the pasture due to the abundance of small-bodied beetles in this habitat. While the fact that selective logging has a relatively minor impact on the dung beetle community is heartening, the projected increase in the amount of highly disturbed landscape in Amazonia is expected to have a severe impact on dung beetle biodiversity in the region.",110,Journal,ar,Article,100,1,1,Anthropogenic disturbance | Biodiversity | Brazil | Clear-cutting | Dung beetles | Pasture | Pitfall traps | Scarabaeidae | Selective logging,23435,undefined,0,FALSE,82,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544256427,SCOPUS_ID:13544256427,2-s2.0-13544256427,Determinants of tree species preference of birds in oak-acacia woodlands of Central America,Greenberg R.,Journal of Tropical Ecology,02664674,21,1,57-66,2005-01-01,January 2005,10.1017/S0266467404001762,NA,"In mid-elevation areas of Mesoamerica, Acacia pennatula commonly occurs in mixed woods with various species of oak. During a 1-y study in Nicaragua, we found the abundance of birds in acacia was far higher than the representation of this species in the mix of trees, whether this is estimated by number of individual trees, canopy cover or foliage cover. This higher abundance was probably related to the fact that acacias supported approximately three to four times the abundance of arthropods that were found in oaks and twice the biomass. Although oak foliage supported fewer arthropods, relatively more of them were large (> 1 cm). The greater preponderance of small arthropods in acacias versus oaks was probably related to the small leaflet size of acacias. However, it is likely that the higher abundance of arthropods in acacias, particularly herbivorous species, was related to the higher nutritional content of the acacia foliage (crude protein, minerals, non-structural carbohydrates) and lower content of digestion-inhibiting compounds (structural carbohydrates, total phenolics, condensed tannins). The major defensive mechanisms of acacia are mechanical (thorns) or qualitative-defence chemicals (cyanogenic glucosides) that are apparently more effective against vertebrate than invertebrate herbivores. These observations support the hypothesis that the anti-herbivore defences of acacia are primarily directed against large mammalian herbivores, rendering the foliage highly palatable to arthropods.",14,Journal,ar,Article,100,2,2,Ant-herbivory defences | Breeding currency hypothesis | Foliage palatability hypothesis | Insectivorous birds | Migratory birds | Tree preference | Tropical savannas,23435,undefined,0,FALSE,83,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/13544255591,SCOPUS_ID:13544255591,2-s2.0-13544255591,"Seasonal abundance in the floor-dwelling frog fauna on Iriomote Island of the Ryukyu Archipelago, Japan",Watanabe S.,Journal of Tropical Ecology,02664674,21,1,85-91,2005-01-01,January 2005,10.1017/S0266467404002068,NA,"Abundance of floor-dwelling frogs was studied in the humid subtropical lowland forest of Iriomote Island, the Ryukyu Archipelago, southern Japan. Field survey was conducted monthly for 1 y, and the seasonal pattern of abundance was examined for each species. We observed 251 frogs belonging to four species of three families in a total sampling of 600 m2. Of these species, Microhyla ornata (66.5% of total frogs) and Fejervarya limnocharis (30.3%) were dominant in number. Total abundance of the frogs was strongly seasonal and peaked in the hottest month, August, while the number of frog species was one to three throughout the year. The seasonal pattern of abundance showed considerable variation among species, most likely due to their differences in reproductive season, and in physiological characteristics under the influence of varying temperature and rainfall. These patterns are more similar to those of temperate species than those of tropical species. The estimated density of all frogs ranged from 0.08 to 1.60 individuals m-1, and their average annual density and biomass were 4180 individuals ha-1 and 11 460 g ha-1, respectively. These values, among the highest so far reported for floor-dwelling anurans, may be a feature of amphibian fauna in the humid subtropical forests on a small island.",21,Journal,ar,Article,100,3,3,Amphibian | Anurans | Biomass | Density estimate | Frog community | Island ecology | Quadrat sampling | Seasonal change | Subtropical forest,23435,undefined,0,FALSE,84,NA,NA
