@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0032415759,SCOPUS_ID:0032415759,2-s2.0-0032415759,The ecological significance of canopy seed storage in fire-prone environments: A model for resprouting shrubs,Enright N.,Journal of Ecology,00220477,86,6,960-973,1998-12-01,1998,10.1046/j.1365-2745.1998.00311.x,"1 Based on a parameter set describing mean life-history attributes for the resprouting shrub Banksia attenuata in south-western Australia, the relationship between fire interval and extent of canopy seed storage (serotiny) was analysed. Deterministic and stochastic computer models were used to try to identify the circumstances under which serotiny is favoured, and what degree of serotiny maximizes the estimated finite rate of natural increase (λ) for species which, in addition to serotiny, have the capacity to resprout vegetatively. 2 The deterministic model indicated a maximum finite rate of natural increase (λ = 1.015) when the fire interval was 13 years and all seeds were retained on the plant until fire occurred (i.e. complete serotiny). Populations were predicted to decline if the fire interval exceeded about 40 years. 3 Changes to biological attributes associated with timing of reproduction shifted the optimum fire interval but did not change the overall pattern in relation to serotiny. Reduction in the probability of adults resprouting after fire also shifted the optimum, so that as probability of resprouting declined, optimum fire interval increased. 4 Increasing stochasticity around the mean fire interval (CV > 50%) under regimes of frequent fire (fire interval < 20 years) led to strong, but not complete, serotiny as the optimum strategy (2 = 1.009 ± 0.001). If fire was less frequent, and the probability of inter-fire recruitment was similar to that of post-fire recruitment, then the optimum strategy was zero serotiny. 5 The probability of seedling recruitment was low after most fires due to low seed availability and high seedling mortality over the first summer. Stochastic weather (variation in summer rainfall) resulted in a higher rate of population growth (λ = 1.019) than under constant average weather conditions, emphasizing the importance of rare recruitment events in the population behaviour of resprouting species. 6 Resprouters were able to cope with more frequent fire than non-sprouters, but there was no evidence to support the contention that they are also favoured under regimes of infrequent fire.",69,Journal,ar,Article,100,4,4,Banksia | Computer models | Fire regime | Optimum life-history strategies | Resprouter | Serotiny,29602,undefined,1,TRUE,all,All Open Access,11,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032413199,SCOPUS_ID:0032413199,2-s2.0-0032413199,The ecological significance of canopy seed storage in fire-prone environments: A model for non-sprouting shrubs,Enright N.,Journal of Ecology,00220477,86,6,946-959,1998-12-01,1998,10.1046/j.1365-2745.1998.00312.x,"1 A comprehensive data set on age, survival and reproduction for the non-sprouting (fire-killed) shrub Banksia hookeriana, encompassing 13 years of measurements at 15 sites in south-western Australia, and including 10 fires, was used to parameterize a computer model to investigate optimum plant life-history strategies in a fire-prone environment. Parameter ranges encompassed life-history information for other nonsprouting Banksia species from the same region. 2 The relationship between fire interval and level of canopy seed storage (serotiny) was analysed to identify the circumstances under which serotiny is favoured, and what degree of serotiny maximizes potential population growth rate. In addition to deterministic versions of the model, stochasticity in fire interval and conditions for recruitment were analysed. 3 The deterministic model indicated a maximum finite rate of natural increase (λ = 1.15) when the fire interval was 16 years and all seeds were retained on the plant until fire occurred. Although the model failed to predict the intermediate degrees of serotiny present in nature, it supported the optimum fire interval predicted from canopy seed bank dynamics. 4 Changes to biological attributes associated with timing of reproduction and longevity shifted the optimum fire interval and estimated rate of population growth, but did not alter the conclusions concerning serotiny. Although shorter seed longevity and increased rates of predation and/or decay reduced the value of serotiny, even very low levels of canopy seed storage increased species fitness under intermediate fire frequencies (10-20 years). 5 If the probability of inter-fire recruitment and survival was increased, optimum growth shifted from strong serotiny under a regime of frequent fire (< 20 year interval), to weak (or no) serotiny where the interval between successive fires was long (> 40 year interval). 6 Stochasticity around mean fire interval resulted in intermediate to strong (but not complete) serotiny being predicted as optimal once the CV for fire interval approached 100%. This result is interpreted as a bet-hedging strategy whereby spontaneous release of some seeds during the inter-fire period permits recruitment on rare occasions where fire interval approaches or exceeds the species longevity.",136,Journal,ar,Article,100,4,4,Banksia | Computer models | Fire regime | Optimum life-history strategies | Serotiny | Stochastic effects | Woody plants,29602,undefined,0,FALSE,NA,NA,12,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0032412161,SCOPUS_ID:0032412161,2-s2.0-0032412161,Plant foraging and dynamic competition between branches of Pinus sylvestris in contrasting light environments,Stoll P.,Journal of Ecology,00220477,86,6,934-945,1998-12-01,1998,10.1046/j.1365-2745.1998.00313.x,"1 The morphological plasticity of sun and shade branches of Pinus sylvestris growing at the edge of a 'tree-patch' created in 1989, when surrounding trees were removed, was compared with that of branches of trees growing in the centre of the patch. 2 In 1992, we selected 10-year-old branches. Yearly growth increments (long-shoots) and emerging buds were individually marked, architectural parameters measured, the branch topology mapped, and the number of male and female cones counted. In 1993, the survival of growth increments and buds was recorded and the branches were harvested to determine dry mass of growth increments and needles. 3 The size of growth increments produced after 1989, i.e. their length, total dry mass and needle dry mass, decreased in the order sun branches of edge trees > branches of centre trees > shade branches of edge trees. Thus, the growth increments produced on the shade branches of trees that also had branches in the sun were consistently smaller than the growth increments on the branches of centre trees growing completely in the shade. 4 The number of new growth increments produced after 1989 was highest in sun branches and lowest in shade branches of edge trees. Survival of growth increments and buds was higher in edge than in centre trees; no difference was found between sun and shade branches of edge trees. 5 In shade branches of edge trees, branching angles between first- and second-order growth increments were highest and increased from older to younger growth increments. This was interpreted as 'bending' towards the edge of the patch. 6 Production of female cones was almost totally restricted to edge trees and higher in sun than in shade branches. 7 One prediction of an optimal foraging strategy, i.e. the production of more growth increments and buds in higher light, was supported by the data, whereas the other prediction, i.e. decreased length of growth increments, could only be supported when it was expressed per unit dry mass. Thus, the hypothesis of an adaptive foraging strategy in plants was rejected in favour of a 'passive' growth null hypothesis. 8 The results suggest that both growth increments within branches and branches within trees are physiologically integrated and their 'foraging behaviour' can only partly be understood in terms of their local environment. We interpreted the observed differences between shade branches of edge and centre trees as correlative growth inhibition.",95,Journal,ar,Article,100,2,2,Architecture | Biomass allocation | Branch autonomy | Bud demography | Competition for light | Correlative inhibition | Foraging strategy | Physiological integration | Pinus sylvestris | Plasticity,29602,undefined,1,TRUE,all,All Open Access,13,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031853324,SCOPUS_ID:0031853324,2-s2.0-0031853324,"A comparative study of the seedbanks of heathland and successional habitats in Dorset, Southern England",Mitchell R.,Journal of Ecology,00220477,86,4,588-596,1998-08-31,1998,10.1046/j.1365-2745.1998.00281.x,"1 Many areas of lowland heaths are being lost due to invasion by Betula spp., Pinus sylvestris, Pteridium aquilinum, Rhododendron ponticum and Ulex europaeus. One of the factors influencing the success of restoration of heathland on such sites will be the content of their viable seedbanks. 2 Ten heathland areas in the Poole Basin area of Dorset, where succession to one or more of the above species had occurred were studied. The viable seedbanks of the successional sites were compared with those of nearby heathland using Canonical Discriminant Analysis. 3 The seedbanks of all the successional stages were significantly different from the seedbank of the heath. 4 The seedbanks from the Pinus sylvestris and Pteridium aquilinum successional stages contained significantly lower numbers of heathland species than did the heathland seedbank, although few non heathland species were present. 5 The seedbanks from the Betula spp., Rhododendron ponticum and Ulex europaeus successional sites contained both significantly lower numbers of heathland species and significantly higher numbers of non heathland species than the heathland seedbank. 6 The results are discussed in relation to the restoration of heathland on successional sites and the use of the seedbank as a source of propagates for the establishment of heathland species.",63,Journal,ar,Article,100,3,3,Canonical Discriminant Analysis | Heaths | Restoration | Seeds | Succession,29602,undefined,1,TRUE,all,All Open Access,14,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/2642640456,SCOPUS_ID:2642640456,2-s2.0-2642640456,An experimental test of limits to tree establishment in Arctic tundra,Hobbie S.,Journal of Ecology,00220477,86,3,449-461,1998-07-24,1998,10.1046/j.1365-2745.1998.00278.x,"1. Five treeline species had low seed germination rates and low survivorship and growth of seedlings when transplanted into Alaskan tundra. Seed germination of all species increased with experimental warming, suggesting that the present treeline may in part result from unsuccessful recruitment under cold conditions. 2. Growth, biomass and survivorship of seedlings of treeline species transplanted into tundra were largely unaffected by experimental warming. However, transplanted seedlings of three species (Betula papyrifera, Picea glauca and Populus tremuloides) grew more when below-ground competition with the extant community was reduced. All three measures of transplant performance were greater in shrub tundra than in the less productive tussock or heath tundra. Establishment of trees in tundra may thus be prevented by low resource availability and competition. 3. Two species (Alnus crispa and Populus balsamifera) had low seed germination and survivorship of germinated seeds; transplants of these species did not respond to the manipulations and lost biomass following transplanting into tundra. Isolated populations of these two species north of the present treeline in arctic Alaska probably became established during mid-Holocene warming rather than in recent times. 4. Of all the species studied here, Picea glauca was the most likely to invade intact upland tundra. Its seeds had the highest germination rates and it was the only species whose seedlings survived subsequently. Furthermore, transplanted seedlings of Picea glauca had relatively high survivorship and positive growth in tundra, especially in treatments that increased air temperature or nutrient availability, two factors likely to increase with climate warming.",111,Journal,ar,Article,100,2,2,Alaskan treeline | Climate change | Picea glauca | Tree establishment | Tundra,29602,undefined,1,TRUE,all,All Open Access,15,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031867525,SCOPUS_ID:0031867525,2-s2.0-0031867525,Nutrient limitations and their implications on the effects of atmospheric deposition in coastal dunes; lime-poor and lime-rich sites in the Netherlands,Kooijman A.,Journal of Ecology,00220477,86,3,511-526,1998-07-24,1998,10.1046/j.1365-2745.1998.00273.x,"1. A survey of plant and soil parameters was carried out in dry dune grasslands along the Dutch coast in the lime- and iron-poor Wadden district and initially lime- and iron-rich Renodunaal district, in order to detect differences in nutrient availability related to soil characteristics and potential sensitivity to atmospheric deposition of nitrogen. 2. Plant biomass and phosphorus pools in the shoot were higher in the Wadden district. The low foliar nitrogen concentrations and nitrogen/phosphorus ratios in the Wadden district suggested nitrogen-limitation, while in the Renodunaal district there appeared to be a balanced supply of both nitrogen and phosphorus. 3. Soil pH, soil organic matter, soil nitrogen and phosphorus concentrations and total amounts were generally higher in the Renodunaal district. In both districts mineral phosphorus decreased with acidification and phosphorus oxalate (iron and aluminium bound) increased. 4. In the Wadden district iron is present primarily in iron-organic matter complexes, which leads to reversible binding of phosphorus. In the Renodunaal district large amounts of iron (hydr)oxides occur and at high pH may contribute to reversible phosphorus-sorption, but at low pH this probably leads to immobilization of phosphorus. 5. While pools of soil phosphorus are low in the Wadden district, the phosphorus availability may be relatively high due to the comparatively loose nature of phosphorus-sorption. As a result the area may be nitrogen-limited and grass-encroachment may thus have resulted from atmospheric deposition of nitrogen. 6. In the Renodunaal district, atmospheric deposition probably only accelerates grass-encroachment, because deposition of acid and nitrogen increases the availability of both nitrogen and phosphorus and maintains the 'Co-limitation'.",92,Journal,ar,Article,100,5,5,Grass-encroachment | Nitrogen | Phosphorus | Soil organic matter | Soil pH | Vegetation biomass,29602,undefined,0,FALSE,NA,NA,16,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031862536,SCOPUS_ID:0031862536,2-s2.0-0031862536,Relations between acid atmospheric deposition and the surface pH of some ombrotrophic bogs in Britain,Proctor M.C.F.,Journal of Ecology,00220477,86,2,329-340,1998-06-04,1998,10.1046/j.1365-2745.1998.00254.x,"1 Analyses are presented of major ion concentrations in surface water samples, and exchangeable cations in peats, collected in November-December 1992 from 16 ombrotrophic bogs in England and Wales and one in Scotland, spanning most of the range from the lowest (Dartmoor, west Wales, west Highlands) to the highest (south Pennines, north Yorkshire) of the mean 1986-88 rainwater concentrations of hydrogen ions and non-marine sulphate (NMS). 2 There was a strong positive correlation (r = +0.89) between surface water pH and mean rainwater pH, and a less close correlation (r = +0.71) between surface water pH and total hydrogen ion deposition. 3 The correlation between surface water pH and mean concentration of rainwater NMS (which may be taken as a surrogate measure of acid deposition) was r = -0.85, and that between surface water pH and total deposition of NMS was r = -0.65. 4 The intercept of the regression of surface water pH on NMS is at pH 4.40 (95% confidence limits 4.22-4.58), suggesting this as the winter pH of an ombrotrophic bog surface in the absence of acid atmospheric pollution. 5 Total sulphur content of intact surface peats from 11 sites correlated well (r = +0.90) with mean rainwater total sulphate concentration. 6 The H+ ion concentration in wet deposition, plus the net H+ input resulting from metabolism of deposited NO3 and NH4+, is insufficient to account for the difference between the inferred pH of an unpolluted bog surface and pH values (up to 0.8 pH units lower) measured in the field in polluted sites. Analogy with deposition of NMS suggests that this discrepancy is accounted for quantitatively by seeder-feeder enhancement, cloudwater deposition, and dry deposition of acidity. 7 Ombrotrophic bog surface waters are buffered by the cation-exchange properties of the peat. They are likely to be less sensitive to moderate acid deposition than weakly bicarbonate-buffered near-neutral peats, soils and fresh waters.",30,Journal,ar,Article,100,2,2,Acid rain | Air pollution | Dry deposition | Non-marine sulphate | Sulphur content of peat | Water chemistry | Wet deposition,29602,undefined,1,TRUE,all,All Open Access,17,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031833175,SCOPUS_ID:0031833175,2-s2.0-0031833175,Effects of population size on performance in the rare plant Gentianella germanica,Fischer M.,Journal of Ecology,00220477,86,2,195-204,1998-06-04,1998,10.1046/j.1365-2745.1998.00246.x,"1 We studied the relationships between population size, reproduction and population growth rate in 23 populations of the rare, short-lived plant Gentianella germanica. We also investigated a possible correlation of population size effects with environmental variation in climate, topography, soil, vegetation, and management. To ascertain whether the differences between populations have a genetic basis, we grew 20 seed families from each of the populations in a common garden experiment. 2 In 1993, population sizes ranged from 40 to 5000 flowering plants in the field populations (geometric mean 386). Plants in small populations had fewer seeds per fruit and fewer seeds per plant than plants in larger populations, whereas seed mass was independent of population size. From 1993 to 1995 population size decreased in most populations (mean annual population growth rate 0.876), and this decrease was larger in small populations than in large populations. 3 In the common garden the positive correlation between the number of surviving plants per planted seed and original population size increased steadily over time. After 17 months there were significantly more flowering plants and more flowers per planted seed for seeds from large populations than for those from small populations. 4 Although environmental variables accounted for significant variation in population growth rate and plant performance both in the field and in the common garden, effects of population size detected in stepwise multiple regressions were not confounded with environmental effects. 5 We conclude that the reduced performance observed in plants from smaller populations was explained by genetic effects rather than by habitat quality, although pollinator limitation may have contributed to fitness reductions in the field. The observed patterns suggest further reductions of population sizes in Gentianella germanica in the future, especially in already small populations. Our study lends support to the view that genetic problems are a major concern in plant conservation.",210,Journal,ar,Article,100,2,2,Common garden study | Demography | Population size | Rare species | Reproduction,29602,undefined,1,TRUE,all,All Open Access,18,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031887510,SCOPUS_ID:0031887510,2-s2.0-0031887510,Unintentional experiments with terrestrial ecosystems: Ecological effects of sulphur and nitrogen pollutants,Lee J.,Journal of Ecology,00220477,86,1,1-12,1998-04-08,1998,10.1046/j.1365-2745.1998.00257.x,NA,89,Journal,cp,Conference Paper,100,1,1,NA,29602,undefined,1,TRUE,all,All Open Access,19,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031886270,SCOPUS_ID:0031886270,2-s2.0-0031886270,"Demographic viability of populations of Silene regia in midwestern prairies: Relationships with fire management, genetic variation, geographic location, population size and isolation",Menges E.S.,Journal of Ecology,00220477,86,1,63-78,1998-04-08,1998,10.1046/j.1365-2745.1998.00234.x,"1. We studied the demographic viability of populations of a long-lived iteroparous prairie perennial, Silene regia, in relation to management regimes, population sizes, geographical region (Ohio and Indiana vs. Missouri and Arkansas), degree of isolation and amount of genetic variation. Demographic data were collected from 16 populations for up to 7 years. 2. This species has high survivorship, slow growth, frequent flowering and episodic seedling recruitment. Matrix projection methods were used to summarize population performance with and without recruitment. Median finite rates of increase by population varied from 0.57 to 1.82 and from 0.44 to 0.99, respectively. 3. Populations with the highest rates of increase had been burned. Six of eight populations, for which stochastic modelling predicted persistence for 1000 years, included fire in their management. None of the five populations with predicted 100-year extinction probabilities of 100% was managed for conservation or burned. An intermediate group of three populations with at least 10% probability of extinction between 100 and 1000 years was not managed, but was none the less kept open by mowing and herbicide application. 4. Analysis of composite elasticities showed that growth and fecundity terms were higher for growing (vs. declining) populations and that growth elasticity was higher in burned than unburned populations. Lack of burning shifts the elasticity spectrum from that typical of open habitat herbs (higher growth and fecundity elasticities) to values usually found for closed habitat herbs (higher survival elasticities). 5. In multivariate analyses predicting finite rates of increase (with and without recruitment), fire management and region were the strongest predictors, followed by genetic variation, population size, isolation and interactions of population size and fire, and region and fire. Populations with the highest rates of increase were burned, eastern, more genetically diverse, larger and less isolated. Discrimination of populations with different extinction risks (three classes) was related mainly to fire, genetic variation and region. 6. Most of these conclusions support conservation biology predictions that population viability will be highest in larger, less-isolated, more genetically diverse populations. However, management and geographic trends have overriding roles affecting demographic viability. Habitat fragmentation and genetic depletion have the potential to threaten residual prairie populations of S. regia, but lack of fire management appears to be the primary short-term threat.",149,Journal,ar,Article,100,2,2,Elasticity | Extinction probability | Habitat management | Population growth rate | Population viability assessment,29602,undefined,1,TRUE,all,All Open Access,20,NA,NA
