@_fa,@seq,author-url,authid,orcid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,4,https://api.elsevier.com/content/author/author_id/57223095287,57223095287,NA,Hernández A.,Hernández,Alba,A.,true,60122098,136
true,5,https://api.elsevier.com/content/author/author_id/55317143600,55317143600,NA,Costas D.,Costas,Damián,D.,true,60122098,136
true,6,https://api.elsevier.com/content/author/author_id/7005194764,7005194764,NA,Troncoso J.,Troncoso,Jesús,J.,true,60122098,136
true,1,https://api.elsevier.com/content/author/author_id/57194413682,57194413682,NA,Chacón-Monge J.L.,Chacón-Monge,José Leonardo,J.L.,true,60071929,137
true,2,https://api.elsevier.com/content/author/author_id/56426613700,56426613700,NA,Azofeifa-Solano J.C.,Azofeifa-Solano,Juan Carlos,J.C.,true,60071929,137
true,3,https://api.elsevier.com/content/author/author_id/7006237966,7006237966,NA,Alvarado J.J.,Alvarado,Juan José,J.J.,true,60071929,137
true,4,https://api.elsevier.com/content/author/author_id/35422127200,35422127200,NA,Cortés J.,Cortés,Jorge,J.,true,60071929,137
true,1,https://api.elsevier.com/content/author/author_id/56375983100,56375983100,NA,Caballero-Ochoa A.A.,Caballero-Ochoa,Andrea Alejandra,A.A.,true,60032442,138
true,2,https://api.elsevier.com/content/author/author_id/6504320910,6504320910,NA,Buitrón-Sánchez B.E.,Buitrón-Sánchez,Blanca E.,B.E.,true,60032442,138
true,3,https://api.elsevier.com/content/author/author_id/57199091280,57199091280,NA,Conejeros-Vargas C.A.,Conejeros-Vargas,Carlos A.,C.A.,true,60032442,138
true,4,https://api.elsevier.com/content/author/author_id/57223096630,57223096630,NA,Esteban-Vázquez B.L.,Esteban-Vázquez,Brenda L.,B.L.,true,60032442,138
true,5,https://api.elsevier.com/content/author/author_id/57223100137,57223100137,NA,Ruiz-Nava M.P.,Ruiz-Nava,Mariana P.,M.P.,true,60005058,138
true,6,https://api.elsevier.com/content/author/author_id/57188784895,57188784895,NA,Jiménez-López J.C.,Jiménez-López,José Carlos,J.C.,true,60032442,138
true,7,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco A.,F.A.,true,60032442,138
true,8,https://api.elsevier.com/content/author/author_id/19337335400,19337335400,NA,Laguarda-Figueras A.,Laguarda-Figueras,Alfredo,A.,true,60032442,138
true,1,https://api.elsevier.com/content/author/author_id/7101889301,7101889301,NA,Del Río C.J.,Del Río,Claudia J.,C.J.,true,60004518,139
true,2,https://api.elsevier.com/content/author/author_id/7202227974,7202227974,NA,Martínez S.,Martínez,Sergio,S.,true,60071612,139
true,1,https://api.elsevier.com/content/author/author_id/57221351968,57221351968,NA,Fernández J.P.,Fernández,Jimena Pía,J.P.,true,60032344,140
true,2,https://api.elsevier.com/content/author/author_id/57221339466,57221339466,NA,Chaar F.B.,Chaar,Florencia Belén,F.B.,true,60032344,140
true,3,https://api.elsevier.com/content/author/author_id/54796541200,54796541200,NA,Epherra L.,Epherra,Lucía,L.,true,60111395,140
true,4,https://api.elsevier.com/content/author/author_id/7404553442,7404553442,NA,González-Aravena J.M.,González-Aravena,Jorge Marcelo,J.M.,true,105759578,140
true,5,https://api.elsevier.com/content/author/author_id/8392187600,8392187600,NA,Rubilar T.,Rubilar,Tamara,T.,true,60032344,140
true,1,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,NA,Solís-Marín F.A.,Solís-Marín,Francisco Alonso,F.A.,true,60032442,141
true,2,https://api.elsevier.com/content/author/author_id/57199100566,57199100566,NA,Sandino O.B.,Sandino,Osmar Benito,O.B.,true,112777918,141
true,3,https://api.elsevier.com/content/author/author_id/57199091280,57199091280,NA,Conejeros-Vargas C.A.,Conejeros-Vargas,Carlos Andrés,C.A.,true,60032442,141
true,4,https://api.elsevier.com/content/author/author_id/56375983100,56375983100,NA,Caballero-Ochoa A.A.,Caballero-Ochoa,Andrea Alejandra,A.A.,true,60032442,141
true,1,https://api.elsevier.com/content/author/author_id/57200118485,57200118485,NA,Cuellar L.M.,Cuellar,Leidy Machado,L.M.,true,125617624,142
true,2,https://api.elsevier.com/content/author/author_id/57204710505,57204710505,NA,Suárez L.R.,Suárez,Leonardo Rodríguez,L.R.,true,125617624,142
true,3,https://api.elsevier.com/content/author/author_id/57221396203,57221396203,NA,Torrejano V.M.,Torrejano,Valentín Murcia,V.M.,true,125617624,142
true,4,https://api.elsevier.com/content/author/author_id/57221392138,57221392138,NA,Tovar S.A.O.,Tovar,Sergio Andrés Orduz,S.A.O.,true,125617624,142
true,5,https://api.elsevier.com/content/author/author_id/57192910659,57192910659,NA,Espinosa C.M.O.,Espinosa,Claudia Mercedes Ordoñez,C.M.O.,true,125617624,142
true,6,https://api.elsevier.com/content/author/author_id/57214149367,57214149367,NA,Suárez J.C.,Suárez,Juan Carlos,J.C.,true,60257190,142
true,1,https://api.elsevier.com/content/author/author_id/57221398265,57221398265,NA,Lobo Y.Q.,Lobo,Yeinner Quiroz,Y.Q.,true,60109397,143
true,2,https://api.elsevier.com/content/author/author_id/55620624800,55620624800,NA,Patiño G.S.,Patiño,Gilmar Santafé,G.S.,true,60109397,143
true,3,https://api.elsevier.com/content/author/author_id/36810478200,36810478200,NA,Quirós-Rodríguez J.A.,Quirós-Rodríguez,Jorge A.,J.A.,true,60109397,143
true,1,https://api.elsevier.com/content/author/author_id/57202589825,57202589825,NA,Sarkar S.D.,Sarkar,Soma Das,S.D.,true,60114363,144
true,2,https://api.elsevier.com/content/author/author_id/7006338864,7006338864,NA,Sarkar U.K.,Sarkar,Uttam Kumar,U.K.,true,60114363,144
true,3,https://api.elsevier.com/content/author/author_id/16031399900,16031399900,NA,Naskar M.,Naskar,Malay,M.,true,60114363,144
true,4,https://api.elsevier.com/content/author/author_id/57195556700,57195556700,NA,Roy K.,Roy,Koushik,K.,true,60114363,144
true,5,https://api.elsevier.com/content/author/author_id/57215192913,57215192913,NA,Bose A.K.,Bose,Arun Kumar,A.K.,true,60114363,144
true,6,https://api.elsevier.com/content/author/author_id/7103093710,7103093710,NA,Nag S.K.,Nag,Subir Kumar,S.K.,true,60114363,144
true,7,https://api.elsevier.com/content/author/author_id/57193538758,57193538758,NA,Karnatak G.,Karnatak,Gunjan,G.,true,60114363,144
true,8,https://api.elsevier.com/content/author/author_id/57218947443,57218947443,NA,Das B.K.,Das,Basanta Kumar,B.K.,true,60114363,144
true,1,https://api.elsevier.com/content/author/author_id/54941990100,54941990100,NA,Queiroz V.,Queiroz,Vinicius,V.,true,60008088,145
true,2,https://api.elsevier.com/content/author/author_id/6603132477,6603132477,NA,Arizza V.,Arizza,Vincenzo,V.,true,60017697,145
true,3,https://api.elsevier.com/content/author/author_id/7801561173,7801561173,NA,Vazzana M.,Vazzana,Mirella,M.,true,60017697,145
true,4,https://api.elsevier.com/content/author/author_id/16647244500,16647244500,NA,Rozas E.E.,Rozas,Enrique E.,E.E.,true,60008088,145
true,5,https://api.elsevier.com/content/author/author_id/6701456985,6701456985,NA,Custódio M.R.,Custódio,Marcio R.,M.R.,true,60008088,145
